split,env,T,cap,base_seed,n_replicates,policy,name,alpha,c,K0,recommender,mean_regret,se,mean_q,mean_regret_disc,mean_regret_sel,mean_mu_star,mean_k_final,mean_search_frac,cap_hit_frac,mean_n_demoted,mean_regret_posterior_mean_shrunk,mean_regret_lcb,mean_regret_posterior_mean,mean_regret_empirical,mean_regret_oracle_prior,seconds
val,tail_b0.5_mu1.0_c1.0,50,64,5196000,500,refine_after_init,refine_after_init_K8,0.0,8.0,8,posterior_mean_shrunk,0.04029392516613007,0.0026831926481894774,0.9589341478347778,0.024360381722450256,0.01593354344367981,0.9992280730009079,8.0,0.125,0.0,-1.0,0.04029392516613007,0.04029392516613007,0.04029392516613007,0.04258849930763245,0.04029392516613007,0.016951333032920957
val,tail_b8.0_mu1.0_c1.0,50,64,5466000,500,power,power_a0.2500_c9.38768,0.25,9.38768368,-1,posterior_mean_shrunk,0.1830595059134066,0.0057733932066423655,0.2361182380281389,0.04827395039796829,0.1347855555154383,0.4191777439415455,25.0,0.47916666666666674,0.0,-1.0,0.1830595059134066,0.1830595059134066,0.1830595059134066,0.1830595059134066,0.1830595059134066,0.025980791891925037
val,tail_b8.0_mu1.0_c1.0,50,64,5466000,500,power,power_a0.3333_c5.50804,0.3333333333333333,5.5080378048,-1,posterior_mean_shrunk,0.17868079340457915,0.005688699532249326,0.24049695053696632,0.06353253048658371,0.11514826291799546,0.4191777439415455,21.0,0.3958333333333333,0.0,-1.0,0.17868079340457915,0.17868079340457915,0.17871792430058123,0.17871792430058123,0.17868079340457915,0.02598254196345806
val,tail_b8.0_mu1.0_c1.0,50,64,5466000,500,power,power_a0.5000_c2.90485,0.5,2.9048457122,-1,posterior_mean_shrunk,0.17823086489737033,0.00567607177083642,0.24094687904417514,0.06353253048658371,0.11469833441078663,0.4191777439415455,21.0,0.3958333333333333,0.0,-1.0,0.17823086489737033,0.17823086489737033,0.17826799579337238,0.17826799579337238,0.17823086489737033,0.030446792021393776
val,tail_b8.0_mu1.0_c1.0,50,64,5466000,500,power,power_a0.6667_c1.53197,0.6666666666666666,1.5319663573,-1,posterior_mean_shrunk,0.18057431010901928,0.005711967273439277,0.23860343383252622,0.06353253048658371,0.11704177962243557,0.4191777439415455,21.0,0.3958333333333333,0.0,-1.0,0.18057431010901928,0.18057431010901928,0.1806476559229195,0.1806476559229195,0.18057431010901928,0.02441862493287772
val,tail_b8.0_mu1.0_c1.0,50,64,5466000,500,refine_after_init,refine_after_init_K8,0.0,8.0,8,posterior_mean_shrunk,0.18142427031509578,0.0058043789930884845,0.2377534736264497,0.13145191638171672,0.04997235393337905,0.4191777439415455,8.0,0.125,0.0,-1.0,0.18142427031509578,0.18142427031509578,0.18142427031509578,0.18142427031509578,0.18142427031509578,0.017700999975204468
val,beta_rare_excellent,50,64,5046000,500,power,power_a0.2500_c9.38768,0.25,9.38768368,-1,posterior_mean_shrunk,0.15980592629068996,0.005444488722027831,0.2263573145592818,0.04613859131932259,0.11366733497136738,0.3861632408499718,25.0,0.47916666666666674,0.0,-1.0,0.15980592629068996,0.15980592629068996,0.15980592629068996,0.15980592629068996,0.15980592629068996,0.026522375061176717
val,beta_rare_excellent,50,64,5046000,500,power,power_a0.3333_c5.50804,0.3333333333333333,5.5080378048,-1,posterior_mean_shrunk,0.1573308841222897,0.005389245932990128,0.22883235672768204,0.056421723395586015,0.10090916072670371,0.3861632408499718,21.0,0.3958333333333333,0.0,-1.0,0.1573308841222897,0.1573308841222897,0.15731360967550426,0.15731360967550426,0.1571715279156342,0.024777333019301295
val,beta_rare_excellent,50,64,5046000,500,power,power_a0.5000_c2.90485,0.5,2.9048457122,-1,posterior_mean_shrunk,0.15699004090670496,0.005402529411153386,0.22917319994326682,0.056421723395586015,0.10056831751111894,0.3861632408499718,21.0,0.3958333333333333,0.0,-1.0,0.15699004090670496,0.15699004090670496,0.157132122666575,0.157132122666575,0.15699004090670496,0.028782707988284528
val,beta_rare_excellent,50,64,5046000,500,power,power_a0.6667_c1.53197,0.6666666666666666,1.5319663573,-1,posterior_mean_shrunk,0.15760582339856774,0.005391172088135209,0.22855741745140404,0.056421723395586015,0.10118410000298173,0.3861632408499718,21.0,0.3958333333333333,0.0,-1.0,0.15760582339856774,0.15760582339856774,0.1575885489517823,0.1575885489517823,0.15760582339856774,0.025735708069987595
val,beta_rare_excellent,50,64,5046000,500,refine_after_init,refine_after_init_K8,0.0,8.0,8,posterior_mean_shrunk,0.17938772517815232,0.005525237594352071,0.20677551567181945,0.12327335041016341,0.05611437476798892,0.3861632408499718,8.0,0.125,0.0,-1.0,0.17938772517815232,0.17938772517815232,0.17961336461640895,0.17938772517815232,0.17938772517815232,0.016944166040048003
val,beta_mostly_mediocre,50,64,5031000,500,power,power_a0.2500_c9.38768,0.25,9.38768368,-1,posterior_mean_shrunk,0.1466366199851036,0.004602501353755107,0.6133679359555244,0.028405576586723328,0.11823104339838028,0.7600045559406281,25.0,0.47916666666666674,0.0,-1.0,0.1466366199851036,0.1466366199851036,0.1466366199851036,0.1488821873664856,0.1466366199851036,0.03336079197470099
val,beta_mostly_mediocre,50,64,5031000,500,power,power_a0.3333_c5.50804,0.3333333333333333,5.5080378048,-1,posterior_mean_shrunk,0.14774603694677352,0.0045567951786082755,0.6122585189938545,0.03601914060115814,0.11172689634561539,0.7600045559406281,21.0,0.3958333333333333,0.0,-1.0,0.14774603694677352,0.1482626622915268,0.14904943871498108,0.1625801587700844,0.14729144048690795,0.030619791010394692
val,beta_mostly_mediocre,50,64,5031000,500,power,power_a0.5000_c2.90485,0.5,2.9048457122,-1,posterior_mean_shrunk,0.14825715535879136,0.004638695545705833,0.6117474005818367,0.03601914060115814,0.1122380147576332,0.7600045559406281,21.0,0.3958333333333333,0.0,-1.0,0.14825715535879136,0.1493479002714157,0.1488008772134781,0.16285412710905076,0.147771490752697,0.02711283299140632
val,beta_mostly_mediocre,50,64,5031000,500,power,power_a0.6667_c1.53197,0.6666666666666666,1.5319663573,-1,posterior_mean_shrunk,0.14971861946582793,0.004658361720701174,0.6102859364748001,0.03601914060115814,0.1136994788646698,0.7600045559406281,21.0,0.3958333333333333,0.0,-1.0,0.14971861946582793,0.15057294964790344,0.1511017025709152,0.16195397770404815,0.1494134400486946,0.026289000059477985
val,beta_mostly_mediocre,50,64,5031000,500,refine_after_init,refine_after_init_K8,0.0,8.0,8,posterior_mean_shrunk,0.14974318319559096,0.004482293208443959,0.6102613727450371,0.08753198087215423,0.062211202323436736,0.7600045559406281,8.0,0.125,0.0,-1.0,0.14974318319559096,0.15017058849334716,0.14944892132282256,0.14931583917140961,0.14947271370887757,0.021904250024817884
