variant,tau,env,T,split,cap,base_seed,n_replicates,fingerprint,k,tau_off,uses_log_e,heldout_T,recommender,mean_regret,se,mean_q,mean_regret_disc,mean_regret_sel,mean_mu_star,mean_k_final,mean_search_frac,cap_hit_frac,mean_n_demoted,mean_regret_posterior_mean_shrunk,mean_regret_lcb,mean_regret_posterior_mean,mean_regret_empirical,mean_regret_oracle_prior,n_decisions,n_search_decided,n_committed_steps,n_guard_vetoes,n_cap_demoted,n_nonfinite_rows,seconds
clock_quality_evidence_k16_famB_only,0.5,beta_skewed,500,val,64,5070000,500,b115008adddc46df,16,0.63,True,False,posterior_mean_shrunk,0.15451632833480836,0.005564433698852353,0.682145765542984,0.14001157516241072,0.014504753172397614,0.8366620938777923,64.0,0.12449799196787148,1.0,421.864,0.15451632833480836,0.15451632833480836,0.15451632833480836,0.15451632833480836,0.15451632833480836,16000,15553,233000,0,210932,0,2.7818202499765903
clock_quality_evidence_k16_famB_only,0.6,beta_skewed,500,val,64,5070000,500,b115008adddc46df,16,0.63,True,False,posterior_mean_shrunk,0.15451632833480836,0.005564433698852353,0.682145765542984,0.14001157516241072,0.014504753172397614,0.8366620938777923,64.0,0.12449799196787148,1.0,370.088,0.15451632833480836,0.15451632833480836,0.15451632833480836,0.15451632833480836,0.15451632833480836,16000,13795,233000,0,185044,0,2.5663339170860127
clock_quality_evidence_k16_famB_only,0.7,beta_skewed,500,val,64,5070000,500,b115008adddc46df,16,0.63,True,False,posterior_mean_shrunk,0.15501683223247528,0.0055404923472573454,0.681645261645317,0.1405874120593071,0.014429420173168183,0.8366620938777923,62.8,0.12208835341365461,0.928,167.172,0.15501683223247528,0.15501683223247528,0.15501683223247528,0.15501683223247528,0.15501683223247528,16000,7209,233000,0,83586,0,2.3983620840590447
clock_quality_evidence_k16_hgb,0.3,tail_b0.5_mu1.0_c1.0,500,val,64,5205000,500,41eaf54155267a60,16,0.64,True,False,posterior_mean_shrunk,0.0042477016448974605,0.0002958816564752504,0.9957429195642471,0.0004586191177368164,0.0037890825271606446,0.9999906212091446,64.0,0.12449799196787148,1.0,310.592,0.0042477016448974605,0.0042477016448974605,0.0042477016448974605,0.022817178696393967,0.0042477016448974605,16000,12081,233000,0,155296,0,0.9431455419398844
clock_quality_evidence_k16_hgb,0.4,tail_b0.5_mu1.0_c1.0,500,val,64,5205000,500,41eaf54155267a60,16,0.64,True,False,posterior_mean_shrunk,0.004297279953956604,0.0002963849155448409,0.9956933412551879,0.00046368670463562013,0.0038335932493209837,0.9999906212091446,63.82,0.12413654618473896,0.988,224.848,0.004297279953956604,0.004297279953956604,0.004297279953956604,0.025743860453367233,0.004297279953956604,16000,9395,233000,0,112424,0,0.9893117919564247
clock_quality_evidence_k16_hgb,0.5,tail_b0.5_mu1.0_c1.0,500,val,64,5205000,500,41eaf54155267a60,16,0.64,True,False,posterior_mean_shrunk,0.004036015748977661,0.00024350189971889647,0.9959546054601669,0.000661211371421814,0.003374804377555847,0.9999906212091446,55.036,0.10649799196787149,0.332,14.416,0.004036015748977661,0.004036015748977661,0.004036015748977661,0.04133679381012917,0.004036015748977661,16000,2359,233000,0,7208,0,0.9831802080152556
clock_quality_evidence_k16_hgb,0.6,tail_b0.5_mu1.0_c1.0,500,val,64,5205000,500,41eaf54155267a60,16,0.64,True,False,posterior_mean_shrunk,0.003865684986114502,0.0002361639181691203,0.9961249362230301,0.0007879385948181152,0.003077746391296387,0.9999906212091446,49.292,0.09496385542168675,0.05,0.84,0.003865684986114502,0.003865684986114502,0.003879655122756958,0.041770105712115764,0.003874040484428406,16000,1638,233000,0,420,0,0.9748237089952454
clock_quality_evidence_k16_hgb,0.7,tail_b0.5_mu1.0_c1.0,500,val,64,5205000,500,41eaf54155267a60,16,0.64,True,False,posterior_mean_shrunk,0.004051131248474121,0.0002664076837846247,0.9959394899606705,0.0010034102201461792,0.0030477210283279418,0.9999906212091446,38.108,0.07250602409638554,0.002,0.008,0.004051131248474121,0.004098256349563598,0.004024741768836975,0.04765949641168118,0.0040009313821792606,16000,1217,233000,0,4,0,1.1137497080489993
clock_quality_evidence_k16_hgb,0.3,tail_b2.0_mu1.0_c1.0,500,val,64,5370000,500,41eaf54155267a60,16,0.64,True,False,posterior_mean_shrunk,0.0757882118821144,0.002964911015576715,0.8854264449477196,0.06491722154617309,0.010870990335941315,0.961214656829834,64.0,0.12449799196787148,1.0,408.824,0.0757882118821144,0.0757882118821144,0.07585391706228256,0.07585391706228256,0.07575859063863755,16000,15149,233000,0,204412,0,1.2632579159690067
clock_quality_evidence_k16_hgb,0.4,tail_b2.0_mu1.0_c1.0,500,val,64,5370000,500,41eaf54155267a60,16,0.64,True,False,posterior_mean_shrunk,0.0757882118821144,0.002964911015576715,0.8854264449477196,0.06491722154617309,0.010870990335941315,0.961214656829834,64.0,0.12449799196787148,1.0,316.54,0.0757882118821144,0.0757882118821144,0.07585391706228256,0.07585391706228256,0.07575859063863755,16000,12245,233000,0,158270,0,1.2859858330339193
clock_quality_evidence_k16_hgb,0.5,tail_b2.0_mu1.0_c1.0,500,val,64,5370000,500,41eaf54155267a60,16,0.64,True,False,posterior_mean_shrunk,0.07580076080560684,0.0029644749259897037,0.8854138960242272,0.06492977046966553,0.010870990335941315,0.961214656829834,63.948,0.12439357429718875,0.996,199.976,0.07580076080560684,0.07580076080560684,0.075866465985775,0.075866465985775,0.07577113956212997,16000,8536,233000,0,99988,0,1.4404446660773829
clock_quality_evidence_k16_hgb,0.6,tail_b2.0_mu1.0_c1.0,500,val,64,5370000,500,41eaf54155267a60,16,0.64,True,False,posterior_mean_shrunk,0.08118314737081528,0.00301613559086655,0.8800315094590188,0.06933697605133057,0.01184617131948471,0.961214656829834,59.636,0.11573493975903613,0.672,63.068,0.08118314737081528,0.08067355293035507,0.08057054358720779,0.11933802722394467,0.08064393168687821,16000,4017,233000,0,31534,0,1.3785475420299917
clock_quality_evidence_k16_hgb,0.7,tail_b2.0_mu1.0_c1.0,500,val,64,5370000,500,41eaf54155267a60,16,0.64,True,False,posterior_mean_shrunk,0.08580134385824204,0.0031486590689435478,0.875413312971592,0.07528977000713348,0.010511573851108551,0.961214656829834,53.476,0.10336546184738957,0.252,12.176,0.08580134385824204,0.0858422504067421,0.08563836699724198,0.10952718785405159,0.085622916162014,16000,2074,233000,0,6088,0,1.262026375043206
clock_quality_evidence_k16_lucb,0.3,beta_good_common,500,val,64,5010000,500,24f17e5ef5cb0f1e,16,0.66,True,False,posterior_mean_shrunk,0.03569364142417908,0.0013518973232750549,0.9540082341432572,0.020375285267829894,0.015318356156349182,0.9897018755674363,64.0,0.12449799196787148,1.0,383.46,0.03569364142417908,0.03569364142417908,0.03570700585842133,0.03610692644119263,0.03569364142417908,16000,14142,233000,0,191730,0,0.6251992080360651
clock_quality_evidence_k16_lucb,0.4,beta_good_common,500,val,64,5010000,500,24f17e5ef5cb0f1e,16,0.66,True,False,posterior_mean_shrunk,0.03565724635124207,0.0013522675022784013,0.9540446292161942,0.020375285267829894,0.01528196108341217,0.9897018755674363,63.916,0.12432931726907628,0.994,68.776,0.03565724635124207,0.03565724635124207,0.035670610785484315,0.036070531368255616,0.03565724635124207,16000,4085,233000,0,34388,0,0.7221793329808861
clock_quality_evidence_k16_lucb,0.5,beta_good_common,500,val,64,5010000,500,24f17e5ef5cb0f1e,16,0.66,True,False,posterior_mean_shrunk,0.04070535361766815,0.0014630642038056055,0.948996521949768,0.029844996571540834,0.01086035704612732,0.9897018755674363,36.16,0.06859437751004016,0.024,0.272,0.04070535361766815,0.04066642951965332,0.040647392272949216,0.04086548912525177,0.04059844434261322,16000,1076,233000,0,136,0,0.7710564580047503
clock_quality_evidence_k16_lucb,0.6,beta_good_common,500,val,64,5010000,500,24f17e5ef5cb0f1e,16,0.66,True,False,posterior_mean_shrunk,0.05075606644153595,0.0017322495202313835,0.9389458091259003,0.041653240203857425,0.009102826237678528,0.9897018755674363,22.0,0.040160642570281124,0.0,0.0,0.05075606644153595,0.05095529282093048,0.05095595371723175,0.05082755601406098,0.05075606644153595,16000,625,233000,0,0,0,0.6692969169234857
clock_quality_evidence_k16_lucb,0.7,beta_good_common,500,val,64,5010000,500,24f17e5ef5cb0f1e,16,0.66,True,False,posterior_mean_shrunk,0.05635508751869202,0.0018851862926733433,0.9333467880487442,0.04827642631530762,0.008078661203384399,0.9897018755674363,17.84,0.03180722891566266,0.0,0.0,0.05635508751869202,0.05642818009853363,0.05635508751869202,0.05622668981552124,0.05635508751869202,16000,495,233000,0,0,0,0.6160482499981299
clock_quality_evidence_k16_hgb,0.3,tail_b1.0_mu0.9_c2.0,500,val,64,5280000,500,41eaf54155267a60,16,0.64,True,False,posterior_mean_shrunk,0.033184857606887816,0.0014776741017765744,0.8658514132499695,0.006895366787910462,0.026289490818977357,0.8990362708568573,64.0,0.12449799196787148,1.0,336.668,0.033184857606887816,0.033184857606887816,0.03340697836875915,0.0335212459564209,0.033184857606887816,16000,12895,233000,0,168334,0,0.9767132500419393
clock_quality_evidence_k16_hgb,0.4,tail_b1.0_mu0.9_c2.0,500,val,64,5280000,500,41eaf54155267a60,16,0.64,True,False,posterior_mean_shrunk,0.033184857606887816,0.0014776741017765744,0.8658514132499695,0.006895366787910462,0.026289490818977357,0.8990362708568573,63.976,0.12444979919678714,0.998,235.416,0.033184857606887816,0.033184857606887816,0.03340697836875915,0.033770918011665346,0.033184857606887816,16000,9717,233000,0,117708,0,1.1493125410052016
clock_quality_evidence_k16_hgb,0.5,tail_b1.0_mu0.9_c2.0,500,val,64,5280000,500,41eaf54155267a60,16,0.64,True,False,posterior_mean_shrunk,0.03148488080501556,0.001377501238020403,0.8675513900518418,0.007482840776443482,0.02400204002857208,0.8990362708568573,58.892,0.11424096385542168,0.626,59.596,0.03148488080501556,0.0315392701625824,0.03154566776752472,0.08431162267923355,0.03148488080501556,16000,4013,233000,0,29798,0,1.0947040000464767
clock_quality_evidence_k16_hgb,0.6,tail_b1.0_mu0.9_c2.0,500,val,64,5280000,500,41eaf54155267a60,16,0.64,True,False,posterior_mean_shrunk,0.029824773907661438,0.001278124408731879,0.8692114969491959,0.008828336834907531,0.020996437072753907,0.8990362708568573,49.792,0.09596787148594378,0.144,6.696,0.029824773907661438,0.02986322772502899,0.0297909255027771,0.08801529777050018,0.029824773907661438,16000,1890,233000,0,3348,0,1.0185158749809489
clock_quality_evidence_k16_hgb,0.7,tail_b1.0_mu0.9_c2.0,500,val,64,5280000,500,41eaf54155267a60,16,0.64,True,False,posterior_mean_shrunk,0.031434832453727725,0.0012641249572661196,0.8676014384031295,0.013496859669685364,0.01793797278404236,0.8990362708568573,34.916,0.06609638554216868,0.02,0.688,0.031434832453727725,0.03174368798732757,0.031539044976234436,0.04593479710817337,0.031434832453727725,16000,1093,233000,0,344,0,0.9871343750273809
clock_quality_evidence_k16_famB_only,0.3,tail_b8.0_mu1.0_c1.0,500,val,64,5475000,500,b115008adddc46df,16,0.63,True,False,posterior_mean_shrunk,0.1647478139549494,0.005143198189011625,0.40268106625974176,0.12264386162161828,0.042103952333331106,0.5674288802146912,64.0,0.12449799196787148,1.0,436.0,0.1647478139549494,0.1647478139549494,0.1650539194792509,0.16499203880131244,0.16479406420886517,16000,16000,233000,0,218000,0,2.9701549590099603
clock_quality_evidence_k16_famB_only,0.4,tail_b8.0_mu1.0_c1.0,500,val,64,5475000,500,b115008adddc46df,16,0.63,True,False,posterior_mean_shrunk,0.1647478139549494,0.005143198189011625,0.40268106625974176,0.12264386162161828,0.042103952333331106,0.5674288802146912,64.0,0.12449799196787148,1.0,435.808,0.1647478139549494,0.1647478139549494,0.1650539194792509,0.16499203880131244,0.16479406420886517,16000,15994,233000,0,217904,0,2.9765577499056235
clock_quality_evidence_k16_famB_only,0.5,tail_b8.0_mu1.0_c1.0,500,val,64,5475000,500,b115008adddc46df,16,0.63,True,False,posterior_mean_shrunk,0.1647478139549494,0.005143198189011625,0.40268106625974176,0.12264386162161828,0.042103952333331106,0.5674288802146912,64.0,0.12449799196787148,1.0,426.592,0.1647478139549494,0.1647478139549494,0.1650539194792509,0.16499203880131244,0.16479406420886517,16000,15706,233000,0,213296,0,2.8320114579983056
clock_quality_evidence_k16_famB_only,0.6,tail_b8.0_mu1.0_c1.0,500,val,64,5475000,500,b115008adddc46df,16,0.63,True,False,posterior_mean_shrunk,0.1647478139549494,0.005143198189011625,0.40268106625974176,0.12264386162161828,0.042103952333331106,0.5674288802146912,64.0,0.12449799196787148,1.0,415.028,0.1647478139549494,0.1647478139549494,0.1650539194792509,0.16499203880131244,0.16479406420886517,16000,15342,233000,0,207514,0,3.01454133389052
clock_quality_evidence_k16_famB_only,0.7,tail_b8.0_mu1.0_c1.0,500,val,64,5475000,500,b115008adddc46df,16,0.63,True,False,posterior_mean_shrunk,0.1647478139549494,0.005143198189011625,0.40268106625974176,0.12264386162161828,0.042103952333331106,0.5674288802146912,64.0,0.12449799196787148,1.0,334.452,0.1647478139549494,0.1647478139549494,0.1650539194792509,0.16499203880131244,0.16479406420886517,16000,12621,233000,0,167226,0,2.756661833031103
clock_quality_evidence_k16_lucb,0.3,beta_mostly_mediocre,500,val,64,5040000,500,24f17e5ef5cb0f1e,16,0.66,True,False,posterior_mean_shrunk,0.10785292422771454,0.0031682745263328796,0.7233704092502594,0.06052272510528565,0.0473301991224289,0.831223333477974,64.0,0.12449799196787148,1.0,428.544,0.10785292422771454,0.10785292422771454,0.10818780040740966,0.10846248209476471,0.10785292422771454,16000,15767,233000,0,214272,0,0.6381220830371603
clock_quality_evidence_k16_lucb,0.4,beta_mostly_mediocre,500,val,64,5040000,500,24f17e5ef5cb0f1e,16,0.66,True,False,posterior_mean_shrunk,0.10785292422771454,0.0031682745263328796,0.7233704092502594,0.06052272510528565,0.0473301991224289,0.831223333477974,64.0,0.12449799196787148,1.0,396.888,0.10785292422771454,0.10785292422771454,0.10818780040740966,0.10846248209476471,0.10785292422771454,16000,14713,233000,0,198444,0,0.6504367919405922
clock_quality_evidence_k16_lucb,0.5,beta_mostly_mediocre,500,val,64,5040000,500,24f17e5ef5cb0f1e,16,0.66,True,False,posterior_mean_shrunk,0.10785292422771454,0.0031682745263328796,0.7233704092502594,0.06052272510528565,0.0473301991224289,0.831223333477974,64.0,0.12449799196787148,1.0,188.196,0.10785292422771454,0.10785292422771454,0.10818780040740966,0.10846248209476471,0.10785292422771454,16000,7865,233000,0,94098,0,0.6935439159860834
clock_quality_evidence_k16_lucb,0.6,beta_mostly_mediocre,500,val,64,5040000,500,24f17e5ef5cb0f1e,16,0.66,True,False,posterior_mean_shrunk,0.10739717304706574,0.0030939120232269107,0.7238261604309082,0.06684847092628479,0.04054870212078095,0.831223333477974,54.372,0.10516465863453814,0.518,21.776,0.10739717304706574,0.10739717304706574,0.1076939936876297,0.10798234331607819,0.10739717304706574,16000,2318,233000,0,10888,0,0.7407659169984981
clock_quality_evidence_k16_lucb,0.7,beta_mostly_mediocre,500,val,64,5040000,500,24f17e5ef5cb0f1e,16,0.66,True,False,posterior_mean_shrunk,0.11901456934213639,0.003298780070100583,0.7122087641358376,0.08941411828994751,0.029600451052188875,0.831223333477974,30.876,0.057983935742971886,0.01,0.212,0.11901456934213639,0.1190987007021904,0.11911710983514785,0.11900443989038467,0.11901456934213639,16000,909,233000,0,106,0,0.5976762908976525
clock_quality_evidence_k16_lucb,0.3,tail_b0.5_mu1.0_c1.0,500,val,64,5205000,500,24f17e5ef5cb0f1e,16,0.66,True,False,posterior_mean_shrunk,0.004254676580429077,0.0002957535783850828,0.9957359446287155,0.0004586191177368164,0.0037960574626922606,0.9999906212091446,64.0,0.12449799196787148,1.0,418.756,0.004254676580429077,0.004254676580429077,0.004254676580429077,0.022817178696393967,0.004254676580429077,16000,15441,233000,0,209378,0,0.551059624995105
clock_quality_evidence_k16_lucb,0.4,tail_b0.5_mu1.0_c1.0,500,val,64,5205000,500,24f17e5ef5cb0f1e,16,0.66,True,False,posterior_mean_shrunk,0.004244874238967896,0.0002941557571495433,0.9957457469701767,0.000459803581237793,0.0037850706577301023,0.9999906212091446,63.58,0.12365461847389557,0.97,195.976,0.004244874238967896,0.004244874238967896,0.004244874238967896,0.022806829422712328,0.004244874238967896,16000,8193,233000,0,97988,0,0.5500710000051185
clock_quality_evidence_k16_lucb,0.5,tail_b0.5_mu1.0_c1.0,500,val,64,5205000,500,24f17e5ef5cb0f1e,16,0.66,True,False,posterior_mean_shrunk,0.004144309639930725,0.00027307631605175717,0.9958463115692139,0.0015952074527740478,0.0025491021871566774,0.9999906212091446,36.392,0.06906024096385542,0.038,1.324,0.004144309639930725,0.004144309639930725,0.004144309639930725,0.009917953848838807,0.004144309639930725,16000,1124,233000,0,662,0,0.5563268749974668
clock_quality_evidence_k16_lucb,0.6,tail_b0.5_mu1.0_c1.0,500,val,64,5205000,500,24f17e5ef5cb0f1e,16,0.66,True,False,posterior_mean_shrunk,0.006083426713943482,0.00041808245050242905,0.9939071944952012,0.004191251754760742,0.0018921749591827393,0.9999906212091446,20.272,0.036690763052208836,0.0,0.0,0.006083426713943482,0.006083426713943482,0.006083426713943482,0.006314136862754822,0.006083426713943482,16000,571,233000,0,0,0,0.5058022920275107
clock_quality_evidence_k16_lucb,0.7,tail_b0.5_mu1.0_c1.0,500,val,64,5205000,500,24f17e5ef5cb0f1e,16,0.66,True,False,posterior_mean_shrunk,0.007483471632003785,0.0005727731132570125,0.9925071495771408,0.005491063714027405,0.0019924079179763792,0.9999906212091446,17.616,0.03135742971887551,0.0,0.0,0.007483471632003785,0.007483471632003785,0.007483471632003785,0.007818820595741271,0.007483471632003785,16000,488,233000,0,0,0,0.4965356669854373
clock_quality_evidence_k16_lucb,0.3,tail_b1.0_mu0.9_c2.0,500,val,64,5280000,500,24f17e5ef5cb0f1e,16,0.66,True,False,posterior_mean_shrunk,0.033184857606887816,0.0014776741017765744,0.8658514132499695,0.006895366787910462,0.026289490818977357,0.8990362708568573,64.0,0.12449799196787148,1.0,419.076,0.033184857606887816,0.033184857606887816,0.03340697836875915,0.0335212459564209,0.033184857606887816,16000,15465,233000,0,209538,0,0.5082440420519561
clock_quality_evidence_k16_lucb,0.4,tail_b1.0_mu0.9_c2.0,500,val,64,5280000,500,24f17e5ef5cb0f1e,16,0.66,True,False,posterior_mean_shrunk,0.033184857606887816,0.0014776741017765744,0.8658514132499695,0.006895366787910462,0.026289490818977357,0.8990362708568573,64.0,0.12449799196787148,1.0,216.672,0.033184857606887816,0.033184857606887816,0.03340697836875915,0.0335212459564209,0.033184857606887816,16000,8754,233000,0,108336,0,0.5318288330454379
clock_quality_evidence_k16_lucb,0.5,tail_b1.0_mu0.9_c2.0,500,val,64,5280000,500,24f17e5ef5cb0f1e,16,0.66,True,False,posterior_mean_shrunk,0.030434805035591126,0.0013774755915363847,0.8686014658212662,0.008730621099472046,0.02170418393611908,0.8990362708568573,49.836,0.09605622489959839,0.322,7.748,0.030434805035591126,0.030434805035591126,0.03090726351737976,0.030821004629135132,0.030434805035591126,16000,1737,233000,0,3874,0,0.5579224999528378
clock_quality_evidence_k16_lucb,0.6,tail_b1.0_mu0.9_c2.0,500,val,64,5280000,500,24f17e5ef5cb0f1e,16,0.66,True,False,posterior_mean_shrunk,0.031728115558624266,0.001239704918109253,0.867308155298233,0.015105459451675416,0.016622656106948852,0.8990362708568573,29.98,0.056184738955823293,0.01,0.244,0.031728115558624266,0.03203697109222412,0.031832328081130984,0.03175038027763367,0.031728115558624266,16000,882,233000,0,122,0,0.5110932920360938
clock_quality_evidence_k16_lucb,0.7,tail_b1.0_mu0.9_c2.0,500,val,64,5280000,500,24f17e5ef5cb0f1e,16,0.66,True,False,posterior_mean_shrunk,0.03610446739196777,0.0014374469442693992,0.8629318034648895,0.02465592932701111,0.011448538064956664,0.8990362708568573,18.32,0.032771084337349404,0.0,0.0,0.03610446739196777,0.03608244848251343,0.036214274525642395,0.036214274525642395,0.03610446739196777,16000,510,233000,0,0,0,0.47732487495522946
clock_quality_evidence_k16_lucb,0.3,tail_b2.0_mu1.0_c1.0,500,val,64,5370000,500,24f17e5ef5cb0f1e,16,0.66,True,False,posterior_mean_shrunk,0.0757882118821144,0.002964911015576715,0.8854264449477196,0.06491722154617309,0.010870990335941315,0.961214656829834,64.0,0.12449799196787148,1.0,435.904,0.0757882118821144,0.0757882118821144,0.07585391706228256,0.07585391706228256,0.07575859063863755,16000,15997,233000,0,217952,0,0.8650836249580607
clock_quality_evidence_k16_lucb,0.4,tail_b2.0_mu1.0_c1.0,500,val,64,5370000,500,24f17e5ef5cb0f1e,16,0.66,True,False,posterior_mean_shrunk,0.0757882118821144,0.002964911015576715,0.8854264449477196,0.06491722154617309,0.010870990335941315,0.961214656829834,64.0,0.12449799196787148,1.0,414.36,0.0757882118821144,0.0757882118821144,0.07585391706228256,0.07585391706228256,0.07575859063863755,16000,15308,233000,0,207180,0,0.8604055830510333
clock_quality_evidence_k16_lucb,0.5,tail_b2.0_mu1.0_c1.0,500,val,64,5370000,500,24f17e5ef5cb0f1e,16,0.66,True,False,posterior_mean_shrunk,0.0757882118821144,0.002964911015576715,0.8854264449477196,0.06491722154617309,0.010870990335941315,0.961214656829834,64.0,0.12449799196787148,1.0,291.44,0.0757882118821144,0.0757882118821144,0.07585391706228256,0.07585391706228256,0.07575859063863755,16000,11227,233000,0,145720,0,0.8982730830321088
clock_quality_evidence_k16_lucb,0.6,tail_b2.0_mu1.0_c1.0,500,val,64,5370000,500,24f17e5ef5cb0f1e,16,0.66,True,False,posterior_mean_shrunk,0.07809485298395157,0.002984598648079848,0.8831198038458824,0.06774147748947143,0.010353375494480134,0.961214656829834,58.996,0.11444979919678713,0.75,64.984,0.07809485298395157,0.07809485298395157,0.07816055816411972,0.07816055816411972,0.0780652317404747,16000,3846,233000,0,32492,0,0.8754126670537516
clock_quality_evidence_k16_lucb,0.7,tail_b2.0_mu1.0_c1.0,500,val,64,5370000,500,24f17e5ef5cb0f1e,16,0.66,True,False,posterior_mean_shrunk,0.10631962502002716,0.003454101821840437,0.8548950318098069,0.09989964485168457,0.00641998016834259,0.961214656829834,36.616,0.06951004016064258,0.118,4.74,0.10631962502002716,0.10631962502002716,0.10597904634475708,0.10825914883613587,0.1061813714504242,16000,1236,233000,0,2370,0,0.6838391670025885
clock_quality_evidence_k16_hgb,0.3,beta_skewed,500,val,64,5070000,500,41eaf54155267a60,16,0.64,True,False,posterior_mean_shrunk,0.15451632833480836,0.005564433698852353,0.682145765542984,0.14001157516241072,0.014504753172397614,0.8366620938777923,64.0,0.12449799196787148,1.0,432.696,0.15451632833480836,0.15451632833480836,0.15451632833480836,0.15451632833480836,0.15451632833480836,16000,15895,233000,0,216348,0,2.998989999992773
clock_quality_evidence_k16_hgb,0.4,beta_skewed,500,val,64,5070000,500,41eaf54155267a60,16,0.64,True,False,posterior_mean_shrunk,0.15451632833480836,0.005564433698852353,0.682145765542984,0.14001157516241072,0.014504753172397614,0.8366620938777923,64.0,0.12449799196787148,1.0,423.064,0.15451632833480836,0.15451632833480836,0.15451632833480836,0.15451632833480836,0.15451632833480836,16000,15587,233000,0,211532,0,2.821912582963705
clock_quality_evidence_k16_hgb,0.5,beta_skewed,500,val,64,5070000,500,41eaf54155267a60,16,0.64,True,False,posterior_mean_shrunk,0.15451632833480836,0.005564433698852353,0.682145765542984,0.14001157516241072,0.014504753172397614,0.8366620938777923,64.0,0.12449799196787148,1.0,392.864,0.15451632833480836,0.15451632833480836,0.15451632833480836,0.15451632833480836,0.15451632833480836,16000,14610,233000,0,196432,0,3.1335341660305858
clock_quality_evidence_k16_hgb,0.6,beta_skewed,500,val,64,5070000,500,41eaf54155267a60,16,0.64,True,False,posterior_mean_shrunk,0.15451632833480836,0.005564433698852353,0.682145765542984,0.14001157516241072,0.014504753172397614,0.8366620938777923,64.0,0.12449799196787148,1.0,316.98,0.15451632833480836,0.15451632833480836,0.15451632833480836,0.15451632833480836,0.15451632833480836,16000,12145,233000,0,158490,0,2.8790929169626907
clock_quality_evidence_k16_hgb,0.7,beta_skewed,500,val,64,5070000,500,41eaf54155267a60,16,0.64,True,False,posterior_mean_shrunk,0.15556151503324508,0.005599469262641189,0.6811005788445472,0.14153437906503677,0.014027135968208313,0.8366620938777923,63.416,0.12332530120481928,0.958,167.404,0.15556151503324508,0.15556151503324508,0.15567322289943694,0.15567322289943694,0.15567322289943694,16000,7309,233000,0,83702,0,2.601802833029069
clock_quality_evidence_k16_hgb,0.3,beta_rare_excellent,500,val,64,5055000,500,41eaf54155267a60,16,0.64,True,False,posterior_mean_shrunk,0.15966445277631283,0.004854002256096899,0.3571788293868303,0.1130865530371666,0.04657789973914623,0.5168432821631431,64.0,0.12449799196787148,1.0,435.52,0.15966445277631283,0.15966445277631283,0.16007954870164395,0.1602402501553297,0.1593896648734808,16000,15985,233000,0,217760,0,3.339223959017545
clock_quality_evidence_k16_hgb,0.4,beta_rare_excellent,500,val,64,5055000,500,41eaf54155267a60,16,0.64,True,False,posterior_mean_shrunk,0.15966445277631283,0.004854002256096899,0.3571788293868303,0.1130865530371666,0.04657789973914623,0.5168432821631431,64.0,0.12449799196787148,1.0,426.616,0.15966445277631283,0.15966445277631283,0.16007954870164395,0.1602402501553297,0.1593896648734808,16000,15698,233000,0,213308,0,3.119927666033618
clock_quality_evidence_k16_hgb,0.5,beta_rare_excellent,500,val,64,5055000,500,41eaf54155267a60,16,0.64,True,False,posterior_mean_shrunk,0.15966445277631283,0.004854002256096899,0.3571788293868303,0.1130865530371666,0.04657789973914623,0.5168432821631431,64.0,0.12449799196787148,1.0,379.384,0.15966445277631283,0.15966445277631283,0.16007954870164395,0.1602402501553297,0.1593896648734808,16000,14194,233000,0,189692,0,3.355079917004332
clock_quality_evidence_k16_hgb,0.6,beta_rare_excellent,500,val,64,5055000,500,41eaf54155267a60,16,0.64,True,False,posterior_mean_shrunk,0.15966445277631283,0.004854002256096899,0.3571788293868303,0.1130865530371666,0.04657789973914623,0.5168432821631431,64.0,0.12449799196787148,1.0,287.128,0.15966445277631283,0.15966445277631283,0.16007954870164395,0.1602402501553297,0.1593896648734808,16000,11248,233000,0,143564,0,3.134527208050713
clock_quality_evidence_k16_hgb,0.7,beta_rare_excellent,500,val,64,5055000,500,41eaf54155267a60,16,0.64,True,False,posterior_mean_shrunk,0.15976904998719693,0.004861188417152661,0.35707423217594625,0.11332680702209473,0.046442242965102194,0.5168432821631431,63.756,0.12400803212851405,0.982,120.544,0.15976904998719693,0.15976904998719693,0.1606679858416319,0.16082868729531766,0.1594942620843649,16000,5871,233000,0,60272,0,2.7927875840105116
clock_quality_evidence_k16_noT1000,0.3,beta_good_common,500,val,64,5010000,500,017376ea6edd127a,16,0.65,True,False,posterior_mean_shrunk,0.03569364142417908,0.0013518973232750549,0.9540082341432572,0.020375285267829894,0.015318356156349182,0.9897018755674363,64.0,0.12449799196787148,1.0,355.208,0.03569364142417908,0.03569364142417908,0.03570700585842133,0.03610692644119263,0.03569364142417908,16000,13064,233000,0,177604,0,0.5452869170112535
clock_quality_evidence_k16_noT1000,0.4,beta_good_common,500,val,64,5010000,500,017376ea6edd127a,16,0.65,True,False,posterior_mean_shrunk,0.03569364142417908,0.0013518973232750549,0.9540082341432572,0.020375285267829894,0.015318356156349182,0.9897018755674363,64.0,0.12449799196787148,1.0,188.88,0.03569364142417908,0.03569364142417908,0.03570700585842133,0.03610692644119263,0.03569364142417908,16000,7840,233000,0,94440,0,0.5305426670238376
