policy,replicate,budget,timestep,best_arm_pull_share
uniform,2,160,129,0.05426356589147287
uniform,2,160,130,0.05384615384615385
uniform,2,160,131,0.05343511450381679
uniform,2,160,132,0.05303030303030303
uniform,2,160,133,0.05263157894736842
uniform,2,160,134,0.05223880597014925
uniform,2,160,135,0.05185185185185185
uniform,2,160,136,0.051470588235294115
uniform,2,160,137,0.051094890510948905
uniform,2,160,138,0.050724637681159424
uniform,2,160,139,0.050359712230215826
uniform,2,160,140,0.05
uniform,2,160,141,0.04964539007092199
uniform,2,160,142,0.04929577464788732
uniform,2,160,143,0.04895104895104895
uniform,2,160,144,0.05555555555555555
uniform,2,160,145,0.05517241379310345
uniform,2,160,146,0.0547945205479452
uniform,2,160,147,0.05442176870748299
uniform,2,160,148,0.05405405405405406
uniform,2,160,149,0.053691275167785234
uniform,2,160,150,0.05333333333333334
uniform,2,160,151,0.052980132450331126
uniform,2,160,152,0.05263157894736842
uniform,2,160,153,0.05228758169934641
uniform,2,160,154,0.05194805194805195
uniform,2,160,155,0.05161290322580645
uniform,2,160,156,0.05128205128205128
uniform,2,160,157,0.050955414012738856
uniform,2,160,158,0.05063291139240506
uniform,2,160,159,0.050314465408805034
uniform,2,160,160,0.05
spruce,2,160,1,0.0
spruce,2,160,2,0.0
spruce,2,160,3,0.0
spruce,2,160,4,0.0
spruce,2,160,5,0.0
spruce,2,160,6,0.0
spruce,2,160,7,0.0
spruce,2,160,8,0.0
spruce,2,160,9,0.0
spruce,2,160,10,0.0
spruce,2,160,11,0.0
spruce,2,160,12,0.0
spruce,2,160,13,0.0
spruce,2,160,14,0.0
spruce,2,160,15,0.0
spruce,2,160,16,0.0
spruce,2,160,17,0.0
spruce,2,160,18,0.05555555555555555
spruce,2,160,19,0.05263157894736842
spruce,2,160,20,0.05
spruce,2,160,21,0.047619047619047616
spruce,2,160,22,0.045454545454545456
spruce,2,160,23,0.043478260869565216
spruce,2,160,24,0.041666666666666664
spruce,2,160,25,0.04
spruce,2,160,26,0.038461538461538464
spruce,2,160,27,0.037037037037037035
spruce,2,160,28,0.03571428571428571
spruce,2,160,29,0.034482758620689655
spruce,2,160,30,0.03333333333333333
spruce,2,160,31,0.03225806451612903
spruce,2,160,32,0.03125
spruce,2,160,33,0.030303030303030304
spruce,2,160,34,0.029411764705882353
spruce,2,160,35,0.02857142857142857
spruce,2,160,36,0.05555555555555555
spruce,2,160,37,0.05405405405405406
spruce,2,160,38,0.05263157894736842
spruce,2,160,39,0.05128205128205128
spruce,2,160,40,0.05
spruce,2,160,41,0.04878048780487805
spruce,2,160,42,0.047619047619047616
spruce,2,160,43,0.046511627906976744
spruce,2,160,44,0.06818181818181818
spruce,2,160,45,0.06666666666666667
spruce,2,160,46,0.06521739130434782
spruce,2,160,47,0.06382978723404255
spruce,2,160,48,0.0625
spruce,2,160,49,0.061224489795918366
spruce,2,160,50,0.06
spruce,2,160,51,0.058823529411764705
spruce,2,160,52,0.057692307692307696
spruce,2,160,53,0.05660377358490566
spruce,2,160,54,0.05555555555555555
spruce,2,160,55,0.05454545454545454
spruce,2,160,56,0.07142857142857142
spruce,2,160,57,0.07017543859649122
spruce,2,160,58,0.06896551724137931
spruce,2,160,59,0.06779661016949153
spruce,2,160,60,0.06666666666666667
spruce,2,160,61,0.06557377049180328
spruce,2,160,62,0.06451612903225806
spruce,2,160,63,0.06349206349206349
spruce,2,160,64,0.0625
spruce,2,160,65,0.06153846153846154
spruce,2,160,66,0.06060606060606061
spruce,2,160,67,0.05970149253731343
spruce,2,160,68,0.07352941176470588
spruce,2,160,69,0.07246376811594203
spruce,2,160,70,0.07142857142857142
spruce,2,160,71,0.07042253521126761
spruce,2,160,72,0.06944444444444445
spruce,2,160,73,0.0684931506849315
spruce,2,160,74,0.06756756756756757
spruce,2,160,75,0.06666666666666667
spruce,2,160,76,0.06578947368421052
spruce,2,160,77,0.06493506493506493
spruce,2,160,78,0.07692307692307693
spruce,2,160,79,0.0759493670886076
spruce,2,160,80,0.075
spruce,2,160,81,0.07407407407407407
spruce,2,160,82,0.07317073170731707
spruce,2,160,83,0.07228915662650602
spruce,2,160,84,0.07142857142857142
spruce,2,160,85,0.07058823529411765
spruce,2,160,86,0.06976744186046512
spruce,2,160,87,0.06896551724137931
spruce,2,160,88,0.06818181818181818
spruce,2,160,89,0.06741573033707865
spruce,2,160,90,0.06666666666666667
spruce,2,160,91,0.06593406593406594
spruce,2,160,92,0.06521739130434782
spruce,2,160,93,0.06451612903225806
spruce,2,160,94,0.06382978723404255
spruce,2,160,95,0.06315789473684211
spruce,2,160,96,0.0625
spruce,2,160,97,0.061855670103092786
spruce,2,160,98,0.061224489795918366
spruce,2,160,99,0.0707070707070707
spruce,2,160,100,0.07
spruce,2,160,101,0.06930693069306931
spruce,2,160,102,0.06862745098039216
spruce,2,160,103,0.06796116504854369
spruce,2,160,104,0.0673076923076923
spruce,2,160,105,0.06666666666666667
spruce,2,160,106,0.0660377358490566
spruce,2,160,107,0.06542056074766354
spruce,2,160,108,0.06481481481481481
spruce,2,160,109,0.06422018348623854
spruce,2,160,110,0.06363636363636363
spruce,2,160,111,0.06306306306306306
spruce,2,160,112,0.0625
spruce,2,160,113,0.061946902654867256
spruce,2,160,114,0.06140350877192982
spruce,2,160,115,0.06086956521739131
spruce,2,160,116,0.0603448275862069
spruce,2,160,117,0.05982905982905983
spruce,2,160,118,0.059322033898305086
spruce,2,160,119,0.058823529411764705
spruce,2,160,120,0.058333333333333334
spruce,2,160,121,0.05785123966942149
spruce,2,160,122,0.05737704918032787
spruce,2,160,123,0.056910569105691054
spruce,2,160,124,0.056451612903225805
spruce,2,160,125,0.056
spruce,2,160,126,0.05555555555555555
spruce,2,160,127,0.05511811023622047
spruce,2,160,128,0.0546875
spruce,2,160,129,0.05426356589147287
spruce,2,160,130,0.05384615384615385
spruce,2,160,131,0.05343511450381679
spruce,2,160,132,0.05303030303030303
spruce,2,160,133,0.05263157894736842
spruce,2,160,134,0.05970149253731343
spruce,2,160,135,0.05925925925925926
spruce,2,160,136,0.058823529411764705
spruce,2,160,137,0.058394160583941604
spruce,2,160,138,0.057971014492753624
spruce,2,160,139,0.05755395683453238
spruce,2,160,140,0.05714285714285714
spruce,2,160,141,0.05673758865248227
spruce,2,160,142,0.056338028169014086
spruce,2,160,143,0.055944055944055944
spruce,2,160,144,0.05555555555555555
spruce,2,160,145,0.05517241379310345
spruce,2,160,146,0.0547945205479452
spruce,2,160,147,0.05442176870748299
spruce,2,160,148,0.05405405405405406
spruce,2,160,149,0.053691275167785234
spruce,2,160,150,0.05333333333333334
spruce,2,160,151,0.052980132450331126
spruce,2,160,152,0.05263157894736842
spruce,2,160,153,0.05228758169934641
spruce,2,160,154,0.05194805194805195
spruce,2,160,155,0.05161290322580645
spruce,2,160,156,0.05128205128205128
spruce,2,160,157,0.050955414012738856
spruce,2,160,158,0.05063291139240506
spruce,2,160,159,0.050314465408805034
spruce,2,160,160,0.05625
