policy,replicate,budget,timestep,best_arm_pull_share
uniform,1,160,65,0.046153846153846156
uniform,1,160,66,0.045454545454545456
uniform,1,160,67,0.04477611940298507
uniform,1,160,68,0.04411764705882353
uniform,1,160,69,0.043478260869565216
uniform,1,160,70,0.04285714285714286
uniform,1,160,71,0.04225352112676056
uniform,1,160,72,0.05555555555555555
uniform,1,160,73,0.0547945205479452
uniform,1,160,74,0.05405405405405406
uniform,1,160,75,0.05333333333333334
uniform,1,160,76,0.05263157894736842
uniform,1,160,77,0.05194805194805195
uniform,1,160,78,0.05128205128205128
uniform,1,160,79,0.05063291139240506
uniform,1,160,80,0.05
uniform,1,160,81,0.04938271604938271
uniform,1,160,82,0.04878048780487805
uniform,1,160,83,0.04819277108433735
uniform,1,160,84,0.047619047619047616
uniform,1,160,85,0.047058823529411764
uniform,1,160,86,0.046511627906976744
uniform,1,160,87,0.04597701149425287
uniform,1,160,88,0.045454545454545456
uniform,1,160,89,0.0449438202247191
uniform,1,160,90,0.05555555555555555
uniform,1,160,91,0.054945054945054944
uniform,1,160,92,0.05434782608695652
uniform,1,160,93,0.053763440860215055
uniform,1,160,94,0.05319148936170213
uniform,1,160,95,0.05263157894736842
uniform,1,160,96,0.052083333333333336
uniform,1,160,97,0.05154639175257732
uniform,1,160,98,0.05102040816326531
uniform,1,160,99,0.050505050505050504
uniform,1,160,100,0.05
uniform,1,160,101,0.04950495049504951
uniform,1,160,102,0.049019607843137254
uniform,1,160,103,0.04854368932038835
uniform,1,160,104,0.04807692307692308
uniform,1,160,105,0.047619047619047616
uniform,1,160,106,0.04716981132075472
uniform,1,160,107,0.04672897196261682
uniform,1,160,108,0.05555555555555555
uniform,1,160,109,0.05504587155963303
uniform,1,160,110,0.05454545454545454
uniform,1,160,111,0.05405405405405406
uniform,1,160,112,0.05357142857142857
uniform,1,160,113,0.05309734513274336
uniform,1,160,114,0.05263157894736842
uniform,1,160,115,0.05217391304347826
uniform,1,160,116,0.05172413793103448
uniform,1,160,117,0.05128205128205128
uniform,1,160,118,0.05084745762711865
uniform,1,160,119,0.05042016806722689
uniform,1,160,120,0.05
uniform,1,160,121,0.049586776859504134
uniform,1,160,122,0.04918032786885246
uniform,1,160,123,0.04878048780487805
uniform,1,160,124,0.04838709677419355
uniform,1,160,125,0.048
uniform,1,160,126,0.05555555555555555
uniform,1,160,127,0.05511811023622047
uniform,1,160,128,0.0546875
uniform,1,160,129,0.05426356589147287
uniform,1,160,130,0.05384615384615385
uniform,1,160,131,0.05343511450381679
uniform,1,160,132,0.05303030303030303
uniform,1,160,133,0.05263157894736842
uniform,1,160,134,0.05223880597014925
uniform,1,160,135,0.05185185185185185
uniform,1,160,136,0.051470588235294115
uniform,1,160,137,0.051094890510948905
uniform,1,160,138,0.050724637681159424
uniform,1,160,139,0.050359712230215826
uniform,1,160,140,0.05
uniform,1,160,141,0.04964539007092199
uniform,1,160,142,0.04929577464788732
uniform,1,160,143,0.04895104895104895
uniform,1,160,144,0.05555555555555555
uniform,1,160,145,0.05517241379310345
uniform,1,160,146,0.0547945205479452
uniform,1,160,147,0.05442176870748299
uniform,1,160,148,0.05405405405405406
uniform,1,160,149,0.053691275167785234
uniform,1,160,150,0.05333333333333334
uniform,1,160,151,0.052980132450331126
uniform,1,160,152,0.05263157894736842
uniform,1,160,153,0.05228758169934641
uniform,1,160,154,0.05194805194805195
uniform,1,160,155,0.05161290322580645
uniform,1,160,156,0.05128205128205128
uniform,1,160,157,0.050955414012738856
uniform,1,160,158,0.05063291139240506
uniform,1,160,159,0.050314465408805034
uniform,1,160,160,0.05
spruce,1,160,1,0.0
spruce,1,160,2,0.0
spruce,1,160,3,0.0
spruce,1,160,4,0.0
spruce,1,160,5,0.0
spruce,1,160,6,0.0
spruce,1,160,7,0.0
spruce,1,160,8,0.0
spruce,1,160,9,0.0
spruce,1,160,10,0.0
spruce,1,160,11,0.0
spruce,1,160,12,0.0
spruce,1,160,13,0.0
spruce,1,160,14,0.0
spruce,1,160,15,0.0
spruce,1,160,16,0.0
spruce,1,160,17,0.0
spruce,1,160,18,0.05555555555555555
spruce,1,160,19,0.05263157894736842
spruce,1,160,20,0.05
spruce,1,160,21,0.047619047619047616
spruce,1,160,22,0.045454545454545456
spruce,1,160,23,0.043478260869565216
spruce,1,160,24,0.041666666666666664
spruce,1,160,25,0.04
spruce,1,160,26,0.038461538461538464
spruce,1,160,27,0.037037037037037035
spruce,1,160,28,0.03571428571428571
spruce,1,160,29,0.034482758620689655
spruce,1,160,30,0.03333333333333333
spruce,1,160,31,0.03225806451612903
spruce,1,160,32,0.03125
spruce,1,160,33,0.030303030303030304
spruce,1,160,34,0.029411764705882353
spruce,1,160,35,0.02857142857142857
spruce,1,160,36,0.05555555555555555
spruce,1,160,37,0.05405405405405406
spruce,1,160,38,0.05263157894736842
spruce,1,160,39,0.05128205128205128
spruce,1,160,40,0.05
spruce,1,160,41,0.04878048780487805
spruce,1,160,42,0.047619047619047616
spruce,1,160,43,0.046511627906976744
spruce,1,160,44,0.06818181818181818
spruce,1,160,45,0.06666666666666667
spruce,1,160,46,0.06521739130434782
spruce,1,160,47,0.06382978723404255
spruce,1,160,48,0.0625
spruce,1,160,49,0.061224489795918366
spruce,1,160,50,0.06
spruce,1,160,51,0.058823529411764705
spruce,1,160,52,0.057692307692307696
spruce,1,160,53,0.05660377358490566
spruce,1,160,54,0.05555555555555555
spruce,1,160,55,0.05454545454545454
spruce,1,160,56,0.05357142857142857
spruce,1,160,57,0.05263157894736842
spruce,1,160,58,0.05172413793103448
spruce,1,160,59,0.05084745762711865
spruce,1,160,60,0.05
spruce,1,160,61,0.04918032786885246
spruce,1,160,62,0.04838709677419355
spruce,1,160,63,0.047619047619047616
spruce,1,160,64,0.046875
spruce,1,160,65,0.046153846153846156
spruce,1,160,66,0.06060606060606061
spruce,1,160,67,0.05970149253731343
spruce,1,160,68,0.058823529411764705
spruce,1,160,69,0.057971014492753624
spruce,1,160,70,0.05714285714285714
spruce,1,160,71,0.056338028169014086
spruce,1,160,72,0.05555555555555555
spruce,1,160,73,0.0547945205479452
spruce,1,160,74,0.05405405405405406
spruce,1,160,75,0.05333333333333334
spruce,1,160,76,0.05263157894736842
spruce,1,160,77,0.05194805194805195
spruce,1,160,78,0.05128205128205128
spruce,1,160,79,0.05063291139240506
spruce,1,160,80,0.05
spruce,1,160,81,0.04938271604938271
spruce,1,160,82,0.04878048780487805
spruce,1,160,83,0.04819277108433735
spruce,1,160,84,0.047619047619047616
spruce,1,160,85,0.047058823529411764
spruce,1,160,86,0.046511627906976744
spruce,1,160,87,0.04597701149425287
spruce,1,160,88,0.045454545454545456
spruce,1,160,89,0.0449438202247191
spruce,1,160,90,0.044444444444444446
spruce,1,160,91,0.04395604395604396
spruce,1,160,92,0.043478260869565216
spruce,1,160,93,0.043010752688172046
spruce,1,160,94,0.0425531914893617
spruce,1,160,95,0.05263157894736842
spruce,1,160,96,0.052083333333333336
spruce,1,160,97,0.05154639175257732
spruce,1,160,98,0.05102040816326531
spruce,1,160,99,0.050505050505050504
spruce,1,160,100,0.05
spruce,1,160,101,0.04950495049504951
spruce,1,160,102,0.049019607843137254
spruce,1,160,103,0.04854368932038835
spruce,1,160,104,0.04807692307692308
spruce,1,160,105,0.047619047619047616
spruce,1,160,106,0.04716981132075472
spruce,1,160,107,0.04672897196261682
spruce,1,160,108,0.046296296296296294
spruce,1,160,109,0.045871559633027525
spruce,1,160,110,0.045454545454545456
spruce,1,160,111,0.05405405405405406
spruce,1,160,112,0.05357142857142857
spruce,1,160,113,0.05309734513274336
spruce,1,160,114,0.05263157894736842
spruce,1,160,115,0.05217391304347826
spruce,1,160,116,0.05172413793103448
spruce,1,160,117,0.05128205128205128
spruce,1,160,118,0.05084745762711865
spruce,1,160,119,0.05042016806722689
spruce,1,160,120,0.05
spruce,1,160,121,0.049586776859504134
spruce,1,160,122,0.04918032786885246
spruce,1,160,123,0.04878048780487805
spruce,1,160,124,0.04838709677419355
spruce,1,160,125,0.048
spruce,1,160,126,0.047619047619047616
spruce,1,160,127,0.047244094488188976
spruce,1,160,128,0.0546875
spruce,1,160,129,0.05426356589147287
spruce,1,160,130,0.05384615384615385
spruce,1,160,131,0.05343511450381679
spruce,1,160,132,0.05303030303030303
spruce,1,160,133,0.05263157894736842
spruce,1,160,134,0.05223880597014925
spruce,1,160,135,0.05185185185185185
spruce,1,160,136,0.051470588235294115
spruce,1,160,137,0.051094890510948905
spruce,1,160,138,0.050724637681159424
spruce,1,160,139,0.050359712230215826
spruce,1,160,140,0.05
spruce,1,160,141,0.04964539007092199
spruce,1,160,142,0.04929577464788732
spruce,1,160,143,0.04895104895104895
spruce,1,160,144,0.04861111111111111
spruce,1,160,145,0.04827586206896552
spruce,1,160,146,0.04794520547945205
spruce,1,160,147,0.047619047619047616
spruce,1,160,148,0.0472972972972973
spruce,1,160,149,0.04697986577181208
spruce,1,160,150,0.04666666666666667
spruce,1,160,151,0.052980132450331126
spruce,1,160,152,0.05263157894736842
spruce,1,160,153,0.05228758169934641
spruce,1,160,154,0.05194805194805195
spruce,1,160,155,0.05161290322580645
spruce,1,160,156,0.05128205128205128
spruce,1,160,157,0.050955414012738856
spruce,1,160,158,0.05063291139240506
spruce,1,160,159,0.050314465408805034
spruce,1,160,160,0.05
uniform,2,160,1,0.0
uniform,2,160,2,0.0
uniform,2,160,3,0.0
uniform,2,160,4,0.0
uniform,2,160,5,0.0
uniform,2,160,6,0.0
uniform,2,160,7,0.0
uniform,2,160,8,0.0
uniform,2,160,9,0.0
uniform,2,160,10,0.0
uniform,2,160,11,0.0
uniform,2,160,12,0.0
uniform,2,160,13,0.0
uniform,2,160,14,0.0
uniform,2,160,15,0.0
uniform,2,160,16,0.0
uniform,2,160,17,0.0
uniform,2,160,18,0.05555555555555555
uniform,2,160,19,0.05263157894736842
uniform,2,160,20,0.05
uniform,2,160,21,0.047619047619047616
uniform,2,160,22,0.045454545454545456
uniform,2,160,23,0.043478260869565216
uniform,2,160,24,0.041666666666666664
uniform,2,160,25,0.04
uniform,2,160,26,0.038461538461538464
uniform,2,160,27,0.037037037037037035
uniform,2,160,28,0.03571428571428571
uniform,2,160,29,0.034482758620689655
uniform,2,160,30,0.03333333333333333
uniform,2,160,31,0.03225806451612903
uniform,2,160,32,0.03125
uniform,2,160,33,0.030303030303030304
uniform,2,160,34,0.029411764705882353
uniform,2,160,35,0.02857142857142857
