policy,replicate,budget,timestep,cumulative_regret
spruce,2,160,60,19.8
spruce,2,160,61,20.225
spruce,2,160,62,20.450000000000003
spruce,2,160,63,20.800000000000004
spruce,2,160,64,21.200000000000003
spruce,2,160,65,21.575000000000003
spruce,2,160,66,21.85
spruce,2,160,67,22.150000000000002
spruce,2,160,68,22.150000000000002
spruce,2,160,69,22.500000000000004
spruce,2,160,70,22.900000000000002
spruce,2,160,71,23.200000000000003
spruce,2,160,72,23.875000000000004
spruce,2,160,73,24.200000000000003
spruce,2,160,74,24.650000000000002
spruce,2,160,75,25.075000000000003
spruce,2,160,76,25.300000000000004
spruce,2,160,77,25.625000000000004
spruce,2,160,78,25.625000000000004
spruce,2,160,79,25.825000000000003
spruce,2,160,80,26.000000000000004
spruce,2,160,81,26.375000000000004
spruce,2,160,82,26.775000000000002
spruce,2,160,83,27.05
spruce,2,160,84,27.400000000000002
spruce,2,160,85,28.075000000000003
spruce,2,160,86,28.400000000000002
spruce,2,160,87,28.85
spruce,2,160,88,29.275000000000002
spruce,2,160,89,29.500000000000004
spruce,2,160,90,29.675000000000004
spruce,2,160,91,29.950000000000003
spruce,2,160,92,30.325000000000003
spruce,2,160,93,30.6
spruce,2,160,94,31.275000000000002
spruce,2,160,95,31.6
spruce,2,160,96,32.050000000000004
spruce,2,160,97,32.275000000000006
spruce,2,160,98,32.60000000000001
spruce,2,160,99,32.60000000000001
spruce,2,160,100,33.025000000000006
spruce,2,160,101,33.37500000000001
spruce,2,160,102,33.775000000000006
spruce,2,160,103,34.075
spruce,2,160,104,34.25
spruce,2,160,105,34.525
spruce,2,160,106,34.9
spruce,2,160,107,35.175
spruce,2,160,108,35.849999999999994
spruce,2,160,109,36.175
spruce,2,160,110,36.625
spruce,2,160,111,36.85
spruce,2,160,112,37.050000000000004
spruce,2,160,113,37.425000000000004
spruce,2,160,114,37.825
spruce,2,160,115,38.175000000000004
spruce,2,160,116,38.6
spruce,2,160,117,38.775
spruce,2,160,118,39.05
spruce,2,160,119,39.425
spruce,2,160,120,39.699999999999996
spruce,2,160,121,40.37499999999999
spruce,2,160,122,40.699999999999996
spruce,2,160,123,41.15
spruce,2,160,124,41.375
spruce,2,160,125,41.575
spruce,2,160,126,41.95
spruce,2,160,127,42.35
spruce,2,160,128,42.7
spruce,2,160,129,43.125
spruce,2,160,130,43.475
spruce,2,160,131,43.875
spruce,2,160,132,44.175
spruce,2,160,133,44.5
spruce,2,160,134,44.5
spruce,2,160,135,45.175
spruce,2,160,136,45.5
spruce,2,160,137,45.95
spruce,2,160,138,46.125
spruce,2,160,139,46.4
spruce,2,160,140,46.625
spruce,2,160,141,47.0
spruce,2,160,142,47.275
spruce,2,160,143,47.475
spruce,2,160,144,47.85
spruce,2,160,145,48.25
spruce,2,160,146,48.6
spruce,2,160,147,49.025
spruce,2,160,148,49.375
spruce,2,160,149,49.775
spruce,2,160,150,50.074999999999996
spruce,2,160,151,50.74999999999999
spruce,2,160,152,51.074999999999996
spruce,2,160,153,51.525
spruce,2,160,154,51.75
spruce,2,160,155,51.925
spruce,2,160,156,52.199999999999996
spruce,2,160,157,52.574999999999996
spruce,2,160,158,52.849999999999994
spruce,2,160,159,53.175
spruce,2,160,160,53.175
