policy,replicate,budget,timestep,entropy,normalized_entropy
uniform,1,160,100,2.8863393394776184,0.9986048789718728
uniform,1,160,101,2.88654178511606,0.9986749203559572
uniform,1,160,102,2.8868373313485556,0.998777172335028
uniform,1,160,103,2.887222324048657,0.9989103706680972
uniform,1,160,104,2.887693267758309,0.9990733060096721
uniform,1,160,105,2.888246817614319,0.9992648211165085
uniform,1,160,106,2.888879771751366,0.9994838082192291
uniform,1,160,107,2.8895890641494564,0.9997292065477149
uniform,1,160,108,2.8903717578961645,1.0
uniform,1,160,109,2.8896888280580537,0.9997637224913214
uniform,1,160,110,2.889101719131801,0.9995605967429989
uniform,1,160,111,2.8886070899547978,0.9993894667921018
uniform,1,160,112,2.888201732110225,0.9992492226025904
uniform,1,160,113,2.8878825636970817,0.9991387979098942
uniform,1,160,114,2.8876466234406086,0.9990571681832584
uniform,1,160,115,2.8874910651218415,0.999003348698501
uniform,1,160,116,2.8874131523065296,0.9989763927143447
uniform,1,160,117,2.8874102533550237,0.9989753897459556
uniform,1,160,118,2.887479836696016,0.9989994639297702
uniform,1,160,119,2.88761946634819,0.9990477724740924
uniform,1,160,120,2.88782679767491,0.9991195041903167
uniform,1,160,121,2.888099573358103,0.999213878099987
uniform,1,160,122,2.8884356195783876,0.9993301421132117
uniform,1,160,123,2.8888328423893856,0.9994675717742624
uniform,1,160,124,2.889289224274942,0.9996254690704526
uniform,1,160,125,2.889802820878696,0.9998031613006478
uniform,1,160,126,2.8903717578961645,1.0
uniform,1,160,127,2.8898655110962217,0.9998248506274116
uniform,1,160,128,2.8894286907862385,0.9996737211719048
uniform,1,160,129,2.8890592055157502,0.9995458880412775
uniform,1,160,130,2.888755035523464,0.9994406524460794
uniform,1,160,131,2.8885142298330067,0.9993573393948085
uniform,1,160,132,2.888334903485777,0.9992952967365449
uniform,1,160,133,2.8882152349034835,0.999253894248451
uniform,1,160,134,2.888153463373438,0.9992325227657423
uniform,1,160,135,2.8881478866500374,0.999230593351858
uniform,1,160,136,2.888196858666314,0.9992475365067109
uniform,1,160,137,2.8882987873497603,0.9992828014110153
uniform,1,160,138,2.8884521325370063,0.9993358552048144
uniform,1,160,139,2.8886554039822103,0.9994061822984309
uniform,1,160,140,2.888907159454373,0.999493283714183
uniform,1,160,141,2.8892060029190056,0.9995966764572847
uniform,1,160,142,2.889550582799899,0.9997158929144591
uniform,1,160,143,2.889939590316936,0.999850480278861
uniform,1,160,144,2.8903717578961645,1.0
uniform,1,160,145,2.8899815295620663,0.9998649902618817
uniform,1,160,146,2.889643883851686,0.9997481728630616
uniform,1,160,147,2.8893574263048705,0.9996490653534367
uniform,1,160,148,2.889120804492186,0.9995671998245342
uniform,1,160,149,2.888932706517051,0.9995021223912869
uniform,1,160,150,2.888791859580122,0.9994533926953423
uniform,1,160,151,2.888697028602955,0.9994205834288845
uniform,1,160,152,2.8886470149081536,0.9994032798779953
uniform,1,160,153,2.888640654953338,0.9994010794846381
uniform,1,160,154,2.8886768191164265,0.9994135914263943
uniform,1,160,155,2.8887544105298497,0.9994404362131285
uniform,1,160,156,2.8888723639614358,0.9994812452998018
uniform,1,160,157,2.8890296447398294,0.9995356607146922
uniform,1,160,158,2.88922524772242,0.9996033347023225
uniform,1,160,159,2.8894581963038433,0.9996839293804247
uniform,1,160,160,2.889727541463246,0.9997771164103169
spruce,1,160,1,-0.0,-0.0
spruce,1,160,2,0.6931471805599453,0.23981246656813146
spruce,1,160,3,1.0986122886681096,0.38009376671593426
spruce,1,160,4,1.3862943611198906,0.4796249331362629
spruce,1,160,5,1.6094379124341005,0.5568273036287807
spruce,1,160,6,1.791759469228055,0.6199062332840658
spruce,1,160,7,1.9459101490553132,0.6732387083908185
spruce,1,160,8,2.0794415416798357,0.7194373997043944
spruce,1,160,9,2.1972245773362196,0.7601875334318686
spruce,1,160,10,2.3025850929940455,0.7966397701969121
spruce,1,160,11,2.3978952727983707,0.8296148293891938
spruce,1,160,12,2.4849066497880004,0.8597186998521973
spruce,1,160,13,2.564949357461537,0.8874115761940966
spruce,1,160,14,2.6390573296152584,0.9130511749589498
spruce,1,160,15,2.70805020110221,0.9369210703447151
spruce,1,160,16,2.772588722239781,0.9592498662725258
spruce,1,160,17,2.833213344056216,0.9802245459658266
spruce,1,160,18,2.8903717578961645,1.0
spruce,1,160,19,2.8714761180548676,0.9934625572680482
spruce,1,160,20,2.8571028374420018,0.9884897434514174
spruce,1,160,21,2.8464803861348673,0.9848146275158581
spruce,1,160,22,2.8389889331546994,0.9822227626598229
spruce,1,160,23,2.8341258765552606,0.9805402605435627
spruce,1,160,24,2.831480240067973,0.979624933136263
spruce,1,160,25,2.8307134037546313,0.9793596259794078
spruce,1,160,26,2.8315444269076697,0.9796471402587624
spruce,1,160,27,2.833738745631032,0.9804063224357151
