policy,replicate,budget,timestep,entropy,normalized_entropy
spruce_fast,0,160,144,1.9460878263095156,0.7587236842116477
spruce_fast,0,160,145,1.9395190165820766,0.7561626941833923
spruce_fast,0,160,146,1.9329605811610948,0.7536057487989141
spruce_fast,0,160,147,1.9264142778448605,0.7510535333732212
spruce_fast,0,160,148,1.9198817399892454,0.7485066847048014
spruce_fast,0,160,149,1.9133644848461056,0.7459657943265251
spruce_fast,0,160,150,1.9126666605152023,0.7456937326856693
spruce_fast,0,160,151,1.9182988780660999,0.7478895723557638
spruce_fast,0,160,152,1.923900556997678,0.750073505896316
spruce_fast,0,160,153,1.9175884502569316,0.7476125969811422
spruce_fast,0,160,154,1.9225567182930206,0.7495495818271144
spruce_fast,0,160,155,1.9269154527176489,0.7512489270449638
spruce_fast,0,160,156,1.93072485468036,0.7527341033318287
spruce_fast,0,160,157,1.9245870515669052,0.7503411503888789
spruce_fast,0,160,158,1.9184617651476872,0.7479530773450976
spruce_fast,0,160,159,1.9218883701916791,0.7492890121205831
spruce_fast,0,160,160,1.924864642143456,0.7504493749726288
