policy,replicate,budget,n_arms,task,timestep,selected_arm,reward,cumulative_successes,cumulative_success_rate,instantaneous_regret,cumulative_regret,current_most_pulled_arm,true_best_arm,selected_true_best,entropy,normalized_entropy,best_arm_pull_share,runtime,cost,cumulative_runtime,cumulative_cost,global_log_e,log_path
uniform,0,160,13,task_e19,59,rapid,0.0,34,0.576271186440678,0.17500000000000004,19.35,,gitlab_oracle_operator,False,2.5588697896333317,0.997629751320228,0.06779661016949153,180.0,0.07869870000000001,4778.0999999999985,2.129305050000001,0.1587609890777515,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_e20,60,verifier,1.0,35,0.5833333333333334,0.375,19.725,,gitlab_oracle_operator,False,2.5592878335594036,0.9977927346262555,0.06666666666666667,21.1,0.021016800000000002,4799.199999999999,2.150321850000001,0.1587609890777515,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m1,61,exploratory,0.0,35,0.5737704918032787,0.275,20.0,,gitlab_oracle_operator,False,2.5599654078216263,0.9980569013476185,0.06557377049180328,180.0,0.08630460000000001,4979.199999999999,2.236626450000001,0.12517344301954592,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m2,62,algorithmic,1.0,36,0.5806451612903226,0.45,20.45,,gitlab_oracle_operator,False,2.5608855470589025,0.9984156371778599,0.06451612903225806,75.2,0.0401988,5054.399999999999,2.2768252500000012,0.12517344301954592,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m3,63,junior_reactive,1.0,37,0.5873015873015873,0.30000000000000004,20.75,,gitlab_oracle_operator,False,2.562032503013205,0.9988628023240123,0.06349206349206349,14.8,0.01813935,5069.199999999999,2.294964600000001,0.12517344301954592,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m4,64,domain_expert,1.0,38,0.59375,0.375,21.125,,gitlab_oracle_operator,False,2.5633916428827095,0.9993926918774065,0.0625,71.9,0.038653650000000005,5141.0999999999985,2.333618250000001,0.12517344301954592,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m5,65,gitlab_oracle_operator,1.0,39,0.6,0.0,21.125,,gitlab_oracle_operator,True,2.564949357461537,1.0000000000000002,0.07692307692307693,48.7,0.05215004999999999,5189.799999999998,2.385768300000001,0.2336107379674779,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m6,66,baseline,1.0,40,0.6060606060606061,0.19999999999999996,21.325,baseline,gitlab_oracle_operator,False,2.5636421426110565,0.9994903545184323,0.07575757575757576,15.1,0.0186963,5204.899999999999,2.4044646000000007,0.27855695753414933,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m7,67,planner,0.0,40,0.5970149253731343,0.35,21.675,,gitlab_oracle_operator,False,2.5626000997698886,0.999084091978341,0.07462686567164178,180.0,0.062250299999999995,5384.899999999999,2.466714900000001,0.2336107379674779,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m8,68,cautious,0.0,40,0.5882352941176471,0.4,22.075,,gitlab_oracle_operator,False,2.561808204178901,0.9987753546581737,0.07352941176470588,180.0,0.051288150000000005,5564.899999999999,2.518003050000001,0.18654889352336257,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m9,69,explorer,1.0,41,0.5942028985507246,0.675,22.75,,gitlab_oracle_operator,False,2.5612523984956965,0.998558662004345,0.07246376811594203,93.8,0.04994715,5658.699999999999,2.5679502000000007,0.2006126006466713,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m10,70,balanced,0.0,41,0.5857142857142857,0.32499999999999996,23.075,,gitlab_oracle_operator,False,2.5609195195607066,0.9984288820794426,0.07142857142857142,180.0,0.044617199999999996,5838.699999999999,2.6125674000000005,0.19386427484151336,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m11,71,overthinker,0.0,41,0.5774647887323944,0.32499999999999996,23.4,,gitlab_oracle_operator,False,2.560797231584928,0.9983812055140465,0.07042253521126761,180.0,0.04226505,6018.699999999999,2.6548324500000007,0.19386427484151336,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m12,72,rapid,0.0,41,0.5694444444444444,0.17500000000000004,23.575,,gitlab_oracle_operator,False,2.560873965118815,0.9984111217124556,0.06944444444444445,92.0,0.0426645,6110.699999999999,2.6974969500000006,0.18911632496991393,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m13,73,verifier,1.0,42,0.5753424657534246,0.375,23.95,,gitlab_oracle_operator,False,2.561138861233334,0.9985143970904853,0.0684931506849315,22.1,0.0270735,6132.799999999999,2.7245704500000008,0.20314422255354359,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m14,74,exploratory,0.0,42,0.5675675675675675,0.275,24.224999999999998,,gitlab_oracle_operator,False,2.5615817204069136,0.9986870551479597,0.06756756756756757,180.0,0.06739425,6312.799999999999,2.7919647000000007,0.19631845554740046,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m15,75,algorithmic,1.0,43,0.5733333333333334,0.45,24.674999999999997,,gitlab_oracle_operator,False,2.5621929556670464,0.9989253581999692,0.06666666666666667,21.1,0.024064500000000003,6333.9,2.816029200000001,0.21024638311931088,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m16,76,junior_reactive,1.0,44,0.5789473684210527,0.30000000000000004,24.974999999999998,,gitlab_oracle_operator,False,2.562963549583796,0.9992257906098755,0.06578947368421052,89.3,0.037975800000000004,6423.2,2.854005000000001,0.21688542090999152,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m17,77,domain_expert,1.0,45,0.5844155844155844,0.375,25.349999999999998,,gitlab_oracle_operator,False,2.563885014755106,0.9995850433836697,0.06493506493506493,23.7,0.027103499999999996,6446.9,2.8811085000000007,0.21688542090999152,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m18,78,gitlab_oracle_operator,1.0,46,0.5897435897435898,0.0,25.349999999999998,,gitlab_oracle_operator,True,2.564949357461537,1.0000000000000002,0.07692307692307693,33.8,0.0416484,6480.7,2.922756900000001,0.362497272707053,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m19,79,baseline,1.0,47,0.5949367088607594,0.19999999999999996,25.549999999999997,baseline,gitlab_oracle_operator,False,2.564029462241615,0.9996413593051083,0.0759493670886076,35.6,0.0356814,6516.3,2.958438300000001,0.4213496374001351,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m20,80,planner,1.0,48,0.6,0.35,25.9,,gitlab_oracle_operator,False,2.563290796476056,0.9993533747632655,0.075,17.2,0.02130705,6533.5,2.979745350000001,0.4359352879259677,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_e1,81,cautious,1.0,49,0.6049382716049383,0.4,26.299999999999997,,gitlab_oracle_operator,False,2.5627246943780575,0.9991326678333794,0.07407407407407407,24.9,0.01801635,6558.4,2.9977617000000008,0.45031125199991406,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_e2,82,explorer,1.0,50,0.6097560975609756,0.675,26.974999999999998,,gitlab_oracle_operator,False,2.5623229605342077,0.9989760433594181,0.07317073170731707,14.8,0.016095900000000003,6573.2,3.0138576000000006,0.47391360050381715,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_e3,83,balanced,1.0,51,0.6144578313253012,0.32499999999999996,27.299999999999997,,gitlab_oracle_operator,False,2.562077839846205,0.9988804778515497,0.07228915662650602,27.8,0.028651500000000003,6601.0,3.0425091000000006,0.47391360050381715,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_e4,84,overthinker,0.0,51,0.6071428571428571,0.32499999999999996,27.624999999999996,,gitlab_oracle_operator,False,2.5619819897016294,0.9988431086363264,0.07142857142857142,145.5,0.0215502,6746.5,3.0640593000000007,0.47391360050381715,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_e5,85,rapid,0.0,51,0.6,0.17500000000000004,27.799999999999997,,gitlab_oracle_operator,False,2.5620284541853713,0.9988612238024628,0.07058823529411765,0.2,0.0,6746.7,3.0640593000000007,0.47391360050381715,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_e6,86,verifier,0.0,51,0.5930232558139535,0.375,28.174999999999997,,gitlab_oracle_operator,False,2.5622106401611915,0.9989322528757232,0.06976744186046512,0.3,0.0,6747.0,3.0640593000000007,0.45031125199991395,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_e7,87,exploratory,0.0,51,0.5862068965517241,0.275,28.449999999999996,,gitlab_oracle_operator,False,2.5625222950688586,0.9990537581626641,0.06896551724137931,0.2,0.0,6747.2,3.0640593000000007,0.45031125199991395,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_e8,88,algorithmic,0.0,51,0.5795454545454546,0.45,28.899999999999995,,gitlab_oracle_operator,False,2.5629574862966504,0.9992234267085657,0.06818181818181818,0.2,0.0,6747.4,3.0640593000000007,0.42613833884886065,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_e9,89,junior_reactive,0.0,51,0.5730337078651685,0.30000000000000004,29.199999999999996,,gitlab_oracle_operator,False,2.5635105820018502,0.999439062819895,0.06741573033707865,0.3,0.0,6747.7,3.0640593000000007,0.4143079416012201,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_e10,90,domain_expert,0.0,51,0.5666666666666667,0.375,29.574999999999996,,gitlab_oracle_operator,False,2.5641762332634355,0.9996985811061524,0.06666666666666667,0.2,0.0,6747.9,3.0640593000000007,0.4143079416012201,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_e11,91,gitlab_oracle_operator,0.0,51,0.5604395604395604,0.0,29.574999999999996,,gitlab_oracle_operator,True,2.564949357461537,1.0000000000000002,0.07692307692307693,0.2,0.0,6748.099999999999,3.0640593000000007,0.19987964295217786,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_e12,92,baseline,0.0,51,0.5543478260869565,0.19999999999999996,29.774999999999995,baseline,gitlab_oracle_operator,False,2.5642670025481165,0.9997339694402015,0.07608695652173914,0.5,0.0,6748.599999999999,3.0640593000000007,0.08672814819073582,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_e13,93,planner,0.0,51,0.5483870967741935,0.35,30.124999999999996,,gitlab_oracle_operator,False,2.5637162012808203,0.9995192278642347,0.07526881720430108,0.2,0.0,6748.799999999999,3.0640593000000007,0.04914223376711857,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_e14,94,cautious,0.0,51,0.5425531914893617,0.4,30.524999999999995,,gitlab_oracle_operator,False,2.563291511693536,0.9993536536059949,0.07446808510638298,0.2,0.0,6748.999999999999,3.0640593000000007,0.010088260481088351,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_e15,95,explorer,0.0,51,0.5368421052631579,0.675,31.199999999999996,,gitlab_oracle_operator,False,2.562987747134862,0.9992352245392416,0.07368421052631578,0.2,0.0,6749.199999999999,3.0640593000000007,-0.0571948408554499,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_e16,96,balanced,0.0,51,0.53125,0.32499999999999996,31.524999999999995,,gitlab_oracle_operator,False,2.562799962152305,0.9991620125742525,0.07291666666666667,0.2,0.0,6749.399999999999,3.0640593000000007,-0.062139920464372445,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_e17,97,overthinker,0.0,51,0.5257731958762887,0.32499999999999996,31.849999999999994,,gitlab_oracle_operator,False,2.5627234392833573,0.9991321785080457,0.07216494845360824,0.2,0.0,6749.5999999999985,3.0640593000000007,-0.062139920464372445,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_e18,98,rapid,0.0,51,0.5204081632653061,0.17500000000000004,32.02499999999999,,gitlab_oracle_operator,False,2.56275367668696,0.9991439672022415,0.07142857142857142,0.3,0.0,6749.899999999999,3.0640593000000007,-0.062139920464372445,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_e19,99,verifier,0.0,51,0.5151515151515151,0.375,32.39999999999999,,gitlab_oracle_operator,False,2.562886376554333,0.9991957030647788,0.0707070707070707,0.4,0.0,6750.299999999998,3.0640593000000007,-0.07175931283335335,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_e20,100,exploratory,0.0,51,0.51,0.275,32.67499999999999,,gitlab_oracle_operator,False,2.563117434243122,0.9992857858136319,0.07,0.2,0.0,6750.499999999998,3.0640593000000007,-0.07175931283335335,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m1,101,algorithmic,0.0,51,0.504950495049505,0.45,33.12499999999999,,gitlab_oracle_operator,False,2.563442928083354,0.9994126865024447,0.06930693069306931,0.3,0.0,6750.799999999998,3.0640593000000007,-0.08147213740031067,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m2,102,junior_reactive,0.0,51,0.5,0.30000000000000004,33.42499999999999,,gitlab_oracle_operator,False,2.563859109807801,0.9995749437896058,0.06862745098039216,0.3,0.0,6751.0999999999985,3.0640593000000007,-0.08626321609845178,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m3,103,domain_expert,0.0,51,0.49514563106796117,0.375,33.79999999999999,,gitlab_oracle_operator,False,2.564362395563117,0.999771160433748,0.06796116504854369,0.2,0.0,6751.299999999998,3.0640593000000007,-0.08626321609845178,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m4,104,gitlab_oracle_operator,0.0,51,0.49038461538461536,0.0,33.79999999999999,,gitlab_oracle_operator,True,2.564949357461537,1.0000000000000002,0.07692307692307693,0.2,0.0,6751.499999999998,3.0640593000000007,-0.2596531342447841,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m5,105,baseline,0.0,51,0.4857142857142857,0.19999999999999996,33.99999999999999,baseline,gitlab_oracle_operator,False,2.5644231197071403,0.9997948350313952,0.0761904761904762,0.2,0.0,6751.699999999998,3.0640593000000007,-0.34815239115318874,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m6,106,planner,0.0,51,0.4811320754716981,0.35,34.349999999999994,,gitlab_oracle_operator,False,2.563996659584921,0.9996285704924955,0.07547169811320754,0.2,0.0,6751.899999999998,3.0640593000000007,-0.36440115525250016,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m7,107,cautious,0.0,51,0.4766355140186916,0.4,34.74999999999999,,gitlab_oracle_operator,False,2.5636663398594317,0.999499788329788,0.07476635514018691,0.3,0.0,6752.199999999998,3.0640593000000007,-0.3809183086840344,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m8,108,explorer,0.0,51,0.4722222222222222,0.675,35.42499999999999,,gitlab_oracle_operator,False,2.5634286735589225,0.9994071290732542,0.07407407407407407,0.2,0.0,6752.399999999998,3.0640593000000007,-0.4091928133138054,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m9,109,balanced,0.0,51,0.46788990825688076,0.32499999999999996,35.74999999999999,,gitlab_oracle_operator,False,2.5632803166544704,0.9993492889821739,0.07339449541284404,0.2,0.0,6752.599999999998,3.0640593000000007,-0.4091928133138054,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m10,110,overthinker,0.0,51,0.4636363636363636,0.32499999999999996,36.074999999999996,,gitlab_oracle_operator,False,2.563218061153992,0.9993250173526786,0.07272727272727272,0.2,0.0,6752.799999999997,3.0640593000000007,-0.4091928133138054,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m11,111,rapid,0.0,51,0.4594594594594595,0.17500000000000004,36.24999999999999,,gitlab_oracle_operator,False,2.563238828584281,0.999333113976586,0.07207207207207207,0.2,0.0,6752.999999999997,3.0640593000000007,-0.4091928133138054,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m12,112,verifier,0.0,51,0.45535714285714285,0.375,36.62499999999999,,gitlab_oracle_operator,False,2.563339663836155,0.9993724267417994,0.07142857142857142,0.3,0.0,6753.299999999997,3.0640593000000007,-0.4091928133138054,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m13,113,exploratory,0.0,51,0.45132743362831856,0.275,36.89999999999999,,gitlab_oracle_operator,False,2.5635177293496105,0.9994418493652666,0.07079646017699115,0.2,0.0,6753.499999999997,3.0640593000000007,-0.4091928133138054,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m14,114,algorithmic,0.0,51,0.4473684210526316,0.45,37.349999999999994,,gitlab_oracle_operator,False,2.5637702996175147,0.9995403192501279,0.07017543859649122,0.2,0.0,6753.699999999997,3.0640593000000007,-0.4091928133138054,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m15,115,junior_reactive,0.0,51,0.4434782608695652,0.30000000000000004,37.64999999999999,,gitlab_oracle_operator,False,2.564094755987919,0.999666815459287,0.06956521739130435,0.2,0.0,6753.899999999997,3.0640593000000007,-0.4091928133138054,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m16,116,domain_expert,0.0,51,0.4396551724137931,0.375,38.02499999999999,,gitlab_oracle_operator,False,2.564488581746448,0.9998203567981767,0.06896551724137931,0.2,0.0,6754.099999999997,3.0640593000000007,-0.4091928133138054,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m17,117,gitlab_oracle_operator,0.0,51,0.4358974358974359,0.0,38.02499999999999,,gitlab_oracle_operator,True,2.564949357461537,1.0000000000000002,0.07692307692307693,0.2,0.0,6754.2999999999965,3.0640593000000007,-0.525652789722324,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m18,118,baseline,0.0,51,0.4322033898305085,0.19999999999999996,38.224999999999994,baseline,gitlab_oracle_operator,False,2.5645311898703076,0.9998369684804838,0.07627118644067797,0.2,0.0,6754.499999999996,3.0640593000000007,-0.5700485262080517,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m19,119,planner,0.0,51,0.42857142857142855,0.35,38.574999999999996,,gitlab_oracle_operator,False,2.564191266084919,0.9997044419709838,0.07563025210084033,0.2,0.0,6754.699999999996,3.0640593000000007,-0.5762285657600141,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_m20,120,cautious,0.0,51,0.425,0.4,38.974999999999994,,gitlab_oracle_operator,False,2.56392703653137,0.9996014264659094,0.075,0.2,0.0,6754.899999999996,3.0640593000000007,-0.5824470358260119,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_e1,121,explorer,0.0,51,0.4214876033057851,0.675,39.64999999999999,,gitlab_oracle_operator,False,2.563736045729009,0.9995269646439614,0.0743801652892562,0.2,0.0,6755.099999999996,3.0640593000000007,-0.5928042036424703,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_e2,122,balanced,0.0,51,0.4180327868852459,0.32499999999999996,39.974999999999994,,gitlab_oracle_operator,False,2.56361592819301,0.999480134270625,0.07377049180327869,0.2,0.0,6755.299999999996,3.0640593000000007,-0.5928042036424703,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
uniform,0,160,13,task_e3,123,overthinker,0.0,51,0.4146341463414634,0.32499999999999996,40.3,,gitlab_oracle_operator,False,2.5635644045445756,0.99946004668165,0.07317073170731707,0.2,0.0,6755.499999999995,3.0640593000000007,-0.5928042036424703,results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl
