level,split,env_id,horizon,cap,base_seed,alpha,c,b,n_envs,n_episodes,regret,regret_se,k_final,search_frac,is_argmin
env,val,beta_good_common,200,128,5596000,0.5,3.0,0.0,1,500,0.05838386535644531,0.002367853983318446,43.0,0.20707070707070716,False
env,val,beta_good_common,200,128,5596000,0.5,4.0,0.0,1,500,0.0632575865983963,0.0025060934573161425,57.0,0.2777777777777778,False
env,val,beta_good_common,200,128,5596000,0.5,3.0,2.0,1,500,0.056572867274284365,0.002218089502441985,38.05,0.18207070707070708,False
env,val,beta_good_common,200,128,5596000,0.5,3.0,4.0,1,500,0.05580811440944672,0.002101072495231032,33.854,0.16087878787878787,False
env,val,beta_good_common,200,128,5596000,0.5,3.0,6.0,1,500,0.05584812676906586,0.0021381818289877047,30.114,0.141989898989899,False
env,val,beta_good_common,200,128,5596000,0.5,6.0,0.0,1,500,0.07070992302894592,0.002597923973783221,85.0,0.4191919191919193,False
env,val,beta_good_common,200,128,5596000,0.5,4.0,2.0,1,500,0.06193079435825348,0.002410786695960308,50.326,0.24407070707070708,False
env,val,beta_good_common,200,128,5596000,0.5,3.0,8.0,1,500,0.05459977996349335,0.0020554661526612623,26.802,0.12526262626262627,False
env,val,beta_good_common,200,128,5596000,0.5,4.0,6.0,1,500,0.05517843687534332,0.002195095596518484,39.494,0.18936363636363637,False
env,val,beta_good_common,200,128,5596000,0.5,4.0,4.0,1,500,0.05964771354198456,0.0023387075877244557,44.612,0.21521212121212122,False
env,val,beta_good_common,200,128,5596000,0.5,4.0,8.0,1,500,0.054383161306381225,0.0020845257825247766,35.018,0.16675757575757574,False
env,val,beta_good_common,200,128,5596000,0.5,6.0,2.0,1,500,0.06871834480762481,0.0026020596025570497,74.7,0.3671717171717172,False
env,val,beta_good_common,200,128,5596000,0.75,1.0,0.0,1,500,0.06319636178016663,0.00248227209399379,54.0,0.2626262626262626,False
env,val,beta_good_common,200,128,5596000,0.5,6.0,4.0,1,500,0.06469512462615967,0.00252793382816031,65.68,0.3216161616161616,False
env,val,beta_good_common,200,128,5596000,0.5,8.0,0.0,1,500,0.0799060605764389,0.002914308846515234,114.0,0.5656565656565657,False
env,val,beta_good_common,200,128,5596000,0.5,6.0,6.0,1,500,0.06422934687137603,0.002542469503029357,57.792,0.2817777777777778,False
env,val,beta_good_common,200,128,5596000,0.5,6.0,8.0,1,500,0.058848381876945494,0.0024009602029199622,50.91,0.24702020202020203,False
env,val,beta_good_common,200,128,5596000,0.75,1.0,2.0,1,500,0.06009277129173279,0.002445579424596802,47.412,0.22935353535353534,False
env,val,beta_good_common,200,128,5596000,0.5,8.0,2.0,1,500,0.07277656960487365,0.0026057527868289902,99.152,0.49066666666666664,False
env,val,beta_good_common,200,128,5596000,0.5,8.0,4.0,1,500,0.06996195828914642,0.0026647067695902845,86.844,0.4285050505050505,False
env,val,beta_good_common,200,128,5596000,0.75,1.0,4.0,1,500,0.05718821609020233,0.002216804193009948,41.966,0.20184848484848483,False
env,val,beta_good_common,200,128,5596000,0.5,8.0,6.0,1,500,0.06675824224948883,0.0025157021652880843,76.122,0.3743535353535353,False
env,val,beta_good_common,200,128,5596000,0.5,8.0,8.0,1,500,0.06744627046585083,0.0026269342357822653,66.798,0.32726262626262625,False
env,val,beta_good_common,200,128,5596000,0.75,1.0,6.0,1,500,0.055120749473571776,0.0021340065329686158,37.276,0.17816161616161616,False
env,val,beta_good_common,200,128,5596000,0.75,1.5,0.0,1,500,0.07036833679676056,0.002599932783556443,80.0,0.3939393939393939,False
env,val,beta_good_common,200,128,5596000,0.75,1.0,8.0,1,500,0.05581604111194611,0.0021753381393219795,32.892,0.15602020202020203,False
env,val,beta_good_common,200,128,5596000,0.75,2.0,0.0,1,500,0.07669504845142365,0.002812115094969001,107.0,0.5303030303030303,False
env,val,beta_good_common,200,128,5596000,0.75,1.5,2.0,1,500,0.06744015789031982,0.0026473800280114495,70.39,0.3454040404040404,False
env,val,beta_good_common,200,128,5596000,0.75,1.5,4.0,1,500,0.06411274707317352,0.002588034287344143,61.86,0.3023232323232323,False
env,val,beta_good_common,200,128,5596000,0.75,1.5,6.0,1,500,0.06064127814769745,0.002460620611931442,54.444,0.2648686868686868,False
env,val,beta_good_common,200,128,5596000,0.75,3.0,0.0,1,500,0.08418590211868286,0.002935528590448499,128.0,0.6363636363636365,False
env,val,beta_good_common,200,128,5596000,0.75,1.5,8.0,1,500,0.059473758339881895,0.002439067314541478,48.118,0.23291919191919191,False
env,val,beta_good_common,200,128,5596000,0.75,2.0,2.0,1,500,0.07253172039985657,0.002770433430509278,93.39,0.4615656565656565,False
