test,horizon,cap,reference_cap,policy,delta,lo,hi,se,win,n_cells,n_episodes,n_envs,cluster_lo,cluster_hi,cluster_se,cluster_p,cluster_p_sign,cluster_boot_t_lo,cluster_boot_t_hi,cluster_pct_lo,cluster_pct_hi,cluster_min_env,cluster_max_env,cluster_degenerate,cluster_method
capp,1000,128,64,p3_star,-0.016383262258023022,-0.01744223958782386,-0.01535244187898934,0.0005341100982538204,0.563625,8,16000,8,-0.03337566278338541,0.0006091382673393646,0.0071860890853658885,0.056648129739520485,0.046875,-0.040188534294579116,-0.003255886358436405,-0.030439375682803804,-0.00471417487729341,,,False,env_mean_t
capp,1000,192,64,p3_star,-0.018961646507494153,-0.02023575084344484,-0.01767236509787617,0.0006451243822099948,0.5609062499999999,8,16000,8,-0.04298946843605306,0.005066175421064752,0.010161369998795385,0.10428067591727785,0.109375,-0.060428165092657776,-0.00035096734388398096,-0.03935601494740695,-0.0021790071648079942,,,False,env_mean_t
capp,1000,256,64,p3_star,-0.020040326613001525,-0.021321171544655227,-0.018737956840894184,0.0006570109211498483,0.5606562500000001,8,16000,8,-0.0454334297143435,0.0053527764883404445,0.010738747640026724,0.1042626627338954,0.109375,-0.062547125160391,-0.0002829536215283035,-0.04115832050184253,-0.002020058094477283,,,False,env_mean_t
capp,1000,384,64,p3_star,-0.020040326613001525,-0.021375766272796318,-0.018748937340953852,0.0006665985910572027,0.5606562500000001,8,16000,8,-0.0454334297143435,0.0053527764883404445,0.010738747640026724,0.1042626627338954,0.109375,-0.0624990286487645,-6.645766153591526e-06,-0.04150605244375766,-0.0021233355375006794,,,False,env_mean_t
capp,1000,512,64,p3_star,-0.020040326613001525,-0.021347624000406358,-0.01876487754639238,0.000662839794330305,0.5606562500000001,8,16000,8,-0.0454334297143435,0.0053527764883404445,0.010738747640026724,0.1042626627338954,0.109375,-0.062417609800756,-0.0007870059401916298,-0.041134031771682206,-0.00215359077542089,,,False,env_mean_t
capp,1000,1000,64,p3_star,-0.019874491846188905,-0.02119557434685994,-0.01856241284471471,0.0006739454649716775,0.55909375,8,16000,8,-0.046757411312651875,0.007008427620274066,0.011368791235374898,0.12392483709650058,0.1171875,-0.0673509176559611,-0.00016332527628656196,-0.042666646135970945,-0.0014901587180793279,,,False,env_mean_t
capp,1000,32,64,phi_k16,0.0284157402520068,0.027351566696725785,0.029505427709675857,0.000543868594763076,0.38353125,8,16000,8,0.007178125997721524,0.049653354506292074,0.008981390696631763,0.01584312134619817,0.0078125,0.00919723910164192,0.054675246111604875,0.013119624616182414,0.045492866269778456,,,False,env_mean_t
capp,1000,48,64,phi_k16,0.010873279746156185,0.010151418763282708,0.011639258591237012,0.00037987162768498303,0.45140625,8,16000,8,0.002221318248521247,0.019525241243791125,0.0036589159955570426,0.02075700855789261,0.0078125,0.0030703538091932407,0.022872632378854715,0.004357782701961696,0.017862829550541935,,,False,env_mean_t
capp,1000,96,64,phi_k16,-0.011205153706483544,-0.012082186633185483,-0.010375349709158764,0.0004368792889473405,0.54453125,8,16000,8,-0.02168630223560837,-0.000724005177358716,0.004432479503694867,0.03934977234522397,0.03125,-0.02530924923559406,-0.002224048564998431,-0.019732125161215662,-0.003785982801765209,,,False,env_mean_t
capp,1000,128,64,phi_k16,-0.01638736641407013,-0.017445089409011415,-0.015356824957719074,0.0005310948321417509,0.56434375,8,16000,8,-0.03337832690151955,0.0006035940733792981,0.007185480093086463,0.056584328987184726,0.046875,-0.04075611228136083,-0.0032377464806491,-0.03060990210343152,-0.0045555754162138334,,,False,env_mean_t
capp,1000,192,64,phi_k16,-0.018823387428186834,-0.020066968681430444,-0.017587202668527608,0.0006325933951895967,0.5591875000000001,8,16000,8,-0.04287796190307066,0.005231187046696992,0.010172683655206927,0.10670669743203683,0.109375,-0.061777705302957744,-0.000617437670788,-0.03890876118000597,-0.0022057175934314726,,,False,env_mean_t
capp,1000,256,64,phi_k16,-0.01957122161798179,-0.02094495884695789,-0.0182100274710916,0.0006902464695177822,0.56271875,8,16000,8,-0.0477214521261594,0.008579008890195819,0.011904737291438983,0.14417853290213345,0.125,-0.09755972992505232,-0.0002071578822032405,-0.043634583488106726,-0.0010583315826952456,,,False,env_mean_t
capp,1000,384,64,phi_k16,-0.017010408844333143,-0.018452302148612213,-0.01554948143303627,0.0007420161591429354,0.53221875,8,16000,8,-0.04375764819532803,0.009736830506661746,0.01131141209136219,0.17633442266501534,0.1875,-0.07907186469566435,0.002004148502251644,-0.0400165926925838,0.0008192759152036127,,,False,env_mean_t
capp,1000,512,64,phi_k16,-0.009447129469597713,-0.010998103920381981,-0.007927119751984719,0.0007860691887516794,0.5079375,8,16000,8,-0.04304214226787488,0.024147883328679454,0.014207336652175476,0.5273762822003755,0.6875,-0.1363561753021916,0.012562906595932982,-0.03800167956389487,0.011573539801640435,,,False,env_mean_t
capp,1000,1000,64,phi_k16,0.04445149594079703,0.0428737832843035,0.046011157977569384,0.000805082352120682,0.3575625,8,16000,8,0.01034565430114126,0.0785573375804528,0.014423366256470753,0.017767687550477154,0.0078125,0.012084067830428702,0.08617898524772633,0.01957300686372912,0.07143745378011371,,,False,env_mean_t
capp,1000,32,64,phi_k4,0.028416368023026738,0.027382712276862002,0.029457890099333594,0.0005304696160713145,0.3834375,8,16000,8,0.007179405843474065,0.04965333020257941,0.008981114934115937,0.015839432923836303,0.0078125,0.009757201754259818,0.05637735776099903,0.012791179352439942,0.04547035446343943,,,False,env_mean_t
capp,1000,48,64,phi_k4,0.010873300004284828,0.01012833175729029,0.011617424852272962,0.0003765019905942597,0.45125000000000004,8,16000,8,0.002221358492302754,0.019525241516266903,0.0036589075436210317,0.02075664356354703,0.0078125,0.003522244429926151,0.02248848853995331,0.00454196910513565,0.017722044266294687,,,False,env_mean_t
capp,1000,96,64,phi_k4,-0.010494729089550674,-0.01135032990060281,-0.009654879189818165,0.0004363679754188934,0.52890625,8,16000,8,-0.021480685496802925,0.0004912273177015754,0.004645962841602523,0.058426764837758674,0.0859375,-0.026403134557824687,-0.0012206820502258155,-0.01941761802136898,-0.002242639549076557,,,False,env_mean_t
capp,1000,128,64,phi_k4,-0.015519673738628625,-0.016579203886934558,-0.01446507745683193,0.0005384125914853369,0.545625,8,16000,8,-0.033083400379626246,0.002044052902368993,0.007427702997280388,0.07503302507122134,0.1171875,-0.040956531199554,-0.0014496952097186946,-0.030366539665497835,-0.0026714959926903248,,,False,env_mean_t
capp,1000,192,64,phi_k4,-0.018960576514713466,-0.020206485839455852,-0.017716503549367192,0.0006346519494482274,0.56096875,8,16000,8,-0.042987218687325086,0.005066065657898154,0.010160871079803714,0.10428277055768118,0.109375,-0.0570079622279033,-0.00018542899465603946,-0.03970072631263173,-0.0026048797397874328,,,False,env_mean_t
capp,1000,256,64,phi_k4,-0.019110398093238473,-0.020463008470286145,-0.017778333965234924,0.000686453141604785,0.5526249999999999,8,16000,8,-0.04754223458318442,0.009321438396707477,0.012023828509241833,0.15599965692907838,0.125,-0.09561154242868565,0.0012961746003806104,-0.043851074669510125,-0.0004305348596535625,,,False,env_mean_t
capp,1000,384,64,phi_k4,-0.016314241365995262,-0.017789746707235463,-0.01484517166921869,0.0007581179808314471,0.5328125,8,16000,8,-0.044820643473986246,0.012192160741995726,0.012055362321852784,0.21803968902293266,0.2890625,-0.07669697388362412,0.005656976512935619,-0.040881591605022555,0.0034476830137194895,,,False,env_mean_t
capp,1000,512,64,phi_k4,-0.007270111011574043,-0.008883868599514243,-0.005692181288643042,0.0008109715060436094,0.5020625,8,16000,8,-0.04366028717568612,0.02912006515253803,0.015389411717147056,0.6510077190008505,0.75,-0.09877281252826088,0.018308509303529102,-0.0383223229702562,0.016838946826482393,,,False,env_mean_t
capp,1000,1000,64,phi_k4,0.05626834272200358,0.054743582416116994,0.0577784819917426,0.0007770852446205305,0.27425,8,16000,8,0.0174958711936608,0.09504081425034636,0.016396884833700782,0.010960663378853633,0.0078125,0.02429600645651135,0.11791583468951658,0.028068929415196182,0.08735892420334856,,,False,env_mean_t
capp,1000,32,64,refine_after_init,0.0,0.0,0.0,0.0,0.5,8,16000,8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,False,env_mean_t
capp,1000,48,64,refine_after_init,0.0,0.0,0.0,0.0,0.5,8,16000,8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,False,env_mean_t
capp,1000,96,64,refine_after_init,0.0,0.0,0.0,0.0,0.5,8,16000,8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,False,env_mean_t
capp,1000,128,64,refine_after_init,0.0,0.0,0.0,0.0,0.5,8,16000,8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,False,env_mean_t
capp,1000,192,64,refine_after_init,0.0,0.0,0.0,0.0,0.5,8,16000,8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,False,env_mean_t
capp,1000,256,64,refine_after_init,0.0,0.0,0.0,0.0,0.5,8,16000,8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,False,env_mean_t
capp,1000,384,64,refine_after_init,0.0,0.0,0.0,0.0,0.5,8,16000,8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,False,env_mean_t
capp,1000,512,64,refine_after_init,0.0,0.0,0.0,0.0,0.5,8,16000,8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,False,env_mean_t
capp,1000,1000,64,refine_after_init,0.0,0.0,0.0,0.0,0.5,8,16000,8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,False,env_mean_t
