test,cell,policy,env_id,family,horizon,cap,n_on,n_corpus,corpus_scope,n_features,n_features_nonclock,knn_applicable,ood_frac,knn_dist_median,knn_threshold,n_features_standardizable,domain_auc,ood_frac_all,knn_threshold_all,n_features_standardizable_all,domain_auc_all,clock_confounded,domain_auc_CLOCK,domain_auc_QUALITY,domain_auc_EVIDENCE,domain_auc_HISTORY,max_frac_outside,mean_frac_outside,mean_abs_std_shift,max_abs_std_shift,max_ks,worst_feature_by_ks,corpus_score_kind
A,beta_rare_excellent_T100_cap64,phi_k16_clock,beta_rare_excellent,A,100,64,3072,19968,same_horizon,11,0,False,,,,0,,0.7083333333333334,0.11716543820027861,10,0.9721065673828124,True,0.9721065673828124,,,,0.08333333333333333,0.026515151515151512,0.8801834841056045,2.0289015090522864,0.7826021634615385,f_K_over_sqrt_t,oof
A,beta_rare_excellent_T100_cap64,phi_k16_cs,beta_rare_excellent,A,100,64,3072,19968,same_horizon,61,50,True,0.5091145833333334,2.6390556686119107,2.617598322946128,50,0.997839803059896,0.65625,2.8220985202048947,60,0.9981190185546874,True,0.9927952473958332,0.997057861328125,0.9959379475911457,,0.5602213541666666,0.06972549521857924,0.9622085509145925,4.745026423207061,0.8471053685897436,f_K_over_t,oof
A,beta_rare_excellent_T100_cap64,phi_k16_quality,beta_rare_excellent,A,100,64,3072,19968,same_horizon,35,24,True,0.6214192708333334,2.09116339065215,1.67653074554178,24,0.9984951578776041,0.8248697916666666,1.9087718309596509,34,0.9989239908854166,True,0.9968439127604167,0.9984951578776041,,,0.6171875,0.1176153273809524,1.109735846480126,4.8768055278642946,0.8911758814102565,f_K_over_t,oof
A,beta_rare_excellent_T100_cap64,rule_reservoir,beta_rare_excellent,A,100,64,3072,19968,same_horizon,7,5,True,0.5006510416666666,0.4276233878355573,0.42711657140859954,5,0.9612683512369792,0.4759114583333333,0.642404538402728,7,0.9692921956380207,True,0.8059359130859375,0.9342383626302083,0.8486846516927082,,0.041666666666666664,0.014183407738095236,1.0172051814793777,2.550559223147301,0.7133413461538461,est_beta_b,none
A,beta_rare_excellent_T200_cap64,phi_k16,beta_rare_excellent,A,200,64,3072,18127,same_horizon,62,51,True,0.3883463541666667,2.725302010417172,2.9774729525839776,51,0.9982347819010418,0.5944010416666666,3.208893160446289,61,0.99949755859375,True,0.9975434163411458,0.9953963216145834,0.9963310546874998,,0.6315104166666666,0.1029223370295699,1.0288583005438168,5.404651335869538,0.8699122711746751,f_K_over_sqrt_t,oof
A,beta_rare_excellent_T200_cap64,phi_k16_all71,beta_rare_excellent,A,200,64,3072,18127,same_horizon,71,60,True,0.9345703125,5.603640401517261,3.599019124800427,60,0.9998234049479167,0.94140625,3.8094549484871836,70,0.9999349772135416,True,0.9958413085937501,0.9936185709635417,0.9959775390625,0.9068684895833332,0.6497395833333334,0.10989308245305164,0.9812433785021162,5.353089467561614,0.8644011695261212,f_K_over_sqrt_t,oof
A,beta_rare_excellent_T200_cap64,phi_k16_clock,beta_rare_excellent,A,200,64,3072,18127,same_horizon,11,0,False,,,,0,,0.8333333333333334,0.1449188594876812,10,0.9766075439453126,True,0.9766075439453126,,,,0.2916666666666667,0.06818181818181818,1.1845907249617789,2.485075078818814,0.8644011695261212,f_K_over_sqrt_t,oof
A,beta_rare_excellent_T200_cap64,phi_k16_cs,beta_rare_excellent,A,200,64,3072,18127,same_horizon,61,50,True,0.3929036458333333,2.6658522475202755,2.9060234416912087,50,0.9982481282552084,0.6005859375,3.134038086641085,60,0.99947900390625,True,0.997142333984375,0.9955944824218751,0.9962915852864582,,0.6295572916666666,0.10440146857923498,1.0310353136189694,5.405730120022246,0.8699122711746751,f_K_over_sqrt_t,oof
A,beta_rare_excellent_T200_cap64,phi_k16_quality,beta_rare_excellent,A,200,64,3072,18127,same_horizon,35,24,True,0.4671223958333333,1.6877092259731492,1.7722743296162324,24,0.995349365234375,0.7942708333333334,2.0267648425743876,34,0.9985785319010416,True,0.9972581380208333,0.995349365234375,,,0.65234375,0.15638020833333335,1.1544871292545065,5.3819589073371406,0.8699122711746751,f_K_over_sqrt_t,oof
A,beta_rare_excellent_T200_cap64,rule_reservoir,beta_rare_excellent,A,200,64,3072,18127,same_horizon,7,5,True,0.6419270833333334,0.5584275081425238,0.4506078472812906,5,0.9688623860677084,0.5696614583333334,0.6835983234229537,7,0.9703002115885417,True,0.8475388997395833,0.9579312337239585,0.8245174560546875,,0.3307291666666667,0.06166294642857143,1.3577493269568799,3.8120804261918755,0.7871435307138522,est_beta_b,none
A,beta_rare_excellent_T500_cap64,phi_k16,beta_rare_excellent,A,500,64,3072,15763,same_horizon,62,51,True,0.318359375,2.660365431242095,3.166935125124793,51,0.9985066731770834,0.4664713541666667,3.3989600579300236,61,0.9994861653645833,True,0.994544921875,0.99649853515625,0.9977103678385416,,0.875,0.10800466229838711,0.9623059463552847,5.000418075310731,0.9135951278309966,f_K_over_sqrt_t,oof
A,beta_rare_excellent_T500_cap64,phi_k16_all71,beta_rare_excellent,A,500,64,3072,15763,same_horizon,71,60,True,0.9680989583333334,4.935546188050862,3.9158917719231416,60,0.9999733072916666,0.9990234375,4.120769094355526,70,0.9999969075520834,True,0.9944823404947918,0.9958744303385416,0.9978117675781251,0.9091979980468751,0.875,0.10347436179577464,0.8871001485559844,4.976650310303363,0.9135951278309966,f_K_over_sqrt_t,oof
A,beta_rare_excellent_T500_cap64,phi_k16_clock,beta_rare_excellent,A,500,64,3072,15763,same_horizon,11,0,False,,,,0,,0.9583333333333334,0.17043725447925767,10,0.9954114583333333,True,0.9954114583333333,,,,0.875,0.2916666666666667,1.3104042287306648,2.841142286712407,0.9135951278309966,f_K_over_sqrt_t,oof
A,beta_rare_excellent_T500_cap64,phi_k16_cs,beta_rare_excellent,A,500,64,3072,15763,same_horizon,61,50,True,0.3255208333333333,2.600978314833923,3.071631190858902,50,0.998691162109375,0.4791666666666667,3.296919479269911,60,0.9996565755208333,True,0.9949424641927084,0.996462158203125,0.997435546875,,0.875,0.1097752305327869,0.9647680972512862,5.000418075310731,0.9135951278309966,f_K_over_sqrt_t,oof
A,beta_rare_excellent_T500_cap64,phi_k16_quality,beta_rare_excellent,A,500,64,3072,15763,same_horizon,35,24,True,0.3531901041666667,1.451197551346947,1.9037272009146153,24,0.9958714192708333,0.6061197916666666,2.1802267570118126,34,0.9990549316406251,True,0.9951621907552083,0.9958714192708333,,,0.875,0.14468936011904762,1.128379980226671,4.973935549312884,0.9135951278309966,f_K_over_sqrt_t,oof
A,beta_rare_excellent_T500_cap64,rule_reservoir,beta_rare_excellent,A,500,64,3072,15763,same_horizon,7,5,True,0.5833333333333334,0.5494424143552552,0.5014118376227157,5,0.9730436197916668,0.5345052083333334,0.7316034848118386,7,0.9744685872395833,True,0.8770611165364582,0.969427490234375,0.7679472656249999,,0.3251953125,0.08761160714285714,1.4886697119074785,4.1881991099177425,0.8448324811927721,est_beta_b,none
A,beta_rare_excellent_T50_cap64,phi_k16,beta_rare_excellent,A,50,64,3072,19968,same_horizon,62,51,True,0.478515625,2.3551924572667455,2.6274124730827833,51,0.9966656494140624,0.5553385416666666,2.8308565869169766,61,0.9972930908203124,True,0.98918310546875,0.9958126220703124,0.9936090087890627,,0.5026041666666666,0.07230762768817203,0.8966402878562992,4.097240823095872,0.7907652243589743,f_K_over_t,oof
A,beta_rare_excellent_T50_cap64,phi_k16_all71,beta_rare_excellent,A,50,64,3072,19968,same_horizon,71,60,True,0.7063802083333334,3.9468202217526565,3.2524087062786746,60,0.9989949137369792,0.7620442708333334,3.436161493375552,70,0.9995668131510417,True,0.9894924316406251,0.9957909749348958,0.9940887451171875,0.948310750325521,0.5026041666666666,0.0790419600938967,0.9717794607061346,4.097240823095872,0.7907652243589743,f_K_over_t,oof
A,beta_rare_excellent_T50_cap64,phi_k16_clock,beta_rare_excellent,A,50,64,3072,19968,same_horizon,11,0,False,,,,0,,0.9583333333333334,0.0,10,0.9994178466796876,True,0.9994178466796876,,,,0.6666666666666666,0.22348484848484845,1.386695792138819,3.4762486686140606,0.9411558493589743,f_K_over_t,oof
A,beta_rare_excellent_T50_cap64,phi_k16_cs,beta_rare_excellent,A,50,64,3072,19968,same_horizon,61,50,True,0.4788411458333333,2.3042395931714608,2.56011598710223,50,0.9963025716145834,0.5673828125,2.7632949745730824,60,0.997110392252604,True,0.9885530598958333,0.9954519856770833,0.9932541910807293,,0.5026041666666666,0.07349299863387977,0.9016472441452141,4.097240823095872,0.7907652243589743,f_K_over_t,oof
A,beta_rare_excellent_T50_cap64,phi_k16_quality,beta_rare_excellent,A,50,64,3072,19968,same_horizon,35,24,True,0.5035807291666666,1.7312763976837697,1.6598478227500237,24,0.99577001953125,0.6653645833333334,1.9062891189862259,34,0.9963315022786459,True,0.9884223632812501,0.99577001953125,,,0.5026041666666666,0.10883556547619046,1.0153691404601806,4.06239874564304,0.7907652243589743,f_K_over_t,oof
A,beta_rare_excellent_T50_cap64,rule_reservoir,beta_rare_excellent,A,50,64,3072,19968,same_horizon,7,5,True,0.208984375,0.31086088643743726,0.42361147339938315,5,0.932512654622396,0.2561848958333333,0.6493274138925605,7,0.946112060546875,True,0.8150336914062499,0.8930812581380209,0.8393921712239584,,0.08333333333333333,0.027622767857142853,0.7989721582803383,1.9082524000592964,0.6016125801282052,est_beta_b,none
A,beta_skewed_T1000_cap64,phi_k16,beta_skewed,A,1000,64,3072,13322,same_horizon,62,51,True,0.2513020833333333,2.5528714350360717,3.1988494333513655,51,0.9994029134114584,0.3811848958333333,3.4679288116185982,61,0.9996470540364583,True,0.9973866373697917,0.9956682942708333,0.9982139485677083,,0.9583333333333334,0.09530934979838711,0.5721153521640507,2.6860350790865604,0.9583333333333334,f_K,oof
A,beta_skewed_T1000_cap64,phi_k16_all71,beta_skewed,A,1000,64,3072,13322,same_horizon,71,60,True,0.5514322916666666,4.378817535223013,4.173685965763104,60,0.9999403483072917,0.6383463541666666,4.394006347052044,70,0.9999994303385417,True,0.9956577962239583,0.9953507486979167,0.99718994140625,0.9084253743489582,0.9583333333333334,0.08734503374413148,0.5398667076840451,2.6860350790865604,0.9583333333333334,f_K,oof
A,beta_skewed_T1000_cap64,phi_k16_clock,beta_skewed,A,1000,64,3072,13322,same_horizon,11,0,False,,,,0,,0.875,0.18693863401041338,10,0.9969825846354167,True,0.9969825846354167,,,,0.9583333333333334,0.29924242424242425,1.1925840480329635,2.6860350790865604,0.9583333333333334,f_K,oof
A,beta_skewed_T1000_cap64,phi_k16_cs,beta_skewed,A,1000,64,3072,13322,same_horizon,61,50,True,0.2542317708333333,2.484520376311031,3.086063773085247,50,0.9996482747395834,0.3759765625,3.3589394963387127,60,0.9998385416666667,True,0.9972182617187499,0.9954225260416667,0.998033447265625,,0.9583333333333334,0.09617272882513662,0.5683403444519399,2.6860350790865604,0.9583333333333334,f_K,oof
A,beta_skewed_T1000_cap64,phi_k16_quality,beta_skewed,A,1000,64,3072,13322,same_horizon,35,24,True,0.10677083333333333,1.072265954413762,1.9837668769561756,24,0.9954463704427083,0.2542317708333333,2.272278730053479,34,0.9993524576822918,True,0.9979039713541668,0.9954463704427083,,,0.9583333333333334,0.12555803571428573,0.7455379826435076,2.6860350790865604,0.9583333333333334,f_K,oof
A,beta_skewed_T1000_cap64,rule_reservoir,beta_skewed,A,1000,64,3072,13322,same_horizon,7,5,True,0.15006510416666666,0.3415735126473066,0.5336378750776066,5,0.9456067708333333,0.12532552083333334,0.7694189887507719,7,0.9482465006510418,True,0.9038529866536459,0.9460509440104168,0.5205840250651042,,0.4453125,0.08319382440476193,0.6294219559971153,1.35890606926951,0.7972214859192814,est_p_new_beats_incumbent,none
A,beta_skewed_T100_cap64,phi_k16,beta_skewed,A,100,64,3072,19968,same_horizon,62,51,True,0.2884114583333333,2.0283391272556033,2.690932688241468,51,0.9944599609375,0.4440104166666667,2.895184222421924,61,0.9954449869791666,True,0.9781623128255209,0.9907426350911458,0.9860954996744791,,0.369140625,0.04113113239247311,0.781658183847059,3.158581128475759,0.7816256009615385,f_K_over_sqrt_t,oof
A,beta_skewed_T100_cap64,phi_k16_all71,beta_skewed,A,100,64,3072,19968,same_horizon,71,60,True,0.6608072916666666,3.7770559162805446,3.3671555756726588,60,0.9984209391276043,0.7018229166666666,3.5399113159539133,70,0.9989473876953124,True,0.9836400960286459,0.9927586263020832,0.9879235839843749,0.9592934570312501,0.3815104166666667,0.04880520099765258,0.8378716395536506,3.195471997793785,0.7985526842948718,f_K_over_t,oof
A,beta_skewed_T100_cap64,phi_k16_clock,beta_skewed,A,100,64,3072,19968,same_horizon,11,0,False,,,,0,,0.7083333333333334,0.11716543820027861,10,0.9718793131510416,True,0.9718793131510416,,,,0.08333333333333333,0.026515151515151512,0.8801834841056045,2.0289015090522864,0.7826021634615385,f_K_over_sqrt_t,oof
A,beta_skewed_T100_cap64,phi_k16_cs,beta_skewed,A,100,64,3072,19968,same_horizon,61,50,True,0.2985026041666667,1.978558424063805,2.617598322946128,50,0.9951779378255209,0.4479166666666667,2.8220985202048947,60,0.9961597086588541,True,0.9790836181640625,0.9915942382812502,0.9853046468098958,,0.369140625,0.04189079576502733,0.7848964959968516,3.161808519230191,0.7816256009615385,f_K_over_sqrt_t,oof
A,beta_skewed_T100_cap64,phi_k16_quality,beta_skewed,A,100,64,3072,19968,same_horizon,35,24,True,0.3896484375,1.4636154186892125,1.67653074554178,24,0.9925750732421874,0.6549479166666666,1.9087718309596509,34,0.9958218587239583,True,0.9844902343749999,0.9925750732421874,,,0.4397786458333333,0.07645089285714286,0.9154938146066235,3.474910247281727,0.7908653846153846,f_K_over_t,oof
A,beta_skewed_T100_cap64,rule_reservoir,beta_skewed,A,100,64,3072,19968,same_horizon,7,5,True,0.2451171875,0.3105726070608573,0.42711657140859954,5,0.8844835611979166,0.23893229166666666,0.642404538402728,7,0.9044414876302084,True,0.7506734212239584,0.8639666748046875,0.6977904459635417,,0.041666666666666664,0.009114583333333334,0.6503057696903126,1.5089750837933429,0.5682341746794872,est_beta_b,none
A,beta_skewed_T200_cap64,phi_k16,beta_skewed,A,200,64,3072,18127,same_horizon,62,51,True,0.298828125,2.4284569061655743,2.9774729525839776,51,0.9971110026041666,0.4645182291666667,3.208893160446289,61,0.9985516764322917,True,0.9945503336588541,0.9902511393229166,0.9924097493489583,,0.5930989583333334,0.08494518649193548,0.8537350940529269,2.930674318458752,0.8644011695261212,f_K_over_sqrt_t,oof
A,beta_skewed_T200_cap64,phi_k16_all71,beta_skewed,A,200,64,3072,18127,same_horizon,71,60,True,0.875,4.884655774464835,3.599019124800427,60,0.9994644368489584,0.890625,3.8094549484871836,70,0.9997418619791666,True,0.9902118733723959,0.9889019368489584,0.9909326985677084,0.8993995768229167,0.603515625,0.09030223004694836,0.827940173444191,2.9245745020437655,0.8644011695261212,f_K_over_sqrt_t,oof
A,beta_skewed_T200_cap64,phi_k16_clock,beta_skewed,A,200,64,3072,18127,same_horizon,11,0,False,,,,0,,0.8333333333333334,0.1449188594876812,10,0.976795166015625,True,0.976795166015625,,,,0.2916666666666667,0.06818181818181818,1.1845907249617789,2.485075078818814,0.8644011695261212,f_K_over_sqrt_t,oof
A,beta_skewed_T200_cap64,phi_k16_cs,beta_skewed,A,200,64,3072,18127,same_horizon,61,50,True,0.2998046875,2.379634699923858,2.9060234416912087,50,0.997005126953125,0.46875,3.134038086641085,60,0.9984677734375,True,0.9945707600911458,0.9894751790364584,0.9926806640625,,0.591796875,0.08619898394808743,0.853942965089472,2.9329378301422824,0.8644011695261212,f_K_over_sqrt_t,oof
A,beta_skewed_T200_cap64,phi_k16_quality,beta_skewed,A,200,64,3072,18127,same_horizon,35,24,True,0.23860677083333334,1.3210085296527323,1.7722743296162324,24,0.9903835449218751,0.6617838541666666,2.0267648425743876,34,0.9983417154947916,True,0.9944579671223959,0.9903835449218751,,,0.60546875,0.12751116071428573,0.9604334257812494,2.945628280306875,0.8644011695261212,f_K_over_sqrt_t,oof
A,beta_skewed_T200_cap64,rule_reservoir,beta_skewed,A,200,64,3072,18127,same_horizon,7,5,True,0.2451171875,0.3314513913726594,0.4506078472812906,5,0.9057825927734375,0.255859375,0.6835983234229537,7,0.8996381022135418,True,0.7879483235677083,0.9007412516276042,0.6570677083333334,,0.041666666666666664,0.01706659226190476,0.7278918314473637,1.6868237592708153,0.6457503144767934,est_beta_b,none
A,beta_skewed_T500_cap64,phi_k16,beta_skewed,A,500,64,3072,15763,same_horizon,62,51,True,0.22819010416666666,2.5164372031346076,3.166935125124793,51,0.9983917643229167,0.4384765625,3.3989600579300236,61,0.9997744140625,True,0.9939019368489583,0.9957884114583334,0.99508837890625,,0.873046875,0.09904233870967742,0.6928756030981642,2.8003133592042566,0.9135951278309966,f_K_over_sqrt_t,oof
A,beta_skewed_T500_cap64,phi_k16_all71,beta_skewed,A,500,64,3072,15763,same_horizon,71,60,True,0.7838541666666666,4.562951909338551,3.9158917719231416,60,0.9998932291666667,0.9544270833333334,4.120769094355526,70,0.9999443359375,True,0.9957880045572917,0.9953043619791666,0.9952549641927084,0.91133349609375,0.875,0.09539135856807512,0.6457567944582342,2.811422827764781,0.9135951278309966,f_K_over_sqrt_t,oof
A,beta_skewed_T500_cap64,phi_k16_clock,beta_skewed,A,500,64,3072,15763,same_horizon,11,0,False,,,,0,,0.9583333333333334,0.17043725447925767,10,0.9951927083333333,True,0.9951927083333333,,,,0.875,0.2916666666666667,1.3104042287306648,2.841142286712407,0.9135951278309966,f_K_over_sqrt_t,oof
A,beta_skewed_T500_cap64,phi_k16_cs,beta_skewed,A,500,64,3072,15763,same_horizon,61,50,True,0.22526041666666666,2.4395434601118042,3.071631190858902,50,0.9978814290364583,0.4527994791666667,3.296919479269911,60,0.9996025390625,True,0.992711181640625,0.9949386393229167,0.9943339843750001,,0.8727213541666666,0.10051656420765026,0.6912593023825403,2.800030730845574,0.9135951278309966,f_K_over_sqrt_t,oof
A,beta_skewed_T500_cap64,phi_k16_quality,beta_skewed,A,500,64,3072,15763,same_horizon,35,24,True,0.17513020833333334,1.1937896267354553,1.9037272009146153,24,0.9957169596354168,0.4495442708333333,2.1802267570118126,34,0.9994790852864583,True,0.9946983235677083,0.9957169596354168,,,0.8736979166666666,0.1322079613095238,0.8416813216481038,2.8191407560211137,0.9135951278309966,f_K_over_sqrt_t,oof
A,beta_skewed_T500_cap64,rule_reservoir,beta_skewed,A,500,64,3072,15763,same_horizon,7,5,True,0.16373697916666666,0.33699472201416514,0.5014118376227157,5,0.9310109049479167,0.169921875,0.7316034848118386,7,0.9334534505208333,True,0.8293011067708334,0.9342466634114583,0.584002685546875,,0.1728515625,0.04278273809523809,0.6401350360910639,1.2980153573828435,0.7451880615404746,est_p_new_beats_incumbent,none
A,beta_skewed_T50_cap64,phi_k16,beta_skewed,A,50,64,3072,19968,same_horizon,62,51,True,0.4046223958333333,2.032490271463897,2.6274124730827833,51,0.9940691731770833,0.4879557291666667,2.8308565869169766,61,0.9951153157552085,True,0.9836326497395833,0.99165673828125,0.9889859619140625,,0.44921875,0.06235299059139785,0.8043392109279687,3.899311650711238,0.7854817708333334,f_mean_width_plausible,oof
A,beta_skewed_T50_cap64,phi_k16_all71,beta_skewed,A,50,64,3072,19968,same_horizon,71,60,True,0.6875,3.7153391200685837,3.2524087062786746,60,0.9986103922526041,0.7418619791666666,3.436161493375552,70,0.999237589518229,True,0.9820343831380207,0.9914767252604166,0.9880909016927083,0.946935017903646,0.4505208333333333,0.06848316461267606,0.8865785907489483,3.908144853445759,0.787109375,f_mean_width_plausible,oof
A,beta_skewed_T50_cap64,phi_k16_clock,beta_skewed,A,50,64,3072,19968,same_horizon,11,0,False,,,,0,,0.9583333333333334,0.0,10,0.9991422526041667,True,0.9991422526041667,,,,0.6666666666666666,0.22348484848484845,1.386695792138819,3.4762486686140606,0.9411558493589743,f_K_over_t,oof
A,beta_skewed_T50_cap64,phi_k16_cs,beta_skewed,A,50,64,3072,19968,same_horizon,61,50,True,0.4055989583333333,1.9859491393721491,2.56011598710223,50,0.9959499918619792,0.4986979166666667,2.7632949745730824,60,0.9967357584635417,True,0.9848607991536458,0.9932319335937501,0.9886737060546876,,0.44921875,0.06337517076502733,0.8101006145284749,3.899311650711238,0.7854817708333334,f_mean_width_plausible,oof
A,beta_skewed_T50_cap64,phi_k16_quality,beta_skewed,A,50,64,3072,19968,same_horizon,35,24,True,0.4205729166666667,1.3722992575632895,1.6598478227500237,24,0.9892560628255208,0.6028645833333334,1.9062891189862259,34,0.992656005859375,True,0.9810022786458332,0.9892560628255208,,,0.4427083333333333,0.09453125,0.9176072416326607,3.846721378875156,0.7689302884615384,f_K_over_sqrt_t,oof
A,beta_skewed_T50_cap64,rule_reservoir,beta_skewed,A,50,64,3072,19968,same_horizon,7,5,True,0.14908854166666666,0.2838108091125101,0.42361147339938315,5,0.879126953125,0.16959635416666666,0.6493274138925605,7,0.9069897054036458,True,0.7763123372395834,0.8654486490885417,0.7457815755208332,,0.08333333333333333,0.018089657738095236,0.6210063473997091,1.4053720487648498,0.5207331730769231,est_beta_b,none
A,tail_b0.5_mu1.0_c1.0_T1000_cap64,phi_k16,tail_b0.5_mu1.0_c1.0,B,1000,64,3072,13322,same_horizon,62,51,True,0.4130859375,2.967918461745394,3.1988494333513655,51,0.9994288736979167,0.6344401041666666,3.4679288116185982,61,0.9996927897135417,True,0.9966455891927083,0.9990431315104166,0.9985748697916667,,0.9576822916666666,0.10125273017473117,1.0132987573651402,7.935387450612482,0.9650627349653456,f_n_singletons,oof
A,tail_b0.5_mu1.0_c1.0_T1000_cap64,phi_k16_all71,tail_b0.5_mu1.0_c1.0,B,1000,64,3072,13322,same_horizon,71,60,True,0.8382161458333334,5.088261892456697,4.173685965763104,60,0.9999693196614583,0.8873697916666666,4.394006347052044,70,0.9999921061197916,True,0.9954566243489583,0.9992103678385417,0.9985147298177084,0.9112151692708332,0.9576822916666666,0.0913842429577465,0.917426379349062,7.9171659988719165,0.9628382855896261,f_n_singletons,oof
A,tail_b0.5_mu1.0_c1.0_T1000_cap64,phi_k16_clock,tail_b0.5_mu1.0_c1.0,B,1000,64,3072,13322,same_horizon,11,0,False,,,,0,,0.875,0.18693863401041338,10,0.9972025553385417,True,0.9972025553385417,,,,0.9583333333333334,0.29924242424242425,1.1925840480329635,2.6860350790865604,0.9583333333333334,f_K,oof
A,tail_b0.5_mu1.0_c1.0_T1000_cap64,phi_k16_cs,tail_b0.5_mu1.0_c1.0,B,1000,64,3072,13322,same_horizon,61,50,True,0.44921875,2.96157769801183,3.086063773085247,50,0.999485595703125,0.6692708333333334,3.3589394963387127,60,0.9996820475260416,True,0.9960735677083333,0.999156494140625,0.9984073079427084,,0.9576822916666666,0.10282189207650273,1.0201464046088524,7.933705470451814,0.9650627349653456,f_n_singletons,oof
A,tail_b0.5_mu1.0_c1.0_T1000_cap64,phi_k16_quality,tail_b0.5_mu1.0_c1.0,B,1000,64,3072,13322,same_horizon,35,24,True,0.4495442708333333,1.8710297512941478,1.9837668769561756,24,0.9990641276041665,0.7425130208333334,2.272278730053479,34,0.99971484375,True,0.9953661295572916,0.9990641276041665,,,0.9583333333333334,0.14342447916666667,1.059202782245788,7.9182873189790275,0.9628382855896261,f_n_singletons,oof
A,tail_b0.5_mu1.0_c1.0_T1000_cap64,rule_reservoir,tail_b0.5_mu1.0_c1.0,B,1000,64,3072,13322,same_horizon,7,5,True,0.0419921875,0.11764599359964259,0.5336378750776066,5,0.959498291015625,0.044921875,0.7694189887507719,7,0.9934863281249999,True,0.9883016764322916,0.9529037272135417,0.8934610188802083,,0.9583333333333334,0.1771298363095238,0.8051465674838995,1.676806165692107,0.9583333333333334,f_log_K,none
A,tail_b0.5_mu1.0_c1.0_T100_cap64,phi_k16,tail_b0.5_mu1.0_c1.0,B,100,64,3072,19968,same_horizon,62,51,True,0.023763020833333332,1.556340692595606,2.690932688241468,51,0.9965528564453124,0.059895833333333336,2.895184222421924,61,0.9975231119791668,True,0.9567419840494791,0.977889404296875,0.9845941569010416,,0.21842447916666666,0.01180800571236559,0.57424660347768,1.2862960067715716,0.7670522836538461,f_n_singletons,oof
A,tail_b0.5_mu1.0_c1.0_T100_cap64,phi_k16_all71,tail_b0.5_mu1.0_c1.0,B,100,64,3072,19968,same_horizon,71,60,True,0.58203125,3.4836292128809587,3.3671555756726588,60,0.9994833984375001,0.705078125,3.5399113159539133,70,0.9996404215494791,True,0.9612532958984374,0.9767481689453125,0.9831054687500002,0.9687602132161459,0.21842447916666666,0.011613299589201879,0.5449229809867658,1.3429228517906604,0.7670522836538461,f_n_singletons,oof
A,tail_b0.5_mu1.0_c1.0_T100_cap64,phi_k16_clock,tail_b0.5_mu1.0_c1.0,B,100,64,3072,19968,same_horizon,11,0,False,,,,0,,0.7083333333333334,0.11716543820027861,10,0.9723009440104167,True,0.9723009440104167,,,,0.08333333333333333,0.026515151515151512,0.8801834841056045,2.0289015090522864,0.7826021634615385,f_K_over_sqrt_t,oof
A,tail_b0.5_mu1.0_c1.0_T100_cap64,phi_k16_cs,tail_b0.5_mu1.0_c1.0,B,100,64,3072,19968,same_horizon,61,50,True,0.023111979166666668,1.5391920147197444,2.617598322946128,50,0.9952779947916666,0.0595703125,2.8220985202048947,60,0.9969573974609375,True,0.9584849446614584,0.9758409423828125,0.9826470540364582,,0.21842447916666666,0.011846823770491803,0.5832700455270378,1.2862960067715716,0.7670522836538461,f_n_singletons,oof
A,tail_b0.5_mu1.0_c1.0_T100_cap64,phi_k16_quality,tail_b0.5_mu1.0_c1.0,B,100,64,3072,19968,same_horizon,35,24,True,0.0419921875,0.9883127556870432,1.67653074554178,24,0.9778472900390625,0.0986328125,1.9087718309596509,34,0.9960034179687499,True,0.9582305094401041,0.9778472900390625,,,0.21842447916666666,0.015476190476190475,0.5833778840104706,1.2862960067715716,0.7670522836538461,f_n_singletons,oof
A,tail_b0.5_mu1.0_c1.0_T100_cap64,rule_reservoir,tail_b0.5_mu1.0_c1.0,B,100,64,3072,19968,same_horizon,7,5,True,0.4443359375,0.3517456051857659,0.42711657140859954,5,0.9227051595052083,0.6350911458333334,0.642404538402728,7,0.9821815999348958,True,0.9645581868489583,0.9176794026692708,0.6888223876953126,,0.5,0.07756696428571429,0.5953692493373789,1.8451769295275053,0.7290414663461539,est_beta_a,none
A,tail_b0.5_mu1.0_c1.0_T200_cap64,phi_k16,tail_b0.5_mu1.0_c1.0,B,200,64,3072,18127,same_horizon,62,51,True,0.01953125,1.7166624720320791,2.9774729525839776,51,0.9960492350260416,0.052734375,3.208893160446289,61,0.9965430501302083,True,0.8722802327473959,0.9775492350260416,0.9885380859375,,0.3098958333333333,0.028766591061827954,0.6178379602814911,1.5095272577755068,0.7958473835071073,f_n_singletons,oof
A,tail_b0.5_mu1.0_c1.0_T200_cap64,phi_k16_all71,tail_b0.5_mu1.0_c1.0,B,200,64,3072,18127,same_horizon,71,60,True,0.4348958333333333,3.450009224276271,3.599019124800427,60,0.99970361328125,0.5224609375,3.8094549484871836,70,0.99984423828125,True,0.85791259765625,0.9814073893229166,0.9872965494791667,0.9134702962239583,0.291015625,0.025913292253521125,0.6020191360624008,1.4829258219019368,0.8023578001737739,f_n_singletons,oof
A,tail_b0.5_mu1.0_c1.0_T200_cap64,phi_k16_clock,tail_b0.5_mu1.0_c1.0,B,200,64,3072,18127,same_horizon,11,0,False,,,,0,,0.8333333333333334,0.1449188594876812,10,0.9804803873697916,True,0.9804803873697916,,,,0.2916666666666667,0.06818181818181818,1.1845907249617789,2.485075078818814,0.8644011695261212,f_K_over_sqrt_t,oof
