policy,reference,level,test,family,horizon,cell,env_id,cap,source_test,delta,lo,hi,se,win,n_cells,n_episodes,n_envs,cluster_lo,cluster_hi,cluster_se,cluster_p,cluster_p_sign,cluster_boot_t_lo,cluster_boot_t_hi,cluster_pct_lo,cluster_pct_hi,cluster_min_env,cluster_max_env,cluster_degenerate,cluster_method,regret,regret_ref,k_final,k_final_deployed,k_final_ref,search_frac,search_frac_ref
phi_k1,uniform,cell,A,B,100,tail_b0.5_mu1.0_c1.0_T100_cap28,tail_b0.5_mu1.0_c1.0,28,capmatch,-0.0010269134640693664,-0.002089662719517946,2.1901658177375027e-05,0.0005468579206292941,0.508,1,2000,1,,,,,,,,,,,,False,none,0.019983770728111267,0.021010684192180634,27.529,28.2255,28.0,0.26050000000000006,0.2653061224489796
phi_k1,uniform,cell,A,B,200,tail_b0.5_mu1.0_c1.0_T200_cap63,tail_b0.5_mu1.0_c1.0,63,capmatch,-0.0012148859202861786,-0.0018373915895819658,-0.0006198631837964058,0.0003094674807388183,0.5177499999999999,1,2000,1,,,,,,,,,,,,False,none,0.011056408554315568,0.012271294474601745,61.8545,62.616,63.0,0.3022954545454545,0.308080808080808
phi_k1,uniform,cell,A,B,50,tail_b0.5_mu1.0_c1.0_T50_cap14,tail_b0.5_mu1.0_c1.0,14,capmatch,-0.0015211883187294007,-0.003172493181377649,0.00012451117634773175,0.0008264475937519095,0.516,1,2000,1,,,,,,,,,,,,False,none,0.032412726491689685,0.03393391481041908,13.7275,14.285,14.0,0.24432291666666667,0.25
phi_k1,uniform,cell,A,B,100,tail_b1.0_mu0.9_c2.0_T100_cap31,tail_b1.0_mu0.9_c2.0,31,capmatch,-0.0019400539696216583,-0.003764220506697893,-0.00016043047904968274,0.0009277441553694876,0.50975,1,2000,1,,,,,,,,,,,,False,none,0.06740667267143727,0.06934672664105893,30.0195,31.4235,31.0,0.28591326530612254,0.2959183673469389
phi_k1,uniform,cell,A,B,200,tail_b1.0_mu0.9_c2.0_T200_cap64,tail_b1.0_mu0.9_c2.0,64,A,-0.00044001099467277525,-0.0013518545933067798,0.0004970289736986156,0.00047315851175309666,0.50425,1,2000,1,,,,,,,,,,,,False,none,0.05356174266338348,0.05400175365805626,63.995,63.995,64.0,0.3131060606060606,0.31313131313131315
phi_k1,uniform,cell,A,B,50,tail_b1.0_mu0.9_c2.0_T50_cap16,tail_b1.0_mu0.9_c2.0,16,capmatch,-0.002927701488137245,-0.005098242099583147,-0.0006904477745294572,0.0011147793178034081,0.5075,1,2000,1,,,,,,,,,,,,False,none,0.08533848077058792,0.08826618225872516,15.524,16.4465,15.999,0.28175,0.2916458333333334
phi_k1,uniform,cell,A,B,100,tail_b2.0_mu1.0_c1.0_T100_cap48,tail_b2.0_mu1.0_c1.0,48,capmatch,-0.01874244709312916,-0.022883988547325134,-0.014571710550412538,0.0021204623800972055,0.547,1,2000,1,,,,,,,,,,,,False,none,0.10683338451385498,0.12557583160698413,44.6045,47.5165,47.1495,0.4347397959183673,0.4607091836734693
phi_k1,uniform,cell,A,B,200,tail_b2.0_mu1.0_c1.0_T200_cap64,tail_b2.0_mu1.0_c1.0,64,A,-0.0017889885008335114,-0.0029130765460431574,-0.0007544963315129283,0.0005508131830460276,0.50725,1,2000,1,,,,,,,,,,,,False,none,0.09076658624410629,0.0925555747449398,64.0,64.0,64.0,0.31313131313131315,0.31313131313131315
phi_k1,uniform,cell,A,B,50,tail_b2.0_mu1.0_c1.0_T50_cap23,tail_b2.0_mu1.0_c1.0,23,capmatch,-0.013970904998481274,-0.018510605615936218,-0.009453658519499012,0.0022628349235425346,0.52775,1,2000,1,,,,,,,,,,,,False,none,0.14404194109141827,0.15801284608989954,21.672,23.1085,22.6665,0.4098333333333334,0.43055208333333334
phi_k1,uniform,cell,A,B,100,tail_b8.0_mu1.0_c1.0_T100_cap64,tail_b8.0_mu1.0_c1.0,64,A,-0.012350914779119194,-0.016887245728727428,-0.007802088033093606,0.0023267419564639387,0.5297499999999999,1,2000,1,,,,,,,,,,,,False,none,0.1813411211729981,0.1936920359521173,63.993,63.993,51.2285,0.6325816326530613,0.5023316326530612
phi_k1,uniform,cell,A,B,200,tail_b8.0_mu1.0_c1.0_T200_cap64,tail_b8.0_mu1.0_c1.0,64,A,2.1398261189460753e-05,-0.0003107088165357708,0.00031834461502730846,0.00016050648537499227,0.5,1,2000,1,,,,,,,,,,,,False,none,0.1765382099557901,0.17651681169460062,64.0,64.0,64.0,0.31313131313131315,0.31313131313131315
phi_k1,uniform,cell,A,B,50,tail_b8.0_mu1.0_c1.0_T50_cap34,tail_b8.0_mu1.0_c1.0,34,capmatch,-0.008573317457456141,-0.013138521809095981,-0.0039089726642472684,0.0023199041870423463,0.51625,1,2000,1,,,,,,,,,,,,False,none,0.1742537013865076,0.18282701884396374,32.3975,34.0,25.897,0.63328125,0.4978541666666667
phi_k1,uniform,cell,C,C,100,mix_broad_low_narrow_high_T100_cap42,mix_broad_low_narrow_high,42,capmatch,-0.006469611883163452,-0.009022197706624865,-0.004081458460167051,0.001266347333780616,0.51825,1,2000,1,,,,,,,,,,,,False,none,0.05996082314103842,0.06643043502420187,39.3965,42.3495,41.9415,0.3815969387755102,0.4075663265306122
phi_k1,uniform,cell,C,C,200,mix_broad_low_narrow_high_T200_cap64,mix_broad_low_narrow_high,64,C,-0.0004480549693107605,-0.0013584474861621856,0.0004277133703231809,0.00045498363231647447,0.5015000000000001,1,2000,1,,,,,,,,,,,,False,none,0.0521647117137909,0.05261276668310166,64.0,64.0,64.0,0.31313131313131315,0.31313131313131315
phi_k1,uniform,cell,C,C,50,mix_broad_low_narrow_high_T50_cap21,mix_broad_low_narrow_high,21,capmatch,-0.009236093305051327,-0.013109311262145637,-0.005486493153683842,0.0019481726690147418,0.51925,1,2000,1,,,,,,,,,,,,False,none,0.0908570437580347,0.10009313706308604,19.7585,21.353,20.906,0.36996874999999996,0.3938749999999999
phi_k1,uniform,cell,C,C,100,mix_bulk_half_tiny_cluster_high_T100_cap41,mix_bulk_half_tiny_cluster_high,41,capmatch,-0.013811964809894562,-0.018140018709003926,-0.009592751153931024,0.002224083744824868,0.5197499999999999,1,2000,1,,,,,,,,,,,,False,none,0.12749729500710963,0.1413092598170042,38.8775,41.1945,40.963,0.3763010204081633,0.3975816326530613
phi_k1,uniform,cell,C,C,200,mix_bulk_half_tiny_cluster_high_T200_cap64,mix_bulk_half_tiny_cluster_high,64,C,-0.000545559823513031,-0.0018996798731386662,0.0007824041344225405,0.0006843777451929087,0.49850000000000005,1,2000,1,,,,,,,,,,,,False,none,0.07372403886914253,0.07426959869265556,64.0,64.0,64.0,0.31313131313131315,0.31313131313131315
phi_k1,uniform,cell,C,C,50,mix_bulk_half_tiny_cluster_high_T50_cap20,mix_bulk_half_tiny_cluster_high,20,capmatch,-0.012855392292141915,-0.017581838662922383,-0.008165453215688468,0.0023924003235394654,0.517,1,2000,1,,,,,,,,,,,,False,none,0.1907437735795975,0.20359916587173937,19.1235,20.2805,19.942,0.3567395833333334,0.3737916666666667
phi_k1,uniform,cell,C,C,100,mix_many_mediocre_rare_excellent_T100_cap40,mix_many_mediocre_rare_excellent,40,capmatch,-0.012048889428377152,-0.0157551317255944,-0.008462610249221325,0.001853433681934815,0.5287499999999999,1,2000,1,,,,,,,,,,,,False,none,0.1385687282681465,0.15061761769652365,37.75,40.008,39.9735,0.36479591836734687,0.3874846938775509
phi_k1,uniform,cell,C,C,200,mix_many_mediocre_rare_excellent_T200_cap64,mix_many_mediocre_rare_excellent,64,C,-0.0015760667771101,-0.003137131854519248,-7.895531132817633e-06,0.0008027785609953756,0.5055000000000001,1,2000,1,,,,,,,,,,,,False,none,0.09547682324051857,0.09705289001762867,64.0,64.0,64.0,0.31313131313131315,0.31313131313131315
phi_k1,uniform,cell,C,C,50,mix_many_mediocre_rare_excellent_T50_cap20,mix_many_mediocre_rare_excellent,20,capmatch,-0.011813996106386185,-0.016422186172753574,-0.007202653975412252,0.0023583206416396612,0.521,1,2000,1,,,,,,,,,,,,False,none,0.1626042568385601,0.17441825294494628,18.8815,19.8405,19.9275,0.35169791666666667,0.3734895833333334
phi_k1,uniform,pooled,A,all,all,,all,matched,,-0.006439132663910034,-0.007090824575692296,-0.00578994584159609,0.0003304245662699314,0.5154479166666667,24,48000,8,-0.01155146788094907,-0.0013267974468709996,0.0021620074367398644,0.020563994680196356,0.0078125,-0.016223858865747228,-0.0026824279473379774,-0.010716231070264865,-0.002938482756133939,,,False,env_mean_t,0.11633696942891342,0.12277610209282346,43.84708333333333,44.63027083333333,42.0304375,0.39401669624604896,0.36881987847222225
phi_k1,uniform,horizon,A,all,50,,all,matched,,-0.008783030125265212,-0.010140079718719514,-0.007420628951312847,0.0007011199155147924,0.51821875,8,16000,8,-0.0167957827733742,-0.0007702774771562258,0.0033885944638822373,0.03584341538965367,0.0078125,-0.027415900814892223,-0.003215683250267474,-0.01577177403326277,-0.0036605992951707785,,,False,env_mean_t,0.12687781143944993,0.13566084156471514,22.6111875,23.796375,20.8080625,0.42939973958333333,0.3918346354166667
phi_k1,uniform,horizon,A,all,100,,all,matched,,-0.009808319402043707,-0.01111340460408537,-0.00850248572058772,0.0006711340848895384,0.5234687499999999,8,16000,8,-0.017266636919088217,-0.002350001884999198,0.003154123752228571,0.017088841330610182,0.0078125,-0.019409509631025702,-0.0030638660731849765,-0.016117940508312313,-0.004338187369517982,,,False,env_mean_t,0.11588189119903838,0.12569021060108207,45.2128125,46.282,41.408249999999995,0.4409470663265307,0.40212499999999995
phi_k1,uniform,horizon,A,all,200,,all,matched,,-0.0007260484644211829,-0.0010478524388279765,-0.000410451202839613,0.00016167606261094516,0.50465625,8,16000,8,-0.0012687460090139635,-0.00018335091982840245,0.0002295068843293921,0.015850441292267863,0.03125,-0.0012956723062740707,-0.00020374157288939772,-0.0011534415557049214,-0.0003287235898082145,,,False,env_mean_t,0.10625120564825193,0.10697725411267311,63.71725,63.8124375,63.875,0.31170328282828286,0.3125
phi_k1,uniform,pooled,C,all,all,,all,matched,,-0.007645069932772054,-0.008794917509166732,-0.006537637001565761,0.0005736750454473046,0.5143888888888889,9,18000,3,,,,,,,,,,-0.009070972308516502,-0.005384586719175181,True,range,0.11017749937954877,0.11782256931232081,40.643055555555556,41.891777777777776,41.73927777777778,0.3489437852161067,0.36368698249501824
phi_k1,uniform,horizon,C,all,50,,all,matched,,-0.011301827234526475,-0.013861646987001099,-0.008782235451911887,0.0012883402871132824,0.5190833333333332,3,6000,3,,,,,,,,,,-0.012855392292141915,-0.009236093305051327,True,range,0.14806835805873078,0.15937018529325722,19.254500000000004,20.491333333333333,20.258499999999998,0.35946875,0.38038541666666664
phi_k1,uniform,horizon,C,all,100,,all,matched,,-0.01077682204047839,-0.012845912601674597,-0.00871268701752027,0.0010568100675594125,0.52225,3,6000,3,,,,,,,,,,-0.013811964809894562,-0.006469611883163452,True,range,0.10867561547209818,0.11945243751257657,38.67466666666667,41.184,40.95933333333333,0.3742312925170068,0.39754421768707476
phi_k1,uniform,horizon,C,all,200,,all,matched,,-0.0008565605233112972,-0.0016213919217387834,-0.00011670040090878816,0.000383078623753423,0.5018333333333334,3,6000,3,,,,,,,,,,-0.0015760667771101,-0.0004480549693107605,True,range,0.07378852460781733,0.07464508513112862,64.0,64.0,64.0,0.31313131313131315,0.31313131313131315
phi_k16,always_search,cell,A,A,100,beta_good_common_T100_cap18,beta_good_common,18,capmatch,0.0,0.0,0.0,0.0,0.5,1,2000,1,,,,,,,,,,,,False,none,0.07252525380253792,0.07252525380253792,18.0,18.064,18.0,0.16326530612244897,0.16326530612244897
phi_k16,always_search,cell,A,A,200,beta_good_common_T200_cap21,beta_good_common,21,capmatch,0.002238500326871872,0.0010136261507868772,0.0034949607618153097,0.000636452928839503,0.47875,1,2000,1,,,,,,,,,,,,False,none,0.05931265494227409,0.057074154615402224,18.5295,20.824,21.0,0.08348232323232324,0.09595959595959595
phi_k16,always_search,cell,A,A,50,beta_good_common_T50_cap18,beta_good_common,18,capmatch,0.0,0.0,0.0,0.0,0.5,1,2000,1,,,,,,,,,,,,False,none,0.0937553585767746,0.0937553585767746,18.0,18.0,18.0,0.33333333333333326,0.33333333333333326
phi_k16,always_search,cell,A,A,100,beta_mostly_mediocre_T100_cap28,beta_mostly_mediocre,28,capmatch,-0.00011939685046672822,-0.0026490803062915796,0.002401715336367487,0.0012809868040364874,0.49575,1,2000,1,,,,,,,,,,,,False,none,0.14305970871448517,0.1431791055649519,24.19,27.992,28.0,0.22642857142857148,0.2653061224489796
phi_k16,always_search,cell,A,A,200,beta_mostly_mediocre_T200_cap42,beta_mostly_mediocre,42,capmatch,-3.064934909343719e-05,-0.0024010724533349275,0.00233752480149269,0.0011953952318104056,0.50525,1,2000,1,,,,,,,,,,,,False,none,0.135731780230999,0.13576242958009244,37.676,42.295,42.0,0.1801818181818182,0.20202020202020202
phi_k16,always_search,cell,A,A,50,beta_mostly_mediocre_T50_cap19,beta_mostly_mediocre,19,capmatch,-0.0003034656047821045,-0.0027250498488545416,0.0020668133951723547,0.001231378352200609,0.503,1,2000,1,,,,,,,,,,,,False,none,0.14605284847319125,0.14635631407797337,18.0615,18.984,19.0,0.33461458333333327,0.3541666666666667
phi_k16,always_search,cell,A,A,100,beta_rare_excellent_T100_cap61,beta_rare_excellent,61,capmatch,0.0010979120694100857,-0.00043124492033384674,0.0026709486040752376,0.0007866230268865432,0.49725,1,2000,1,,,,,,,,,,,,False,none,0.17165875413897447,0.1705608420695644,58.59,60.942,61.0,0.5774489795918366,0.6020408163265306
phi_k16,always_search,cell,A,A,200,beta_rare_excellent_T200_cap64,beta_rare_excellent,64,A,0.0,0.0,0.0,0.0,0.5,1,2000,1,,,,,,,,,,,,False,none,0.17293234672769905,0.17293234672769905,64.0,64.0,64.0,0.31313131313131315,0.31313131313131315
phi_k16,always_search,cell,A,A,50,beta_rare_excellent_T50_cap36,beta_rare_excellent,36,capmatch,0.0062339811776764694,0.0035319952847436076,0.008999528367587481,0.0013858153133249104,0.48175,1,2000,1,,,,,,,,,,,,False,none,0.16915055669388676,0.16291657551621028,34.207,35.936,36.0,0.6709791666666667,0.7083333333333334
phi_k16,always_search,cell,A,A,100,beta_skewed_T100_cap54,beta_skewed,54,capmatch,0.005747918948531151,0.002568757888488472,0.0088461668247357,0.001622873121826803,0.4885,1,2000,1,,,,,,,,,,,,False,none,0.1792675096988678,0.17351959075033666,50.129,54.469,54.0,0.49111224489795924,0.5306122448979592
phi_k16,always_search,cell,A,A,200,beta_skewed_T200_cap64,beta_skewed,64,A,-6.776413321495056e-05,-0.0004370993971824646,0.00023380699753761293,0.0001652687518816007,0.5,1,2000,1,,,,,,,,,,,,False,none,0.15328498454391956,0.15335274867713453,63.944,63.944,64.0,0.3128484848484849,0.31313131313131315
phi_k16,always_search,cell,A,A,50,beta_skewed_T50_cap34,beta_skewed,34,capmatch,0.014472757093142719,0.00979707785450155,0.01920040571256541,0.00243398885008256,0.47775,1,2000,1,,,,,,,,,,,,False,none,0.19052575742686167,0.17605300033371896,33.0,33.504,34.0,0.6458333333333333,0.6666666666666665
phi_k16,always_search,cell,A,B,100,tail_b0.5_mu1.0_c1.0_T100_cap18,tail_b0.5_mu1.0_c1.0,18,capmatch,0.0,0.0,0.0,0.0,0.5,1,2000,1,,,,,,,,,,,,False,none,0.01849926295876503,0.01849926295876503,18.0,18.056,18.0,0.16326530612244897,0.16326530612244897
phi_k16,always_search,cell,A,B,200,tail_b0.5_mu1.0_c1.0_T200_cap19,tail_b0.5_mu1.0_c1.0,19,capmatch,0.0003631843030452728,-0.00010746293887495988,0.000852081403136253,0.0002435667418003949,0.49575,1,2000,1,,,,,,,,,,,,False,none,0.010461426645517349,0.010098242342472077,18.064,19.024,19.0,0.08113131313131312,0.08585858585858586
phi_k16,always_search,cell,A,B,50,tail_b0.5_mu1.0_c1.0_T50_cap18,tail_b0.5_mu1.0_c1.0,18,capmatch,0.0,0.0,0.0,0.0,0.5,1,2000,1,,,,,,,,,,,,False,none,0.036064404517412184,0.036064404517412184,18.0,18.0,18.0,0.33333333333333326,0.33333333333333326
phi_k16,always_search,cell,A,B,100,tail_b1.0_mu0.9_c2.0_T100_cap19,tail_b1.0_mu0.9_c2.0,19,capmatch,0.0007123090028762817,-0.0009436997927725313,0.002318223652243613,0.0008462757494458121,0.49775,1,2000,1,,,,,,,,,,,,False,none,0.06461855728924275,0.06390624828636646,18.0515,18.824,19.0,0.16379081632653064,0.17346938775510207
phi_k16,always_search,cell,A,B,200,tail_b1.0_mu0.9_c2.0_T200_cap27,tail_b1.0_mu0.9_c2.0,27,capmatch,-0.00014403000473976136,-0.0015092764675617217,0.0012002141714096064,0.0006830923195621964,0.50025,1,2000,1,,,,,,,,,,,,False,none,0.048442827582359314,0.048586857587099075,23.211,27.304,27.0,0.10712626262626265,0.12626262626262627
phi_k16,always_search,cell,A,B,50,tail_b1.0_mu0.9_c2.0_T50_cap18,tail_b1.0_mu0.9_c2.0,18,capmatch,0.0,0.0,0.0,0.0,0.5,1,2000,1,,,,,,,,,,,,False,none,0.08671449080109596,0.08671449080109596,18.0,18.032,18.0,0.33333333333333326,0.33333333333333326
phi_k16,always_search,cell,A,B,100,tail_b2.0_mu1.0_c1.0_T100_cap33,tail_b2.0_mu1.0_c1.0,33,capmatch,0.0021197033226490023,0.0005032696854323155,0.003803446155041455,0.0008620686531065335,0.49324999999999997,1,2000,1,,,,,,,,,,,,False,none,0.11889209040254355,0.11677238707989454,30.6525,33.444,33.0,0.29237244897959186,0.3163265306122449
phi_k16,always_search,cell,A,B,200,tail_b2.0_mu1.0_c1.0_T200_cap52,tail_b2.0_mu1.0_c1.0,52,capmatch,0.0023471080660820006,0.0006606775864958763,0.004070628470182418,0.000867731577043019,0.4905,1,2000,1,,,,,,,,,,,,False,none,0.09925314395129681,0.0969060358852148,47.687,52.363,52.0,0.23074242424242425,0.25252525252525254
phi_k16,always_search,cell,A,B,50,tail_b2.0_mu1.0_c1.0_T50_cap23,tail_b2.0_mu1.0_c1.0,23,capmatch,0.004235923089087009,-0.00013798453249037247,0.008656171368062496,0.00223019059163387,0.49574999999999997,1,2000,1,,,,,,,,,,,,False,none,0.14900679430365563,0.1447708712145686,19.55,22.968,23.0,0.3656249999999999,0.4375
phi_k16,always_search,cell,A,B,100,tail_b8.0_mu1.0_c1.0_T100_cap60,tail_b8.0_mu1.0_c1.0,60,capmatch,0.0012744696866720914,-0.00042059888453222606,0.003065223824558779,0.0008947506434137506,0.49675,1,2000,1,,,,,,,,,,,,False,none,0.18614692583167924,0.18487245614500716,56.915,59.733,60.0,0.5603571428571429,0.5918367346938778
phi_k16,always_search,cell,A,B,200,tail_b8.0_mu1.0_c1.0_T200_cap64,tail_b8.0_mu1.0_c1.0,64,A,0.0,0.0,0.0,0.0,0.5,1,2000,1,,,,,,,,,,,,False,none,0.1765382099557901,0.1765382099557901,64.0,64.0,64.0,0.31313131313131315,0.31313131313131315
phi_k16,always_search,cell,A,B,50,tail_b8.0_mu1.0_c1.0_T50_cap36,tail_b8.0_mu1.0_c1.0,36,capmatch,0.003030208520125598,-6.16137406323083e-06,0.006147310850606299,0.0016069733566580603,0.49825,1,2000,1,,,,,,,,,,,,False,none,0.17426133800577373,0.17123112948564811,34.096,35.552,36.0,0.6686666666666665,0.7083333333333334
phi_k16,always_search,cell,C,C,100,mix_broad_low_narrow_high_T100_cap29,mix_broad_low_narrow_high,29,capmatch,-0.0005511839091777802,-0.0019202158749103545,0.0008315688617527473,0.0006981944169100906,0.501,1,2000,1,,,,,,,,,,,,False,none,0.06847557391226292,0.0690267578214407,25.3445,29.436,29.0,0.2382091836734694,0.2755102040816326
phi_k16,always_search,cell,C,C,200,mix_broad_low_narrow_high_T200_cap45,mix_broad_low_narrow_high,45,capmatch,-0.00022762197256088256,-0.0011993204861879346,0.0007150211445987222,0.0004873667592277003,0.50125,1,2000,1,,,,,,,,,,,,False,none,0.05371803110837937,0.053945653080940244,39.834,44.781,45.0,0.19108080808080807,0.21717171717171715
phi_k16,always_search,cell,C,C,50,mix_broad_low_narrow_high_T50_cap21,mix_broad_low_narrow_high,21,capmatch,-0.0008614287227392196,-0.004600804160907864,0.0029043146183714264,0.0019086001331321315,0.5045,1,2000,1,,,,,,,,,,,,False,none,0.09217508101463318,0.0930365097373724,18.582,21.104,21.0,0.34545833333333326,0.39583333333333326
phi_k16,always_search,cell,C,C,100,mix_bulk_half_tiny_cluster_high_T100_cap28,mix_bulk_half_tiny_cluster_high,28,capmatch,0.010732232138514519,0.006586097513511777,0.014927699209004639,0.0021177409086593248,0.48600000000000004,1,2000,1,,,,,,,,,,,,False,none,0.15648619762063026,0.14575396548211575,24.011,27.697,28.0,0.22460204081632662,0.2653061224489796
phi_k16,always_search,cell,C,C,200,mix_bulk_half_tiny_cluster_high_T200_cap42,mix_bulk_half_tiny_cluster_high,42,capmatch,0.009136349022388458,0.005825558296591044,0.012517783364281058,0.0017388174506479856,0.48275,1,2000,1,,,,,,,,,,,,False,none,0.10266499435901642,0.09352864533662796,37.491,42.283,42.0,0.17924747474747474,0.20202020202020202
phi_k16,always_search,cell,C,C,50,mix_bulk_half_tiny_cluster_high_T50_cap19,mix_bulk_half_tiny_cluster_high,19,capmatch,0.0008453936874866486,-0.003191236028075217,0.0048802172087132915,0.0020425339195865575,0.49875,1,2000,1,,,,,,,,,,,,False,none,0.19592515434324742,0.19507976065576077,18.0385,18.616,19.0,0.33413541666666663,0.3541666666666667
phi_k16,always_search,cell,C,C,100,mix_many_mediocre_rare_excellent_T100_cap26,mix_many_mediocre_rare_excellent,26,capmatch,0.008267964825034141,0.004897447066381576,0.01176571465805173,0.001746713757334062,0.47875,1,2000,1,,,,,,,,,,,,False,none,0.15934326366335153,0.15107529883831738,22.069,26.217,26.0,0.20478571428571427,0.24489795918367344
phi_k16,always_search,cell,C,C,200,mix_many_mediocre_rare_excellent_T200_cap40,mix_many_mediocre_rare_excellent,40,capmatch,0.0028715793490409853,0.00046423012427985685,0.005251515760272741,0.0012188543626836055,0.492,1,2000,1,,,,,,,,,,,,False,none,0.11658980455994607,0.11371822521090508,35.802,39.748,40.0,0.1707171717171717,0.1919191919191919
phi_k16,always_search,cell,C,C,50,mix_many_mediocre_rare_excellent_T50_cap19,mix_many_mediocre_rare_excellent,19,capmatch,0.0045916282087564465,0.001377263047918678,0.007912234343215821,0.001665373707328749,0.49025,1,2000,1,,,,,,,,,,,,False,none,0.16878440456092358,0.16419277635216714,18.0375,18.6,19.0,0.33411458333333327,0.3541666666666667
phi_k16,always_search,pooled,A,all,all,,all,matched,,0.0018003612359946905,0.0013751317768523831,0.002235388819123909,0.00021801493800066712,0.4956770833333333,24,48000,8,-0.0001027460320466749,0.0037034685040360556,0.0008048243888048826,0.0603478036721642,0.0234375,0.0004783898142707236,0.005421614127546172,0.0005246628975287121,0.003396865253506015,,,False,env_mean_t,0.11900654109231679,0.1172061798563221,33.52308333333334,35.26058333333334,35.25,0.33106395078549095,0.34929761045832475
phi_k16,always_search,horizon,A,all,50,,all,matched,,0.0034586755344062116,0.0024517495466840054,0.004460661867685121,0.0005128376007746484,0.4945625,8,16000,8,-0.0007788518027313351,0.007696202871543758,0.0017920510348666163,0.09492099694640767,0.125,0.0005143357401060662,0.011015752299320638,0.0007196189294336364,0.007076864807691891,,,False,env_mean_t,0.13069144359983148,0.12723276806542527,24.114312499999997,25.122,25.25,0.46071484374999994,0.484375
phi_k16,always_search,horizon,A,all,100,,all,matched,,0.0013541145224589854,0.0007203143741178796,0.0020065796641283665,0.0003315390917866906,0.49615625,8,16000,8,-0.0002637234066884722,0.002971952451606443,0.000684183936647736,0.08829010089980126,0.0625,0.0002542494986117066,0.004807511590675497,0.00033907693438231946,0.002759747332963158,,,False,env_mean_t,0.11933350785463698,0.11797939333217801,34.316,36.4405,36.375,0.3297551020408164,0.35076530612244905
phi_k16,always_search,horizon,A,all,200,,all,matched,,0.0005882936511188746,0.00016386569878086452,0.0010283202528953552,0.0002223228244074254,0.4963125,8,16000,8,-0.0003003674025427838,0.001476954704780533,0.00037581491142327006,0.16147360791901685,0.25,-0.00012669057716057318,0.004923873322103925,-2.0772201940417286e-05,0.0014043797198683024,,,False,env_mean_t,0.1069946718224819,0.10640637817136303,42.1389375,44.21925,44.125,0.20272190656565658,0.21275252525252528
phi_k16,always_search,pooled,C,all,all,,all,matched,,0.003867212514082591,0.002828951132545869,0.004926344033247895,0.0005370678914841477,0.49280555555555555,9,18000,3,,,,,,,,,,-0.0005467448681592941,0.0069046582827965415,True,range,0.12379583390471008,0.1199286213906275,26.578833333333332,29.831333333333337,29.88888888888889,0.24692785851714424,0.2778880070546737
phi_k16,always_search,horizon,C,all,50,,all,matched,,0.001525197724501292,-0.0006140181741366782,0.003616114017926156,0.0010830331047228853,0.49783333333333335,3,6000,3,,,,,,,,,,-0.0008614287227392196,0.0045916282087564465,True,range,0.15229487997293473,0.15076968224843343,18.219333333333335,19.44,19.666666666666668,0.3379027777777777,0.3680555555555556
phi_k16,always_search,horizon,C,all,100,,all,matched,,0.0061496710181236265,0.00432501830495894,0.008002888418982425,0.0009406310574488172,0.48858333333333337,3,6000,3,,,,,,,,,,-0.0005511839091777802,0.010732232138514519,True,range,0.12810167839874823,0.12195200738062462,23.808166666666665,27.78333333333333,27.666666666666668,0.2225323129251701,0.2619047619047619
phi_k16,always_search,horizon,C,all,200,,all,matched,,0.003926768799622854,0.002508138767505686,0.0054090552138785514,0.0007360430709913801,0.492,3,6000,3,,,,,,,,,,-0.00022762197256088256,0.009136349022388458,True,range,0.09099094334244728,0.08706417454282443,37.709,42.27066666666666,42.333333333333336,0.18034848484848484,0.2037037037037037
phi_k16,uniform,cell,A,A,100,beta_good_common_T100_cap18,beta_good_common,18,capmatch,-0.00044415777921676634,-0.001224636066704988,0.000314272640645504,0.00039095513390923755,0.50325,1,2000,1,,,,,,,,,,,,False,none,0.07252525380253792,0.07296941158175468,18.0,18.064,18.0,0.16326530612244897,0.16326530612244897
phi_k16,uniform,cell,A,A,200,beta_good_common_T200_cap21,beta_good_common,21,capmatch,0.001850701630115509,0.0005904493279755118,0.003128125674277544,0.0006479618174625867,0.48100000000000004,1,2000,1,,,,,,,,,,,,False,none,0.05931265494227409,0.05746195331215859,18.5295,20.824,21.0,0.08348232323232324,0.09595959595959595
phi_k16,uniform,cell,A,A,50,beta_good_common_T50_cap18,beta_good_common,18,capmatch,-0.005122519835829735,-0.007654871018975972,-0.00263586945384741,0.0012919499290402283,0.5155000000000001,1,2000,1,,,,,,,,,,,,False,none,0.0937553585767746,0.09887787841260433,18.0,18.0,17.9825,0.33333333333333326,0.3329687499999999
phi_k16,uniform,cell,A,A,100,beta_mostly_mediocre_T100_cap28,beta_mostly_mediocre,28,capmatch,-0.0011239821165800095,-0.0039035436186939474,0.0015981085475534177,0.0014020253716351158,0.4975,1,2000,1,,,,,,,,,,,,False,none,0.14305970871448517,0.14418369083106516,24.19,27.992,28.0,0.22642857142857148,0.2653061224489796
phi_k16,uniform,cell,A,A,200,beta_mostly_mediocre_T200_cap42,beta_mostly_mediocre,42,capmatch,0.00010819368064403534,-0.0022549728356301775,0.0025076758079230783,0.0012095035534385567,0.504,1,2000,1,,,,,,,,,,,,False,none,0.135731780230999,0.13562358655035495,37.676,42.295,42.0,0.1801818181818182,0.20202020202020202
phi_k16,uniform,cell,A,A,50,beta_mostly_mediocre_T50_cap19,beta_mostly_mediocre,19,capmatch,-0.0016098172068595886,-0.004462633461877703,0.0013259969815611835,0.0014919258501974015,0.5025000000000001,1,2000,1,,,,,,,,,,,,False,none,0.14605284847319125,0.14766266568005085,18.0615,18.984,18.9715,0.33461458333333327,0.3535729166666667
