env_id,family,horizon,rule,K,regret,regret_se,k_final,alpha,c,b,beta,is_mixture
tail_b0.5_mu0.9_c2.0,tail,1000,pooled_K,192.0,0.014556569874286652,0.0006354331278418787,192.0,,,,0.5,False
tail_b0.5_mu1.0_c1.0,tail,1000,oracle_beta_c0.5,5.0,0.04681027743220329,0.0022810388566787123,5.0,,,,0.5,False
tail_b0.5_mu1.0_c1.0,tail,1000,oracle_beta_c0.75,7.0,0.028953116834163666,0.0015372657279377902,7.0,,,,0.5,False
tail_b0.5_mu1.0_c2.0,tail,200,level_star,,0.009080479323863983,0.00041446866354871487,32.778,0.5,3.0,2.0,0.5,False
tail_b0.5_mu1.0_c2.0,tail,200,p3_star,,0.01207940411567688,0.000567081173378134,76.0,0.3333333333333333,12.9269291522,,0.5,False
tail_b0.5_mu1.0_c2.0,tail,200,oracle_beta_c2.0,12.0,0.008487425684928895,0.0003940338485219327,12.0,,,,0.5,False
tail_b0.5_mu1.0_c2.0,tail,200,oracle_beta_c3.0,18.0,0.008323678374290466,0.00037621613666070756,18.0,,,,0.5,False
tail_b0.5_mu1.0_c1.0,tail,1000,oracle_beta_c1.0,10.0,0.015078535556793213,0.0008023707609917029,10.0,,,,0.5,False
tail_b0.5_mu1.0_c1.0,tail,1000,oracle_beta_c1.5,15.0,0.008205907583236695,0.0004767050099399909,15.0,,,,0.5,False
tail_b0.5_mu1.0_c1.0,tail,1000,oracle_beta_c2.0,20.0,0.005220824182033539,0.0003122898337303317,20.0,,,,0.5,False
tail_b0.5_mu1.0_c1.0,tail,1000,oracle_beta_c3.0,30.0,0.00311999386548996,0.00018641752274174182,30.0,,,,0.5,False
tail_b1.0_mu0.8_c1.0,tail,200,ceiling,64.0,0.06342732429504394,0.0019758774038903097,64.0,,,,1.0,False
tail_b1.0_mu0.8_c1.0,tail,200,pooled_K,48.0,0.06557254841923714,0.001978600924258356,48.0,,,,1.0,False
tail_b1.0_mu0.8_c1.0,tail,200,oracle_beta_c0.5,7.0,0.1337626854926348,0.0037071681564163077,7.0,,,,1.0,False
tail_b1.0_mu0.8_c1.0,tail,200,oracle_beta_c0.75,11.0,0.09751195168495178,0.002772341911970267,11.0,,,,1.0,False
tail_b1.0_mu0.8_c1.0,tail,200,level_star,,0.06667899549007415,0.002130119392711258,53.495,0.5,3.0,2.0,1.0,False
tail_b1.0_mu0.8_c1.0,tail,200,p3_star,,0.065025819927454,0.002114099664172174,76.0,0.3333333333333333,12.9269291522,,1.0,False
tail_b0.5_mu1.0_c2.0,tail,1000,oracle_beta_c0.5,5.0,0.01313262540102005,0.0006454765998257063,5.0,,,,0.5,False
tail_b0.5_mu1.0_c2.0,tail,1000,oracle_beta_c0.75,7.0,0.007980873763561248,0.0004401666995552585,7.0,,,,0.5,False
tail_b1.0_mu0.8_c1.0,tail,200,oracle_beta_c1.0,14.0,0.08597494319081306,0.0024155980594021526,14.0,,,,1.0,False
tail_b1.0_mu0.8_c1.0,tail,200,oracle_beta_c1.5,21.0,0.07010633918642997,0.0020573428873087067,21.0,,,,1.0,False
tail_b0.5_mu1.0_c2.0,tail,1000,oracle_beta_c1.0,10.0,0.00481659060716629,0.00027662696261428557,10.0,,,,0.5,False
tail_b0.5_mu1.0_c2.0,tail,1000,oracle_beta_c1.5,15.0,0.002760222971439362,0.00014514165260285164,15.0,,,,0.5,False
tail_b0.5_mu1.0_c1.0,tail,1000,ceiling,64.0,0.0018982595801353454,9.69770689727444e-05,64.0,,,,0.5,False
tail_b0.5_mu1.0_c1.0,tail,1000,pooled_K,192.0,0.002322623074054718,0.0001205963602171912,192.0,,,,0.5,False
tail_b1.0_mu0.8_c1.0,tail,200,oracle_beta_c2.0,28.0,0.06628757390379905,0.001997434642130838,28.0,,,,1.0,False
tail_b1.0_mu0.8_c1.0,tail,200,oracle_beta_c3.0,42.0,0.06399480050802231,0.0019583676597707145,42.0,,,,1.0,False
tail_b0.5_mu0.9_c1.0,tail,1000,level_star,,0.010609634518623352,0.0004788142688703718,122.604,0.5,4.0,2.0,0.5,False
tail_b0.5_mu0.9_c1.0,tail,1000,p3_star,,0.012854380428791046,0.0005462381674806439,240.0,0.5,7.5846201147,,0.5,False
tail_b0.5_mu0.9_c2.0,tail,1000,level_star,,0.011198640525341034,0.0004729672887173669,103.217,0.5,4.0,2.0,0.5,False
tail_b0.5_mu0.9_c2.0,tail,1000,p3_star,,0.014068241536617279,0.0006270076476387219,240.0,0.5,7.5846201147,,0.5,False
tail_b0.5_mu1.0_c2.0,tail,1000,oracle_beta_c2.0,20.0,0.002077738642692566,0.00010353455055941693,20.0,,,,0.5,False
tail_b0.5_mu1.0_c2.0,tail,1000,oracle_beta_c3.0,30.0,0.0020165399909019472,0.00010597410270639504,30.0,,,,0.5,False
tail_b1.0_mu0.8_c2.0,tail,200,oracle_beta_c0.5,7.0,0.07809441554546356,0.0021331103168439566,7.0,,,,1.0,False
tail_b1.0_mu0.8_c2.0,tail,200,oracle_beta_c0.75,11.0,0.06512843763828277,0.0017942739782243998,11.0,,,,1.0,False
tail_b1.0_mu0.8_c2.0,tail,200,ceiling,24.0,0.055394466131925585,0.0016454134041877333,24.0,,,,1.0,False
tail_b1.0_mu0.8_c2.0,tail,200,pooled_K,48.0,0.0609186438024044,0.0018816219532194684,48.0,,,,1.0,False
tail_b1.0_mu0.8_c2.0,tail,200,oracle_beta_c1.0,14.0,0.06041772550344467,0.001755306212015486,14.0,,,,1.0,False
tail_b1.0_mu0.8_c2.0,tail,200,oracle_beta_c1.5,21.0,0.057150472432374956,0.001685262408895122,21.0,,,,1.0,False
tail_b1.0_mu0.8_c2.0,tail,200,level_star,,0.05959764933586121,0.0017923303163478715,45.661,0.5,3.0,2.0,1.0,False
tail_b1.0_mu0.8_c2.0,tail,200,p3_star,,0.06975504764914513,0.0021603440305400716,76.0,0.3333333333333333,12.9269291522,,1.0,False
tail_b0.5_mu1.0_c2.0,tail,1000,ceiling,32.0,0.001998626112937927,9.768638279966767e-05,32.0,,,,0.5,False
tail_b0.5_mu1.0_c2.0,tail,1000,pooled_K,192.0,0.0022831224203109742,0.00010969788822953565,192.0,,,,0.5,False
tail_b1.0_mu0.8_c2.0,tail,200,oracle_beta_c2.0,28.0,0.058479320764541626,0.0017130682415164601,28.0,,,,1.0,False
tail_b1.0_mu0.8_c2.0,tail,200,oracle_beta_c3.0,42.0,0.05857286500930786,0.0017721782150802604,42.0,,,,1.0,False
tail_b0.5_mu1.0_c1.0,tail,1000,level_star,,0.0020740426182746887,0.00010575559402399756,113.856,0.5,4.0,2.0,0.5,False
tail_b0.5_mu1.0_c1.0,tail,1000,p3_star,,0.0026338765025138854,0.0001410202317577766,240.0,0.5,7.5846201147,,0.5,False
tail_b1.0_mu0.8_c1.0,tail,1000,oracle_beta_c0.5,16.0,0.05818591302633286,0.0017028145339026389,16.0,,,,1.0,False
tail_b1.0_mu0.8_c1.0,tail,1000,oracle_beta_c0.75,24.0,0.04397479498386383,0.0013036038197498964,24.0,,,,1.0,False
tail_b1.0_mu0.8_c1.0,tail,1000,oracle_beta_c1.0,32.0,0.03755204051733017,0.0010966710491031083,32.0,,,,1.0,False
tail_b1.0_mu0.8_c1.0,tail,1000,oracle_beta_c1.5,47.0,0.029837069690227508,0.0008515272468299453,47.0,,,,1.0,False
tail_b1.0_mu0.9_c1.0,tail,200,ceiling,48.0,0.04987019491195679,0.0016650055913035307,48.0,,,,1.0,False
tail_b1.0_mu0.9_c1.0,tail,200,pooled_K,48.0,0.04987019491195679,0.0016650055913035307,48.0,,,,1.0,False
tail_b1.0_mu0.9_c1.0,tail,200,oracle_beta_c0.5,7.0,0.12183002555370331,0.003516318117689344,7.0,,,,1.0,False
tail_b1.0_mu0.9_c1.0,tail,200,oracle_beta_c0.75,11.0,0.08713242772221565,0.0026076139305235037,11.0,,,,1.0,False
tail_b1.0_mu0.9_c1.0,tail,200,level_star,,0.04870373636484146,0.0015974723063102664,48.342,0.5,3.0,2.0,1.0,False
tail_b1.0_mu0.9_c1.0,tail,200,p3_star,,0.0510114181637764,0.0016716414564927895,76.0,0.3333333333333333,12.9269291522,,1.0,False
tail_b0.5_mu1.0_c2.0,tail,1000,level_star,,0.0020722026228904723,0.00010023599457946533,96.326,0.5,4.0,2.0,0.5,False
tail_b0.5_mu1.0_c2.0,tail,1000,p3_star,,0.0024604780673980714,0.00012349051261769073,240.0,0.5,7.5846201147,,0.5,False
tail_b1.0_mu0.8_c1.0,tail,1000,oracle_beta_c2.0,63.0,0.028096179366111754,0.0008283103257361715,63.0,,,,1.0,False
tail_b1.0_mu0.8_c1.0,tail,1000,oracle_beta_c3.0,95.0,0.028218665361404417,0.0008319597747233452,95.0,,,,1.0,False
tail_b1.0_mu0.8_c2.0,tail,1000,oracle_beta_c0.5,16.0,0.0363740781545639,0.0010379251652133342,16.0,,,,1.0,False
tail_b1.0_mu0.8_c2.0,tail,1000,oracle_beta_c0.75,24.0,0.028762381494045256,0.000805458677427339,24.0,,,,1.0,False
tail_b1.0_mu0.9_c1.0,tail,200,oracle_beta_c1.0,14.0,0.07465005624294281,0.0022477170094406963,14.0,,,,1.0,False
tail_b1.0_mu0.9_c1.0,tail,200,oracle_beta_c1.5,21.0,0.06135519248247147,0.0019084750451094645,21.0,,,,1.0,False
tail_b1.0_mu0.9_c1.0,tail,200,oracle_beta_c2.0,28.0,0.05473837012052536,0.0017134323308546644,28.0,,,,1.0,False
tail_b1.0_mu0.9_c1.0,tail,200,oracle_beta_c3.0,42.0,0.05113283425569534,0.001701239512720058,42.0,,,,1.0,False
tail_b1.0_mu0.8_c2.0,tail,1000,oracle_beta_c1.0,32.0,0.027253205299377442,0.0007649539133215408,32.0,,,,1.0,False
tail_b1.0_mu0.8_c2.0,tail,1000,oracle_beta_c1.5,47.0,0.026630229592323303,0.0007627253198866908,47.0,,,,1.0,False
tail_b1.0_mu0.8_c1.0,tail,1000,ceiling,96.0,0.028025545239448547,0.0008200523730757786,96.0,,,,1.0,False
tail_b1.0_mu0.8_c1.0,tail,1000,pooled_K,192.0,0.03427730959653855,0.001085785638936543,192.0,,,,1.0,False
tail_b1.0_mu0.9_c2.0,tail,200,oracle_beta_c0.5,7.0,0.06964552611112594,0.002058803264749242,7.0,,,,1.0,False
tail_b1.0_mu0.9_c2.0,tail,200,oracle_beta_c0.75,11.0,0.05517690765857697,0.0017013767109829827,11.0,,,,1.0,False
tail_b1.0_mu0.8_c2.0,tail,1000,oracle_beta_c2.0,63.0,0.02773751449584961,0.0008106034479054889,63.0,,,,1.0,False
tail_b1.0_mu0.8_c2.0,tail,1000,oracle_beta_c3.0,95.0,0.030162012875080108,0.0008959356042314402,95.0,,,,1.0,False
tail_b1.0_mu0.9_c2.0,tail,200,ceiling,48.0,0.047408058643341064,0.001492950250341158,48.0,,,,1.0,False
tail_b1.0_mu0.9_c2.0,tail,200,pooled_K,48.0,0.047408058643341064,0.001492950250341158,48.0,,,,1.0,False
tail_b1.0_mu0.8_c2.0,tail,1000,ceiling,64.0,0.027380837619304658,0.0007850454142025801,64.0,,,,1.0,False
tail_b1.0_mu0.8_c2.0,tail,1000,pooled_K,192.0,0.035078125834465027,0.0010904675859890866,192.0,,,,1.0,False
tail_b1.0_mu0.9_c2.0,tail,200,level_star,,0.047187499761581424,0.0014645549349464292,40.751,0.5,3.0,2.0,1.0,False
tail_b1.0_mu0.9_c2.0,tail,200,p3_star,,0.0566703771352768,0.0018083925282153825,76.0,0.3333333333333333,12.9269291522,,1.0,False
tail_b1.0_mu0.9_c2.0,tail,200,oracle_beta_c1.0,14.0,0.05233395957946777,0.0015940356597310328,14.0,,,,1.0,False
tail_b1.0_mu0.9_c2.0,tail,200,oracle_beta_c1.5,21.0,0.048025960326194765,0.0015355403957666588,21.0,,,,1.0,False
tail_b1.0_mu0.9_c1.0,tail,1000,oracle_beta_c0.5,16.0,0.06322986322641373,0.0018172619558763465,16.0,,,,1.0,False
tail_b1.0_mu0.9_c1.0,tail,1000,oracle_beta_c0.75,24.0,0.043760771214962,0.0012750835131583552,24.0,,,,1.0,False
tail_b1.0_mu0.9_c2.0,tail,200,oracle_beta_c2.0,28.0,0.04939678341150284,0.0015615359349031334,28.0,,,,1.0,False
tail_b1.0_mu0.9_c2.0,tail,200,oracle_beta_c3.0,42.0,0.047354666352272035,0.0014966060857510134,42.0,,,,1.0,False
tail_b1.0_mu0.9_c1.0,tail,1000,oracle_beta_c1.0,32.0,0.035928019523620604,0.0010375619023744258,32.0,,,,1.0,False
tail_b1.0_mu0.9_c1.0,tail,1000,oracle_beta_c1.5,47.0,0.02790680330991745,0.0008572659615738652,47.0,,,,1.0,False
tail_b1.0_mu1.0_c1.0,tail,200,ceiling,48.0,0.03262848538160324,0.0011809822933470427,48.0,,,,1.0,False
tail_b1.0_mu1.0_c1.0,tail,200,pooled_K,48.0,0.03262848538160324,0.0011809822933470427,48.0,,,,1.0,False
tail_b1.0_mu0.9_c1.0,tail,1000,oracle_beta_c2.0,63.0,0.024867742121219637,0.0007472388082050375,63.0,,,,1.0,False
tail_b1.0_mu0.9_c1.0,tail,1000,oracle_beta_c3.0,95.0,0.0237601261138916,0.0007009249528793408,95.0,,,,1.0,False
tail_b1.0_mu1.0_c1.0,tail,200,oracle_beta_c0.5,7.0,0.11997511631250382,0.0037063930090202014,7.0,,,,1.0,False
tail_b1.0_mu1.0_c1.0,tail,200,oracle_beta_c0.75,11.0,0.08412212064862251,0.002704379802621413,11.0,,,,1.0,False
tail_b1.0_mu1.0_c1.0,tail,200,level_star,,0.03249976271390915,0.001211334729147137,43.98,0.5,3.0,2.0,1.0,False
tail_b1.0_mu1.0_c1.0,tail,200,p3_star,,0.036914060413837435,0.0014640309615982145,76.0,0.3333333333333333,12.9269291522,,1.0,False
tail_b1.0_mu0.9_c2.0,tail,1000,oracle_beta_c0.5,16.0,0.0353679096698761,0.001030927558668716,16.0,,,,1.0,False
tail_b1.0_mu0.9_c2.0,tail,1000,oracle_beta_c0.75,24.0,0.027092239141464233,0.0007679637913807436,24.0,,,,1.0,False
tail_b1.0_mu0.8_c1.0,tail,1000,level_star,,0.030773515939712524,0.0009324857209801431,161.745,0.5,4.0,2.0,1.0,False
tail_b1.0_mu0.8_c1.0,tail,1000,p3_star,,0.03695129293203354,0.001138496623294816,240.0,0.5,7.5846201147,,1.0,False
tail_b1.0_mu0.9_c1.0,tail,1000,ceiling,96.0,0.023416433811187746,0.000690242048989115,96.0,,,,1.0,False
tail_b1.0_mu0.9_c1.0,tail,1000,pooled_K,192.0,0.02302453887462616,0.0007612642662263078,192.0,,,,1.0,False
tail_b1.0_mu1.0_c1.0,tail,200,oracle_beta_c1.0,14.0,0.0678353071808815,0.0022322888709223605,14.0,,,,1.0,False
tail_b1.0_mu1.0_c1.0,tail,200,oracle_beta_c1.5,21.0,0.05086986994743347,0.0018080104244667932,21.0,,,,1.0,False
tail_b1.0_mu1.0_c1.0,tail,200,oracle_beta_c2.0,28.0,0.040294584214687346,0.0015457128124848035,28.0,,,,1.0,False
tail_b1.0_mu1.0_c1.0,tail,200,oracle_beta_c3.0,42.0,0.03293872797489166,0.0012520996593889113,42.0,,,,1.0,False
tail_b1.0_mu0.9_c2.0,tail,1000,oracle_beta_c1.0,32.0,0.025305164873600006,0.0007473249491332732,32.0,,,,1.0,False
tail_b1.0_mu0.9_c2.0,tail,1000,oracle_beta_c1.5,47.0,0.023155655682086943,0.0006643543061381367,47.0,,,,1.0,False
tail_b1.0_mu0.8_c2.0,tail,1000,level_star,,0.033587799072265626,0.0010399310002169944,135.702,0.5,4.0,2.0,1.0,False
tail_b1.0_mu0.8_c2.0,tail,1000,p3_star,,0.0378198966383934,0.0011301691912507317,240.0,0.5,7.5846201147,,1.0,False
tail_b1.0_mu1.0_c2.0,tail,200,ceiling,32.0,0.02714205485582352,0.0009885816295759522,32.0,,,,1.0,False
tail_b1.0_mu1.0_c2.0,tail,200,pooled_K,48.0,0.029970275044441223,0.0010994267882399138,48.0,,,,1.0,False
tail_b1.0_mu0.9_c2.0,tail,1000,oracle_beta_c2.0,63.0,0.022975943624973297,0.000685431254319437,63.0,,,,1.0,False
tail_b1.0_mu0.9_c2.0,tail,1000,oracle_beta_c3.0,95.0,0.02398292225599289,0.0007502866397361502,95.0,,,,1.0,False
tail_b1.0_mu0.9_c2.0,tail,1000,ceiling,48.0,0.0232983233332634,0.0006744168884480716,48.0,,,,1.0,False
tail_b1.0_mu0.9_c2.0,tail,1000,pooled_K,192.0,0.028658784925937653,0.0009347064745232108,192.0,,,,1.0,False
tail_b1.0_mu1.0_c2.0,tail,200,oracle_beta_c0.5,7.0,0.06663888728618622,0.0020076464220903077,7.0,,,,1.0,False
tail_b1.0_mu1.0_c2.0,tail,200,oracle_beta_c0.75,11.0,0.047721730768680574,0.0015096698696123376,11.0,,,,1.0,False
tail_b1.0_mu1.0_c2.0,tail,200,level_star,,0.02794495111703873,0.001021772121022689,36.814,0.5,3.0,2.0,1.0,False
tail_b1.0_mu1.0_c2.0,tail,200,p3_star,,0.03747596180438995,0.0013077335502069455,76.0,0.3333333333333333,12.9269291522,,1.0,False
tail_b1.0_mu1.0_c2.0,tail,200,oracle_beta_c1.0,14.0,0.03978013664484024,0.0013204046299634669,14.0,,,,1.0,False
tail_b1.0_mu1.0_c2.0,tail,200,oracle_beta_c1.5,21.0,0.030027131021022797,0.001008580761073224,21.0,,,,1.0,False
tail_b1.0_mu1.0_c1.0,tail,1000,oracle_beta_c0.5,16.0,0.061354997456073763,0.0019044387648190614,16.0,,,,1.0,False
tail_b1.0_mu1.0_c1.0,tail,1000,oracle_beta_c0.75,24.0,0.04068755328655243,0.00126696638110322,24.0,,,,1.0,False
tail_b1.0_mu1.0_c2.0,tail,200,oracle_beta_c2.0,28.0,0.02714071959257126,0.000997993224061147,28.0,,,,1.0,False
tail_b1.0_mu1.0_c2.0,tail,200,oracle_beta_c3.0,42.0,0.027989964842796325,0.0010219444089719974,42.0,,,,1.0,False
tail_b1.0_mu1.0_c1.0,tail,1000,oracle_beta_c1.0,32.0,0.03232021480798721,0.0010154397273316994,32.0,,,,1.0,False
tail_b1.0_mu1.0_c1.0,tail,1000,oracle_beta_c1.5,47.0,0.02226379442214966,0.0007026440708525897,47.0,,,,1.0,False
tail_b2.0_mu0.8_c2.0,tail,200,ceiling,32.0,0.11434691832959652,0.0029120000929818714,32.0,,,,2.0,False
tail_b2.0_mu0.8_c2.0,tail,200,pooled_K,48.0,0.11790368661284446,0.0030666255032277706,48.0,,,,2.0,False
tail_b1.0_mu0.9_c1.0,tail,1000,level_star,,0.023057402014732362,0.0007419052483081522,144.553,0.5,4.0,2.0,1.0,False
tail_b1.0_mu0.9_c1.0,tail,1000,p3_star,,0.02540847623348236,0.0008149090698652731,240.0,0.5,7.5846201147,,1.0,False
tail_b1.0_mu1.0_c1.0,tail,1000,oracle_beta_c2.0,63.0,0.017098214745521544,0.0005399959280097859,63.0,,,,1.0,False
tail_b1.0_mu1.0_c1.0,tail,1000,oracle_beta_c3.0,95.0,0.012752029836177826,0.0004550722961478623,95.0,,,,1.0,False
tail_b2.0_mu0.8_c2.0,tail,200,oracle_beta_c0.5,17.0,0.12855997470021246,0.003066225996985197,17.0,,,,2.0,False
tail_b2.0_mu0.8_c2.0,tail,200,oracle_beta_c0.75,26.0,0.11929505795240403,0.0028987091833972355,26.0,,,,2.0,False
tail_b1.0_mu1.0_c2.0,tail,1000,oracle_beta_c0.5,16.0,0.03137211608886719,0.000953408251674486,16.0,,,,1.0,False
tail_b1.0_mu1.0_c2.0,tail,1000,oracle_beta_c0.75,24.0,0.021974477410316468,0.0007125253991984723,24.0,,,,1.0,False
tail_b2.0_mu0.8_c2.0,tail,200,level_star,,0.12140178427100182,0.003100595614312835,55.45,0.5,3.0,2.0,2.0,False
tail_b2.0_mu0.8_c2.0,tail,200,p3_star,,0.11819118228554726,0.003125261636330574,76.0,0.3333333333333333,12.9269291522,,2.0,False
tail_b2.0_mu0.8_c2.0,tail,200,oracle_beta_c1.0,34.0,0.1138638273626566,0.0029124691665633677,34.0,,,,2.0,False
tail_b2.0_mu0.8_c2.0,tail,200,oracle_beta_c1.5,51.0,0.11992363035678863,0.0031657383672221836,51.0,,,,2.0,False
tail_b1.0_mu1.0_c2.0,tail,1000,oracle_beta_c1.0,32.0,0.016147197782993318,0.000550991240797442,32.0,,,,1.0,False
tail_b1.0_mu1.0_c2.0,tail,1000,oracle_beta_c1.5,47.0,0.01209054321050644,0.00041194318628440593,47.0,,,,1.0,False
tail_b2.0_mu0.8_c2.0,tail,200,oracle_beta_c2.0,68.0,0.12170383730530739,0.0032326579446620533,68.0,,,,2.0,False
tail_b2.0_mu0.8_c2.0,tail,200,oracle_beta_c3.0,103.0,0.12557204280793666,0.003280528438214054,103.0,,,,2.0,False
tail_b1.0_mu0.9_c2.0,tail,1000,level_star,,0.02434441351890564,0.000765928328834507,120.166,0.5,4.0,2.0,1.0,False
tail_b1.0_mu0.9_c2.0,tail,1000,p3_star,,0.029822955906391144,0.0009669569464572311,240.0,0.5,7.5846201147,,1.0,False
tail_b1.0_mu1.0_c2.0,tail,1000,oracle_beta_c2.0,63.0,0.009319269001483917,0.0003216040143756956,63.0,,,,1.0,False
tail_b1.0_mu1.0_c2.0,tail,1000,oracle_beta_c3.0,95.0,0.008372594535350799,0.0003108327559632979,95.0,,,,1.0,False
tail_b1.0_mu1.0_c1.0,tail,1000,ceiling,192.0,0.008909936249256133,0.00034677530204518667,192.0,,,,1.0,False
tail_b1.0_mu1.0_c1.0,tail,1000,pooled_K,192.0,0.008909936249256133,0.00034677530204518667,192.0,,,,1.0,False
tail_b2.0_mu0.9_c1.0,tail,200,ceiling,64.0,0.10629989671707153,0.003210900814484168,64.0,,,,2.0,False
tail_b2.0_mu0.9_c1.0,tail,200,pooled_K,48.0,0.10793472421169281,0.003080245838190084,48.0,,,,2.0,False
tail_b2.0_mu0.9_c1.0,tail,200,oracle_beta_c0.5,17.0,0.15750957472622396,0.003788486792903726,17.0,,,,2.0,False
tail_b2.0_mu0.9_c1.0,tail,200,oracle_beta_c0.75,26.0,0.134427552908659,0.0034431904562238157,26.0,,,,2.0,False
tail_b2.0_mu0.9_c1.0,tail,200,oracle_beta_c1.0,34.0,0.11786634591221809,0.0032329120893938973,34.0,,,,2.0,False
tail_b2.0_mu0.9_c1.0,tail,200,oracle_beta_c1.5,51.0,0.1070337039232254,0.0031125997289655457,51.0,,,,2.0,False
tail_b1.0_mu1.0_c2.0,tail,1000,ceiling,128.0,0.007978332638740539,0.0003009323628223161,128.0,,,,1.0,False
tail_b1.0_mu1.0_c2.0,tail,1000,pooled_K,192.0,0.0082451052069664,0.0003099575175704959,192.0,,,,1.0,False
tail_b2.0_mu0.9_c1.0,tail,200,level_star,,0.10870824801921844,0.003240963873692097,58.334,0.5,3.0,2.0,2.0,False
tail_b2.0_mu0.9_c1.0,tail,200,p3_star,,0.10572041845321656,0.003257985388583341,76.0,0.3333333333333333,12.9269291522,,2.0,False
tail_b2.0_mu0.9_c1.0,tail,200,oracle_beta_c2.0,68.0,0.10797355984151363,0.003311327802285412,68.0,,,,2.0,False
tail_b2.0_mu0.9_c1.0,tail,200,oracle_beta_c3.0,103.0,0.10337487390637398,0.0031881661130832226,103.0,,,,2.0,False
tail_b1.0_mu1.0_c2.0,tail,1000,level_star,,0.008214326739311219,0.0003068862321684222,108.173,0.5,4.0,2.0,1.0,False
tail_b1.0_mu1.0_c2.0,tail,1000,p3_star,,0.009613327980041504,0.00034402685536478246,240.0,0.5,7.5846201147,,1.0,False
tail_b1.0_mu1.0_c1.0,tail,1000,level_star,,0.009991858065128326,0.00035794675103964724,128.961,0.5,4.0,2.0,1.0,False
tail_b1.0_mu1.0_c1.0,tail,1000,p3_star,,0.010034052729606628,0.0003998127056824724,240.0,0.5,7.5846201147,,1.0,False
tail_b2.0_mu0.8_c2.0,tail,1000,oracle_beta_c0.5,50.0,0.08030001440644265,0.001780754581454331,50.0,,,,2.0,False
tail_b2.0_mu0.8_c2.0,tail,1000,oracle_beta_c0.75,75.0,0.06966007030010224,0.0016274300103634625,75.0,,,,2.0,False
tail_b2.0_mu0.9_c2.0,tail,200,oracle_beta_c0.5,17.0,0.12840160617232324,0.002882018916596259,17.0,,,,2.0,False
tail_b2.0_mu0.9_c2.0,tail,200,oracle_beta_c0.75,26.0,0.11608570462465287,0.0029431647046203858,26.0,,,,2.0,False
tail_b2.0_mu0.9_c2.0,tail,200,ceiling,64.0,0.09890812191367149,0.002847267060482895,64.0,,,,2.0,False
tail_b2.0_mu0.9_c2.0,tail,200,pooled_K,48.0,0.1051289089024067,0.002930646172465541,48.0,,,,2.0,False
tail_b2.0_mu0.9_c2.0,tail,200,level_star,,0.10310763508081436,0.002935848592995755,50.46,0.5,3.0,2.0,2.0,False
tail_b2.0_mu0.9_c2.0,tail,200,p3_star,,0.09905220749974251,0.002862468184092972,76.0,0.3333333333333333,12.9269291522,,2.0,False
tail_b2.0_mu0.8_c2.0,tail,1000,ceiling,96.0,0.06461398932337761,0.0016017814862002017,96.0,,,,2.0,False
tail_b2.0_mu0.8_c2.0,tail,1000,pooled_K,192.0,0.06974225601553917,0.0017122427107806803,192.0,,,,2.0,False
tail_b2.0_mu0.8_c2.0,tail,1000,oracle_beta_c1.0,100.0,0.06522684469819069,0.001615111722500121,100.0,,,,2.0,False
tail_b2.0_mu0.8_c2.0,tail,1000,oracle_beta_c1.5,150.0,0.06476784878969193,0.0016092329981572547,150.0,,,,2.0,False
tail_b2.0_mu0.9_c2.0,tail,200,oracle_beta_c1.0,34.0,0.1081156986951828,0.0028373858736648874,34.0,,,,2.0,False
tail_b2.0_mu0.9_c2.0,tail,200,oracle_beta_c1.5,51.0,0.10216246274113655,0.002863836012473103,51.0,,,,2.0,False
tail_b2.0_mu0.9_c2.0,tail,200,oracle_beta_c2.0,68.0,0.09824453914165497,0.0028435187801984442,68.0,,,,2.0,False
tail_b2.0_mu0.9_c2.0,tail,200,oracle_beta_c3.0,103.0,0.10540606567263604,0.002930013654467038,103.0,,,,2.0,False
tail_b2.0_mu0.9_c1.0,tail,1000,oracle_beta_c0.5,50.0,0.10564833322167397,0.002263188253177893,50.0,,,,2.0,False
tail_b2.0_mu0.9_c1.0,tail,1000,oracle_beta_c0.75,75.0,0.08397777777910233,0.0019640424636688356,75.0,,,,2.0,False
tail_b2.0_mu0.9_c1.0,tail,1000,oracle_beta_c1.0,100.0,0.07113063359260559,0.00179857662219101,100.0,,,,2.0,False
tail_b2.0_mu0.9_c1.0,tail,1000,oracle_beta_c1.5,150.0,0.05990919387340546,0.001605563213862609,150.0,,,,2.0,False
tail_b2.0_mu1.0_c1.0,tail,200,ceiling,64.0,0.09232735139131545,0.0031021301415301195,64.0,,,,2.0,False
tail_b2.0_mu1.0_c1.0,tail,200,pooled_K,48.0,0.10118938583135605,0.003196288063808207,48.0,,,,2.0,False
tail_b2.0_mu0.9_c1.0,tail,1000,ceiling,192.0,0.05780966103076935,0.0016478507354893155,192.0,,,,2.0,False
tail_b2.0_mu0.9_c1.0,tail,1000,pooled_K,192.0,0.05780966103076935,0.0016478507354893155,192.0,,,,2.0,False
tail_b2.0_mu1.0_c1.0,tail,200,oracle_beta_c0.5,17.0,0.16485250183939934,0.003900414465705542,17.0,,,,2.0,False
tail_b2.0_mu1.0_c1.0,tail,200,oracle_beta_c0.75,26.0,0.13169614934921264,0.0034589265026165016,26.0,,,,2.0,False
tail_b2.0_mu0.8_c2.0,tail,1000,level_star,,0.06660189056396484,0.0016588696473010109,169.418,0.5,4.0,2.0,2.0,False
