level,split,env_id,horizon,cap,base_seed,alpha,c,b,n_envs,n_episodes,regret,regret_se,k_final,search_frac,is_argmin
env,val,beta_good_common,1000,192,5013000,0.5,3.0,0.0,1,500,0.02441944169998169,0.0009691905573731573,95.0,0.09318637274549096,False
env,val,beta_good_common,1000,192,5013000,0.5,4.0,0.0,1,500,0.024058478951454163,0.0009862317421036918,127.0,0.125250501002004,False
env,val,beta_good_common,1000,192,5013000,0.5,6.0,0.0,1,500,0.026252539992332458,0.00111663586193121,190.0,0.18837675350701402,False
env,val,beta_good_common,1000,192,5013000,0.5,3.0,2.0,1,500,0.02608337330818176,0.001001366231060486,83.612,0.08177555110220441,False
env,val,beta_good_common,1000,192,5013000,0.5,3.0,8.0,1,500,0.029842196941375732,0.0010618323876598567,57.018,0.05512825651302605,False
env,val,beta_good_common,1000,192,5013000,0.5,3.0,4.0,1,500,0.028510473847389223,0.001059244036159154,73.47,0.07161322645290583,False
env,val,beta_good_common,1000,192,5013000,0.5,3.0,6.0,1,500,0.02916798794269562,0.0010626741521956235,64.694,0.0628196392785571,False
env,val,beta_good_common,1000,192,5013000,0.5,4.0,2.0,1,500,0.024292654395103454,0.0010138057164309961,111.108,0.10932665330661323,False
env,val,beta_good_common,1000,192,5013000,0.5,4.0,4.0,1,500,0.02415084218978882,0.000969420772080075,97.44,0.0956312625250501,False
env,val,beta_good_common,1000,192,5013000,0.5,4.0,8.0,1,500,0.027885350227355957,0.0010699179463500054,74.96,0.0731062124248497,False
env,val,beta_good_common,1000,192,5013000,0.5,4.0,6.0,1,500,0.0257602459192276,0.001030873343990672,85.42,0.0835871743486974,False
env,val,beta_good_common,1000,192,5013000,0.5,6.0,2.0,1,500,0.025933944940567017,0.0010894905586241394,166.01,0.16433867735470942,False
env,val,beta_good_common,1000,192,5013000,0.5,8.0,0.0,1,500,0.02680322790145874,0.0011197646187102509,192.0,0.19038076152304614,False
env,val,beta_good_common,1000,192,5013000,0.75,1.0,0.0,1,500,0.02655264675617218,0.0010928318392632115,178.0,0.17635270541082168,False
env,val,beta_good_common,1000,192,5013000,0.5,6.0,4.0,1,500,0.02445809781551361,0.0010244329750520127,145.13,0.14341683366733468,False
env,val,beta_good_common,1000,192,5013000,0.5,6.0,6.0,1,500,0.023682197451591492,0.0010085930171679005,127.014,0.12526452905811622,False
env,val,beta_good_common,1000,192,5013000,0.5,8.0,2.0,1,500,0.02680322790145874,0.0011197646187102509,192.0,0.19038076152304614,False
env,val,beta_good_common,1000,192,5013000,0.5,6.0,8.0,1,500,0.02391437315940857,0.0009801022336159034,110.89,0.10910821643286574,False
env,val,beta_good_common,1000,192,5013000,0.5,8.0,4.0,1,500,0.026747453093528748,0.0011091892421009673,188.916,0.18729058116232467,False
env,val,beta_good_common,1000,192,5013000,0.5,8.0,8.0,1,500,0.024614282965660095,0.0010071301877610842,147.012,0.14530260521042085,False
env,val,beta_good_common,1000,192,5013000,0.5,8.0,6.0,1,500,0.025498445749282835,0.001037886022373452,168.054,0.16638677354709422,False
env,val,beta_good_common,1000,192,5013000,0.75,1.0,4.0,1,500,0.023836705446243285,0.000967715620445642,136.256,0.13452505010020038,False
env,val,beta_good_common,1000,192,5013000,0.75,1.0,2.0,1,500,0.025747382760047913,0.0010798188741525316,155.78,0.15408817635270544,False
env,val,beta_good_common,1000,192,5013000,0.75,1.0,6.0,1,500,0.023277996301651,0.0009846689220672665,118.982,0.11721643286573147,False
env,val,beta_good_common,1000,192,5013000,0.75,1.5,0.0,1,500,0.02680322790145874,0.0011197646187102509,192.0,0.19038076152304614,False
env,val,beta_good_common,1000,192,5013000,0.75,1.5,2.0,1,500,0.02680322790145874,0.0011197646187102509,192.0,0.19038076152304614,False
env,val,beta_good_common,1000,192,5013000,0.75,1.0,8.0,1,500,0.023960651993751525,0.0009565535376207076,104.236,0.10244088176352706,False
env,val,beta_good_common,1000,192,5013000,0.75,2.0,0.0,1,500,0.02680322790145874,0.0011197646187102509,192.0,0.19038076152304614,False
env,val,beta_good_common,1000,192,5013000,0.75,1.5,4.0,1,500,0.026845073580741882,0.0011175903602424456,191.55,0.18992985971943893,False
env,val,beta_good_common,1000,192,5013000,0.75,1.5,6.0,1,500,0.02622429370880127,0.0011012126849229455,176.526,0.174875751503006,False
env,val,beta_good_common,1000,192,5013000,0.75,2.0,6.0,1,500,0.02680322790145874,0.0011197646187102509,192.0,0.19038076152304614,False
env,val,beta_good_common,1000,192,5013000,0.75,3.0,0.0,1,500,0.02680322790145874,0.0011197646187102509,192.0,0.19038076152304614,False
env,val,beta_good_common,1000,192,5013000,0.75,2.0,4.0,1,500,0.02680322790145874,0.0011197646187102509,192.0,0.19038076152304614,False
env,val,beta_good_common,1000,192,5013000,0.75,2.0,2.0,1,500,0.02680322790145874,0.0011197646187102509,192.0,0.19038076152304614,False
env,val,beta_good_common,1000,192,5013000,0.75,1.5,8.0,1,500,0.025430851578712464,0.0010559787384961797,154.942,0.15324849699398793,False
env,val,beta_rare_excellent,1000,192,5058000,0.5,3.0,0.0,1,500,0.16263712739944458,0.004688292559794973,95.0,0.09318637274549096,False
env,val,beta_good_common,1000,192,5013000,0.75,2.0,8.0,1,500,0.026663950085639952,0.001107503947620652,189.656,0.18803206412825654,False
