test,recommender,level,family,horizon,cell,env_id,cap,base_seed,hypothesis,pre_registered,label,policy,reference,status,delta,lo,hi,se,win,n_cells,n_episodes,n_envs,cluster_lo,cluster_hi,cluster_degenerate,evaluated,ref_tuned,params_tuned,n_cells_excluded_untuned
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_famB_only,cp0,ok,-0.03790545856859535,-0.03963402787339874,-0.036169620748842134,0.0008973863504417442,0.6464375,4,8000,4,-0.06458927528001368,-0.015287712156772614,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_guard,cp0,ok,-0.03790545856859535,-0.03963402787339874,-0.036169620748842134,0.0008973863504417442,0.6464375,4,8000,4,-0.06458927528001368,-0.015287712156772614,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_hgb,cp0,ok,-0.03790545856859535,-0.03963402787339874,-0.036169620748842134,0.0008973863504417442,0.6464375,4,8000,4,-0.06458927528001368,-0.015287712156772614,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_lucb,cp0,ok,-0.03790545856859535,-0.03963402787339874,-0.036169620748842134,0.0008973863504417442,0.6464375,4,8000,4,-0.06458927528001368,-0.015287712156772614,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_noT1000,cp0,ok,-0.03790545856859535,-0.03963402787339874,-0.036169620748842134,0.0008973863504417442,0.6464375,4,8000,4,-0.06458927528001368,-0.015287712156772614,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_noT200,cp0,ok,-0.03790545856859535,-0.03963402787339874,-0.036169620748842134,0.0008973863504417442,0.6464375,4,8000,4,-0.06458927528001368,-0.015287712156772614,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_noambig,cp0,ok,-0.03790545856859535,-0.03963402787339874,-0.036169620748842134,0.0008973863504417442,0.6464375,4,8000,4,-0.06458927528001368,-0.015287712156772614,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_nopolicy,cp0,ok,-0.03790545856859535,-0.03963402787339874,-0.036169620748842134,0.0008973863504417442,0.6464375,4,8000,4,-0.06458927528001368,-0.015287712156772614,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_notrunc,cp0,ok,-0.03790545856859535,-0.03963402787339874,-0.036169620748842134,0.0008973863504417442,0.6464375,4,8000,4,-0.06458927528001368,-0.015287712156772614,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_onpolicy_only,cp0,ok,-0.0065038714343681955,-0.008676928840577603,-0.004261343542020769,0.0011237391398067039,0.5094375,4,8000,4,-0.05740079269744456,0.04439304982870817,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_onpolicy_union,cp0,ok,-0.03790545856859535,-0.03963402787339874,-0.036169620748842134,0.0008973863504417442,0.6464375,4,8000,4,-0.06458927528001368,-0.015287712156772614,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_perstep,cp0,ok,-0.03790545856859535,-0.03963402787339874,-0.036169620748842134,0.0008973863504417442,0.6464375,4,8000,4,-0.06458927528001368,-0.015287712156772614,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_quality,cp0,ok,-0.03790545856859535,-0.03963402787339874,-0.036169620748842134,0.0008973863504417442,0.6464375,4,8000,4,-0.06458927528001368,-0.015287712156772614,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_tau05,cp0,ok,-0.03790545856859535,-0.03963402787339874,-0.036169620748842134,0.0008973863504417442,0.6464375,4,8000,4,-0.06458927528001368,-0.015287712156772614,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_weighted,cp0,ok,-0.03791780414339155,-0.039643340394832194,-0.03617551303468645,0.0008973572294441202,0.6467499999999999,4,8000,4,-0.06458927528001368,-0.015312403306365012,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k4,cp0,ok,-0.03790545856859535,-0.03963402787339874,-0.036169620748842134,0.0008973863504417442,0.6464375,4,8000,4,-0.06458927528001368,-0.015287712156772614,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_reservoir_rule,cp0,ok,-0.03790545856859535,-0.03963402787339874,-0.036169620748842134,0.0008973863504417442,0.6464375,4,8000,4,-0.06458927528001368,-0.015287712156772614,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_sf_k16,cp0,ok,-0.03790545856859535,-0.03963402787339874,-0.036169620748842134,0.0008973863504417442,0.6464375,4,8000,4,-0.06458927528001368,-0.015287712156772614,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_sf_k16_noT1000,cp0,ok,-0.037886571764014665,-0.03961554978159256,-0.03613464555819519,0.0008971882956440929,0.6464375,4,8000,4,-0.06458927528001368,-0.015249938547611235,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,power_a0.25,cp0,ok,-0.03790545856859535,-0.03963402787339874,-0.036169620748842134,0.0008973863504417442,0.6464375,4,8000,4,-0.06458927528001368,-0.015287712156772614,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,power_a0.33,cp0,ok,-0.03790519208367914,-0.039633324294118207,-0.03616987704881467,0.0008973910580573151,0.6464375,4,8000,4,-0.06458847582526506,-0.015287712156772614,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,power_a0.5,cp0,ok,-0.03790545856859535,-0.03963402787339874,-0.036169620748842134,0.0008973863504417442,0.6464375,4,8000,4,-0.06458927528001368,-0.015287712156772614,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,power_a0.67,cp0,ok,-0.03792196977045387,-0.039656865957658737,-0.0361820976366289,0.0008971481725384729,0.6466249999999999,4,8000,4,-0.06452640424109995,-0.015354246512055397,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,refine_after_init,cp0,ok,0.0952038053930737,0.09281304208561778,0.0976849359460175,0.0012382070888789219,0.19618750000000001,4,8000,4,0.0525140436142683,0.1502587835062295,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,rule_reservoir,cp0,ok,-0.034439329302869734,-0.036120537191163746,-0.03277431962778792,0.0008618581568828588,0.63825,4,8000,4,-0.056257962873205544,-0.015287712156772614,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,uniform,cp0,ok,-0.03794938211049884,-0.039686188829364255,-0.03621159824542701,0.000897251633177124,0.6465624999999999,4,8000,4,-0.06459815261699259,-0.015375559240579605,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,always_search,p3_star,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,cp0,p3_star,ok,0.03790545856859535,0.036169620748842134,0.03963402787339874,0.0008973863504417442,0.3535625,4,8000,4,0.015287712156772614,0.06458927528001368,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,fixed_K16,p3_star,ok,0.0794722054079175,0.07718090970302001,0.08179296903545037,0.0011573131762196308,0.23412499999999997,4,8000,4,0.03563225074112415,0.1318423573980108,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k1,p3_star,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_all71,p3_star,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_clock,p3_star,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_cs,p3_star,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_famA_only,p3_star,ok,1.4102533459663392e-06,-3.1766306074132436e-05,3.440488007981911e-05,1.660761285602233e-05,0.5000625,4,8000,4,0.0,4.230760037899018e-06,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_famB_only,p3_star,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_guard,p3_star,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_hgb,p3_star,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_lucb,p3_star,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_noT1000,p3_star,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_noT200,p3_star,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_noambig,p3_star,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_nopolicy,p3_star,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_notrunc,p3_star,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_onpolicy_only,p3_star,ok,0.03140158713422716,0.029855264167417774,0.0329712520702742,0.0007913373217904148,0.38506250000000003,4,8000,4,0.003122412282973528,0.05968076198548079,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_onpolicy_union,p3_star,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_perstep,p3_star,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_quality,p3_star,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_tau05,p3_star,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_weighted,p3_star,ok,-1.2345574796199798e-05,-4.007379566246527e-05,1.5811289358680346e-05,1.4155851824392218e-05,0.5005,4,8000,4,-3.703672438859939e-05,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k4,p3_star,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_reservoir_rule,p3_star,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_sf_k16,p3_star,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_sf_k16_noT1000,p3_star,ok,1.8886804580688476e-05,-3.292818419140528e-05,7.174986603786235e-05,2.6654526480223735e-05,0.5004375,4,8000,4,0.0,5.666041374206543e-05,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,power_a0.25,p3_star,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,power_a0.33,p3_star,ok,2.664849162101746e-07,-3.8530379242729396e-06,4.880376309301937e-06,2.1062235911569116e-06,0.5000625,4,8000,4,0.0,7.994547486305238e-07,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,power_a0.5,p3_star,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,power_a0.67,p3_star,ok,-1.6511201858520508e-05,-8.14516785794694e-05,4.906217588995787e-05,3.2961337619055175e-05,0.499875,4,8000,4,-0.00012500775605440138,5.871817469596863e-05,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,refine_after_init,p3_star,ok,0.13310926396166906,0.13041631528176367,0.13582200736273078,0.0013594422636728975,0.1358125,4,8000,4,0.06780175577104092,0.2148480587862432,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,rule_reservoir,p3_star,ok,0.0034661292657256126,0.0029061710192763717,0.004047117650043219,0.0002900646810932419,0.4863125,4,8000,4,0.0,0.008331312406808138,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,uniform,p3_star,ok,-4.392354190349579e-05,-9.104961372941033e-05,-4.904813840767026e-06,2.1979948632322778e-05,0.50025,4,8000,4,-0.00010513861477375031,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,always_search,phi_k16,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,cp0,phi_k16,ok,0.03790545856859535,0.036169620748842134,0.03963402787339874,0.0008973863504417442,0.3535625,4,8000,4,0.015287712156772614,0.06458927528001368,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,fixed_K16,phi_k16,ok,0.0794722054079175,0.07718090970302001,0.08179296903545037,0.0011573131762196308,0.23412499999999997,4,8000,4,0.03563225074112415,0.1318423573980108,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,p3_star,phi_k16,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k1,phi_k16,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_all71,phi_k16,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_clock,phi_k16,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_cs,phi_k16,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_famA_only,phi_k16,ok,1.4102533459663392e-06,-3.1766306074132436e-05,3.440488007981911e-05,1.660761285602233e-05,0.5000625,4,8000,4,0.0,4.230760037899018e-06,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_famB_only,phi_k16,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_guard,phi_k16,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_hgb,phi_k16,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_lucb,phi_k16,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_noT1000,phi_k16,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_noT200,phi_k16,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_noambig,phi_k16,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_nopolicy,phi_k16,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_notrunc,phi_k16,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_onpolicy_only,phi_k16,ok,0.03140158713422716,0.029855264167417774,0.0329712520702742,0.0007913373217904148,0.38506250000000003,4,8000,4,0.003122412282973528,0.05968076198548079,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_onpolicy_union,phi_k16,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_perstep,phi_k16,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_quality,phi_k16,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_tau05,phi_k16,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k16_weighted,phi_k16,ok,-1.2345574796199798e-05,-4.007379566246527e-05,1.5811289358680346e-05,1.4155851824392218e-05,0.5005,4,8000,4,-3.703672438859939e-05,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_k4,phi_k16,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_reservoir_rule,phi_k16,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_sf_k16,phi_k16,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,phi_sf_k16_noT1000,phi_k16,ok,1.8886804580688476e-05,-3.292818419140528e-05,7.174986603786235e-05,2.6654526480223735e-05,0.5004375,4,8000,4,0.0,5.666041374206543e-05,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,power_a0.25,phi_k16,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,power_a0.33,phi_k16,ok,2.664849162101746e-07,-3.8530379242729396e-06,4.880376309301937e-06,2.1062235911569116e-06,0.5000625,4,8000,4,0.0,7.994547486305238e-07,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,power_a0.5,phi_k16,ok,0.0,0.0,0.0,0.0,0.5,4,8000,4,0.0,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,power_a0.67,phi_k16,ok,-1.6511201858520508e-05,-8.14516785794694e-05,4.906217588995787e-05,3.2961337619055175e-05,0.499875,4,8000,4,-0.00012500775605440138,5.871817469596863e-05,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,refine_after_init,phi_k16,ok,0.13310926396166906,0.13041631528176367,0.13582200736273078,0.0013594422636728975,0.1358125,4,8000,4,0.06780175577104092,0.21484805878624325,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,rule_reservoir,phi_k16,ok,0.0034661292657256126,0.0029061710192763717,0.004047117650043219,0.0002900646810932419,0.4863125,4,8000,4,0.0,0.008331312406808138,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,A,1000,,,,,,False,exploratory,uniform,phi_k16,ok,-4.392354190349579e-05,-9.104961372941033e-05,-4.904813840767026e-06,2.1979948632322778e-05,0.50025,4,8000,4,-0.00010513861477375031,0.0,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,B,50,,,,,,False,exploratory,always_search,cp0,ok,0.09888037627495941,0.09419382571359165,0.10363830354181118,0.0024016306105318257,0.32537499999999997,4,8000,4,0.04249742767596035,0.1408525986908935,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,B,50,,,,,,False,exploratory,fixed_K16,cp0,ok,-0.036063209248066413,-0.03914289824897423,-0.033005499653518205,0.0015680834343674243,0.5708125,4,8000,4,-0.07036789244739339,-0.014730558075010777,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,B,50,,,,,,False,exploratory,p3_star,cp0,ok,-0.035937060522788666,-0.03922840321320109,-0.032741613145117296,0.0016534259227008134,0.56775,4,8000,4,-0.07763761579664424,-0.008524686820805073,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,B,50,,,,,,False,exploratory,phi_k1,cp0,ok,-0.04496102808439173,-0.04827606357866898,-0.04162626219913364,0.0016757453619192272,0.5883125,4,8000,4,-0.08884741591149942,-0.01546309892833233,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,B,50,,,,,,False,exploratory,phi_k16_all71,cp0,ok,-0.03716736212768592,-0.04047794897342101,-0.03387142277206294,0.0016686253741051626,0.573375,4,8000,4,-0.06973260799562558,-0.01337530681490898,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,B,50,,,,,,False,exploratory,phi_k16_clock,cp0,ok,-0.02573798830900341,-0.02928673665737733,-0.02217638593283482,0.001842036634064869,0.5411874999999999,4,8000,4,-0.06456149079324677,0.011040148198604584,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,B,50,,,,,,False,exploratory,phi_k16_cs,cp0,ok,-0.03728889966593124,-0.04061152784270235,-0.03398284844006412,0.0016684981431488337,0.5735625,4,8000,4,-0.07012167550576852,-0.01337530681490898,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,B,50,,,,,,False,exploratory,phi_k16_famA_only,cp0,ok,-0.039325420360837596,-0.04254421131918207,-0.03616407569497824,0.0016192231445544794,0.5774374999999999,4,8000,4,-0.07434204940730706,-0.013439399562776089,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,B,50,,,,,,False,exploratory,phi_k16_famB_only,cp0,ok,-0.03719234884926118,-0.04051299364073202,-0.03388390627806075,0.0016667331178560289,0.57325,4,8000,4,-0.06983685878803952,-0.013372082993388176,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,B,50,,,,,,False,exploratory,phi_k16_guard,cp0,ok,-0.03726015568402363,-0.04044432627269998,-0.034146857069572434,0.0015910584303024948,0.573125,4,8000,4,-0.07169008058262989,-0.014433391310274601,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,B,50,,,,,,False,exploratory,phi_k16_hgb,cp0,ok,-0.03447771049215226,-0.03777948542847298,-0.031178485052078035,0.0016637674602676398,0.5633125000000001,4,8000,4,-0.07368668384710328,-0.007961954414844513,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,B,50,,,,,,False,exploratory,phi_k16_lucb,cp0,ok,-0.03719090072461404,-0.040495514712529254,-0.03389222042169422,0.0016658915457295133,0.573625,4,8000,4,-0.06973550384258852,-0.013372082993388176,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,B,50,,,,,,False,exploratory,phi_k16_noT1000,cp0,ok,-0.02997610977545264,-0.033357789553701875,-0.026576678462879498,0.001718677355614248,0.557125,4,8000,4,-0.06812612417386844,-0.009378763387387152,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,B,50,,,,,,False,exploratory,phi_k16_noT200,cp0,ok,-0.03703912919410505,-0.04036681495490484,-0.03372764638043009,0.0016702840203260902,0.5731249999999999,4,8000,4,-0.06935274492716417,-0.013372082993388176,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,B,50,,,,,,False,exploratory,phi_k16_noambig,cp0,ok,-0.033920536434801765,-0.03731153426342644,-0.030561247398145495,0.0017121524840086996,0.5660624999999999,4,8000,4,-0.06950939865084366,-0.012678315743803978,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,B,50,,,,,,False,exploratory,phi_k16_nopolicy,cp0,ok,-0.038733577959530516,-0.041930723399855194,-0.03558924112003297,0.0016095157566576737,0.576125,4,8000,4,-0.07429554819548502,-0.013439399562776089,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,B,50,,,,,,False,exploratory,phi_k16_notrunc,cp0,ok,-0.03835049370746128,-0.04163484642049298,-0.03508915843558498,0.0016524054474680383,0.5748125,4,8000,4,-0.07335091314231976,-0.013439399562776089,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,B,50,,,,,,False,exploratory,phi_k16_onpolicy_only,cp0,ok,-0.03917273293714971,-0.042557332752039656,-0.03581797765218653,0.0017134109547991844,0.5782499999999999,4,8000,4,-0.07436896137380972,-0.0131590308919549,False,True,True,True,0
A,posterior_mean_shrunk,family_horizon,B,50,,,,,,False,exploratory,phi_k16_onpolicy_union,cp0,ok,-0.037460798689338846,-0.04079943775432184,-0.03420162561233155,0.0016685962700897661,0.572875,4,8000,4,-0.0731718441634439,-0.013372082993388176,False,True,True,True,0
