test,horizon,cap,policy,reference,delta,lo,hi,se,win,n_cells,n_episodes,n_envs,cluster_lo,cluster_hi,cluster_se,cluster_p,cluster_p_sign,cluster_boot_t_lo,cluster_boot_t_hi,cluster_pct_lo,cluster_pct_hi,cluster_min_env,cluster_max_env,cluster_degenerate,cluster_method
capp,1000,48,level_star,fixed_K_star,0.0,0.0,0.0,0.0,0.5,8,16000,8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,False,env_mean_t
capp,1000,48,phi_k4,p3_star,-6.5055079758167266e-06,-1.8683446943759916e-05,4.2306167073547835e-06,5.8814150797847865e-06,0.5008125,8,16000,8,-1.891420533328792e-05,5.903189381654468e-06,5.24764023252863e-06,0.2550311813433437,0.25,-0.00013946559203410403,9.442323037527025e-07,-1.717768982052803e-05,-2.4700909852981566e-07,,,False,env_mean_t
capp,1000,48,phi_k16,p3_star,-5.897995084524155e-06,-1.8072555307298892e-05,5.004584696143864e-06,5.872900223574382e-06,0.50075,8,16000,8,-1.6894462367799085e-05,5.098472198750777e-06,4.650407892868322e-06,0.2452494377544734,0.25,-0.00011228836688932734,7.306676568240826e-07,-1.5355151146650315e-05,-2.4700909852981566e-07,,,False,env_mean_t
capp,1000,48,phi_k16,always_search,0.0,0.0,0.0,0.0,0.5,8,16000,8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,False,env_mean_t
capp,1000,48,phi_k4,cp0,-0.020025409895926716,-0.020926391524716745,-0.019139704373886342,0.0004557947629084705,0.59209375,8,16000,8,-0.03407393605158944,-0.005976883740263995,0.005941124111452293,0.011909846413903013,0.0078125,-0.03628805287083399,-0.0076070771282317606,-0.03117109894880559,-0.00973680337611586,,,False,env_mean_t
capp,1000,48,p3_star,always_search,5.897995084524155e-06,-5.093161668628453e-06,1.8609807547181846e-05,5.958876074023892e-06,0.49924999999999997,8,16000,8,-5.098472198750777e-06,1.6894462367799085e-05,4.650407892868322e-06,0.2452494377544734,0.25,-7.306676568240826e-07,0.00011228836688932734,2.4700909852981566e-07,1.5355151146650315e-05,,,False,env_mean_t
capp,1000,64,phi_k4,level_star,-6.568096578121186e-07,-2.0342214964330193e-06,4.3485471978783606e-07,6.368818516234926e-07,0.5000625,8,16000,8,-2.209917703355012e-06,8.962983877307748e-07,6.568096578121186e-07,0.3506166628202074,1.0,-6.568096578121186e-07,2.405631723488879e-07,-1.9704289734363556e-06,0.0,,,False,env_mean_t
capp,1000,64,level_star,p3_star,-7.125549018383025e-07,-4.585252329707146e-06,2.1834051236510267e-06,1.7213293750409997e-06,0.49990625,8,16000,8,-4.502283796525195e-06,3.0771739928485907e-06,1.6026769970468564e-06,0.6700281487064088,1.0,-5.182860121287684e-06,2.0027045732932566e-06,-4.111357033252716e-06,1.973692327737808e-06,,,False,env_mean_t
capp,1000,64,level_star,fixed_K_star,0.0,0.0,0.0,0.0,0.5,8,16000,8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,False,env_mean_t
capp,1000,64,phi_k4,p3_star,-1.3693645596504212e-06,-5.1583918742835515e-06,1.61347584798932e-06,1.74836166555413e-06,0.49996874999999996,8,16000,8,-4.610337866260262e-06,1.87160874695942e-06,1.3706081650929353e-06,0.3510263756737744,1.0,-0.0017281385103064275,5.039858749208078e-07,-4.111357033252716e-06,3.2633543014526363e-09,,,False,env_mean_t
capp,1000,64,phi_k16,p3_star,-7.415935397148132e-07,-4.54779667779803e-06,2.2664885036647313e-06,1.759163674173343e-06,0.49987499999999996,8,16000,8,-4.495197214673695e-06,3.0120101352440693e-06,1.587399635451805e-06,0.6545677998021775,1.0,-5.273594224411988e-06,1.924805532860721e-06,-4.111357033252716e-06,1.8865764141082763e-06,,,False,env_mean_t
capp,1000,64,phi_k16,always_search,-2.903863787651062e-08,-1.8285726197063923e-06,1.5931068919599053e-06,8.721125210781503e-07,0.49996875,8,16000,8,-9.770410523252841e-08,3.962682947950716e-08,2.9038637876510617e-08,0.3506166628202074,1.0,-2.903863787651062e-08,1.0635694474307228e-08,-8.711591362953185e-08,0.0,,,False,env_mean_t
capp,1000,64,phi_k4,cp0,-0.03089870990021154,-0.03198375260353788,-0.02980030446499586,0.000560211901798784,0.63096875,8,16000,8,-0.05353917040227828,-0.008258249398144808,0.009574654614498001,0.01450920296522076,0.0078125,-0.06011744338477949,-0.01067677962372195,-0.049061864489223804,-0.014216670483350754,,,False,env_mean_t
