test,horizon,cap,policy,reference,delta,lo,hi,se,win,n_cells,n_episodes,n_envs,cluster_lo,cluster_hi,cluster_se,cluster_p,cluster_p_sign,cluster_boot_t_lo,cluster_boot_t_hi,cluster_pct_lo,cluster_pct_hi,cluster_min_env,cluster_max_env,cluster_degenerate,cluster_method
capp,1000,64,p3_star,always_search,7.125549018383025e-07,-2.1378961391746992e-06,4.493734892457723e-06,1.7032330311354068e-06,0.50009375,8,16000,8,-3.0771739928485907e-06,4.502283796525195e-06,1.6026769970468564e-06,0.6700281487064088,1.0,-2.0027045732932566e-06,5.182860121287684e-06,-1.973692327737808e-06,4.111357033252716e-06,,,False,env_mean_t
capp,1000,96,phi_k4,level_star,0.0006503579542040825,0.0004976784511469305,0.0008060971450060605,7.890698728535709e-05,0.48671875,8,16000,8,-0.0007448529371922307,0.0020455688456003955,0.0005900349243464432,0.3068073386911854,0.5,-0.00020122268654213134,0.012674673448831298,-6.711990386247635e-05,0.0018628027252852917,,,False,env_mean_t
capp,1000,96,level_star,p3_star,4.9550104886293415e-05,-7.138719893991946e-05,0.00017348367581143976,6.330033941405568e-05,0.4988125,8,16000,8,-0.00025837424104875964,0.0003574744508213465,0.0001302212585055062,0.7148525805904697,0.90625,-0.00015555277621323712,0.0007145883043152633,-0.0001379888205789028,0.0003221122995018959,,,False,env_mean_t
capp,1000,96,level_star,fixed_K_star,5.954480543732644e-05,-6.157177453860637e-05,0.00017856248607859014,6.124040291877124e-05,0.49809375,8,16000,8,-0.00024927763862578616,0.00036836724950043906,0.0001306010643573047,0.6622485466863929,1.0,-0.00014954485246102987,0.0009271169358951576,-0.00013485101982951164,0.00033458969742059707,,,False,env_mean_t
capp,1000,96,phi_k4,p3_star,0.0006999080590903759,0.0005536012846045196,0.0008471668372862039,7.551744021636019e-05,0.4869375,8,16000,8,-0.0009851767410880606,0.002384992859268812,0.0007126226498960173,0.35874157604297274,0.625,-0.0003469638180946395,0.08556613304441259,-0.0001611764058470726,0.0021830985404551026,,,False,env_mean_t
capp,1000,96,phi_k16,p3_star,-9.888786822557448e-06,-3.5999592207372176e-05,1.6416845005005587e-05,1.3475229125185807e-05,0.50065625,8,16000,8,-2.9068021047424688e-05,9.29044740230979e-06,8.110901430511983e-06,0.2622538212109109,0.3125,-4.480080862249617e-05,3.5276775669603264e-06,-2.5639235973358153e-05,2.9931329190731047e-06,,,False,env_mean_t
capp,1000,96,phi_k16,always_search,1.0591372847557068e-07,-1.4668747782707213e-06,1.629466563463211e-06,7.833237647814295e-07,0.5,8,16000,8,-1.445324424543769e-07,3.5635989940551824e-07,1.0591372847557066e-07,0.3506166628202074,1.0,-3.879197300821412e-08,1.0591372847557068e-07,0.0,3.1774118542671206e-07,,,False,env_mean_t
capp,1000,96,phi_k4,cp0,-0.04139343898976222,-0.042670582416595416,-0.0401484710741439,0.000647714946055671,0.64815625,8,16000,8,-0.07492280493254118,-0.007864073046983264,0.014179574585769369,0.02236453058606737,0.0078125,-0.0874775988584088,-0.012030825804437827,-0.06850341771998208,-0.016877510356635324,,,False,env_mean_t
capp,1000,96,p3_star,always_search,9.99470055103302e-06,-1.6778196673840284e-05,3.666815767064689e-05,1.3584539315554584e-05,0.49934375,8,16000,8,-9.398441824010595e-06,2.9387842926076634e-05,8.201363223768264e-06,0.26244410265941315,0.3125,-4.25421313202237e-06,4.574663747942143e-05,-3.1237495131790613e-06,2.670256821438669e-05,,,False,env_mean_t
capp,1000,128,phi_k4,level_star,0.0009570154417306185,0.0006082864989060909,0.0013045258472207933,0.0001767186820859198,0.484375,8,16000,8,-0.0005702141687001345,0.0024842450521613715,0.0006458656631818051,0.1819603619667484,0.1875,-0.00014342802966949182,0.00341035931980808,-0.00011235898258164376,0.002213348871096969,,,False,env_mean_t
capp,1000,128,level_star,p3_star,-9.479628689587115e-05,-0.0004491183029487729,0.0002482030088081954,0.00017634645611947273,0.49903125,8,16000,8,-0.0011880696086282035,0.0009984770348364614,0.00046234547454882777,0.8433806019603353,0.75,-0.00133867146643753,0.001007785852868543,-0.0009697816651314497,0.0007481797114014626,,,False,env_mean_t
capp,1000,128,level_star,fixed_K_star,-9.091184847056865e-05,-0.00043751603458076706,0.00024974500359967346,0.0001763566801434681,0.4985,8,16000,8,-0.0011841306689886835,0.001002306972047546,0.0004623224259760235,0.8496953060641392,0.8125,-0.0013501014617948962,0.0010066612048124175,-0.0009554760847240686,0.0007649604678153991,,,False,env_mean_t
capp,1000,128,phi_k4,p3_star,0.0008622191548347472,0.0006898858952336013,0.001031184125691652,8.80226593164065e-05,0.4838125,8,16000,8,-0.0010901190981241196,0.002814557407793614,0.0008256441807377193,0.3310635371608864,0.4375,-0.0003227900926101666,0.016034319222203733,-0.00010332313552498818,0.002560373343527317,,,False,env_mean_t
capp,1000,128,phi_k16,p3_star,-4.845749586820602e-06,-9.486968349665404e-06,-8.970207534730448e-07,2.223326428474143e-06,0.5006875,8,16000,8,-1.3502730227412816e-05,3.8112310537716105e-06,3.6610385919712064e-06,0.22722456485328185,0.5,-0.00015404551958421884,6.91615340693723e-07,-1.2084409594535828e-05,2.4379044771194455e-07,,,False,env_mean_t
capp,1000,128,phi_k16,always_search,-9.61311161518097e-07,-3.0655773356556886e-06,9.645321406424043e-07,1.0358660801077573e-06,0.5000625,8,16000,8,-3.234450847370617e-06,1.3118285243344228e-06,9.61311161518097e-07,0.3506166628202074,1.0,-9.61311161518097e-07,3.5208992419435326e-07,-2.883933484554291e-06,0.0,,,False,env_mean_t
capp,1000,128,phi_k4,cp0,-0.04641838363884017,-0.04775849593103631,-0.045088290869805495,0.0006829343115093745,0.65746875,8,16000,8,-0.08640417680879883,-0.006432590468881512,0.016909998763238888,0.028709223066527786,0.015625,-0.09937808726341166,-0.011514335315622369,-0.07925196302187397,-0.018418763149308508,,,False,env_mean_t
capp,1000,128,p3_star,always_search,3.8844384253025055e-06,-3.358367830514764e-08,8.41755187138915e-06,2.1646645712776884e-06,0.499375,8,16000,8,-2.7362924375142082e-06,1.050516928811922e-05,2.7999082130520588e-06,0.20789984438732945,0.5,-7.534387641474005e-07,9.590909807693701e-05,-2.4379044771194455e-07,9.300034493207931e-06,,,False,env_mean_t
capp,1000,192,phi_k4,level_star,0.0005586968921124935,0.0003473101743496955,0.0007764920354820787,0.00010898635844966188,0.493,8,16000,8,-0.0002565565349620356,0.0013739503191870226,0.00034477081359771377,0.14915888177658942,0.25,-6.860272460193593e-05,0.006639615795420571,2.9976919293403627e-05,0.0012246846705675123,,,False,env_mean_t
capp,1000,192,level_star,p3_star,-0.0005589962638914585,-0.0007740597073920071,-0.0003421219169162214,0.00010954469603567459,0.5070625,8,16000,8,-0.0013741564580449415,0.00025616393026202443,0.00034473138537947424,0.14893214208952685,0.25,-0.00657909853705485,9.260032533198344e-05,-0.0012874829806387425,-3.027629107236862e-05,,,False,env_mean_t
capp,1000,192,level_star,fixed_K_star,-0.0005586968921124935,-0.0007672913522459565,-0.0003474690492264927,0.0001079723742700425,0.507,8,16000,8,-0.0013739503191870226,0.0002565565349620356,0.00034477081359771377,0.14915888177658942,0.25,-0.006639615795420571,9.324202704075364e-05,-0.0012488259971141814,0.0,,,False,env_mean_t
capp,1000,192,phi_k4,p3_star,-2.993717789649963e-07,-1.3562031090259552e-06,4.580877721309662e-07,4.775021609464207e-07,0.5,8,16000,8,-1.0072735477481011e-06,4.085299898181085e-07,2.993717789649963e-07,0.3506166628202074,1.0,-2.993717789649963e-07,1.0964793833794462e-07,-8.98115336894989e-07,0.0,,,False,env_mean_t
capp,1000,192,phi_k16,p3_star,0.0001375174857676029,-4.877665163949129e-05,0.00031939328974112867,9.321913469816464e-05,0.4971875,8,16000,8,-0.0008680902041415874,0.0011431251756767933,0.0004252716638729491,0.7558655915514513,1.0,-0.0005909477977260129,0.003082499494116693,-0.0005726710371673108,0.001031643345952034,,,False,env_mean_t
capp,1000,192,phi_k16,always_search,0.0001378168575465679,-4.284872664138665e-05,0.0003151317346841096,9.138362018075108e-05,0.4971875,8,16000,8,-0.0008677142229797841,0.0011433479380729198,0.0004252392657518579,0.7553369255492971,1.0,-0.0005907183899445114,0.0031210536037851316,-0.0005726710371673108,0.0010319427177309989,,,False,env_mean_t
capp,1000,192,phi_k4,cp0,-0.04985928641492501,-0.051330545953928955,-0.04840009491611272,0.0007448695223707194,0.66034375,8,16000,8,-0.09588790126301291,-0.003830671566837106,0.01946550908334952,0.03747406083208914,0.0234375,-0.11416447792449103,-0.012149282613135609,-0.0883364565193653,-0.016755994985916192,,,False,env_mean_t
capp,1000,192,p3_star,always_search,2.993717789649963e-07,-4.580877721309662e-07,1.3562031090259552e-06,4.76975138217049e-07,0.5,8,16000,8,-4.085299898181085e-07,1.0072735477481011e-06,2.993717789649963e-07,0.3506166628202074,1.0,-1.0964793833794462e-07,2.993717789649963e-07,0.0,8.98115336894989e-07,,,False,env_mean_t
capp,1000,256,phi_k4,level_star,0.002298021540977061,0.001339390125637874,0.0032488115911721246,0.0004889054985602393,0.480375,8,16000,8,-0.00583765894894488,0.010433702030899002,0.003440580669187436,0.5255885457862877,0.5234375,-0.00834747475237761,0.009304415848261922,-0.004086814506910742,0.0084577122554183,,,False,env_mean_t
capp,1000,256,level_star,p3_star,-0.0013694623857736586,-0.00195855521815829,-0.0007596356590045618,0.0003068261245263563,0.510375,8,16000,8,-0.004486290104591513,0.0017473653330441956,0.001318106974805149,0.3333727826862929,0.3203125,-0.004002989565185123,0.0022802878964007962,-0.003625856198882684,0.0011226065270602704,,,False,env_mean_t
capp,1000,256,level_star,fixed_K_star,-0.0024478431195020674,-0.0031755612482549625,-0.0016942414156161246,0.0003750772898598314,0.51034375,8,16000,8,-0.005526364222561662,0.0006306779835575272,0.001301907100456209,0.10213616133960894,0.1015625,-0.004841731635073196,0.0019563658663520754,-0.004617087705060839,0.00019802450481802033,,,False,env_mean_t
capp,1000,256,phi_k4,p3_star,0.000928559155203402,6.0080623044632705e-05,0.0018193403682904314,0.0004451940248018361,0.49112500000000003,8,16000,8,-0.005805104371021634,0.007662222681428438,0.0028476674557022397,0.7538977165750287,0.75,-0.004770929405197472,0.00934855017104971,-0.0041520868595689535,0.0062008978836238385,,,False,env_mean_t
capp,1000,256,phi_k16,p3_star,0.00046836340148001917,-0.0003970136818476021,0.0013512750612455417,0.00044678153280353734,0.49915624999999997,8,16000,8,-0.006223219163582079,0.007159945966542116,0.0028298714100368056,0.8732235146284597,0.8984375,-0.005045787851194263,0.009875046884732066,-0.00442156486865133,0.005918070995621376,,,False,env_mean_t
capp,1000,256,phi_k16,always_search,-0.0002924781963229179,-0.0004909776286222041,-9.180837664753198e-05,0.00010172901430024342,0.5022500000000001,8,16000,8,-0.0010714490955062031,0.00048649270286036723,0.0003294269263535546,0.4041000112396151,0.75,-0.002540094417637281,0.0002093677356268605,-0.0009867658615112305,0.00014162180572748184,,,False,env_mean_t
capp,1000,256,phi_k4,cp0,-0.05000910799345002,-0.051512572017568155,-0.048471377218095586,0.0007779002390711751,0.6510625,8,16000,8,-0.09984890031940208,-0.0001693156674979629,0.02107725668988658,0.04941273347304286,0.0234375,-0.128261011795607,-0.012543885135674955,-0.09165449616825208,-0.01562381600216031,,,False,env_mean_t
capp,1000,256,p3_star,always_search,-0.0007608415978029369,-0.001636846423987299,9.69665243406778e-05,0.00044630939796764916,0.50375,8,16000,8,-0.007398981317424516,0.0058772981218186415,0.002807270421569179,0.7941895855458131,0.8046875,-0.00892840900143746,0.004783456374780596,-0.006118495386512949,0.004158045514486729,,,False,env_mean_t
capp,1000,384,phi_k4,level_star,0.005094178268220276,0.003796606346662156,0.00639908090273384,0.0006666589001616183,0.46740625,8,16000,8,-0.0035667056056351574,0.01375506214207571,0.0036626892699850987,0.2068864679515733,0.1953125,-0.007569788965726001,0.012166639116695936,-0.0018472369172726753,0.011279854909726418,,,False,env_mean_t
capp,1000,384,level_star,p3_star,-0.0013694623857736586,-0.0019762267417274414,-0.0007561673988122494,0.00030997713372418626,0.510375,8,16000,8,-0.004486290104591513,0.0017473653330441956,0.001318106974805149,0.3333727826862929,0.3203125,-0.004043292195062361,0.0023245605940381787,-0.0036403124332427973,0.0012470955289900303,,,False,env_mean_t
capp,1000,384,level_star,fixed_K_star,-0.0024478431195020674,-0.003174289226345718,-0.001710382162011229,0.0003741165948229212,0.51034375,8,16000,8,-0.005526364222561662,0.0006306779835575272,0.001301907100456209,0.10213616133960894,0.1015625,-0.004835101570679451,0.0019117943804948067,-0.004595914240926504,0.0001379842416150487,,,False,env_mean_t
capp,1000,384,phi_k4,p3_star,0.003724715882446617,0.0023979515256476592,0.005020803073747084,0.0006732982282353803,0.48250000000000004,8,16000,8,-0.0025239957543174364,0.009973427519210671,0.002642581218794061,0.20153243230469878,0.171875,-0.0030062384605024,0.009834994327921742,-0.0011299288515001535,0.008551348139066248,,,False,env_mean_t
capp,1000,384,phi_k16,p3_star,0.0030291761751286687,0.0017697896588128059,0.004321783288265577,0.0006519212850320056,0.48103125,8,16000,8,-0.0036102159334523497,0.009668568283709687,0.0028078000570740994,0.31642309154279513,0.3125,-0.0029175234491021803,0.012146596786733044,-0.001853349490312393,0.008420909054123328,,,False,env_mean_t
capp,1000,384,phi_k16,always_search,-0.0012332901004701853,-0.0017815569426864386,-0.0006834237179718916,0.00027781469310022476,0.50228125,8,16000,8,-0.007460636820014457,0.004994056619074087,0.002633545991651571,0.6538018187184158,0.625,-0.010740409163647026,0.0039766536400419,-0.006337088896939524,0.003347877535969019,,,False,env_mean_t
capp,1000,384,phi_k4,cp0,-0.0472129512662068,-0.04882889336219524,-0.04560216619016137,0.0008301366336898797,0.63071875,8,16000,8,-0.09700299489472,0.0025770923623063963,0.02105621795724001,0.05988027382301739,0.0390625,-0.12333943448747156,-0.009107255251423856,-0.08770450066871707,-0.01289811235293746,,,False,env_mean_t
capp,1000,384,p3_star,always_search,-0.004262466275598854,-0.005590807553986088,-0.002953750581562054,0.000674615194745574,0.52190625,8,16000,8,-0.0106556165341606,0.002130683982962892,0.002703664336629971,0.15890370105291002,0.140625,-0.010158088829547052,0.003846046142978902,-0.0091321392544196,0.0008146036481950415,,,False,env_mean_t
capp,1000,512,phi_k4,level_star,0.01413830862264149,0.01261894352925592,0.015656837299076142,0.000770602506051747,0.441625,8,16000,8,-0.005572373943008066,0.033848991188291044,0.008335651024627978,0.13367962533676972,0.1484375,-0.005881012364405927,0.03513679844876905,-0.0011037513650953758,0.029345122112677202,,,False,env_mean_t
capp,1000,512,level_star,p3_star,-0.0013694623857736586,-0.001963985131098889,-0.000753258089791052,0.0003090715226090901,0.510375,8,16000,8,-0.004486290104591513,0.0017473653330441956,0.001318106974805149,0.3333727826862929,0.3203125,-0.003980867034110974,0.002417149675268731,-0.003660988212563097,0.001119202963076532,,,False,env_mean_t
capp,1000,512,level_star,fixed_K_star,-0.0024478431195020674,-0.0031741741453763096,-0.00172241158366669,0.000373675835250398,0.51034375,8,16000,8,-0.005526364222561662,0.0006306779835575272,0.001301907100456209,0.10213616133960894,0.1015625,-0.00483670314393511,0.0020637724397736036,-0.004599876899272203,0.00014370585782452977,,,False,env_mean_t
capp,1000,512,phi_k4,p3_star,0.012768846236867831,0.011269384209404234,0.014299320686026478,0.000774172203409417,0.4533125,8,16000,8,-0.0054017147674713,0.030939407241206963,0.007684333353216541,0.14053313341708268,0.1328125,-0.003308462275808003,0.033301463476171425,-0.0010385915804654357,0.026757927724393085,,,False,env_mean_t
capp,1000,512,phi_k16,p3_star,0.0105924555498641,0.009109788119426232,0.012074016519560245,0.0007536521557286992,0.4579687499999999,8,16000,8,-0.006886840151004537,0.028071751250732736,0.007391997138274624,0.19497897174010004,0.21875,-0.004781165302582189,0.03537264317814395,-0.002770263526053158,0.024470816533314062,,,False,env_mean_t
capp,1000,512,phi_k16,always_search,-0.0033841058667749167,-0.004031864408729598,-0.0027326451478525996,0.0003259051450128661,0.5185625,8,16000,8,-0.011489905474556264,0.0047216937410064315,0.003427944039024963,0.35642568479666353,0.4375,-0.024208371803854087,0.002666487979368048,-0.010066092394664881,0.002154682844877243,,,False,env_mean_t
capp,1000,512,phi_k4,cp0,-0.038168820911785584,-0.03985140846592257,-0.036443273112305906,0.0008672221317726858,0.5953437500000001,8,16000,8,-0.09329813169764234,0.016960489874071165,0.02331419495030649,0.14561123729410486,0.1171875,-0.18407102296058556,0.0006932642875343356,-0.08567462678393348,-0.0016329069581581329,,,False,env_mean_t
capp,1000,512,p3_star,always_search,-0.013976561416639015,-0.015482792665570741,-0.012482775685942032,0.0007635381881173265,0.5615,8,16000,8,-0.031820008504995084,0.0038668856717170557,0.007545996822259151,0.10642572944610226,0.125,-0.03380082298959059,0.0033428396227849645,-0.027612340104766188,-0.00030272772908210765,,,False,env_mean_t
capp,1000,1000,phi_k4,level_star,0.07767676235621912,0.07600978562066447,0.0793426298267841,0.0008436402565321728,0.23543750000000002,8,16000,8,0.023230217761413374,0.13212330695102487,0.02302545301145887,0.011863198502801226,0.0078125,0.027428954040082207,0.1360092349384953,0.038123320964892626,0.12184105173338321,,,False,env_mean_t
capp,1000,1000,level_star,p3_star,-0.0015352971525862814,-0.0023297562978463245,-0.0007276545827742667,0.0004131406523477126,0.5128124999999999,8,16000,8,-0.006563269615796624,0.0034926753106240605,0.0021263304137321424,0.493677524207956,0.4765625,-0.00566761095866972,0.007504643361761038,-0.005227405883395112,0.0025200810953043347,,,False,env_mean_t
capp,1000,1000,level_star,fixed_K_star,-0.002130303983576596,-0.0030745450311223978,-0.0011493147362140006,0.0004888795854730752,0.5123125,8,16000,8,-0.010208261667800346,0.005947653700647153,0.0034161696847955984,0.5526634646904645,0.5546875,-0.009421565292557846,0.00842375918841818,-0.008159790620207786,0.00418260801397264,,,False,env_mean_t
capp,1000,1000,phi_k4,p3_star,0.07614146520363284,0.07445247114134983,0.07784454385388599,0.0008658190197001399,0.25184375,8,16000,8,0.020822696808385027,0.13146023359888065,0.02339431660568723,0.013966283176613395,0.0078125,0.026032631511986197,0.1427820081320197,0.03467935302248225,0.120075553914794,,,False,env_mean_t
capp,1000,1000,phi_k16,p3_star,0.06432524619344622,0.06263984790563992,0.06599556837928539,0.0008613884762807961,0.3323125,8,16000,8,0.010545074406439904,0.11810541798045254,0.022743643837189187,0.025469170754906928,0.0234375,0.013962858640970965,0.12965291639076187,0.02390175126399845,0.10598108881246299,,,False,env_mean_t
capp,1000,1000,phi_k16,always_search,-0.2042968039309744,-0.20731049878740096,-0.20127896923735122,0.0015448466671604357,0.87515625,8,16000,8,-0.2688180510762498,-0.13977555678569903,0.02728604644133824,0.00013878834256290557,0.0078125,-0.2962237781790005,-0.153795587584858,-0.2552677573372893,-0.1569573759925199,,,False,env_mean_t
capp,1000,1000,phi_k4,cp0,0.025369632821792037,0.02377744222690599,0.026967265184607098,0.0008092092369849697,0.37303125,8,16000,8,-0.0048877273968567815,0.05562699304044086,0.012795842806005143,0.08783843479993382,0.0859375,0.00027003517806493266,0.0813751347689509,0.0031989292493090037,0.05040254848854966,,,False,env_mean_t
capp,1000,1000,p3_star,always_search,-0.26862205012442064,-0.27143320526171627,-0.2658271075304656,0.0014300816427200466,0.944375,8,16000,8,-0.35444371016306236,-0.18280039008577892,0.03629399469316668,0.0001492601482736051,0.0078125,-0.598737722782066,-0.20573993688051606,-0.3353325119394377,-0.20796152315236108,,,False,env_mean_t
