test,cell,env_id,family,horizon,cap,policy,group,n,cap_hit_frac,n_demoted_mean,n_demoted_max,frac_episodes_demoted,k_final_mean,search_frac_mean,t_cap_hit_q00,t_cap_hit_q25,t_cap_hit_q50,t_cap_hit_q75,t_cap_hit_q100,t_cap_hit_frac_of_T_median,n_decisions,n_search_decided,frac_decisions_search,n_committed_steps,n_guard_vetoes,n_cap_demoted_counter
A,beta_good_common_T1000_cap64,beta_good_common,A,1000,64,always_search,baseline,2000,1.0,,,,64.0,0.062124248496993974,64.0,64.0,64.0,64.0,64.0,0.064,,,,,,
A,beta_good_common_T1000_cap64,beta_good_common,A,1000,64,cp0,reference,2000,0.0,,,,30.97,0.029028056112224438,,,,,,,,,,,,
A,beta_good_common_T1000_cap64,beta_good_common,A,1000,64,fixed_K16,baseline,2000,0.0,,,,16.0,0.014028056112224454,,,,,,,,,,,,
A,beta_good_common_T1000_cap64,beta_good_common,A,1000,64,p3_star,reference,2000,1.0,,,,64.0,0.062124248496993974,272.0,272.0,272.0,272.0,272.0,0.272,,,,,,
A,beta_good_common_T1000_cap64,beta_good_common,A,1000,64,phi_k1,learned,2000,1.0,936.0,936.0,1.0,64.0,0.062124248496993974,64.0,64.0,64.0,64.0,64.0,0.064,1996000.0,1996000.0,1.0,0.0,0.0,1872000.0
A,beta_good_common_T1000_cap64,beta_good_common,A,1000,64,phi_k16,learned,2000,1.0,357.875,850.0,1.0,64.0,0.062124248496993974,80.0,80.0,80.0,80.0,128.0,0.08,126000.0,52485.0,0.41654761904761906,1870000.0,0.0,715750.0
A,beta_good_common_T1000_cap64,beta_good_common,A,1000,64,phi_k16_all71,learned,2000,1.0,267.032,578.0,1.0,64.0,0.062124248496993974,80.0,80.0,80.0,80.0,112.0,0.08,126000.0,41129.0,0.32642063492063494,1870000.0,0.0,534064.0
A,beta_good_common_T1000_cap64,beta_good_common,A,1000,64,phi_k16_clock,learned,2000,1.0,936.0,936.0,1.0,64.0,0.062124248496993974,64.0,64.0,64.0,64.0,64.0,0.064,126000.0,126000.0,1.0,1870000.0,0.0,1872000.0
A,beta_good_common_T1000_cap64,beta_good_common,A,1000,64,phi_k16_cs,learned,2000,1.0,359.435,850.0,1.0,64.0,0.062124248496993974,80.0,80.0,80.0,80.0,128.0,0.08,126000.0,52680.0,0.4180952380952381,1870000.0,0.0,718870.0
A,beta_good_common_T1000_cap64,beta_good_common,A,1000,64,phi_k16_famA_only,learned,2000,0.9875,6.106,178.0,0.9875,63.825,0.061948897795591165,80.0,80.0,96.0,128.0,992.0,0.096,126000.0,8492.0,0.0673968253968254,1870000.0,0.0,12212.0
A,beta_good_common_T1000_cap64,beta_good_common,A,1000,64,phi_k16_famB_only,learned,2000,1.0,335.035,770.0,1.0,64.0,0.062124248496993974,80.0,80.0,80.0,80.0,144.0,0.08,126000.0,49630.0,0.3938888888888889,1870000.0,0.0,670070.0
A,beta_good_common_T1000_cap64,beta_good_common,A,1000,64,phi_k16_guard,learned,2000,1.0,357.7995,791.0,1.0,64.0,0.062124248496993974,80.0,80.0,80.0,80.0,128.0,0.08,126000.0,52485.0,0.41654761904761906,1870000.0,151.0,715599.0
A,beta_good_common_T1000_cap64,beta_good_common,A,1000,64,phi_k16_hgb,learned,2000,1.0,715.382,872.0,1.0,64.0,0.062124248496993974,64.0,64.0,64.0,64.0,848.0,0.064,126000.0,98414.0,0.781063492063492,1870000.0,0.0,1430764.0
A,beta_good_common_T1000_cap64,beta_good_common,A,1000,64,phi_k16_lucb,learned,2000,1.0,302.098,904.0,1.0,64.0,0.062124248496993974,80.0,80.0,96.0,128.0,208.0,0.096,126000.0,45521.0,0.36127777777777775,1870000.0,0.0,604196.0
A,beta_good_common_T1000_cap64,beta_good_common,A,1000,64,phi_k16_noT1000,learned,2000,1.0,879.895,936.0,1.0,64.0,0.062124248496993974,64.0,64.0,64.0,64.0,64.0,0.064,126000.0,117960.0,0.9361904761904762,1870000.0,0.0,1759790.0
A,beta_good_common_T1000_cap64,beta_good_common,A,1000,64,phi_k16_noT200,learned,2000,1.0,417.856,882.0,1.0,64.0,0.062124248496993974,80.0,80.0,80.0,80.0,96.0,0.08,126000.0,59982.0,0.47604761904761905,1870000.0,0.0,835712.0
A,beta_good_common_T1000_cap64,beta_good_common,A,1000,64,phi_k16_noambig,learned,2000,1.0,727.234,936.0,1.0,64.0,0.062124248496993974,64.0,64.0,64.0,64.0,80.0,0.064,126000.0,98683.0,0.7831984126984127,1870000.0,0.0,1454468.0
A,beta_good_common_T1000_cap64,beta_good_common,A,1000,64,phi_k16_nopolicy,learned,2000,1.0,631.767,936.0,1.0,64.0,0.062124248496993974,64.0,64.0,80.0,80.0,80.0,0.08,126000.0,86764.0,0.6886031746031746,1870000.0,0.0,1263534.0
A,beta_good_common_T1000_cap64,beta_good_common,A,1000,64,phi_k16_notrunc,learned,2000,1.0,655.191,936.0,1.0,64.0,0.062124248496993974,64.0,64.0,64.0,64.0,80.0,0.064,126000.0,89687.0,0.7118015873015873,1870000.0,0.0,1310382.0
A,beta_good_common_T1000_cap64,beta_good_common,A,1000,64,phi_k16_onpolicy_only,learned,2000,0.3245,39.101,456.0,0.3245,29.097,0.02715130260521042,80.0,784.0,864.0,928.0,992.0,0.864,126000.0,8681.0,0.0688968253968254,1870000.0,0.0,78202.0
A,beta_good_common_T1000_cap64,beta_good_common,A,1000,64,phi_k16_onpolicy_union,learned,2000,1.0,394.062,920.0,1.0,64.0,0.062124248496993974,80.0,80.0,80.0,96.0,192.0,0.08,126000.0,57019.0,0.452531746031746,1870000.0,0.0,788124.0
A,beta_good_common_T1000_cap64,beta_good_common,A,1000,64,phi_k16_perstep,learned,2000,1.0,359.75,828.0,1.0,64.0,0.062124248496993974,65.0,68.0,72.0,75.0,100.0,0.072,1996000.0,843500.0,0.42259519038076154,0.0,0.0,719500.0
A,beta_good_common_T1000_cap64,beta_good_common,A,1000,64,phi_k16_quality,learned,2000,1.0,324.496,834.0,1.0,64.0,0.062124248496993974,80.0,80.0,80.0,80.0,112.0,0.08,126000.0,48312.0,0.38342857142857145,1870000.0,0.0,648992.0
A,beta_good_common_T1000_cap64,beta_good_common,A,1000,64,phi_k16_tau05,learned,2000,1.0,357.875,850.0,1.0,64.0,0.062124248496993974,80.0,80.0,80.0,80.0,128.0,0.08,126000.0,52485.0,0.41654761904761906,1870000.0,0.0,715750.0
A,beta_good_common_T1000_cap64,beta_good_common,A,1000,64,phi_k16_weighted,learned,2000,0.9755,75.463,808.0,0.9755,63.657,0.06178056112224447,80.0,112.0,128.0,160.0,592.0,0.128,126000.0,17155.0,0.13615079365079366,1870000.0,0.0,150926.0
A,beta_good_common_T1000_cap64,beta_good_common,A,1000,64,phi_k4,learned,2000,1.0,893.994,932.0,1.0,64.0,0.062124248496993974,68.0,68.0,72.0,72.0,96.0,0.072,500000.0,478997.0,0.957994,1496000.0,0.0,1787988.0
A,beta_good_common_T1000_cap64,beta_good_common,A,1000,64,phi_reservoir_rule,learned,2000,1.0,800.67,920.0,1.0,64.0,0.062124248496993974,80.0,80.0,80.0,80.0,96.0,0.08,126000.0,107935.0,0.8566269841269841,1870000.0,0.0,1601340.0
A,beta_good_common_T1000_cap64,beta_good_common,A,1000,64,phi_sf_k16,learned,2000,1.0,731.366,920.0,1.0,64.0,0.062124248496993974,80.0,80.0,80.0,80.0,112.0,0.08,126000.0,99272.0,0.7878730158730158,1870000.0,0.0,1462732.0
A,beta_good_common_T1000_cap64,beta_good_common,A,1000,64,phi_sf_k16_noT1000,learned,2000,0.9235,149.677,722.0,0.9235,62.897,0.061019038076152284,96.0,144.0,176.0,240.0,608.0,0.176,126000.0,26323.0,0.2089126984126984,1870000.0,0.0,299354.0
A,beta_good_common_T1000_cap64,beta_good_common,A,1000,64,power_a0.25,baseline,2000,1.0,,,,64.0,0.062124248496993974,272.0,272.0,272.0,272.0,272.0,0.272,,,,,,
A,beta_good_common_T1000_cap64,beta_good_common,A,1000,64,power_a0.33,baseline,2000,1.0,,,,64.0,0.062124248496993974,393.0,393.0,393.0,393.0,393.0,0.393,,,,,,
A,beta_good_common_T1000_cap64,beta_good_common,A,1000,64,power_a0.5,baseline,2000,1.0,,,,64.0,0.062124248496993974,87.0,87.0,87.0,87.0,87.0,0.087,,,,,,
A,beta_good_common_T1000_cap64,beta_good_common,A,1000,64,power_a0.67,baseline,2000,1.0,,,,64.0,0.062124248496993974,480.0,480.0,480.0,480.0,480.0,0.48,,,,,,
A,beta_good_common_T1000_cap64,beta_good_common,A,1000,64,refine_after_init,baseline,2000,0.0,,,,8.0,0.006012024048096194,,,,,,,,,,,,
A,beta_good_common_T1000_cap64,beta_good_common,A,1000,64,rule_reservoir,rule,2000,1.0,321.174,900.0,1.0,64.0,0.062124248496993974,64.0,64.0,64.0,64.0,64.0,0.064,,,,,,
A,beta_good_common_T1000_cap64,beta_good_common,A,1000,64,uniform,baseline,2000,1.0,,,,64.0,0.062124248496993974,92.0,118.0,125.0,133.0,167.0,0.125,,,,,,
A,beta_good_common_T100_cap64,beta_good_common,A,100,64,always_search,baseline,2000,1.0,,,,64.0,0.6326530612244898,64.0,64.0,64.0,64.0,64.0,0.64,,,,,,
A,beta_good_common_T100_cap64,beta_good_common,A,100,64,cp0,reference,2000,0.0,,,,9.0,0.0714285714285714,,,,,,,,,,,,
A,beta_good_common_T100_cap64,beta_good_common,A,100,64,fixed_K16,baseline,2000,0.0,,,,16.0,0.1428571428571428,,,,,,,,,,,,
A,beta_good_common_T100_cap64,beta_good_common,A,100,64,p3_star,reference,2000,0.0,,,,36.0,0.34693877551020413,,,,,,,,,,,,
A,beta_good_common_T100_cap64,beta_good_common,A,100,64,phi_k1,learned,2000,0.0,0.0,0.0,0.0,28.9545,0.27504591836734693,,,,,,,196000.0,53909.0,0.27504591836734693,0.0,0.0,0.0
A,beta_good_common_T100_cap64,beta_good_common,A,100,64,phi_k16,learned,2000,0.0,0.0,0.0,0.0,18.064,0.1639183673469388,,,,,,,14000.0,2008.0,0.14342857142857143,182000.0,0.0,0.0
A,beta_good_common_T100_cap64,beta_good_common,A,100,64,phi_k16_all71,learned,2000,0.0,0.0,0.0,0.0,18.328,0.16661224489795923,,,,,,,14000.0,2041.0,0.1457857142857143,182000.0,0.0,0.0
A,beta_good_common_T100_cap64,beta_good_common,A,100,64,phi_k16_clock,learned,2000,0.0,0.0,0.0,0.0,34.0,0.32653061224489793,,,,,,,14000.0,4000.0,0.2857142857142857,182000.0,0.0,0.0
A,beta_good_common_T100_cap64,beta_good_common,A,100,64,phi_k16_cs,learned,2000,0.0,0.0,0.0,0.0,18.064,0.1639183673469388,,,,,,,14000.0,2008.0,0.14342857142857143,182000.0,0.0,0.0
A,beta_good_common_T100_cap64,beta_good_common,A,100,64,phi_k16_famA_only,learned,2000,0.0,0.0,0.0,0.0,18.008,0.1633469387755102,,,,,,,14000.0,2001.0,0.14292857142857143,182000.0,0.0,0.0
A,beta_good_common_T100_cap64,beta_good_common,A,100,64,phi_k16_famB_only,learned,2000,0.0,0.0,0.0,0.0,18.04,0.16367346938775512,,,,,,,14000.0,2005.0,0.1432142857142857,182000.0,0.0,0.0
A,beta_good_common_T100_cap64,beta_good_common,A,100,64,phi_k16_guard,learned,2000,0.0,0.0,0.0,0.0,18.025,0.1635204081632653,,,,,,,14000.0,2008.0,0.14342857142857143,182000.0,78.0,0.0
A,beta_good_common_T100_cap64,beta_good_common,A,100,64,phi_k16_hgb,learned,2000,0.0,0.0,0.0,0.0,32.396,0.31016326530612254,,,,,,,14000.0,5427.0,0.3876428571428571,182000.0,0.0,0.0
A,beta_good_common_T100_cap64,beta_good_common,A,100,64,phi_k16_lucb,learned,2000,0.0,0.0,0.0,0.0,18.048,0.16375510204081634,,,,,,,14000.0,2006.0,0.1432857142857143,182000.0,0.0,0.0
A,beta_good_common_T100_cap64,beta_good_common,A,100,64,phi_k16_noT1000,learned,2000,0.0,0.0,0.0,0.0,19.005,0.17352040816326533,,,,,,,14000.0,2130.0,0.15214285714285714,182000.0,0.0,0.0
A,beta_good_common_T100_cap64,beta_good_common,A,100,64,phi_k16_noT200,learned,2000,0.0,0.0,0.0,0.0,18.16,0.1648979591836735,,,,,,,14000.0,2020.0,0.1442857142857143,182000.0,0.0,0.0
A,beta_good_common_T100_cap64,beta_good_common,A,100,64,phi_k16_noambig,learned,2000,0.0,0.0,0.0,0.0,20.081,0.18450000000000003,,,,,,,14000.0,2261.0,0.1615,182000.0,0.0,0.0
A,beta_good_common_T100_cap64,beta_good_common,A,100,64,phi_k16_nopolicy,learned,2000,0.0,0.0,0.0,0.0,18.192,0.16522448979591836,,,,,,,14000.0,2024.0,0.14457142857142857,182000.0,0.0,0.0
A,beta_good_common_T100_cap64,beta_good_common,A,100,64,phi_k16_notrunc,learned,2000,0.0,0.0,0.0,0.0,19.176,0.175265306122449,,,,,,,14000.0,2147.0,0.15335714285714286,182000.0,0.0,0.0
A,beta_good_common_T100_cap64,beta_good_common,A,100,64,phi_k16_onpolicy_only,learned,2000,0.0,0.0,0.0,0.0,26.044,0.24534693877551017,,,,,,,14000.0,3604.0,0.25742857142857145,182000.0,0.0,0.0
A,beta_good_common_T100_cap64,beta_good_common,A,100,64,phi_k16_onpolicy_union,learned,2000,0.0,0.0,0.0,0.0,18.088,0.16416326530612246,,,,,,,14000.0,2011.0,0.14364285714285716,182000.0,0.0,0.0
A,beta_good_common_T100_cap64,beta_good_common,A,100,64,phi_k16_perstep,learned,2000,0.0,0.0,0.0,0.0,11.142,0.09328571428571429,,,,,,,196000.0,18284.0,0.09328571428571429,0.0,0.0,0.0
A,beta_good_common_T100_cap64,beta_good_common,A,100,64,phi_k16_quality,learned,2000,0.0,0.0,0.0,0.0,18.008,0.1633469387755102,,,,,,,14000.0,2001.0,0.14292857142857143,182000.0,0.0,0.0
A,beta_good_common_T100_cap64,beta_good_common,A,100,64,phi_k16_tau05,learned,2000,0.0,0.0,0.0,0.0,18.064,0.1639183673469388,,,,,,,14000.0,2008.0,0.14342857142857143,182000.0,0.0,0.0
A,beta_good_common_T100_cap64,beta_good_common,A,100,64,phi_k16_weighted,learned,2000,0.0,0.0,0.0,0.0,18.693,0.17033673469387758,,,,,,,14000.0,2133.0,0.15235714285714286,182000.0,0.0,0.0
A,beta_good_common_T100_cap64,beta_good_common,A,100,64,phi_k4,learned,2000,0.0,0.0,0.0,0.0,25.891,0.24378571428571422,,,,,,,50000.0,11946.0,0.23892,146000.0,0.0,0.0
A,beta_good_common_T100_cap64,beta_good_common,A,100,64,phi_reservoir_rule,learned,2000,0.0855,0.171,2.0,0.0855,51.017,0.500173469387755,80.0,80.0,80.0,80.0,96.0,0.8,14000.0,6152.0,0.43942857142857145,182000.0,0.0,342.0
A,beta_good_common_T100_cap64,beta_good_common,A,100,64,phi_sf_k16,learned,2000,0.0,0.0,0.0,0.0,25.328,0.2380408163265306,,,,,,,14000.0,2916.0,0.2082857142857143,182000.0,0.0,0.0
A,beta_good_common_T100_cap64,beta_good_common,A,100,64,phi_sf_k16_noT1000,learned,2000,0.0,0.0,0.0,0.0,18.112,0.16440816326530613,,,,,,,14000.0,2014.0,0.14385714285714285,182000.0,0.0,0.0
A,beta_good_common_T100_cap64,beta_good_common,A,100,64,power_a0.25,baseline,2000,0.0,,,,39.0,0.37755102040816324,,,,,,,,,,,,
A,beta_good_common_T100_cap64,beta_good_common,A,100,64,power_a0.33,baseline,2000,0.0,,,,36.0,0.34693877551020413,,,,,,,,,,,,
A,beta_good_common_T100_cap64,beta_good_common,A,100,64,power_a0.5,baseline,2000,0.0,,,,38.0,0.3673469387755102,,,,,,,,,,,,
A,beta_good_common_T100_cap64,beta_good_common,A,100,64,power_a0.67,baseline,2000,0.0,,,,36.0,0.34693877551020413,,,,,,,,,,,,
A,beta_good_common_T100_cap64,beta_good_common,A,100,64,refine_after_init,baseline,2000,0.0,,,,8.0,0.06122448979591836,,,,,,,,,,,,
A,beta_good_common_T100_cap64,beta_good_common,A,100,64,rule_reservoir,rule,2000,0.9995,3.975,8.0,0.9995,63.9745,0.6323928571428572,64.0,64.0,64.0,64.0,75.0,0.64,,,,,,
A,beta_good_common_T100_cap64,beta_good_common,A,100,64,uniform,baseline,2000,0.005,,,,51.0145,0.5001479591836735,87.0,96.25,99.0,100.0,100.0,0.99,,,,,,
A,beta_good_common_T200_cap64,beta_good_common,A,200,64,always_search,baseline,2000,1.0,,,,64.0,0.31313131313131315,64.0,64.0,64.0,64.0,64.0,0.32,,,,,,
A,beta_good_common_T200_cap64,beta_good_common,A,200,64,cp0,reference,2000,0.0,,,,14.0,0.06060606060606058,,,,,,,,,,,,
A,beta_good_common_T200_cap64,beta_good_common,A,200,64,fixed_K16,baseline,2000,0.0,,,,16.0,0.07070707070707072,,,,,,,,,,,,
A,beta_good_common_T200_cap64,beta_good_common,A,200,64,p3_star,reference,2000,1.0,,,,64.0,0.31313131313131315,70.0,70.0,70.0,70.0,70.0,0.35,,,,,,
A,beta_good_common_T200_cap64,beta_good_common,A,200,64,phi_k1,learned,2000,0.9675,17.3415,102.0,0.9545,63.8885,0.3125681818181818,68.0,70.0,74.0,78.0,185.0,0.37,396000.0,158460.0,0.40015151515151515,0.0,0.0,34683.0
A,beta_good_common_T200_cap64,beta_good_common,A,200,64,phi_k16,learned,2000,0.0,0.0,0.0,0.0,20.824,0.09507070707070707,,,,,,,26000.0,2353.0,0.0905,370000.0,0.0,0.0
A,beta_good_common_T200_cap64,beta_good_common,A,200,64,phi_k16_all71,learned,2000,0.0,0.0,0.0,0.0,24.056,0.1113939393939394,,,,,,,26000.0,2757.0,0.10603846153846154,370000.0,0.0,0.0
A,beta_good_common_T200_cap64,beta_good_common,A,200,64,phi_k16_clock,learned,2000,0.0,0.0,0.0,0.0,50.0,0.24242424242424232,,,,,,,26000.0,6000.0,0.23076923076923078,370000.0,0.0,0.0
A,beta_good_common_T200_cap64,beta_good_common,A,200,64,phi_k16_cs,learned,2000,0.0,0.0,0.0,0.0,20.776,0.09482828282828283,,,,,,,26000.0,2347.0,0.09026923076923077,370000.0,0.0,0.0
A,beta_good_common_T200_cap64,beta_good_common,A,200,64,phi_k16_famA_only,learned,2000,0.0,0.0,0.0,0.0,22.68,0.10444444444444445,,,,,,,26000.0,2585.0,0.09942307692307692,370000.0,0.0,0.0
A,beta_good_common_T200_cap64,beta_good_common,A,200,64,phi_k16_famB_only,learned,2000,0.0,0.0,0.0,0.0,19.36,0.08767676767676769,,,,,,,26000.0,2170.0,0.08346153846153846,370000.0,0.0,0.0
A,beta_good_common_T200_cap64,beta_good_common,A,200,64,phi_k16_guard,learned,2000,0.0,0.0,0.0,0.0,20.7965,0.09493181818181819,,,,,,,26000.0,2353.0,0.0905,370000.0,55.0,0.0
A,beta_good_common_T200_cap64,beta_good_common,A,200,64,phi_k16_hgb,learned,2000,0.094,0.832,40.0,0.094,48.041,0.23253030303030303,160.0,192.0,192.0,192.0,192.0,0.96,26000.0,7036.0,0.2706153846153846,370000.0,0.0,1664.0
A,beta_good_common_T200_cap64,beta_good_common,A,200,64,phi_k16_lucb,learned,2000,0.0,0.0,0.0,0.0,19.952,0.09066666666666667,,,,,,,26000.0,2244.0,0.08630769230769231,370000.0,0.0,0.0
A,beta_good_common_T200_cap64,beta_good_common,A,200,64,phi_k16_noT1000,learned,2000,0.0025,0.021,18.0,0.0025,27.971,0.13116666666666668,80.0,96.0,96.0,96.0,112.0,0.48,26000.0,3249.0,0.12496153846153846,370000.0,0.0,42.0
A,beta_good_common_T200_cap64,beta_good_common,A,200,64,phi_k16_noT200,learned,2000,0.003,0.03,18.0,0.003,23.49,0.10853535353535354,80.0,96.0,96.0,96.0,96.0,0.48,26000.0,2690.0,0.10346153846153847,370000.0,0.0,60.0
A,beta_good_common_T200_cap64,beta_good_common,A,200,64,phi_k16_noambig,learned,2000,0.001,0.01,18.0,0.001,31.19,0.14742424242424243,80.0,84.0,88.0,92.0,96.0,0.44,26000.0,3650.0,0.14038461538461539,370000.0,0.0,20.0
A,beta_good_common_T200_cap64,beta_good_common,A,200,64,phi_k16_nopolicy,learned,2000,0.0,0.0,0.0,0.0,35.152,0.16743434343434346,,,,,,,26000.0,4144.0,0.15938461538461537,370000.0,0.0,0.0
A,beta_good_common_T200_cap64,beta_good_common,A,200,64,phi_k16_notrunc,learned,2000,0.0005,0.001,2.0,0.0005,38.727,0.185489898989899,80.0,80.0,80.0,80.0,80.0,0.4,26000.0,4591.0,0.17657692307692308,370000.0,0.0,2.0
A,beta_good_common_T200_cap64,beta_good_common,A,200,64,phi_k16_onpolicy_only,learned,2000,0.1475,2.229,56.0,0.1475,41.876,0.2013939393939394,80.0,160.0,176.0,192.0,192.0,0.88,26000.0,5925.0,0.22788461538461538,370000.0,0.0,4458.0
A,beta_good_common_T200_cap64,beta_good_common,A,200,64,phi_k16_onpolicy_union,learned,2000,0.0,0.0,0.0,0.0,21.984,0.10092929292929294,,,,,,,26000.0,2498.0,0.09607692307692307,370000.0,0.0,0.0
A,beta_good_common_T200_cap64,beta_good_common,A,200,64,phi_k16_perstep,learned,2000,0.0,0.0,0.0,0.0,16.6265,0.07387121212121213,,,,,,,396000.0,29253.0,0.07387121212121212,0.0,0.0,0.0
A,beta_good_common_T200_cap64,beta_good_common,A,200,64,phi_k16_quality,learned,2000,0.0,0.0,0.0,0.0,18.872,0.08521212121212121,,,,,,,26000.0,2109.0,0.08111538461538462,370000.0,0.0,0.0
A,beta_good_common_T200_cap64,beta_good_common,A,200,64,phi_k16_tau05,learned,2000,0.0,0.0,0.0,0.0,20.824,0.09507070707070707,,,,,,,26000.0,2353.0,0.0905,370000.0,0.0,0.0
A,beta_good_common_T200_cap64,beta_good_common,A,200,64,phi_k16_weighted,learned,2000,0.0,0.0,0.0,0.0,20.422,0.09304040404040406,,,,,,,26000.0,2324.0,0.08938461538461538,370000.0,0.0,0.0
A,beta_good_common_T200_cap64,beta_good_common,A,200,64,phi_k4,learned,2000,0.1255,0.361,18.0,0.1255,56.325,0.2743686868686869,72.0,72.0,76.0,80.0,104.0,0.38,100000.0,27343.0,0.27343,296000.0,0.0,722.0
A,beta_good_common_T200_cap64,beta_good_common,A,200,64,phi_reservoir_rule,learned,2000,0.999,37.646,114.0,0.999,63.986,0.3130606060606061,80.0,80.0,80.0,96.0,160.0,0.4,26000.0,12454.0,0.479,370000.0,0.0,75292.0
A,beta_good_common_T200_cap64,beta_good_common,A,200,64,phi_sf_k16,learned,2000,0.0545,0.149,18.0,0.0545,45.003,0.21718686868686868,80.0,80.0,80.0,80.0,112.0,0.4,26000.0,5394.0,0.20746153846153847,370000.0,0.0,298.0
A,beta_good_common_T200_cap64,beta_good_common,A,200,64,phi_sf_k16_noT1000,learned,2000,0.0005,0.001,2.0,0.0005,23.367,0.10791414141414142,96.0,96.0,96.0,96.0,96.0,0.48,26000.0,2671.0,0.10273076923076924,370000.0,0.0,2.0
A,beta_good_common_T200_cap64,beta_good_common,A,200,64,power_a0.25,baseline,2000,0.0,,,,59.0,0.28787878787878796,,,,,,,,,,,,
A,beta_good_common_T200_cap64,beta_good_common,A,200,64,power_a0.33,baseline,2000,0.0,,,,57.0,0.2777777777777778,,,,,,,,,,,,
A,beta_good_common_T200_cap64,beta_good_common,A,200,64,power_a0.5,baseline,2000,1.0,,,,64.0,0.31313131313131315,110.0,110.0,110.0,110.0,110.0,0.55,,,,,,
A,beta_good_common_T200_cap64,beta_good_common,A,200,64,power_a0.67,baseline,2000,1.0,,,,64.0,0.31313131313131315,70.0,70.0,70.0,70.0,70.0,0.35,,,,,,
A,beta_good_common_T200_cap64,beta_good_common,A,200,64,refine_after_init,baseline,2000,0.0,,,,8.0,0.03030303030303029,,,,,,,,,,,,
A,beta_good_common_T200_cap64,beta_good_common,A,200,64,rule_reservoir,rule,2000,1.0,11.0755,27.0,1.0,64.0,0.31313131313131315,64.0,64.0,64.0,64.0,64.0,0.32,,,,,,
A,beta_good_common_T200_cap64,beta_good_common,A,200,64,uniform,baseline,2000,1.0,,,,64.0,0.31313131313131315,92.0,118.0,126.0,133.25,184.0,0.63,,,,,,
A,beta_good_common_T500_cap64,beta_good_common,A,500,64,always_search,baseline,2000,1.0,,,,64.0,0.12449799196787148,64.0,64.0,64.0,64.0,64.0,0.128,,,,,,
A,beta_good_common_T500_cap64,beta_good_common,A,500,64,cp0,reference,2000,0.0,,,,22.0,0.04016064257028114,,,,,,,,,,,,
A,beta_good_common_T500_cap64,beta_good_common,A,500,64,fixed_K16,baseline,2000,0.0,,,,16.0,0.028112449799196793,,,,,,,,,,,,
A,beta_good_common_T500_cap64,beta_good_common,A,500,64,p3_star,reference,2000,1.0,,,,64.0,0.12449799196787148,68.0,68.0,68.0,68.0,68.0,0.136,,,,,,
A,beta_good_common_T500_cap64,beta_good_common,A,500,64,phi_k1,learned,2000,1.0,435.1635,436.0,1.0,64.0,0.12449799196787148,64.0,64.0,65.0,65.0,66.0,0.13,996000.0,994327.0,0.998320281124498,0.0,0.0,870327.0
A,beta_good_common_T500_cap64,beta_good_common,A,500,64,phi_k16,learned,2000,0.0405,0.121,18.0,0.0405,42.551,0.0814277108433735,80.0,80.0,96.0,112.0,256.0,0.192,64000.0,5084.0,0.0794375,932000.0,0.0,242.0
A,beta_good_common_T500_cap64,beta_good_common,A,500,64,phi_k16_all71,learned,2000,0.229,0.698,50.0,0.229,49.422,0.09522489959839357,80.0,112.0,112.0,128.0,256.0,0.224,64000.0,6015.0,0.093984375,932000.0,0.0,1396.0
A,beta_good_common_T500_cap64,beta_good_common,A,500,64,phi_k16_clock,learned,2000,1.0,402.0,402.0,1.0,64.0,0.12449799196787148,64.0,64.0,64.0,64.0,64.0,0.128,64000.0,58000.0,0.90625,932000.0,0.0,804000.0
A,beta_good_common_T500_cap64,beta_good_common,A,500,64,phi_k16_cs,learned,2000,0.037,0.114,18.0,0.037,42.398,0.08112048192771085,80.0,80.0,96.0,140.0,256.0,0.192,64000.0,5064.0,0.079125,932000.0,0.0,228.0
A,beta_good_common_T500_cap64,beta_good_common,A,500,64,phi_k16_famA_only,learned,2000,0.026,0.052,2.0,0.026,45.124,0.08659437751004016,80.0,80.0,80.0,80.0,96.0,0.16,64000.0,5397.0,0.084328125,932000.0,0.0,104.0
A,beta_good_common_T500_cap64,beta_good_common,A,500,64,phi_k16_famB_only,learned,2000,0.0105,0.069,18.0,0.0105,36.179,0.06863253012048193,80.0,112.0,160.0,176.0,272.0,0.32,64000.0,4281.0,0.066890625,932000.0,0.0,138.0
A,beta_good_common_T500_cap64,beta_good_common,A,500,64,phi_k16_guard,learned,2000,0.0405,0.121,18.0,0.0405,42.551,0.0814277108433735,80.0,80.0,96.0,112.0,256.0,0.192,64000.0,5084.0,0.0794375,932000.0,0.0,242.0
A,beta_good_common_T500_cap64,beta_good_common,A,500,64,phi_k16_hgb,learned,2000,0.876,83.3,276.0,0.876,62.149,0.12078112449799196,112.0,336.0,400.0,448.0,496.0,0.8,64000.0,19619.0,0.306546875,932000.0,0.0,166600.0
A,beta_good_common_T500_cap64,beta_good_common,A,500,64,phi_k16_lucb,learned,2000,0.0325,0.353,34.0,0.0325,36.127,0.06852811244979921,80.0,160.0,176.0,224.0,336.0,0.352,64000.0,4310.0,0.06734375,932000.0,0.0,706.0
A,beta_good_common_T500_cap64,beta_good_common,A,500,64,phi_k16_noT1000,learned,2000,1.0,190.912,370.0,1.0,64.0,0.12449799196787148,80.0,80.0,80.0,80.0,112.0,0.16,64000.0,31614.0,0.49396875,932000.0,0.0,381824.0
