level,split,env_id,family,horizon,cap,base_seed,K,n_envs,n_episodes,regret,regret_se,regret_disc,regret_sel,k_final,search_frac,k_star,is_argmin
env,val,beta_good_common,A,200,128,5596000,4,1,500,0.12377851486206054,0.0035370437355925007,0.11824873602390289,0.0055297788381576535,4.0,0.0101010101010101,32,False
env,val,beta_good_common,A,200,128,5596000,6,1,500,0.1037878795862198,0.0032209138191919887,0.0939460791349411,0.009841800451278686,6.0,0.0202020202020202,32,False
env,val,beta_good_common,A,200,128,5596000,8,1,500,0.09080057978630066,0.002824990158215561,0.0792162344455719,0.01158434534072876,8.0,0.030303030303030293,32,False
env,val,beta_good_common,A,200,128,5596000,10,1,500,0.08115893995761872,0.0026058133941066143,0.06692493391036987,0.01423400604724884,10.0,0.0404040404040404,32,False
env,val,beta_good_common,A,200,128,5596000,12,1,500,0.07598894238471984,0.0026092060516310278,0.059353163361549374,0.016635779023170472,12.0,0.050505050505050504,32,False
env,val,beta_good_common,A,200,128,5596000,14,1,500,0.07088893008232117,0.0024513915930908146,0.05362468504905701,0.01726424503326416,14.0,0.06060606060606059,32,False
env,val,beta_good_common,A,200,128,5596000,16,1,500,0.06698641443252563,0.002362970897360619,0.04894965279102326,0.01803676164150238,16.0,0.07070707070707072,32,False
env,val,beta_good_common,A,200,128,5596000,18,1,500,0.06303323423862457,0.0022252283774967475,0.04368626892566681,0.019346965312957765,18.0,0.0808080808080808,32,False
env,val,beta_good_common,A,200,128,5596000,20,1,500,0.06157196378707886,0.002249666187624151,0.04011702382564545,0.02145493996143341,20.0,0.09090909090909091,32,False
env,val,beta_good_common,A,200,128,5596000,24,1,500,0.05759455251693726,0.0021516177995425925,0.0355887051820755,0.022005847334861755,24.0,0.11111111111111115,32,False
env,val,beta_good_common,A,200,128,5596000,28,1,500,0.05810465693473816,0.0022198417716519196,0.03177521526813507,0.026329441666603087,28.0,0.1313131313131313,32,False
env,val,beta_good_common,A,200,128,5596000,32,1,500,0.056590378761291506,0.002133732176474105,0.02827148115634918,0.02831889760494232,32.0,0.15151515151515152,32,True
env,val,beta_good_common,A,200,128,5596000,36,1,500,0.057408955454826355,0.002300607854919178,0.0261329927444458,0.03127596271038056,36.0,0.1717171717171717,32,False
env,val,beta_good_common,A,200,128,5596000,40,1,500,0.05669010269641876,0.002181251547585236,0.02371966290473938,0.03297043979167938,40.0,0.1919191919191919,32,False
env,val,beta_good_common,A,200,128,5596000,48,1,500,0.059862396121025084,0.0023944078439813656,0.01935603868961334,0.040506357431411746,48.0,0.23232323232323226,32,False
env,val,beta_good_common,A,200,128,5596000,56,1,500,0.06268751561641693,0.002494697952577823,0.01648757302761078,0.04619994258880615,56.0,0.27272727272727265,32,False
env,val,beta_good_common,A,200,128,5596000,64,1,500,0.06444945287704468,0.0025555785825800005,0.013940314531326294,0.050509138345718387,64.0,0.31313131313131315,32,False
env,val,beta_good_common,A,200,128,5596000,80,1,500,0.07036833679676056,0.002599932783556443,0.011365853786468505,0.05900248301029205,80.0,0.3939393939393939,32,False
env,val,beta_good_common,A,200,128,5596000,96,1,500,0.0732626565694809,0.0027450652746535483,0.008250512838363647,0.06501214373111724,96.0,0.4747474747474748,32,False
env,val,beta_good_common,A,200,128,5596000,128,1,500,0.08418590211868286,0.002935528590448499,0.0047900772094726565,0.07939582490921021,128.0,0.6363636363636365,32,False
env,val,beta_good_common,A,1000,128,5598000,4,1,500,0.12040429365634918,0.0032418983520715646,0.11915841829776765,0.001245875358581543,4.0,0.0020040080160320635,96,False
env,val,beta_good_common,A,1000,128,5598000,6,1,500,0.09731183207035064,0.00260802367986623,0.09527585172653198,0.0020359803438186647,6.0,0.004008016032064127,96,False
env,val,beta_good_common,A,1000,128,5598000,8,1,500,0.08424847757816314,0.002284391773235752,0.08241805684566497,0.001830420732498169,8.0,0.006012024048096194,96,False
env,val,beta_good_common,A,1000,128,5598000,10,1,500,0.07511969387531281,0.0020971945881452765,0.07299273383617401,0.002126960039138794,10.0,0.008016032064128254,96,False
env,val,beta_good_common,A,1000,128,5598000,12,1,500,0.06769309318065643,0.0018959386291349256,0.06546757054328918,0.0022255226373672486,12.0,0.010020040080160319,96,False
env,val,beta_good_common,A,1000,128,5598000,14,1,500,0.061094622135162355,0.001735340314747869,0.05885836553573608,0.0022362565994262697,14.0,0.012024048096192388,96,False
env,val,beta_good_common,A,1000,128,5598000,16,1,500,0.05665767729282379,0.0016591602748462812,0.054096164107322695,0.0025615131855010985,16.0,0.014028056112224454,96,False
env,val,beta_good_common,A,1000,128,5598000,18,1,500,0.052954784631729125,0.0016011233132757154,0.050423146724700926,0.0025316379070281984,18.0,0.016032064128256508,96,False
env,val,beta_good_common,A,1000,128,5598000,20,1,500,0.050008422374725345,0.0015216796196891784,0.04733021998405457,0.0026782023906707763,20.0,0.018036072144288574,96,False
env,val,beta_good_common,A,1000,128,5598000,24,1,500,0.04551075267791748,0.001408336788850589,0.04249608433246613,0.003014668345451355,24.0,0.02204408817635271,96,False
env,val,beta_good_common,A,1000,128,5598000,28,1,500,0.042288761973381044,0.0013459207104691573,0.03872699308395386,0.003561768889427185,28.0,0.026052104208416835,96,False
