test,recommender,level,family,horizon,cell,env_id,cap,base_seed,stratum_empty_common_support,policy,group,n_cells,n_episodes,n_cells_policy,common_support,params_tuned,regret,regret_lo,regret_hi,regret_disc,regret_disc_lo,regret_disc_hi,regret_sel,regret_sel_lo,regret_sel_hi,d_disc_vs_cp0,d_disc_vs_cp0_lo,d_disc_vs_cp0_hi,d_sel_vs_cp0,d_sel_vs_cp0_lo,d_sel_vs_cp0_hi,d_regret_vs_cp0,d_regret_vs_cp0_lo,d_regret_vs_cp0_hi,cp0_ref_tuned,cp0_n_excluded_untuned
A,posterior_mean_shrunk,cell,A,1000,beta_good_common_T1000_cap64,beta_good_common,64,10013000,False,always_search,baseline,1,2000,1,True,True,0.029659277498722075,0.02869524951092899,0.030673665599897502,0.02319330024719238,0.022471477556973696,0.023929699277505278,0.006465977251529693,0.005927056376822293,0.0070337065146304665,-0.013263908594846725,-0.014143575634807348,-0.012434212258085608,0.001439953029155731,0.0007425107512972319,0.0021472130785696202,-0.011823955565690995,-0.013002057909034193,-0.01066057481803,True,0
A,posterior_mean_shrunk,cell,A,1000,beta_good_common_T1000_cap64,beta_good_common,64,10013000,False,cp0,reference,1,2000,1,True,True,0.04148323306441307,0.040229670517146585,0.042792665492743256,0.03645720884203911,0.03544525085017085,0.03750283410772681,0.005026024222373963,0.004512799705844372,0.005549540976062417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
A,posterior_mean_shrunk,cell,A,1000,beta_good_common_T1000_cap64,beta_good_common,64,10013000,False,fixed_K16,baseline,1,2000,1,True,True,0.058145105808973314,0.056533410027623174,0.05981115447357297,0.05507224008440972,0.05358768096193671,0.05661861952394247,0.0030728657245635985,0.0027003854222130033,0.00345744572696276,0.018615031242370607,0.017419919185340405,0.019851429108530282,-0.0019531584978103637,-0.00254996414296329,-0.0013483158923918385,0.01666187274456024,0.015229596872814,0.018113778671249747,True,0
A,posterior_mean_shrunk,cell,A,1000,beta_good_common_T1000_cap64,beta_good_common,64,10013000,False,p3_star,reference,1,2000,1,True,True,0.029659277498722075,0.02869524951092899,0.030673665599897502,0.02319330024719238,0.022471477556973696,0.023929699277505278,0.006465977251529693,0.005927056376822293,0.0070337065146304665,-0.013263908594846725,-0.014143575634807348,-0.012434212258085608,0.001439953029155731,0.0007425107512972319,0.0021472130785696202,-0.011823955565690995,-0.013002057909034193,-0.01066057481803,True,0
A,posterior_mean_shrunk,cell,A,1000,beta_good_common_T1000_cap64,beta_good_common,64,10013000,False,phi_k1,learned,1,2000,1,True,True,0.029659277498722075,0.02869524951092899,0.030673665599897502,0.02319330024719238,0.022471477556973696,0.023929699277505278,0.006465977251529693,0.005927056376822293,0.0070337065146304665,-0.013263908594846725,-0.014143575634807348,-0.012434212258085608,0.001439953029155731,0.0007425107512972319,0.0021472130785696202,-0.011823955565690995,-0.013002057909034193,-0.01066057481803,True,0
A,posterior_mean_shrunk,cell,A,1000,beta_good_common_T1000_cap64,beta_good_common,64,10013000,False,phi_k16,learned,1,2000,1,True,True,0.029659277498722075,0.02869524951092899,0.030673665599897502,0.02319330024719238,0.022471477556973696,0.023929699277505278,0.006465977251529693,0.005927056376822293,0.0070337065146304665,-0.013263908594846725,-0.014143575634807348,-0.012434212258085608,0.001439953029155731,0.0007425107512972319,0.0021472130785696202,-0.011823955565690995,-0.013002057909034193,-0.01066057481803,True,0
A,posterior_mean_shrunk,cell,A,1000,beta_good_common_T1000_cap64,beta_good_common,64,10013000,False,phi_k16_all71,learned,1,2000,1,True,True,0.029659277498722075,0.02869524951092899,0.030673665599897502,0.02319330024719238,0.022471477556973696,0.023929699277505278,0.006465977251529693,0.005927056376822293,0.0070337065146304665,-0.013263908594846725,-0.014143575634807348,-0.012434212258085608,0.001439953029155731,0.0007425107512972319,0.0021472130785696202,-0.011823955565690995,-0.013002057909034193,-0.01066057481803,True,0
A,posterior_mean_shrunk,cell,A,1000,beta_good_common_T1000_cap64,beta_good_common,64,10013000,False,phi_k16_clock,learned,1,2000,1,True,True,0.029659277498722075,0.02869524951092899,0.030673665599897502,0.02319330024719238,0.022471477556973696,0.023929699277505278,0.006465977251529693,0.005927056376822293,0.0070337065146304665,-0.013263908594846725,-0.014143575634807348,-0.012434212258085608,0.001439953029155731,0.0007425107512972319,0.0021472130785696202,-0.011823955565690995,-0.013002057909034193,-0.01066057481803,True,0
A,posterior_mean_shrunk,cell,A,1000,beta_good_common_T1000_cap64,beta_good_common,64,10013000,False,phi_k16_cs,learned,1,2000,1,True,True,0.029659277498722075,0.02869524951092899,0.030673665599897502,0.02319330024719238,0.022471477556973696,0.023929699277505278,0.006465977251529693,0.005927056376822293,0.0070337065146304665,-0.013263908594846725,-0.014143575634807348,-0.012434212258085608,0.001439953029155731,0.0007425107512972319,0.0021472130785696202,-0.011823955565690995,-0.013002057909034193,-0.01066057481803,True,0
A,posterior_mean_shrunk,cell,A,1000,beta_good_common_T1000_cap64,beta_good_common,64,10013000,False,phi_k16_famA_only,learned,1,2000,1,True,True,0.029664918512105943,0.028707239730283617,0.03068078411743045,0.023216284334659578,0.022500455286353825,0.023952778708189727,0.006448634177446366,0.005919459590222687,0.007015397399663925,-0.013240924507379532,-0.014124062820337712,-0.012411214015446604,0.001422609955072403,0.0007339115647482687,0.0021208079648204147,-0.011818314552307129,-0.012999605969525874,-0.010656985943205655,True,0
