level,split,env_id,family,horizon,cap,base_seed,K,n_envs,n_episodes,regret,regret_se,regret_disc,regret_sel,k_final,search_frac,k_star,is_argmin
env,val,beta_good_common,A,200,48,5007000,4,1,500,0.1263918058872223,0.0038313391757662666,0.1188339946269989,0.007557811260223389,4.0,0.0101010101010101,32,False
env,val,beta_good_common,A,200,48,5007000,6,1,500,0.10207794487476349,0.0030941074666217634,0.09192786598205567,0.010150078892707824,6.0,0.0202020202020202,32,False
env,val,beta_good_common,A,200,48,5007000,8,1,500,0.08643989741802216,0.002773181052661784,0.07523472046852112,0.011205176949501038,8.0,0.030303030303030293,32,False
env,val,beta_good_common,A,200,48,5007000,10,1,500,0.07883370900154114,0.002773704423034731,0.06355975580215455,0.015273953199386597,10.0,0.0404040404040404,32,False
env,val,beta_good_common,A,200,48,5007000,12,1,500,0.07208379006385804,0.0025134534842597487,0.05656084454059601,0.015522945523262024,12.0,0.050505050505050504,32,False
env,val,beta_good_common,A,200,48,5007000,14,1,500,0.06584981393814086,0.0024289329384721823,0.048595670580863955,0.017254143357276916,14.0,0.06060606060606059,32,False
env,val,beta_good_common,A,200,48,5007000,16,1,500,0.060669406294822696,0.0022847820803017166,0.04345183491706848,0.01721757137775421,16.0,0.07070707070707072,32,False
env,val,beta_good_common,A,200,48,5007000,18,1,500,0.0578048974275589,0.0021607290238753137,0.040293855667114256,0.017511041760444643,18.0,0.0808080808080808,32,False
env,val,beta_good_common,A,200,48,5007000,20,1,500,0.055629945278167725,0.0021421925505712763,0.03693214190006256,0.018697803378105164,20.0,0.09090909090909091,32,False
env,val,beta_good_common,A,200,48,5007000,24,1,500,0.05370667469501495,0.002116128312699414,0.03225487220287323,0.021451802492141722,24.0,0.11111111111111115,32,False
env,val,beta_good_common,A,200,48,5007000,28,1,500,0.050981372475624086,0.002084220368813102,0.028204412341117858,0.022776960134506224,28.0,0.1313131313131313,32,False
env,val,beta_good_common,A,200,48,5007000,32,1,500,0.0490139627456665,0.002025714717595473,0.024735877633094788,0.024278085112571717,32.0,0.15151515151515152,32,True
env,val,beta_good_common,A,200,48,5007000,36,1,500,0.054081531763076784,0.0023417218535983064,0.023106926918029784,0.030974604845046997,36.0,0.1717171717171717,32,False
env,val,beta_good_common,A,200,48,5007000,40,1,500,0.0559526629447937,0.0023686699231404815,0.02083963692188263,0.035113026022911074,40.0,0.1919191919191919,32,False
env,val,beta_good_common,A,200,48,5007000,48,1,500,0.05442175054550171,0.0023405061891158905,0.017437222480773926,0.03698452806472778,48.0,0.23232323232323226,32,False
env,val,beta_good_common,A,1000,48,5013000,4,1,500,0.1305458242893219,0.0035006761229056703,0.12941123723983763,0.001134587049484253,4.0,0.0020040080160320635,48,False
env,val,beta_good_common,A,1000,48,5013000,6,1,500,0.10309552323818207,0.002840178064368416,0.10113476729393005,0.001960755944252014,6.0,0.004008016032064127,48,False
env,val,beta_good_common,A,1000,48,5013000,8,1,500,0.08649299359321594,0.002385515558215765,0.0834473524093628,0.0030456411838531493,8.0,0.006012024048096194,48,False
env,val,beta_good_common,A,1000,48,5013000,10,1,500,0.07499986970424652,0.0022186268677689427,0.07200771498680114,0.0029921547174453734,10.0,0.008016032064128254,48,False
env,val,beta_good_common,A,1000,48,5013000,12,1,500,0.06756655406951904,0.0020064139279863964,0.06477376794815064,0.002792786121368408,12.0,0.010020040080160319,48,False
env,val,beta_good_common,A,1000,48,5013000,14,1,500,0.06077589476108551,0.0017574509757468664,0.058223221898078915,0.0025526728630065917,14.0,0.012024048096192388,48,False
env,val,beta_good_common,A,1000,48,5013000,16,1,500,0.05606990301609039,0.0016298984290800233,0.053562036156654357,0.002507866859436035,16.0,0.014028056112224454,48,False
env,val,beta_good_common,A,1000,48,5013000,18,1,500,0.05334273362159729,0.001549653453509628,0.05077282750606537,0.0025699061155319215,18.0,0.016032064128256508,48,False
env,val,beta_good_common,A,1000,48,5013000,20,1,500,0.05069849956035614,0.0014829773342908766,0.04755095767974853,0.003147541880607605,20.0,0.018036072144288574,48,False
env,val,beta_good_common,A,1000,48,5013000,24,1,500,0.044395764112472536,0.0013090297819556933,0.04164321196079254,0.0027525521516799925,24.0,0.02204408817635271,48,False
env,val,beta_good_common,A,1000,48,5013000,28,1,500,0.041348416924476626,0.0013023146871729305,0.0377880756855011,0.003560341238975525,28.0,0.026052104208416835,48,False
env,val,beta_good_common,A,1000,48,5013000,32,1,500,0.03901349353790283,0.0012592613261256144,0.03492140972614288,0.004092083811759949,32.0,0.030060120240480957,48,False
env,val,beta_good_common,A,1000,48,5013000,36,1,500,0.03696070313453674,0.0012205245429112908,0.03267770397663117,0.004282999157905578,36.0,0.03406813627254508,48,False
env,val,beta_good_common,A,1000,48,5013000,40,1,500,0.03537402093410492,0.0012146709442191672,0.03047465932369232,0.004899361610412598,40.0,0.038076152304609215,48,False
env,val,beta_good_common,A,1000,48,5013000,48,1,500,0.03277073049545288,0.0011327559698734713,0.02724211776256561,0.005528612732887268,48.0,0.04609218436873748,48,True
env,val,beta_mostly_mediocre,A,200,48,5037000,4,1,500,0.195270099401474,0.004640923916401104,0.18093291288614274,0.014337186515331269,4.0,0.0101010101010101,28,False
env,val,beta_mostly_mediocre,A,200,48,5037000,6,1,500,0.16914861261844635,0.0040613780549156155,0.14978828644752504,0.019360326170921326,6.0,0.0202020202020202,28,False
env,val,beta_mostly_mediocre,A,200,48,5037000,8,1,500,0.15484612387418747,0.003958956499273189,0.13422481417655946,0.020621309697628022,8.0,0.030303030303030293,28,False
env,val,beta_mostly_mediocre,A,200,48,5037000,10,1,500,0.14959264075756074,0.003980291811652848,0.12464388573169709,0.024948755025863648,10.0,0.0404040404040404,28,False
env,val,beta_mostly_mediocre,A,200,48,5037000,12,1,500,0.1449268125295639,0.003914485518533258,0.11424287569522858,0.03068393683433533,12.0,0.050505050505050504,28,False
env,val,beta_mostly_mediocre,A,200,48,5037000,14,1,500,0.1382042128443718,0.00379283905472527,0.10537362754344941,0.032830585300922394,14.0,0.06060606060606059,28,False
env,val,beta_mostly_mediocre,A,200,48,5037000,16,1,500,0.13290504068136216,0.0037912556152932056,0.09759489989280701,0.03531014078855515,16.0,0.07070707070707072,28,False
env,val,beta_mostly_mediocre,A,200,48,5037000,18,1,500,0.13534110873937608,0.003908541274071266,0.0918397057056427,0.04350140303373337,18.0,0.0808080808080808,28,False
env,val,beta_mostly_mediocre,A,200,48,5037000,20,1,500,0.13239198100566865,0.0038406850815001885,0.08813554704189301,0.044256433963775633,20.0,0.09090909090909091,28,False
env,val,beta_mostly_mediocre,A,200,48,5037000,24,1,500,0.13323283249139786,0.003889283159428256,0.08106647002696991,0.05216636246442795,24.0,0.11111111111111115,28,False
