test,recommender,variant,policy,oof_auc_env,oof_bal_acc_tau_off,tau_off,oof_bal_acc_05,k,feature_set,n_features,regret_pooled,regret_lo,regret_hi,d_regret_vs_cp0,d_regret_vs_cp0_lo,d_regret_vs_cp0_hi,search_frac,n_cells,regret_family_A,regret_family_B
A,empirical,clock_quality_evidence_k16_famB_only,phi_k16_famB_only,0.7408721777310359,0.6782047599005802,0.63,0.6518140975178262,16,clock_quality_evidence,62,0.11503418377470771,0.11432290607015602,0.11575986553740222,-0.03355297722289779,-0.03443117456583423,-0.03266516178347956,0.2437716813984895,40,0.13654331269034808,0.09352505485906733
A,lcb,clock_quality_evidence_k16_famB_only,phi_k16_famB_only,0.7408721777310359,0.6782047599005802,0.63,0.6518140975178262,16,clock_quality_evidence,62,0.11015677490643538,0.10947284189787751,0.11083347538115049,-0.03814488014751205,-0.03898004849754216,-0.037302385657167175,0.2437716813984895,40,0.13272125977208415,0.08759229004078661
A,oracle_prior,clock_quality_evidence_k16_famB_only,phi_k16_famB_only,0.7408721777310359,0.6782047599005802,0.63,0.6518140975178262,16,clock_quality_evidence,62,0.11012608674354234,0.10944221340141666,0.1108014945571631,-0.038137265359564666,-0.038975881592778025,-0.03729658222582657,0.2437716813984895,40,0.13271236406122847,0.08753980942585622
A,posterior_mean,clock_quality_evidence_k16_famB_only,phi_k16_famB_only,0.7408721777310359,0.6782047599005802,0.63,0.6518140975178262,16,clock_quality_evidence,62,0.11084241166143291,0.11014718221093062,0.11152484893318615,-0.037479287953827045,-0.038321563029603566,-0.03663670444140735,0.2437716813984895,40,0.1334822312216151,0.08820259210125078
A,posterior_mean_shrunk,clock_quality_evidence_k16_famB_only,phi_k16_famB_only,0.7408721777310359,0.6782047599005802,0.63,0.6518140975178262,16,clock_quality_evidence,62,0.11016625129337738,0.10948439957734081,0.11083857812540372,-0.038104755713745,-0.038935410035919625,-0.03726245039346395,0.2437716813984895,40,0.13276056250264445,0.08757194008411026
A,empirical,clock_quality_evidence_k16_noT1000,phi_k16_noT1000,0.7603558235061507,0.6902805795031922,0.65,0.666488633995741,16,clock_quality_evidence,62,0.12153813598472518,0.12075989548466168,0.12231268503761385,-0.027049025012880333,-0.027977849968874577,-0.02611575310492299,0.2875783570808107,40,0.14070542017324844,0.10237085179620191
A,lcb,clock_quality_evidence_k16_noT1000,phi_k16_noT1000,0.7603558235061507,0.6902805795031922,0.65,0.666488633995741,16,clock_quality_evidence,62,0.11239186587836483,0.11170021681034996,0.11308691683290817,-0.03590978917558259,-0.036760948746348276,-0.03506257515466132,0.2875783570808107,40,0.1358061697827281,0.08897756197400158
A,oracle_prior,clock_quality_evidence_k16_noT1000,phi_k16_noT1000,0.7603558235061507,0.6902805795031922,0.65,0.666488633995741,16,clock_quality_evidence,62,0.1123679443890218,0.11167569788522087,0.1130623268234922,-0.03589540771408519,-0.036749287984857805,-0.0350429846120096,0.2875783570808107,40,0.13578598846212045,0.08894990031592315
A,posterior_mean,clock_quality_evidence_k16_noT1000,phi_k16_noT1000,0.7603558235061507,0.6902805795031922,0.65,0.666488633995741,16,clock_quality_evidence,62,0.11267719663145144,0.11199447452716413,0.11337562705448363,-0.03564450298380852,-0.03649441028712317,-0.03479190771613503,0.2875783570808107,40,0.1360871963333433,0.08926719692955958
A,posterior_mean_shrunk,clock_quality_evidence_k16_noT1000,phi_k16_noT1000,0.7603558235061507,0.6902805795031922,0.65,0.666488633995741,16,clock_quality_evidence,62,0.1123881671831001,0.1117004853686376,0.11308065838995389,-0.03588283982402227,-0.036737201806972736,-0.03503631454188508,0.2875783570808107,40,0.13579207419246447,0.08898426017373567
A,empirical,clock_quality_evidence_k16_noT200,phi_k16_noT200,0.7485838418628783,0.6864531582413046,0.64,0.6566067511068873,16,clock_quality_evidence,62,0.11527950296029994,0.11454497251368594,0.11600929107749834,-0.03330765803730555,-0.034191549482711706,-0.032420138490706456,0.2562849395641143,40,0.13610379452746055,0.09445521139313932
A,lcb,clock_quality_evidence_k16_noT200,phi_k16_noT200,0.7485838418628783,0.6864531582413046,0.64,0.6566067511068873,16,clock_quality_evidence,62,0.10959315181508973,0.10890725668126834,0.11027359415107639,-0.0387085032388577,-0.03954598728712881,-0.03787435701568029,0.2562849395641143,40,0.13196786027080887,0.08721844335937057
A,oracle_prior,clock_quality_evidence_k16_noT200,phi_k16_noT200,0.7485838418628783,0.6864531582413046,0.64,0.6566067511068873,16,clock_quality_evidence,62,0.10958322223149553,0.10889290424223873,0.11026449910488736,-0.03868012987161146,-0.03951782183983596,-0.03784936696996737,0.2562849395641143,40,0.13196999265007253,0.08719645181291853
A,posterior_mean,clock_quality_evidence_k16_noT200,phi_k16_noT200,0.7485838418628783,0.6864531582413046,0.64,0.6566067511068873,16,clock_quality_evidence,62,0.11031192279523785,0.10962086772095063,0.11099491803033742,-0.03800977682002212,-0.03886370648928277,-0.037165251372061905,0.2562849395641143,40,0.13276519462902725,0.08785865096144845
A,posterior_mean_shrunk,clock_quality_evidence_k16_noT200,phi_k16_noT200,0.7485838418628783,0.6864531582413046,0.64,0.6566067511068873,16,clock_quality_evidence,62,0.10960029413573757,0.10891288069149595,0.11027649028568703,-0.03867071287138478,-0.03950662085597287,-0.03784025446504529,0.2562849395641143,40,0.1319778174792933,0.08722277079218184
A,empirical,clock_sf_quality_cs_k16,phi_sf_k16,0.7480919975302374,0.6851796571506494,0.65,0.6540371564126168,16,clock_sf_quality_cs,56,0.11749556832432825,0.11674782339541706,0.11824557229294443,-0.031091592673277223,-0.03200151022216233,-0.030181892095915826,0.2810937044318723,40,0.137252779030089,0.09773835761856756
A,lcb,clock_sf_quality_cs_k16,phi_sf_k16,0.7480919975302374,0.6851796571506494,0.65,0.6540371564126168,16,clock_sf_quality_cs,56,0.10985724991079734,0.10917363727436168,0.11053488346886298,-0.038444405143150104,-0.03931270390767167,-0.03758904962520774,0.2810937044318723,40,0.13205687077097172,0.08765762905062292
A,oracle_prior,clock_sf_quality_cs_k16,phi_sf_k16,0.7480919975302374,0.6851796571506494,0.65,0.6540371564126168,16,clock_sf_quality_cs,56,0.10984585678134429,0.10915842606940714,0.11052380343229742,-0.038417495321762724,-0.0392846611089044,-0.03756227673395188,0.2810937044318723,40,0.13205447108871815,0.0876372424739704
A,posterior_mean,clock_sf_quality_cs_k16,phi_sf_k16,0.7480919975302374,0.6851796571506494,0.65,0.6540371564126168,16,clock_sf_quality_cs,56,0.11064161608929826,0.10995113542463514,0.11132978106325025,-0.03768008352596171,-0.03855693543468078,-0.03683069243750651,0.2810937044318723,40,0.13289995194928414,0.08838328022931237
A,posterior_mean_shrunk,clock_sf_quality_cs_k16,phi_sf_k16,0.7480919975302374,0.6851796571506494,0.65,0.6540371564126168,16,clock_sf_quality_cs,56,0.10983892104611115,0.10915404506158666,0.11051573691620434,-0.03843208596101122,-0.039304087113050626,-0.037575087060977244,0.2810937044318723,40,0.13204597309730526,0.08763186899491701
A,empirical,clock_sf_quality_cs_k16_noT1000,phi_sf_k16_noT1000,0.7543370567829621,0.6884493004152987,0.65,0.6611476396230416,16,clock_sf_quality_cs,56,0.11559851266177686,0.11488412443664857,0.11631915459118317,-0.03298864833582866,-0.033857840877572015,-0.03210406183599843,0.24442279307853845,40,0.137969352274399,0.0932276730491547
A,lcb,clock_sf_quality_cs_k16_noT1000,phi_sf_k16_noT1000,0.7543370567829621,0.6884493004152987,0.65,0.6611476396230416,16,clock_sf_quality_cs,56,0.110664948864892,0.10997929254575865,0.11134692576764792,-0.03763670618905544,-0.03846573902628734,-0.03680284851223405,0.24442279307853845,40,0.13346690687202425,0.08786299085775973
A,oracle_prior,clock_sf_quality_cs_k16_noT1000,phi_sf_k16_noT1000,0.7543370567829621,0.6884493004152987,0.65,0.6611476396230416,16,clock_sf_quality_cs,56,0.11063481815443921,0.1099496115672082,0.11131583359710931,-0.037628533948667796,-0.03845099596241198,-0.03679490168848133,0.24442279307853845,40,0.133456293546041,0.08781334276283743
A,posterior_mean,clock_sf_quality_cs_k16_noT1000,phi_sf_k16_noT1000,0.7543370567829621,0.6884493004152987,0.65,0.6611476396230416,16,clock_sf_quality_cs,56,0.11159677397013254,0.11090970307734097,0.1122845463379781,-0.0367249256451274,-0.03757373486470897,-0.035882531930910774,0.24442279307853845,40,0.13459769965381058,0.08859584828645457
A,posterior_mean_shrunk,clock_sf_quality_cs_k16_noT1000,phi_sf_k16_noT1000,0.7543370567829621,0.6884493004152987,0.65,0.6611476396230416,16,clock_sf_quality_cs,56,0.11067361075119661,0.10998953864087525,0.11135207137500402,-0.037597396255925744,-0.03842199957398407,-0.03676937973941676,0.24442279307853845,40,0.13350609768964858,0.08784112381274463
A,empirical,phi_k16_onpolicy_union,phi_k16_onpolicy_union,0.7467141954140203,0.6832116478950474,0.62,0.6588958374318175,16,clock_quality_evidence,62,0.11338959270610247,0.11267930269008501,0.11410205623949878,-0.035197568291503015,-0.03606447991849564,-0.03432350774251973,0.2552500235549943,40,0.13478621670405044,0.09199296870815452
A,lcb,phi_k16_onpolicy_union,phi_k16_onpolicy_union,0.7467141954140203,0.6832116478950474,0.62,0.6588958374318175,16,clock_quality_evidence,62,0.10955007434388571,0.10886303777522698,0.11022478811064501,-0.03875158071006172,-0.03959476889809593,-0.03790341918574995,0.2552500235549943,40,0.13213103264266174,0.0869691160451097
A,oracle_prior,phi_k16_onpolicy_union,phi_k16_onpolicy_union,0.7467141954140203,0.6832116478950474,0.62,0.6588958374318175,16,clock_quality_evidence,62,0.10954135841181452,0.10885391751748102,0.11021545823510678,-0.038721993691292485,-0.03956138226247276,-0.03787542595171544,0.2552500235549943,40,0.13213144882762354,0.08695126799600547
A,posterior_mean,phi_k16_onpolicy_union,phi_k16_onpolicy_union,0.7467141954140203,0.6832116478950474,0.62,0.6588958374318175,16,clock_quality_evidence,62,0.10994256680701402,0.10925844316276198,0.11062685982833499,-0.03837913280824595,-0.03922371058179124,-0.03753205369095668,0.2552500235549943,40,0.132571473594095,0.08731366001993303
A,posterior_mean_shrunk,phi_k16_onpolicy_union,phi_k16_onpolicy_union,0.7467141954140203,0.6832116478950474,0.62,0.6588958374318175,16,clock_quality_evidence,62,0.10955884416209485,0.10886843788000988,0.11023639745617402,-0.03871216284502753,-0.03955300003326556,-0.03786481909621216,0.2552500235549943,40,0.13215467345634022,0.08696301486784941
A,empirical,phi_k16_onpolicy_only,phi_k16_onpolicy_only,0.7027460792433382,0.660534856710329,0.57,0.6534241527032789,16,clock_quality_evidence,62,0.1399549306577748,0.1390630595642142,0.14084250470157714,-0.008632230339830677,-0.00967371100676246,-0.007594527729525,0.2751490664876556,40,0.1584156642319649,0.12149419708358473
A,lcb,phi_k16_onpolicy_only,phi_k16_onpolicy_only,0.7027460792433382,0.660534856710329,0.57,0.6534241527032789,16,clock_quality_evidence,62,0.11577739493482878,0.11505589899228652,0.11649223769869423,-0.032524260119118666,-0.03339972755195504,-0.03165097624680129,0.2751490664876556,40,0.1388127479593284,0.09274204191032913
A,oracle_prior,phi_k16_onpolicy_only,phi_k16_onpolicy_only,0.7027460792433382,0.660534856710329,0.57,0.6534241527032789,16,clock_quality_evidence,62,0.11570043304161301,0.11498412437300431,0.11641710414056433,-0.03256291906149399,-0.03343999566971433,-0.03169059951135978,0.2751490664876556,40,0.13873409236921144,0.09266677371401455
A,posterior_mean,phi_k16_onpolicy_only,phi_k16_onpolicy_only,0.7027460792433382,0.660534856710329,0.57,0.6534241527032789,16,clock_quality_evidence,62,0.1163757833420452,0.11565162583545316,0.11708914496586659,-0.03194591627321479,-0.032824220563911696,-0.031067901040150902,0.2751490664876556,40,0.13950049244780238,0.09325107423628796
A,posterior_mean_shrunk,phi_k16_onpolicy_only,phi_k16_onpolicy_only,0.7027460792433382,0.660534856710329,0.57,0.6534241527032789,16,clock_quality_evidence,62,0.11574819381115158,0.11502778398076771,0.11646104426064995,-0.03252281319597078,-0.03339672810709999,-0.0316469353166508,0.2751490664876556,40,0.1387495089980788,0.09274687862422433
