row,policy,reference,test,horizon,delta,lo,hi,se,win,n_cells,n_episodes,n_envs,cluster_lo,cluster_hi,cluster_se,cluster_p,cluster_p_sign,cluster_boot_t_lo,cluster_boot_t_hi,cluster_pct_lo,cluster_pct_hi,cluster_min_env,cluster_max_env,cluster_degenerate,cluster_method,p_holm,mei,verdict,as_registered
primary,phi_k4,level_star,robust,all,-1.7571676387969016e-05,-0.0005521237353551099,0.00051234242269821,0.0002710738938187571,0.49976666666666664,90,45000,30,-0.0007111787199980988,0.0006760353672221607,0.0003391340655941489,0.9590326674692158,,-0.0007601214470030583,0.0006282289347417829,-0.0006842921638431856,0.0006175022014238245,,,False,env_mean_t,,0.002,refuted,True
secondary,phi_k4,level_star,robust,50,-1.1756523294995219e-05,-0.0013001590074660872,0.001294409075217942,0.0006553638741891808,0.5023333333333333,30,15000,30,-0.0019128666827049274,0.001889353636114937,0.0009295338382772081,0.9899954257644685,,-0.0019546646034202205,0.001844881180523924,-0.0018296282723383047,0.0017087006995516504,,,False,env_mean_t,0.9899954257644685,0.002,,True
secondary,phi_k4,level_star,robust,100,-0.00039452315966288256,-0.0012526163594176374,0.0004772460659593338,0.0004440836844799036,0.4989666666666667,30,15000,30,-0.0012840907964542791,0.0004950444771285139,0.0004349475572160115,0.3718513161872562,,-0.0012757013548284355,0.0004902000877152769,-0.0012246953361729777,0.00044443123181660976,,,False,env_mean_t,0.7437026323745124,0.002,,True
secondary,phi_k4,level_star,robust,200,0.00035356465379397074,-3.514717350403474e-05,0.0007352107290923595,0.00019481249703454676,0.49800000000000005,30,15000,30,-0.0002175441967575483,0.0009246735043454898,0.0002792394745247209,0.215529083564676,,-0.00013324357237500732,0.001078810166309612,-0.0001507673591375351,0.0009123485940198103,,,False,env_mean_t,0.646587250694028,0.002,,True
structural,phi_k4,level_star,robust,500,-5.451218287150064e-06,-1.7303492724895478e-05,5.994274715582526e-06,5.9752869877810395e-06,0.5005666666666666,30,15000,30,-1.8199890315213246e-05,7.297453740913119e-06,6.233369478631875e-06,0.38901932208958834,,-0.0007113552225636763,2.429147707820312e-06,-1.846754550933838e-05,1.8604358037312825e-06,,,False,env_mean_t,,0.002,,True
structural,phi_k4,level_star,robust,1000,-2.3710330327351887e-07,-2.1002265810966486e-06,1.7970714966456082e-06,9.946858351321638e-07,0.5001,30,15000,30,-7.827511336078361e-07,3.085445270607984e-07,2.667904958414999e-07,0.3814637306830564,,-1.1188862558218809e-05,1.0564331958264906e-07,-8.027315139770507e-07,9.142160415649413e-08,,,False,env_mean_t,,0.002,,True
