level,split,env_id,horizon,cap,base_seed,alpha,c,b,n_envs,n_episodes,regret,regret_se,k_final,search_frac,is_argmin
env,val,beta_good_common,200,48,5007000,0.5,3.0,0.0,1,500,0.05665026915073395,0.0024145902094818658,43.0,0.20707070707070716,False
env,val,beta_good_common,200,48,5007000,0.5,4.0,0.0,1,500,0.05442175054550171,0.0023405061891158905,48.0,0.23232323232323226,False
env,val,beta_good_common,200,48,5007000,0.5,3.0,4.0,1,500,0.05127920210361481,0.0021489539921397123,33.392,0.15854545454545457,False
env,val,beta_good_common,200,48,5007000,0.5,6.0,0.0,1,500,0.05442175054550171,0.0023405061891158905,48.0,0.23232323232323226,False
env,val,beta_good_common,200,48,5007000,0.5,3.0,2.0,1,500,0.05337668752670288,0.0023039848115697058,37.812,0.18086868686868687,False
env,val,beta_good_common,200,48,5007000,0.5,4.0,2.0,1,500,0.054960596799850464,0.0023591916612047533,47.824,0.23143434343434338,False
env,val,beta_good_common,200,48,5007000,0.5,3.0,6.0,1,500,0.05174305617809296,0.002113890835626895,29.488,0.13882828282828286,False
env,val,beta_good_common,200,48,5007000,0.5,4.0,4.0,1,500,0.054506397485733035,0.002307212944190417,43.676,0.21048484848484847,False
env,val,beta_good_common,200,48,5007000,0.5,4.0,6.0,1,500,0.0516598459482193,0.0022526544520307754,38.622,0.18495959595959596,False
env,val,beta_good_common,200,48,5007000,0.5,6.0,2.0,1,500,0.05442175054550171,0.0023405061891158905,48.0,0.23232323232323226,False
env,val,beta_good_common,200,48,5007000,0.5,3.0,8.0,1,500,0.05396563887596131,0.002200518870044627,26.28,0.12262626262626262,False
env,val,beta_good_common,200,48,5007000,0.5,4.0,8.0,1,500,0.052403522729873656,0.0022564051112200258,33.966,0.16144444444444445,False
env,val,beta_good_common,200,48,5007000,0.5,6.0,4.0,1,500,0.05442175054550171,0.0023405061891158905,48.0,0.23232323232323226,False
env,val,beta_good_common,200,48,5007000,0.5,6.0,6.0,1,500,0.054809212327003476,0.002353660863861628,47.738,0.23099999999999998,False
env,val,beta_good_common,200,48,5007000,0.5,8.0,0.0,1,500,0.05442175054550171,0.0023405061891158905,48.0,0.23232323232323226,False
env,val,beta_good_common,200,48,5007000,0.5,8.0,2.0,1,500,0.05442175054550171,0.0023405061891158905,48.0,0.23232323232323226,False
env,val,beta_good_common,200,48,5007000,0.75,1.0,0.0,1,500,0.05442175054550171,0.0023405061891158905,48.0,0.23232323232323226,False
env,val,beta_good_common,200,48,5007000,0.5,8.0,4.0,1,500,0.05442175054550171,0.0023405061891158905,48.0,0.23232323232323226,False
env,val,beta_good_common,200,48,5007000,0.5,8.0,6.0,1,500,0.05442175054550171,0.0023405061891158905,48.0,0.23232323232323226,False
env,val,beta_good_common,200,48,5007000,0.5,8.0,8.0,1,500,0.054852120995521544,0.002356446290406434,47.918,0.23190909090909087,False
env,val,beta_good_common,200,48,5007000,0.5,6.0,8.0,1,500,0.055167517304420474,0.002333210432289274,45.428,0.21933333333333332,False
env,val,beta_good_common,200,48,5007000,0.75,1.0,2.0,1,500,0.05490009558200836,0.0023798397063040143,46.64,0.22545454545454544,False
env,val,beta_good_common,200,48,5007000,0.75,1.0,6.0,1,500,0.051113646745681765,0.0022640163247053553,36.526,0.17437373737373735,False
env,val,beta_good_common,200,48,5007000,0.75,1.0,4.0,1,500,0.054434381008148194,0.0022873066758895707,41.38,0.1988888888888889,False
env,val,beta_good_common,200,48,5007000,0.75,1.5,0.0,1,500,0.05442175054550171,0.0023405061891158905,48.0,0.23232323232323226,False
env,val,beta_good_common,200,48,5007000,0.75,1.0,8.0,1,500,0.053017104506492614,0.0022259793004145633,32.058,0.1518080808080808,False
env,val,beta_good_common,200,48,5007000,0.75,1.5,2.0,1,500,0.05442175054550171,0.0023405061891158905,48.0,0.23232323232323226,False
env,val,beta_good_common,200,48,5007000,0.75,2.0,0.0,1,500,0.05442175054550171,0.0023405061891158905,48.0,0.23232323232323226,False
env,val,beta_good_common,200,48,5007000,0.75,1.5,4.0,1,500,0.05442175054550171,0.0023405061891158905,47.994,0.23229292929292925,False
env,val,beta_good_common,200,48,5007000,0.75,2.0,2.0,1,500,0.05442175054550171,0.0023405061891158905,48.0,0.23232323232323226,False
env,val,beta_good_common,200,48,5007000,0.75,1.5,6.0,1,500,0.05488171374797821,0.0023403301337150432,47.306,0.22881818181818178,False
env,val,beta_good_common,200,48,5007000,0.75,2.0,4.0,1,500,0.05442175054550171,0.0023405061891158905,48.0,0.23232323232323226,False
env,val,beta_good_common,200,48,5007000,0.75,1.5,8.0,1,500,0.05489772629737854,0.002300893219091205,44.116,0.2127070707070707,False
env,val,beta_good_common,200,48,5007000,0.75,2.0,6.0,1,500,0.05442175054550171,0.0023405061891158905,47.994,0.23229292929292925,False
env,val,beta_good_common,200,48,5007000,0.75,3.0,0.0,1,500,0.05442175054550171,0.0023405061891158905,48.0,0.23232323232323226,False
env,val,beta_good_common,200,48,5007000,0.75,2.0,8.0,1,500,0.05482627928256988,0.002353951069541061,47.78,0.2312121212121212,False
env,val,beta_good_common,200,48,5007000,0.75,3.0,2.0,1,500,0.05442175054550171,0.0023405061891158905,48.0,0.23232323232323226,False
env,val,beta_good_common,200,48,5007000,0.75,3.0,4.0,1,500,0.05442175054550171,0.0023405061891158905,48.0,0.23232323232323226,False
env,val,beta_good_common,200,48,5007000,0.75,3.0,6.0,1,500,0.05442175054550171,0.0023405061891158905,48.0,0.23232323232323226,False
env,val,beta_good_common,200,48,5007000,0.75,3.0,8.0,1,500,0.05442175054550171,0.0023405061891158905,48.0,0.23232323232323226,False
env,val,beta_good_common,1000,48,5013000,0.5,3.0,0.0,1,500,0.03277073049545288,0.0011327559698734713,48.0,0.04609218436873748,False
env,val,beta_good_common,1000,48,5013000,0.5,4.0,0.0,1,500,0.03277073049545288,0.0011327559698734713,48.0,0.04609218436873748,False
env,val,beta_good_common,1000,48,5013000,0.5,3.0,4.0,1,500,0.03277073049545288,0.0011327559698734713,48.0,0.04609218436873748,False
