level,split,env_id,family,horizon,cap,base_seed,K,n_envs,n_episodes,regret,regret_se,regret_disc,regret_sel,k_final,search_frac,k_star,is_argmin
env,val,beta_good_common,A,1000,1000,5014000,4,1,500,0.12255188190937043,0.00328770380541593,0.12042313158512115,0.0021287503242492676,4.0,0.0020040080160320635,160,False
env,val,beta_good_common,A,1000,1000,5014000,6,1,500,0.10206957328319549,0.0026355131996334304,0.09984565734863281,0.0022239159345626832,6.0,0.004008016032064127,160,False
env,val,beta_good_common,A,1000,1000,5014000,8,1,500,0.087084157705307,0.0023368039211531153,0.08522470080852508,0.0018594568967819213,8.0,0.006012024048096194,160,False
env,val,beta_good_common,A,1000,1000,5014000,10,1,500,0.07928694915771485,0.002224504270562468,0.07688342869281768,0.0024035204648971556,10.0,0.008016032064128254,160,False
env,val,beta_good_common,A,1000,1000,5014000,12,1,500,0.06962913572788239,0.0020069684887484324,0.06689381062984466,0.0027353250980377197,12.0,0.010020040080160319,160,False
env,val,beta_good_common,A,1000,1000,5014000,14,1,500,0.06433070385456086,0.0018868703257242463,0.061119193315505985,0.0032115105390548705,14.0,0.012024048096192388,160,False
env,val,beta_good_common,A,1000,1000,5014000,16,1,500,0.0601412867307663,0.001734710049914788,0.05696411728858948,0.0031771694421768187,16.0,0.014028056112224454,160,False
env,val,beta_good_common,A,1000,1000,5014000,18,1,500,0.056251887679100034,0.0015903188560960054,0.05331963670253754,0.0029322509765625,18.0,0.016032064128256508,160,False
env,val,beta_good_common,A,1000,1000,5014000,20,1,500,0.05398200523853302,0.0015691168956519794,0.050881179690361024,0.003100825548171997,20.0,0.018036072144288574,160,False
env,val,beta_good_common,A,1000,1000,5014000,24,1,500,0.04846424603462219,0.0014181786253675997,0.0451826354265213,0.003281610608100891,24.0,0.02204408817635271,160,False
env,val,beta_good_common,A,1000,1000,5014000,28,1,500,0.04489151918888092,0.0013970422898468401,0.04067145812511444,0.00422006106376648,28.0,0.026052104208416835,160,False
env,val,beta_good_common,A,1000,1000,5014000,32,1,500,0.04036409771442413,0.0012625304537743074,0.036135716438293455,0.004228381276130676,32.0,0.030060120240480957,160,False
env,val,beta_good_common,A,1000,1000,5014000,36,1,500,0.03828669130802154,0.001223494622616643,0.0332764652967453,0.005010226011276245,36.0,0.03406813627254508,160,False
env,val,beta_good_common,A,1000,1000,5014000,40,1,500,0.036431408405303956,0.001173568507035266,0.03108773386478424,0.005343674540519715,40.0,0.038076152304609215,160,False
env,val,beta_good_common,A,1000,1000,5014000,48,1,500,0.033183968663215636,0.0010932139754559595,0.02777188730239868,0.005412081360816955,48.0,0.04609218436873748,160,False
env,val,beta_good_common,A,1000,1000,5014000,56,1,500,0.030788408398628234,0.0010614942785359316,0.024813383936882018,0.005975024461746216,56.0,0.054108216432865716,160,False
env,val,beta_good_common,A,1000,1000,5014000,64,1,500,0.029121468544006348,0.001048077376577305,0.022748587369918822,0.006372881174087524,64.0,0.062124248496993974,160,False
env,val,beta_good_common,A,1000,1000,5014000,80,1,500,0.028168635725975038,0.001093207107180507,0.019489751935005187,0.008678883790969849,80.0,0.07815631262525048,160,False
env,val,beta_good_common,A,1000,1000,5014000,96,1,500,0.026823566794395445,0.00104060482271355,0.016809903740882873,0.010013663053512574,96.0,0.09418837675350701,160,False
env,val,beta_good_common,A,1000,1000,5014000,128,1,500,0.02541180443763733,0.0010727646292648294,0.013692513346672057,0.011719291090965272,128.0,0.12625250501002006,160,False
env,val,beta_good_common,A,1000,1000,5014000,160,1,500,0.024958147287368775,0.0011284033956489947,0.011263876914978028,0.013694270372390746,160.0,0.1583166332665331,160,True
env,val,beta_good_common,A,1000,1000,5014000,192,1,500,0.026521702289581298,0.0011525279618997163,0.009622946500778199,0.0168987557888031,192.0,0.19038076152304614,160,False
env,val,beta_good_common,A,1000,1000,5014000,256,1,500,0.028940622568130493,0.0012655592146803682,0.00710321307182312,0.021837409496307372,256.0,0.2545090180360722,160,False
env,val,beta_good_common,A,1000,1000,5014000,384,1,500,0.031415495276451114,0.0012752986503999485,0.004240164279937744,0.027175330996513366,384.0,0.38276553106212413,160,False
env,val,beta_good_common,A,1000,1000,5014000,512,1,500,0.03583189380168915,0.0013963635209131382,0.002897242307662964,0.03293465149402618,512.0,0.5110220440881763,160,False
env,val,beta_good_common,A,1000,1000,5014000,768,1,500,0.0517830981016159,0.002052593287986962,0.000870400071144104,0.050912698030471805,768.0,0.7675350701402806,160,False
env,val,beta_good_common,A,1000,1000,5014000,1000,1,500,0.2577738739550114,0.006767455287408698,0.0,0.2577738739550114,1000.0,1.0,160,False
env,val,beta_mostly_mediocre,A,1000,1000,5044000,4,1,500,0.21914103883504868,0.003845991411838073,0.21639876157045365,0.0027422772645950316,4.0,0.0020040080160320635,96,False
env,val,beta_mostly_mediocre,A,1000,1000,5044000,6,1,500,0.1945182443857193,0.00348616796878978,0.1904256032705307,0.004092641115188598,6.0,0.004008016032064127,96,False
env,val,beta_mostly_mediocre,A,1000,1000,5044000,8,1,500,0.17757984924316406,0.0032625881587438274,0.17345057839155198,0.004129270851612091,8.0,0.006012024048096194,96,False
env,val,beta_mostly_mediocre,A,1000,1000,5044000,10,1,500,0.1662835154533386,0.0031714063613259382,0.1602022613286972,0.006081254124641418,10.0,0.008016032064128254,96,False
env,val,beta_mostly_mediocre,A,1000,1000,5044000,12,1,500,0.15811114662885667,0.00307891977322468,0.15082931637763977,0.007281830251216889,12.0,0.010020040080160319,96,False
env,val,beta_mostly_mediocre,A,1000,1000,5044000,14,1,500,0.15188019078969955,0.0030093743422050035,0.1432728054523468,0.008607385337352752,14.0,0.012024048096192388,96,False
env,val,beta_mostly_mediocre,A,1000,1000,5044000,16,1,500,0.14413885658979417,0.0030360312860023666,0.13557078671455383,0.008568069875240326,16.0,0.014028056112224454,96,False
env,val,beta_mostly_mediocre,A,1000,1000,5044000,18,1,500,0.14180904978513717,0.003057174063999735,0.1312399363517761,0.010569113433361053,18.0,0.016032064128256508,96,False
