level,split,env_id,horizon,cap,base_seed,theta,alpha,c,n_envs,n_episodes,regret,regret_se,k_final,search_frac,is_argmin
env,val,beta_rare_excellent,100,64,5049000,0.55,0.75,1.0,1,2000,0.17665083647007124,0.0027947777302395685,31.3345,0.2993316326530613,False
env,val,beta_rare_excellent,100,64,5049000,0.55,0.5,6.0,1,2000,0.17533431997150184,0.0028121060673526235,50.9225,0.49920918367346945,False
env,val,beta_rare_excellent,100,64,5049000,0.55,0.5,4.0,1,2000,0.17383781451312824,0.0027929958097868603,38.251,0.369908163265306,False
env,val,beta_rare_excellent,100,64,5049000,0.55,0.5,8.0,1,2000,0.1743533463999629,0.002809538128438483,52.675,0.5170918367346939,False
env,val,beta_rare_excellent,100,64,5049000,0.6,0.5,3.0,1,2000,0.17677022119006142,0.002775860862257431,29.756,0.2832244897959183,False
env,val,beta_rare_excellent,100,64,5049000,0.55,0.75,1.5,1,2000,0.18015770135540515,0.002850167055236347,44.224,0.43085714285714277,False
env,val,beta_rare_excellent,100,64,5049000,0.55,0.75,3.0,1,2000,0.1743533463999629,0.002809538128438483,52.675,0.5170918367346939,False
env,val,beta_rare_excellent,100,64,5049000,0.55,0.75,2.0,1,2000,0.1743533463999629,0.002809538128438483,52.675,0.5170918367346939,False
env,val,beta_rare_excellent,100,64,5049000,0.6,0.5,4.0,1,2000,0.174956309359055,0.002775603949638074,39.086,0.37842857142857134,False
env,val,beta_rare_excellent,100,64,5049000,0.6,0.5,6.0,1,2000,0.17880471490137279,0.0027898977925991464,52.762,0.5179795918367347,False
env,val,beta_rare_excellent,100,64,5049000,0.6,0.5,8.0,1,2000,0.1782994471732527,0.002788127191680403,54.602,0.5367551020408163,False
env,val,beta_rare_excellent,100,64,5049000,0.6,0.75,1.0,1,2000,0.1761425720551051,0.0027951705126856336,31.6755,0.3028112244897959,False
env,val,beta_rare_excellent,100,64,5049000,0.6,0.75,2.0,1,2000,0.1782994471732527,0.002788127191680403,54.602,0.5367551020408163,False
env,val,beta_rare_excellent,100,64,5049000,0.6,0.75,3.0,1,2000,0.1782994471732527,0.002788127191680403,54.602,0.5367551020408163,False
env,val,beta_rare_excellent,100,64,5049000,0.625,0.5,3.0,1,2000,0.17664707859000192,0.002782593045669089,29.873,0.2844183673469387,False
env,val,beta_rare_excellent,100,64,5049000,0.6,0.75,1.5,1,2000,0.18348863156791775,0.0028290079350717662,45.5995,0.4448928571428571,False
env,val,beta_rare_excellent,100,64,5049000,0.625,0.75,1.0,1,2000,0.17575989153096452,0.002795353663138161,31.8285,0.30437244897959187,False
env,val,beta_rare_excellent,100,64,5049000,0.625,0.5,4.0,1,2000,0.17388197563542054,0.002779229748087679,39.5205,0.38286224489795906,False
env,val,beta_rare_excellent,100,64,5049000,0.625,0.5,6.0,1,2000,0.17893821102287621,0.0027788739028358034,56.726,0.5584285714285716,False
env,val,beta_rare_excellent,100,64,5049000,0.625,0.5,8.0,1,2000,0.17756938337069006,0.0027620806206739793,59.648,0.5882448979591837,False
env,val,beta_rare_excellent,100,64,5049000,0.625,0.75,1.5,1,2000,0.1829521243693307,0.002810656206933853,46.879,0.45794897959183667,False
env,val,beta_rare_excellent,100,64,5049000,0.65,0.5,3.0,1,2000,0.17664817847451195,0.0027825856934444314,29.9125,0.2848214285714285,False
env,val,beta_rare_excellent,100,64,5049000,0.625,0.75,3.0,1,2000,0.17756938337069006,0.0027620806206739793,59.648,0.5882448979591837,False
env,val,beta_rare_excellent,100,64,5049000,0.625,0.75,2.0,1,2000,0.17756938337069006,0.0027620806206739793,59.648,0.5882448979591837,False
env,val,beta_rare_excellent,100,64,5049000,0.65,0.75,1.0,1,2000,0.17586574323335663,0.002794074585504472,31.8845,0.3049438775510204,False
env,val,beta_rare_excellent,100,64,5049000,0.65,0.5,4.0,1,2000,0.17361032083211467,0.002776796237571171,39.6665,0.3843520408163264,False
env,val,beta_rare_excellent,100,64,5049000,0.675,0.5,3.0,1,2000,0.17663543644314633,0.0027808757317599442,30.0,0.2857142857142856,False
env,val,beta_rare_excellent,100,64,5049000,0.65,0.5,6.0,1,2000,0.17897298046108334,0.002783217049878293,57.1295,0.5625459183673471,False
env,val,beta_rare_excellent,100,64,5049000,0.65,0.5,8.0,1,2000,0.17761051775421946,0.002764533332372285,60.0955,0.592811224489796,False
env,val,beta_rare_excellent,100,64,5049000,0.65,0.75,1.5,1,2000,0.18307735298294575,0.002808717036605756,47.148,0.4606938775510203,False
env,val,beta_rare_excellent,100,64,5049000,0.65,0.75,2.0,1,2000,0.17761051775421946,0.002764533332372285,60.0955,0.592811224489796,False
env,val,beta_rare_excellent,100,64,5049000,0.65,0.75,3.0,1,2000,0.17761051775421946,0.002764533332372285,60.0955,0.592811224489796,False
env,val,beta_rare_excellent,100,64,5049000,0.675,0.5,4.0,1,2000,0.1731924500647001,0.0027924341700168408,40.0,0.38775510204081615,False
env,val,beta_rare_excellent,100,64,5049000,0.675,0.75,1.0,1,2000,0.17591968368226663,0.0027936487996593072,32.0,0.3061224489795918,False
env,val,beta_rare_excellent,100,64,5049000,0.675,0.5,6.0,1,2000,0.17700764192268253,0.00278152049609338,60.0,0.5918367346938778,False
env,val,beta_rare_excellent,100,64,5049000,0.675,0.5,8.0,1,2000,0.17460028973594308,0.0027693919941951845,64.0,0.6326530612244898,False
env,val,beta_rare_excellent,100,64,5049000,0.7,0.5,3.0,1,2000,0.17663543644314633,0.0027808757317599442,30.0,0.2857142857142856,False
env,val,beta_rare_excellent,100,64,5049000,0.675,0.75,1.5,1,2000,0.1821285530226305,0.0028131459164112698,48.0,0.4693877551020407,False
env,val,beta_rare_excellent,100,64,5049000,0.7,0.5,4.0,1,2000,0.1731924500647001,0.0027924341700168408,40.0,0.38775510204081615,False
env,val,beta_rare_excellent,100,64,5049000,0.675,0.75,3.0,1,2000,0.17460028973594308,0.0027693919941951845,64.0,0.6326530612244898,False
env,val,beta_rare_excellent,100,64,5049000,0.675,0.75,2.0,1,2000,0.17460028973594308,0.0027693919941951845,64.0,0.6326530612244898,False
env,val,beta_rare_excellent,100,64,5049000,0.7,0.75,1.0,1,2000,0.17591968368226663,0.0027936487996593072,32.0,0.3061224489795918,False
env,val,beta_rare_excellent,100,64,5049000,0.7,0.5,6.0,1,2000,0.17700764192268253,0.00278152049609338,60.0,0.5918367346938778,False
env,val,beta_rare_excellent,100,64,5049000,0.7,0.5,8.0,1,2000,0.17460028973594308,0.0027693919941951845,64.0,0.6326530612244898,False
env,val,beta_rare_excellent,100,64,5049000,0.7,0.75,1.5,1,2000,0.1821285530226305,0.0028131459164112698,48.0,0.4693877551020407,False
env,val,beta_rare_excellent,100,64,5049000,0.7,0.75,2.0,1,2000,0.17460028973594308,0.0027693919941951845,64.0,0.6326530612244898,False
env,val,beta_rare_excellent,100,64,5049000,0.7,0.75,3.0,1,2000,0.17460028973594308,0.0027693919941951845,64.0,0.6326530612244898,False
env,val,beta_rare_excellent,200,64,5052000,0.55,0.5,3.0,1,2000,0.17285922401677817,0.002742799790344478,42.5425,0.2047601010101011,False
env,val,beta_rare_excellent,200,64,5052000,0.55,0.5,4.0,1,2000,0.17874711825326084,0.0027300732806224306,55.7925,0.2716792929292929,False
env,val,beta_rare_excellent,200,64,5052000,0.55,0.5,6.0,1,2000,0.1791116066761315,0.002741193299364184,62.0435,0.30325,False
env,val,beta_rare_excellent,200,64,5052000,0.55,0.75,1.0,1,2000,0.17645457153208555,0.002716580479588218,53.0145,0.2576489898989898,False
env,val,beta_rare_excellent,200,64,5052000,0.55,0.75,2.0,1,2000,0.1791116066761315,0.002741193299364184,62.0435,0.30325,False
env,val,beta_rare_excellent,200,64,5052000,0.55,0.5,8.0,1,2000,0.1791116066761315,0.002741193299364184,62.0435,0.30325,False
env,val,beta_rare_excellent,200,64,5052000,0.55,0.75,1.5,1,2000,0.1791116066761315,0.002741193299364184,62.0435,0.30325,False
env,val,beta_rare_excellent,200,64,5052000,0.6,0.5,4.0,1,2000,0.17906746843829752,0.002726323892163507,56.3765,0.2746287878787878,False
env,val,beta_rare_excellent,200,64,5052000,0.55,0.75,3.0,1,2000,0.1791116066761315,0.002741193299364184,62.0435,0.30325,False
env,val,beta_rare_excellent,200,64,5052000,0.6,0.5,3.0,1,2000,0.17292483400087805,0.002739654078287136,42.7785,0.2059520202020203,False
env,val,beta_rare_excellent,200,64,5052000,0.6,0.5,8.0,1,2000,0.17800266898982225,0.0027374580959674774,63.0165,0.30816414141414145,False
env,val,beta_rare_excellent,200,64,5052000,0.6,0.5,6.0,1,2000,0.17800266898982225,0.0027374580959674774,63.0165,0.30816414141414145,False
env,val,beta_rare_excellent,200,64,5052000,0.6,0.75,1.0,1,2000,0.17649871118180455,0.002712607163520297,53.491,0.26005555555555554,False
env,val,beta_rare_excellent,200,64,5052000,0.6,0.75,1.5,1,2000,0.17800266898982225,0.0027374580959674774,63.0165,0.30816414141414145,False
env,val,beta_rare_excellent,200,64,5052000,0.625,0.5,3.0,1,2000,0.1729910718454048,0.002735723002538415,42.9005,0.2065681818181819,False
env,val,beta_rare_excellent,200,64,5052000,0.625,0.5,6.0,1,2000,0.17819029597751795,0.0027271272788294736,63.5495,0.31085606060606064,False
env,val,beta_rare_excellent,200,64,5052000,0.6,0.75,3.0,1,2000,0.17800266898982225,0.0027374580959674774,63.0165,0.30816414141414145,False
env,val,beta_rare_excellent,200,64,5052000,0.6,0.75,2.0,1,2000,0.17800266898982225,0.0027374580959674774,63.0165,0.30816414141414145,False
env,val,beta_rare_excellent,200,64,5052000,0.625,0.5,8.0,1,2000,0.17819029597751795,0.0027271272788294736,63.5495,0.31085606060606064,False
env,val,beta_rare_excellent,200,64,5052000,0.625,0.75,1.0,1,2000,0.1767707791775465,0.0027136311064304957,53.769,0.2614595959595959,False
env,val,beta_rare_excellent,200,64,5052000,0.625,0.5,4.0,1,2000,0.179006702972576,0.0027126676779723946,56.7135,0.27633080808080807,False
env,val,beta_rare_excellent,200,64,5052000,0.625,0.75,1.5,1,2000,0.17819029597751795,0.0027271272788294736,63.5495,0.31085606060606064,False
env,val,beta_rare_excellent,200,64,5052000,0.625,0.75,2.0,1,2000,0.17819029597751795,0.0027271272788294736,63.5495,0.31085606060606064,False
env,val,beta_rare_excellent,200,64,5052000,0.625,0.75,3.0,1,2000,0.17819029597751795,0.0027271272788294736,63.5495,0.31085606060606064,False
env,val,beta_rare_excellent,200,64,5052000,0.65,0.5,3.0,1,2000,0.17289172659348698,0.0027364780373353302,42.9375,0.20675505050505058,False
env,val,beta_rare_excellent,200,64,5052000,0.65,0.5,4.0,1,2000,0.17894173370860517,0.002712778646247753,56.843,0.2769848484848485,False
env,val,beta_rare_excellent,200,64,5052000,0.65,0.75,1.0,1,2000,0.17673347905278206,0.0027135558368923058,53.8745,0.2619924242424242,False
env,val,beta_rare_excellent,200,64,5052000,0.65,0.5,6.0,1,2000,0.17799505930580198,0.002723598758243113,63.7385,0.3118106060606061,False
env,val,beta_rare_excellent,200,64,5052000,0.675,0.5,3.0,1,2000,0.17294877515267582,0.0027370348893925294,43.0,0.20707070707070716,False
env,val,beta_rare_excellent,200,64,5052000,0.65,0.5,8.0,1,2000,0.17799505930580198,0.002723598758243113,63.7385,0.3118106060606061,False
env,val,beta_rare_excellent,200,64,5052000,0.65,0.75,1.5,1,2000,0.17799505930580198,0.002723598758243113,63.7385,0.3118106060606061,False
env,val,beta_rare_excellent,200,64,5052000,0.65,0.75,2.0,1,2000,0.17799505930580198,0.002723598758243113,63.7385,0.3118106060606061,False
env,val,beta_rare_excellent,200,64,5052000,0.65,0.75,3.0,1,2000,0.17799505930580198,0.002723598758243113,63.7385,0.3118106060606061,False
env,val,beta_rare_excellent,200,64,5052000,0.675,0.5,6.0,1,2000,0.1777677250225097,0.0027311596513710386,64.0,0.31313131313131315,False
env,val,beta_rare_excellent,200,64,5052000,0.675,0.5,4.0,1,2000,0.17892537434957922,0.0027131260089940847,57.0,0.2777777777777778,False
env,val,beta_rare_excellent,200,64,5052000,0.675,0.5,8.0,1,2000,0.1777677250225097,0.0027311596513710386,64.0,0.31313131313131315,False
env,val,beta_rare_excellent,200,64,5052000,0.675,0.75,1.0,1,2000,0.17670375289022922,0.0027140264254020318,54.0,0.2626262626262626,False
env,val,beta_rare_excellent,200,64,5052000,0.675,0.75,1.5,1,2000,0.1777677250225097,0.0027311596513710386,64.0,0.31313131313131315,False
env,val,beta_rare_excellent,200,64,5052000,0.675,0.75,2.0,1,2000,0.1777677250225097,0.0027311596513710386,64.0,0.31313131313131315,False
env,val,beta_rare_excellent,200,64,5052000,0.675,0.75,3.0,1,2000,0.1777677250225097,0.0027311596513710386,64.0,0.31313131313131315,False
env,val,beta_rare_excellent,200,64,5052000,0.7,0.5,3.0,1,2000,0.17294877515267582,0.0027370348893925294,43.0,0.20707070707070716,False
env,val,beta_rare_excellent,200,64,5052000,0.7,0.5,4.0,1,2000,0.17892537434957922,0.0027131260089940847,57.0,0.2777777777777778,False
env,val,beta_rare_excellent,200,64,5052000,0.7,0.5,6.0,1,2000,0.1777677250225097,0.0027311596513710386,64.0,0.31313131313131315,False
env,val,beta_rare_excellent,200,64,5052000,0.7,0.5,8.0,1,2000,0.1777677250225097,0.0027311596513710386,64.0,0.31313131313131315,False
env,val,beta_rare_excellent,200,64,5052000,0.7,0.75,1.0,1,2000,0.17670375289022922,0.0027140264254020318,54.0,0.2626262626262626,False
env,val,beta_rare_excellent,200,64,5052000,0.7,0.75,1.5,1,2000,0.1777677250225097,0.0027311596513710386,64.0,0.31313131313131315,False
env,val,beta_mostly_mediocre,50,64,5031000,0.55,0.5,3.0,1,2000,0.14916849833726883,0.002210489974473863,5.8785,0.08080208333333333,False
env,val,beta_rare_excellent,200,64,5052000,0.7,0.75,2.0,1,2000,0.1777677250225097,0.0027311596513710386,64.0,0.31313131313131315,False
env,val,beta_rare_excellent,200,64,5052000,0.7,0.75,3.0,1,2000,0.1777677250225097,0.0027311596513710386,64.0,0.31313131313131315,False
env,val,beta_mostly_mediocre,50,64,5031000,0.55,0.5,4.0,1,2000,0.14927229999005795,0.002215495555198285,5.891,0.0810625,False
env,val,beta_mostly_mediocre,50,64,5031000,0.55,0.5,6.0,1,2000,0.14940218444168568,0.0022190233654367617,5.8935,0.08111458333333334,False
env,val,beta_mostly_mediocre,50,64,5031000,0.55,0.75,1.0,1,2000,0.14945755134522914,0.002212550278356296,5.86,0.08041666666666666,False
env,val,beta_mostly_mediocre,50,64,5031000,0.55,0.5,8.0,1,2000,0.14940218444168568,0.0022190233654367617,5.8935,0.08111458333333334,False
env,val,beta_mostly_mediocre,50,64,5031000,0.55,0.75,1.5,1,2000,0.14927229999005795,0.002215495555198285,5.891,0.0810625,False
env,val,beta_mostly_mediocre,50,64,5031000,0.6,0.5,3.0,1,2000,0.14806124451756478,0.002292126402672503,7.18,0.10791666666666667,False
env,val,beta_mostly_mediocre,50,64,5031000,0.55,0.75,3.0,1,2000,0.14940218444168568,0.0022190233654367617,5.8935,0.08111458333333334,False
env,val,beta_mostly_mediocre,50,64,5031000,0.55,0.75,2.0,1,2000,0.14940218444168568,0.0022190233654367617,5.8935,0.08111458333333334,False
env,val,beta_mostly_mediocre,50,64,5031000,0.6,0.5,4.0,1,2000,0.14802617365121842,0.002291264234588577,7.193,0.1081875,False
env,val,beta_mostly_mediocre,50,64,5031000,0.6,0.5,6.0,1,2000,0.14815605810284616,0.0022947108461326008,7.1955,0.10823958333333335,False
env,val,beta_mostly_mediocre,50,64,5031000,0.6,0.5,8.0,1,2000,0.14815605810284616,0.0022947108461326008,7.1955,0.10823958333333335,False
env,val,beta_mostly_mediocre,50,64,5031000,0.6,0.75,1.0,1,2000,0.14849541427195073,0.0022965919649724368,7.1555,0.10740625,False
env,val,beta_mostly_mediocre,50,64,5031000,0.6,0.75,1.5,1,2000,0.14802617365121842,0.002291264234588577,7.193,0.1081875,False
env,val,beta_mostly_mediocre,50,64,5031000,0.6,0.75,2.0,1,2000,0.14815605810284616,0.0022947108461326008,7.1955,0.10823958333333335,False
env,val,beta_mostly_mediocre,50,64,5031000,0.6,0.75,3.0,1,2000,0.14815605810284616,0.0022947108461326008,7.1955,0.10823958333333335,False
env,val,beta_mostly_mediocre,50,64,5031000,0.625,0.5,3.0,1,2000,0.1469947991669178,0.0023071082022003003,9.226,0.15054166666666668,False
env,val,beta_mostly_mediocre,50,64,5031000,0.625,0.5,4.0,1,2000,0.1464438934624195,0.00230724397835166,9.3955,0.1540729166666667,False
env,val,beta_mostly_mediocre,50,64,5031000,0.625,0.75,1.5,1,2000,0.1464438934624195,0.00230724397835166,9.3955,0.1540729166666667,False
env,val,beta_mostly_mediocre,50,64,5031000,0.625,0.75,1.0,1,2000,0.14709680016338825,0.002309513570650495,9.052,0.14691666666666667,False
env,val,beta_mostly_mediocre,50,64,5031000,0.625,0.5,6.0,1,2000,0.14649999807775022,0.002306217625658762,9.414,0.1544583333333333,False
env,val,beta_mostly_mediocre,50,64,5031000,0.625,0.5,8.0,1,2000,0.14649999807775022,0.002306217625658762,9.414,0.1544583333333333,False
env,val,beta_mostly_mediocre,50,64,5031000,0.625,0.75,3.0,1,2000,0.14649999807775022,0.002306217625658762,9.414,0.1544583333333333,False
env,val,beta_mostly_mediocre,50,64,5031000,0.625,0.75,2.0,1,2000,0.14649999807775022,0.002306217625658762,9.414,0.1544583333333333,False
env,val,beta_mostly_mediocre,50,64,5031000,0.65,0.5,3.0,1,2000,0.14693599991500378,0.0023012544521932923,10.337,0.1736875,False
env,val,beta_mostly_mediocre,50,64,5031000,0.65,0.5,4.0,1,2000,0.14629944781959056,0.0022989223306744203,10.5265,0.17763541666666666,False
env,val,beta_mostly_mediocre,50,64,5031000,0.65,0.5,6.0,1,2000,0.14635555243492127,0.00229789402537496,10.545,0.17802083333333332,False
env,val,beta_mostly_mediocre,50,64,5031000,0.65,0.75,1.0,1,2000,0.1467457737326622,0.002289207863389317,10.119,0.16914583333333336,False
env,val,beta_mostly_mediocre,50,64,5031000,0.65,0.5,8.0,1,2000,0.14635555243492127,0.00229789402537496,10.545,0.17802083333333332,False
env,val,beta_mostly_mediocre,50,64,5031000,0.65,0.75,1.5,1,2000,0.14629944781959056,0.0022989223306744203,10.5265,0.17763541666666666,False
env,val,beta_mostly_mediocre,50,64,5031000,0.675,0.5,3.0,1,2000,0.14579921654611827,0.002397589310259564,22.0,0.41666666666666674,False
env,val,beta_mostly_mediocre,50,64,5031000,0.675,0.5,4.0,1,2000,0.15327056735754013,0.0024569066460166634,29.0,0.5625,False
env,val,beta_mostly_mediocre,50,64,5031000,0.65,0.75,2.0,1,2000,0.14635555243492127,0.00229789402537496,10.545,0.17802083333333332,False
env,val,beta_mostly_mediocre,50,64,5031000,0.65,0.75,3.0,1,2000,0.14635555243492127,0.00229789402537496,10.545,0.17802083333333332,False
env,val,beta_mostly_mediocre,50,64,5031000,0.675,0.75,1.0,1,2000,0.14579897408932446,0.002386709090806431,19.0,0.3541666666666667,False
env,val,beta_mostly_mediocre,50,64,5031000,0.675,0.5,6.0,1,2000,0.18340280363708736,0.002571704401363484,43.0,0.8541666666666665,False
env,val,beta_mostly_mediocre,50,64,5031000,0.675,0.5,8.0,1,2000,0.22556298184394835,0.0027704453517216282,50.0,1.0,False
env,val,beta_mostly_mediocre,50,64,5031000,0.675,0.75,1.5,1,2000,0.15327056735754013,0.0024569066460166634,29.0,0.5625,False
env,val,beta_mostly_mediocre,50,64,5031000,0.7,0.5,3.0,1,2000,0.14579921654611827,0.002397589310259564,22.0,0.41666666666666674,False
env,val,beta_mostly_mediocre,50,64,5031000,0.675,0.75,2.0,1,2000,0.16870584638416766,0.002492906568897639,38.0,0.75,False
env,val,beta_mostly_mediocre,50,64,5031000,0.7,0.5,4.0,1,2000,0.15327056735754013,0.0024569066460166634,29.0,0.5625,False
env,val,beta_mostly_mediocre,50,64,5031000,0.675,0.75,3.0,1,2000,0.22556298184394835,0.0027704453517216282,50.0,1.0,False
env,val,beta_mostly_mediocre,50,64,5031000,0.7,0.75,1.0,1,2000,0.14579897408932446,0.002386709090806431,19.0,0.3541666666666667,False
env,val,beta_mostly_mediocre,50,64,5031000,0.7,0.75,1.5,1,2000,0.15327056735754013,0.0024569066460166634,29.0,0.5625,False
env,val,beta_mostly_mediocre,50,64,5031000,0.7,0.5,6.0,1,2000,0.18340280363708736,0.002571704401363484,43.0,0.8541666666666665,False
env,val,beta_mostly_mediocre,50,64,5031000,0.7,0.5,8.0,1,2000,0.22556298184394835,0.0027704453517216282,50.0,1.0,False
env,val,beta_mostly_mediocre,50,64,5031000,0.7,0.75,2.0,1,2000,0.16870584638416766,0.002492906568897639,38.0,0.75,False
env,val,beta_mostly_mediocre,50,64,5031000,0.7,0.75,3.0,1,2000,0.22556298184394835,0.0027704453517216282,50.0,1.0,False
env,val,beta_mostly_mediocre,100,64,5034000,0.55,0.5,3.0,1,2000,0.15714225877821444,0.002144872271868665,6.8275,0.04926020408163266,False
env,val,beta_mostly_mediocre,100,64,5034000,0.55,0.5,4.0,1,2000,0.1572627600878477,0.002144105410209699,6.8335,0.04932142857142857,False
env,val,beta_mostly_mediocre,100,64,5034000,0.55,0.5,6.0,1,2000,0.1572627600878477,0.002144105410209699,6.8335,0.04932142857142857,False
env,val,beta_mostly_mediocre,100,64,5034000,0.55,0.75,1.0,1,2000,0.15719496424496174,0.0021451240425409903,6.8315,0.04930102040816327,False
env,val,beta_mostly_mediocre,100,64,5034000,0.55,0.5,8.0,1,2000,0.1572627600878477,0.002144105410209699,6.8335,0.04932142857142857,False
env,val,beta_mostly_mediocre,100,64,5034000,0.6,0.5,3.0,1,2000,0.15056911675632,0.0021604486297507886,9.0055,0.07148469387755102,False
env,val,beta_mostly_mediocre,100,64,5034000,0.55,0.75,2.0,1,2000,0.1572627600878477,0.002144105410209699,6.8335,0.04932142857142857,False
env,val,beta_mostly_mediocre,100,64,5034000,0.55,0.75,1.5,1,2000,0.1572627600878477,0.002144105410209699,6.8335,0.04932142857142857,False
env,val,beta_mostly_mediocre,100,64,5034000,0.55,0.75,3.0,1,2000,0.1572627600878477,0.002144105410209699,6.8335,0.04932142857142857,False
env,val,beta_mostly_mediocre,100,64,5034000,0.6,0.5,4.0,1,2000,0.15091485907137395,0.0021659701259717323,9.0285,0.07171938775510203,False
env,val,beta_mostly_mediocre,100,64,5034000,0.6,0.5,6.0,1,2000,0.15091485907137395,0.0021659701259717323,9.031,0.07174489795918368,False
env,val,beta_mostly_mediocre,100,64,5034000,0.6,0.5,8.0,1,2000,0.15091485907137395,0.0021659701259717323,9.031,0.07174489795918368,False
env,val,beta_mostly_mediocre,100,64,5034000,0.6,0.75,1.0,1,2000,0.15061858274042605,0.0021612923605490164,9.017,0.07160204081632654,False
env,val,beta_mostly_mediocre,100,64,5034000,0.6,0.75,1.5,1,2000,0.15091485907137395,0.0021659701259717323,9.031,0.07174489795918368,False
env,val,beta_mostly_mediocre,100,64,5034000,0.6,0.75,2.0,1,2000,0.15091485907137395,0.0021659701259717323,9.031,0.07174489795918368,False
env,val,beta_mostly_mediocre,100,64,5034000,0.625,0.5,3.0,1,2000,0.14621353743970394,0.002166426352362592,11.8925,0.10094387755102041,False
env,val,beta_mostly_mediocre,100,64,5034000,0.6,0.75,3.0,1,2000,0.15091485907137395,0.0021659701259717323,9.031,0.07174489795918368,False
env,val,beta_mostly_mediocre,100,64,5034000,0.625,0.75,1.0,1,2000,0.14602444019913674,0.0021679741791540987,11.9455,0.10148469387755102,False
env,val,beta_mostly_mediocre,100,64,5034000,0.625,0.5,4.0,1,2000,0.14609866331517696,0.002170105842361108,12.0305,0.10235204081632654,False
env,val,beta_mostly_mediocre,100,64,5034000,0.625,0.5,6.0,1,2000,0.14592293418943883,0.00216802480673594,12.0445,0.10249489795918368,False
env,val,beta_mostly_mediocre,100,64,5034000,0.625,0.5,8.0,1,2000,0.14592293418943883,0.00216802480673594,12.0445,0.10249489795918368,False
env,val,beta_mostly_mediocre,100,64,5034000,0.625,0.75,1.5,1,2000,0.14600542487204074,0.002168246405223754,12.043,0.1024795918367347,False
env,val,beta_mostly_mediocre,100,64,5034000,0.625,0.75,2.0,1,2000,0.14592293418943883,0.00216802480673594,12.0445,0.10249489795918368,False
env,val,beta_mostly_mediocre,100,64,5034000,0.625,0.75,3.0,1,2000,0.14592293418943883,0.00216802480673594,12.0445,0.10249489795918368,False
env,val,beta_mostly_mediocre,100,64,5034000,0.65,0.5,3.0,1,2000,0.14369240833818914,0.0021870055890035748,13.987,0.12231632653061222,False
env,val,beta_mostly_mediocre,100,64,5034000,0.65,0.5,4.0,1,2000,0.14394612863659859,0.0021942632210749844,14.2755,0.12526020408163266,False
env,val,beta_mostly_mediocre,100,64,5034000,0.65,0.75,1.0,1,2000,0.14402199505269528,0.002193398770695732,14.098,0.12344897959183675,False
env,val,beta_mostly_mediocre,100,64,5034000,0.65,0.5,6.0,1,2000,0.1435711769014597,0.0021926625142775673,14.298,0.12548979591836734,False
env,val,beta_mostly_mediocre,100,64,5034000,0.65,0.5,8.0,1,2000,0.1435711769014597,0.0021926625142775673,14.298,0.12548979591836734,False
env,val,beta_mostly_mediocre,100,64,5034000,0.675,0.5,3.0,1,2000,0.1424358243495226,0.0021952443988509933,30.0,0.2857142857142856,False
env,val,beta_mostly_mediocre,100,64,5034000,0.65,0.75,2.0,1,2000,0.1435711769014597,0.0021926625142775673,14.298,0.12548979591836734,False
env,val,beta_mostly_mediocre,100,64,5034000,0.65,0.75,3.0,1,2000,0.1435711769014597,0.0021926625142775673,14.298,0.12548979591836734,False
env,val,beta_mostly_mediocre,100,64,5034000,0.65,0.75,1.5,1,2000,0.14365366758406162,0.0021929258783125573,14.2965,0.12547448979591838,False
env,val,beta_mostly_mediocre,100,64,5034000,0.675,0.5,4.0,1,2000,0.14595852145552635,0.0022432080584168053,40.0,0.38775510204081615,False
env,val,beta_mostly_mediocre,100,64,5034000,0.675,0.75,1.0,1,2000,0.1421469197422266,0.002174375979657443,32.0,0.3061224489795918,False
env,val,beta_mostly_mediocre,100,64,5034000,0.675,0.5,6.0,1,2000,0.1577077395915985,0.0023723895926833364,60.0,0.5918367346938778,False
env,val,beta_mostly_mediocre,100,64,5034000,0.675,0.5,8.0,1,2000,0.16089072321355344,0.002392890059144257,64.0,0.6326530612244898,False
env,val,beta_mostly_mediocre,100,64,5034000,0.7,0.5,3.0,1,2000,0.1424358243495226,0.0021952443988509933,30.0,0.2857142857142856,False
env,val,beta_mostly_mediocre,100,64,5034000,0.675,0.75,1.5,1,2000,0.14985033009946347,0.002266300091609752,48.0,0.4693877551020407,False
env,val,beta_mostly_mediocre,100,64,5034000,0.675,0.75,2.0,1,2000,0.16089072321355344,0.002392890059144257,64.0,0.6326530612244898,False
env,val,beta_mostly_mediocre,100,64,5034000,0.675,0.75,3.0,1,2000,0.16089072321355344,0.002392890059144257,64.0,0.6326530612244898,False
env,val,beta_mostly_mediocre,100,64,5034000,0.7,0.5,4.0,1,2000,0.14595852145552635,0.0022432080584168053,40.0,0.38775510204081615,False
env,val,beta_mostly_mediocre,100,64,5034000,0.7,0.75,1.0,1,2000,0.1421469197422266,0.002174375979657443,32.0,0.3061224489795918,False
env,val,beta_mostly_mediocre,100,64,5034000,0.7,0.5,6.0,1,2000,0.1577077395915985,0.0023723895926833364,60.0,0.5918367346938778,False
env,val,beta_mostly_mediocre,100,64,5034000,0.7,0.5,8.0,1,2000,0.16089072321355344,0.002392890059144257,64.0,0.6326530612244898,False
env,val,beta_mostly_mediocre,100,64,5034000,0.7,0.75,1.5,1,2000,0.14985033009946347,0.002266300091609752,48.0,0.4693877551020407,False
