level,split,env_id,family,horizon,cap,base_seed,K,n_envs,n_episodes,regret,regret_se,regret_disc,regret_sel,k_final,search_frac,k_star,is_argmin
env,val,beta_good_common,A,1000,384,5013000,4,1,500,0.1305458242893219,0.0035006761229056703,0.12941123723983763,0.001134587049484253,4.0,0.0020040080160320635,128,False
env,val,beta_good_common,A,1000,384,5013000,6,1,500,0.10309552323818207,0.002840178064368416,0.10113476729393005,0.001960755944252014,6.0,0.004008016032064127,128,False
env,val,beta_good_common,A,1000,384,5013000,8,1,500,0.08649299359321594,0.002385515558215765,0.0834473524093628,0.0030456411838531493,8.0,0.006012024048096194,128,False
env,val,beta_good_common,A,1000,384,5013000,10,1,500,0.07499986970424652,0.0022186268677689427,0.07200771498680114,0.0029921547174453734,10.0,0.008016032064128254,128,False
env,val,beta_good_common,A,1000,384,5013000,12,1,500,0.06756655406951904,0.0020064139279863964,0.06477376794815064,0.002792786121368408,12.0,0.010020040080160319,128,False
env,val,beta_good_common,A,1000,384,5013000,14,1,500,0.06077589476108551,0.0017574509757468664,0.058223221898078915,0.0025526728630065917,14.0,0.012024048096192388,128,False
env,val,beta_good_common,A,1000,384,5013000,16,1,500,0.05606990301609039,0.0016298984290800233,0.053562036156654357,0.002507866859436035,16.0,0.014028056112224454,128,False
env,val,beta_good_common,A,1000,384,5013000,18,1,500,0.05334273362159729,0.001549653453509628,0.05077282750606537,0.0025699061155319215,18.0,0.016032064128256508,128,False
env,val,beta_good_common,A,1000,384,5013000,20,1,500,0.05069849956035614,0.0014829773342908766,0.04755095767974853,0.003147541880607605,20.0,0.018036072144288574,128,False
env,val,beta_good_common,A,1000,384,5013000,24,1,500,0.044395764112472536,0.0013090297819556933,0.04164321196079254,0.0027525521516799925,24.0,0.02204408817635271,128,False
env,val,beta_good_common,A,1000,384,5013000,28,1,500,0.041348416924476626,0.0013023146871729305,0.0377880756855011,0.003560341238975525,28.0,0.026052104208416835,128,False
env,val,beta_good_common,A,1000,384,5013000,32,1,500,0.03901349353790283,0.0012592613261256144,0.03492140972614288,0.004092083811759949,32.0,0.030060120240480957,128,False
env,val,beta_good_common,A,1000,384,5013000,36,1,500,0.03696070313453674,0.0012205245429112908,0.03267770397663117,0.004282999157905578,36.0,0.03406813627254508,128,False
env,val,beta_good_common,A,1000,384,5013000,40,1,500,0.03537402093410492,0.0012146709442191672,0.03047465932369232,0.004899361610412598,40.0,0.038076152304609215,128,False
env,val,beta_good_common,A,1000,384,5013000,48,1,500,0.03277073049545288,0.0011327559698734713,0.02724211776256561,0.005528612732887268,48.0,0.04609218436873748,128,False
env,val,beta_good_common,A,1000,384,5013000,56,1,500,0.030531126022338866,0.0010830423392447388,0.02480718982219696,0.005723936200141907,56.0,0.054108216432865716,128,False
env,val,beta_good_common,A,1000,384,5013000,64,1,500,0.030013415813446045,0.0010785926439374881,0.022995798349380495,0.007017617464065552,64.0,0.062124248496993974,128,False
env,val,beta_good_common,A,1000,384,5013000,80,1,500,0.027393105506896973,0.0010372589232753285,0.02009506702423096,0.007298038482666015,80.0,0.07815631262525048,128,False
env,val,beta_good_common,A,1000,384,5013000,96,1,500,0.024391619443893432,0.0009571107616977676,0.017009584426879883,0.00738203501701355,96.0,0.09418837675350701,128,False
env,val,beta_good_common,A,1000,384,5013000,128,1,500,0.023983057379722596,0.0009749941345483442,0.013856757760047913,0.010126299619674683,128.0,0.12625250501002006,128,True
env,val,beta_good_common,A,1000,384,5013000,160,1,500,0.025775660634040833,0.001076125225857291,0.012016505122184754,0.013759155511856079,160.0,0.1583166332665331,128,False
env,val,beta_good_common,A,1000,384,5013000,192,1,500,0.02680322790145874,0.0011197646187102509,0.01019703471660614,0.0166061931848526,192.0,0.19038076152304614,128,False
env,val,beta_good_common,A,1000,384,5013000,256,1,500,0.029012913107872008,0.0012908207832141552,0.0076966041326522825,0.021316308975219727,256.0,0.2545090180360722,128,False
env,val,beta_good_common,A,1000,384,5013000,384,1,500,0.03180391240119934,0.001370475750697526,0.0047278829813003544,0.027076029419898985,384.0,0.38276553106212413,128,False
env,val,beta_mostly_mediocre,A,1000,384,5043000,4,1,500,0.22443454211950303,0.003946334576512106,0.22157955265045165,0.002854989469051361,4.0,0.0020040080160320635,128,False
