test,level,cell,rec_a,rec_b,n_policies,kendall_tau
A,cell,tail_b1.0_mu0.9_c2.0_T50_cap64,lcb,oracle_prior,36,0.9934102141680394
A,cell,tail_b1.0_mu0.9_c2.0_T50_cap64,lcb,posterior_mean,36,0.9934102141680394
A,cell,tail_b1.0_mu0.9_c2.0_T50_cap64,lcb,posterior_mean_shrunk,36,0.9967051070840196
A,cell,tail_b1.0_mu0.9_c2.0_T50_cap64,oracle_prior,posterior_mean,36,0.9999999999999999
A,cell,tail_b1.0_mu0.9_c2.0_T50_cap64,oracle_prior,posterior_mean_shrunk,36,0.9901153212520591
A,cell,tail_b1.0_mu0.9_c2.0_T50_cap64,posterior_mean,posterior_mean_shrunk,36,0.9901153212520591
A,cell,tail_b2.0_mu1.0_c1.0_T1000_cap64,empirical,lcb,36,0.9999999999999998
A,cell,tail_b2.0_mu1.0_c1.0_T1000_cap64,empirical,oracle_prior,36,0.9934210526315788
A,cell,tail_b2.0_mu1.0_c1.0_T1000_cap64,empirical,posterior_mean,36,0.9934210526315788
A,cell,tail_b2.0_mu1.0_c1.0_T1000_cap64,empirical,posterior_mean_shrunk,36,0.9999999999999998
A,cell,tail_b2.0_mu1.0_c1.0_T1000_cap64,lcb,oracle_prior,36,0.9934210526315788
A,cell,tail_b2.0_mu1.0_c1.0_T1000_cap64,lcb,posterior_mean,36,0.9934210526315788
A,cell,tail_b2.0_mu1.0_c1.0_T1000_cap64,lcb,posterior_mean_shrunk,36,0.9999999999999998
A,cell,tail_b2.0_mu1.0_c1.0_T1000_cap64,oracle_prior,posterior_mean,36,0.9999999999999998
A,cell,tail_b2.0_mu1.0_c1.0_T1000_cap64,oracle_prior,posterior_mean_shrunk,36,0.9934210526315788
A,cell,tail_b2.0_mu1.0_c1.0_T1000_cap64,posterior_mean,posterior_mean_shrunk,36,0.9934210526315788
A,cell,tail_b2.0_mu1.0_c1.0_T100_cap64,empirical,lcb,36,0.42356687898089174
A,cell,tail_b2.0_mu1.0_c1.0_T100_cap64,empirical,oracle_prior,36,0.43312101910828027
A,cell,tail_b2.0_mu1.0_c1.0_T100_cap64,empirical,posterior_mean,36,0.464968152866242
A,cell,tail_b2.0_mu1.0_c1.0_T100_cap64,empirical,posterior_mean_shrunk,36,0.43312101910828027
A,cell,tail_b2.0_mu1.0_c1.0_T100_cap64,lcb,oracle_prior,36,0.9904458598726115
A,cell,tail_b2.0_mu1.0_c1.0_T100_cap64,lcb,posterior_mean,36,0.9585987261146497
A,cell,tail_b2.0_mu1.0_c1.0_T100_cap64,lcb,posterior_mean_shrunk,36,0.9777070063694268
A,cell,tail_b2.0_mu1.0_c1.0_T100_cap64,oracle_prior,posterior_mean,36,0.9617834394904459
A,cell,tail_b2.0_mu1.0_c1.0_T100_cap64,oracle_prior,posterior_mean_shrunk,36,0.9745222929936306
A,cell,tail_b2.0_mu1.0_c1.0_T100_cap64,posterior_mean,posterior_mean_shrunk,36,0.9490445859872612
A,cell,tail_b2.0_mu1.0_c1.0_T200_cap64,empirical,lcb,36,0.7980456026058632
A,cell,tail_b2.0_mu1.0_c1.0_T200_cap64,empirical,oracle_prior,36,0.7947882736156353
A,cell,tail_b2.0_mu1.0_c1.0_T200_cap64,empirical,posterior_mean,36,0.8110749185667753
A,cell,tail_b2.0_mu1.0_c1.0_T200_cap64,empirical,posterior_mean_shrunk,36,0.8241042345276873
A,cell,tail_b2.0_mu1.0_c1.0_T200_cap64,lcb,oracle_prior,36,0.9902280130293161
A,cell,tail_b2.0_mu1.0_c1.0_T200_cap64,lcb,posterior_mean,36,0.986970684039088
A,cell,tail_b2.0_mu1.0_c1.0_T200_cap64,lcb,posterior_mean_shrunk,36,0.96742671009772
A,cell,tail_b2.0_mu1.0_c1.0_T200_cap64,oracle_prior,posterior_mean,36,0.9771986970684039
A,cell,tail_b2.0_mu1.0_c1.0_T200_cap64,oracle_prior,posterior_mean_shrunk,36,0.9706840390879481
A,cell,tail_b2.0_mu1.0_c1.0_T200_cap64,posterior_mean,posterior_mean_shrunk,36,0.9543973941368079
A,cell,tail_b2.0_mu1.0_c1.0_T500_cap64,empirical,lcb,36,0.9672131147540984
A,cell,tail_b2.0_mu1.0_c1.0_T500_cap64,empirical,oracle_prior,36,0.9672131147540984
A,cell,tail_b2.0_mu1.0_c1.0_T500_cap64,empirical,posterior_mean,36,0.7967213114754099
A,cell,tail_b2.0_mu1.0_c1.0_T500_cap64,empirical,posterior_mean_shrunk,36,0.9672131147540984
A,cell,tail_b2.0_mu1.0_c1.0_T500_cap64,lcb,oracle_prior,36,0.9868852459016395
A,cell,tail_b2.0_mu1.0_c1.0_T500_cap64,lcb,posterior_mean,36,0.8295081967213116
A,cell,tail_b2.0_mu1.0_c1.0_T500_cap64,lcb,posterior_mean_shrunk,36,0.9868852459016395
A,cell,tail_b2.0_mu1.0_c1.0_T500_cap64,oracle_prior,posterior_mean,36,0.816393442622951
A,cell,tail_b2.0_mu1.0_c1.0_T500_cap64,oracle_prior,posterior_mean_shrunk,36,0.9737704918032789
A,cell,tail_b2.0_mu1.0_c1.0_T500_cap64,posterior_mean,posterior_mean_shrunk,36,0.816393442622951
A,cell,tail_b2.0_mu1.0_c1.0_T50_cap64,empirical,lcb,36,0.6389776357827476
A,cell,tail_b2.0_mu1.0_c1.0_T50_cap64,empirical,oracle_prior,36,0.6325878594249201
A,cell,tail_b2.0_mu1.0_c1.0_T50_cap64,empirical,posterior_mean,36,0.6805111821086262
A,cell,tail_b2.0_mu1.0_c1.0_T50_cap64,empirical,posterior_mean_shrunk,36,0.6357827476038338
A,cell,tail_b2.0_mu1.0_c1.0_T50_cap64,lcb,oracle_prior,36,0.987220447284345
A,cell,tail_b2.0_mu1.0_c1.0_T50_cap64,lcb,posterior_mean,36,0.926517571884984
A,cell,tail_b2.0_mu1.0_c1.0_T50_cap64,lcb,posterior_mean_shrunk,36,0.9776357827476038
A,cell,tail_b2.0_mu1.0_c1.0_T50_cap64,oracle_prior,posterior_mean,36,0.9201277955271565
A,cell,tail_b2.0_mu1.0_c1.0_T50_cap64,oracle_prior,posterior_mean_shrunk,36,0.9712460063897764
A,cell,tail_b2.0_mu1.0_c1.0_T50_cap64,posterior_mean,posterior_mean_shrunk,36,0.9297124600638976
A,cell,tail_b8.0_mu1.0_c1.0_T1000_cap64,empirical,lcb,36,1.0
A,cell,tail_b8.0_mu1.0_c1.0_T1000_cap64,empirical,oracle_prior,36,1.0
A,cell,tail_b8.0_mu1.0_c1.0_T1000_cap64,empirical,posterior_mean,36,1.0
A,cell,tail_b8.0_mu1.0_c1.0_T1000_cap64,empirical,posterior_mean_shrunk,36,1.0
A,cell,tail_b8.0_mu1.0_c1.0_T1000_cap64,lcb,oracle_prior,36,1.0
A,cell,tail_b8.0_mu1.0_c1.0_T1000_cap64,lcb,posterior_mean,36,1.0
A,cell,tail_b8.0_mu1.0_c1.0_T1000_cap64,lcb,posterior_mean_shrunk,36,1.0
A,cell,tail_b8.0_mu1.0_c1.0_T1000_cap64,oracle_prior,posterior_mean,36,1.0
A,cell,tail_b8.0_mu1.0_c1.0_T1000_cap64,oracle_prior,posterior_mean_shrunk,36,1.0
A,cell,tail_b8.0_mu1.0_c1.0_T1000_cap64,posterior_mean,posterior_mean_shrunk,36,1.0
A,cell,tail_b8.0_mu1.0_c1.0_T100_cap64,empirical,lcb,36,0.8738030318309736
A,cell,tail_b8.0_mu1.0_c1.0_T100_cap64,empirical,oracle_prior,36,0.8738030318309736
A,cell,tail_b8.0_mu1.0_c1.0_T100_cap64,empirical,posterior_mean,36,0.9249213079161493
A,cell,tail_b8.0_mu1.0_c1.0_T100_cap64,empirical,posterior_mean_shrunk,36,0.8674132473203267
A,cell,tail_b8.0_mu1.0_c1.0_T100_cap64,lcb,oracle_prior,36,0.9808
A,cell,tail_b8.0_mu1.0_c1.0_T100_cap64,lcb,posterior_mean,36,0.872
A,cell,tail_b8.0_mu1.0_c1.0_T100_cap64,lcb,posterior_mean_shrunk,36,0.9872
A,cell,tail_b8.0_mu1.0_c1.0_T100_cap64,oracle_prior,posterior_mean,36,0.872
A,cell,tail_b8.0_mu1.0_c1.0_T100_cap64,oracle_prior,posterior_mean_shrunk,36,0.9936
A,cell,tail_b8.0_mu1.0_c1.0_T100_cap64,posterior_mean,posterior_mean_shrunk,36,0.8656
A,cell,tail_b8.0_mu1.0_c1.0_T200_cap64,empirical,lcb,36,0.8484848484848485
A,cell,tail_b8.0_mu1.0_c1.0_T200_cap64,empirical,oracle_prior,36,0.8484848484848485
A,cell,tail_b8.0_mu1.0_c1.0_T200_cap64,empirical,posterior_mean,36,1.0
A,cell,tail_b8.0_mu1.0_c1.0_T200_cap64,empirical,posterior_mean_shrunk,36,0.8484848484848485
A,cell,tail_b8.0_mu1.0_c1.0_T200_cap64,lcb,oracle_prior,36,1.0
A,cell,tail_b8.0_mu1.0_c1.0_T200_cap64,lcb,posterior_mean,36,0.8484848484848485
A,cell,tail_b8.0_mu1.0_c1.0_T200_cap64,lcb,posterior_mean_shrunk,36,1.0
A,cell,tail_b8.0_mu1.0_c1.0_T200_cap64,oracle_prior,posterior_mean,36,0.8484848484848485
A,cell,tail_b8.0_mu1.0_c1.0_T200_cap64,oracle_prior,posterior_mean_shrunk,36,1.0
A,cell,tail_b8.0_mu1.0_c1.0_T200_cap64,posterior_mean,posterior_mean_shrunk,36,0.8484848484848485
A,cell,tail_b8.0_mu1.0_c1.0_T500_cap64,empirical,lcb,36,1.0
A,cell,tail_b8.0_mu1.0_c1.0_T500_cap64,empirical,oracle_prior,36,1.0
A,cell,tail_b8.0_mu1.0_c1.0_T500_cap64,empirical,posterior_mean,36,1.0
A,cell,tail_b8.0_mu1.0_c1.0_T500_cap64,empirical,posterior_mean_shrunk,36,1.0
A,cell,tail_b8.0_mu1.0_c1.0_T500_cap64,lcb,oracle_prior,36,1.0
A,cell,tail_b8.0_mu1.0_c1.0_T500_cap64,lcb,posterior_mean,36,1.0
A,cell,tail_b8.0_mu1.0_c1.0_T500_cap64,lcb,posterior_mean_shrunk,36,1.0
A,cell,tail_b8.0_mu1.0_c1.0_T500_cap64,oracle_prior,posterior_mean,36,1.0
A,cell,tail_b8.0_mu1.0_c1.0_T500_cap64,oracle_prior,posterior_mean_shrunk,36,1.0
A,cell,tail_b8.0_mu1.0_c1.0_T500_cap64,posterior_mean,posterior_mean_shrunk,36,1.0
A,cell,tail_b8.0_mu1.0_c1.0_T50_cap64,empirical,lcb,36,0.4912286949436538
A,cell,tail_b8.0_mu1.0_c1.0_T50_cap64,empirical,oracle_prior,36,0.4976082883844804
A,cell,tail_b8.0_mu1.0_c1.0_T50_cap64,empirical,posterior_mean,36,0.8972114402030388
A,cell,tail_b8.0_mu1.0_c1.0_T50_cap64,empirical,posterior_mean_shrunk,36,0.5007980851048938
A,cell,tail_b8.0_mu1.0_c1.0_T50_cap64,lcb,oracle_prior,36,0.9936102236421726
A,cell,tail_b8.0_mu1.0_c1.0_T50_cap64,lcb,posterior_mean,36,0.5810057716248327
A,cell,tail_b8.0_mu1.0_c1.0_T50_cap64,lcb,posterior_mean_shrunk,36,0.9904153354632587
A,cell,tail_b8.0_mu1.0_c1.0_T50_cap64,oracle_prior,posterior_mean,36,0.5873904504338968
A,cell,tail_b8.0_mu1.0_c1.0_T50_cap64,oracle_prior,posterior_mean_shrunk,36,0.9968051118210862
A,cell,tail_b8.0_mu1.0_c1.0_T50_cap64,posterior_mean,posterior_mean_shrunk,36,0.5905827898384288
A,pooled,all,empirical,lcb,36,0.752177213743191
A,pooled,all,empirical,oracle_prior,36,0.7520331036338628
A,pooled,all,empirical,posterior_mean,36,0.7819898070797862
A,pooled,all,empirical,posterior_mean_shrunk,36,0.7531808597330767
A,pooled,all,lcb,oracle_prior,36,0.994806189716982
A,pooled,all,lcb,posterior_mean,36,0.9494097097063692
A,pooled,all,lcb,posterior_mean_shrunk,36,0.9937053035417007
A,pooled,all,oracle_prior,posterior_mean,36,0.9494170909410824
A,pooled,all,oracle_prior,posterior_mean_shrunk,36,0.9932208629069482
A,pooled,all,posterior_mean,posterior_mean_shrunk,36,0.948127694056905
