test,cell,policy,env_id,family,horizon,cap,n_on,n_corpus,corpus_scope,n_features,n_features_nonclock,knn_applicable,ood_frac,knn_dist_median,knn_threshold,n_features_standardizable,domain_auc,ood_frac_all,knn_threshold_all,n_features_standardizable_all,domain_auc_all,clock_confounded,domain_auc_CLOCK,domain_auc_QUALITY,domain_auc_EVIDENCE,domain_auc_HISTORY,max_frac_outside,mean_frac_outside,mean_abs_std_shift,max_abs_std_shift,max_ks,worst_feature_by_ks,corpus_score_kind,threshold
A,beta_rare_excellent_T50_cap64,rule_reservoir,beta_rare_excellent,A,50,64,3072,19968,same_horizon,7,5,True,0.208984375,0.31086088643743726,0.42361147339938315,5,0.932512654622396,0.2561848958333333,0.6493274138925605,7,0.946112060546875,True,0.8150336914062499,0.8930812581380209,0.8393921712239584,,0.08333333333333333,0.027622767857142853,0.7989721582803383,1.9082524000592964,0.6016125801282052,est_beta_b,none,0.1
A,beta_skewed_T1000_cap64,phi_k16,beta_skewed,A,1000,64,3072,13322,same_horizon,62,51,True,0.2513020833333333,2.5528714350360717,3.1988494333513655,51,0.9994029134114584,0.3811848958333333,3.4679288116185982,61,0.9996470540364583,True,0.9973866373697917,0.9956682942708333,0.9982139485677083,,0.9583333333333334,0.09530934979838711,0.5721153521640507,2.6860350790865604,0.9583333333333334,f_K,oof,0.1
A,beta_skewed_T1000_cap64,phi_k16_all71,beta_skewed,A,1000,64,3072,13322,same_horizon,71,60,True,0.5514322916666666,4.378817535223013,4.173685965763104,60,0.9999403483072917,0.6383463541666666,4.394006347052044,70,0.9999994303385417,True,0.9956577962239583,0.9953507486979167,0.99718994140625,0.9084253743489582,0.9583333333333334,0.08734503374413148,0.5398667076840451,2.6860350790865604,0.9583333333333334,f_K,oof,0.1
A,beta_skewed_T1000_cap64,phi_k16_cs,beta_skewed,A,1000,64,3072,13322,same_horizon,61,50,True,0.2542317708333333,2.484520376311031,3.086063773085247,50,0.9996482747395834,0.3759765625,3.3589394963387127,60,0.9998385416666667,True,0.9972182617187499,0.9954225260416667,0.998033447265625,,0.9583333333333334,0.09617272882513662,0.5683403444519399,2.6860350790865604,0.9583333333333334,f_K,oof,0.1
A,beta_skewed_T1000_cap64,phi_k16_quality,beta_skewed,A,1000,64,3072,13322,same_horizon,35,24,True,0.10677083333333333,1.072265954413762,1.9837668769561756,24,0.9954463704427083,0.2542317708333333,2.272278730053479,34,0.9993524576822918,True,0.9979039713541668,0.9954463704427083,,,0.9583333333333334,0.12555803571428573,0.7455379826435076,2.6860350790865604,0.9583333333333334,f_K,oof,0.1
A,beta_skewed_T1000_cap64,rule_reservoir,beta_skewed,A,1000,64,3072,13322,same_horizon,7,5,True,0.15006510416666666,0.3415735126473066,0.5336378750776066,5,0.9456067708333333,0.12532552083333334,0.7694189887507719,7,0.9482465006510418,True,0.9038529866536459,0.9460509440104168,0.5205840250651042,,0.4453125,0.08319382440476193,0.6294219559971153,1.35890606926951,0.7972214859192814,est_p_new_beats_incumbent,none,0.1
A,beta_skewed_T100_cap64,phi_k16,beta_skewed,A,100,64,3072,19968,same_horizon,62,51,True,0.2884114583333333,2.0283391272556033,2.690932688241468,51,0.9944599609375,0.4440104166666667,2.895184222421924,61,0.9954449869791666,True,0.9781623128255209,0.9907426350911458,0.9860954996744791,,0.369140625,0.04113113239247311,0.781658183847059,3.158581128475759,0.7816256009615385,f_K_over_sqrt_t,oof,0.1
A,beta_skewed_T100_cap64,phi_k16_all71,beta_skewed,A,100,64,3072,19968,same_horizon,71,60,True,0.6608072916666666,3.7770559162805446,3.3671555756726588,60,0.9984209391276043,0.7018229166666666,3.5399113159539133,70,0.9989473876953124,True,0.9836400960286459,0.9927586263020832,0.9879235839843749,0.9592934570312501,0.3815104166666667,0.04880520099765258,0.8378716395536506,3.195471997793785,0.7985526842948718,f_K_over_t,oof,0.1
A,beta_skewed_T100_cap64,phi_k16_cs,beta_skewed,A,100,64,3072,19968,same_horizon,61,50,True,0.2985026041666667,1.978558424063805,2.617598322946128,50,0.9951779378255209,0.4479166666666667,2.8220985202048947,60,0.9961597086588541,True,0.9790836181640625,0.9915942382812502,0.9853046468098958,,0.369140625,0.04189079576502733,0.7848964959968516,3.161808519230191,0.7816256009615385,f_K_over_sqrt_t,oof,0.1
A,beta_skewed_T100_cap64,phi_k16_quality,beta_skewed,A,100,64,3072,19968,same_horizon,35,24,True,0.3896484375,1.4636154186892125,1.67653074554178,24,0.9925750732421874,0.6549479166666666,1.9087718309596509,34,0.9958218587239583,True,0.9844902343749999,0.9925750732421874,,,0.4397786458333333,0.07645089285714286,0.9154938146066235,3.474910247281727,0.7908653846153846,f_K_over_t,oof,0.1
A,beta_skewed_T100_cap64,rule_reservoir,beta_skewed,A,100,64,3072,19968,same_horizon,7,5,True,0.2451171875,0.3105726070608573,0.42711657140859954,5,0.8844835611979166,0.23893229166666666,0.642404538402728,7,0.9044414876302084,True,0.7506734212239584,0.8639666748046875,0.6977904459635417,,0.041666666666666664,0.009114583333333334,0.6503057696903126,1.5089750837933429,0.5682341746794872,est_beta_b,none,0.1
A,beta_skewed_T200_cap64,phi_k16,beta_skewed,A,200,64,3072,18127,same_horizon,62,51,True,0.298828125,2.4284569061655743,2.9774729525839776,51,0.9971110026041666,0.4645182291666667,3.208893160446289,61,0.9985516764322917,True,0.9945503336588541,0.9902511393229166,0.9924097493489583,,0.5930989583333334,0.08494518649193548,0.8537350940529269,2.930674318458752,0.8644011695261212,f_K_over_sqrt_t,oof,0.1
A,beta_skewed_T200_cap64,phi_k16_all71,beta_skewed,A,200,64,3072,18127,same_horizon,71,60,True,0.875,4.884655774464835,3.599019124800427,60,0.9994644368489584,0.890625,3.8094549484871836,70,0.9997418619791666,True,0.9902118733723959,0.9889019368489584,0.9909326985677084,0.8993995768229167,0.603515625,0.09030223004694836,0.827940173444191,2.9245745020437655,0.8644011695261212,f_K_over_sqrt_t,oof,0.1
A,beta_skewed_T200_cap64,phi_k16_cs,beta_skewed,A,200,64,3072,18127,same_horizon,61,50,True,0.2998046875,2.379634699923858,2.9060234416912087,50,0.997005126953125,0.46875,3.134038086641085,60,0.9984677734375,True,0.9945707600911458,0.9894751790364584,0.9926806640625,,0.591796875,0.08619898394808743,0.853942965089472,2.9329378301422824,0.8644011695261212,f_K_over_sqrt_t,oof,0.1
A,beta_skewed_T200_cap64,phi_k16_quality,beta_skewed,A,200,64,3072,18127,same_horizon,35,24,True,0.23860677083333334,1.3210085296527323,1.7722743296162324,24,0.9903835449218751,0.6617838541666666,2.0267648425743876,34,0.9983417154947916,True,0.9944579671223959,0.9903835449218751,,,0.60546875,0.12751116071428573,0.9604334257812494,2.945628280306875,0.8644011695261212,f_K_over_sqrt_t,oof,0.1
A,beta_skewed_T200_cap64,rule_reservoir,beta_skewed,A,200,64,3072,18127,same_horizon,7,5,True,0.2451171875,0.3314513913726594,0.4506078472812906,5,0.9057825927734375,0.255859375,0.6835983234229537,7,0.8996381022135418,True,0.7879483235677083,0.9007412516276042,0.6570677083333334,,0.041666666666666664,0.01706659226190476,0.7278918314473637,1.6868237592708153,0.6457503144767934,est_beta_b,none,0.1
A,beta_skewed_T500_cap64,phi_k16,beta_skewed,A,500,64,3072,15763,same_horizon,62,51,True,0.22819010416666666,2.5164372031346076,3.166935125124793,51,0.9983917643229167,0.4384765625,3.3989600579300236,61,0.9997744140625,True,0.9939019368489583,0.9957884114583334,0.99508837890625,,0.873046875,0.09904233870967742,0.6928756030981642,2.8003133592042566,0.9135951278309966,f_K_over_sqrt_t,oof,0.1
A,beta_skewed_T500_cap64,phi_k16_all71,beta_skewed,A,500,64,3072,15763,same_horizon,71,60,True,0.7838541666666666,4.562951909338551,3.9158917719231416,60,0.9998932291666667,0.9544270833333334,4.120769094355526,70,0.9999443359375,True,0.9957880045572917,0.9953043619791666,0.9952549641927084,0.91133349609375,0.875,0.09539135856807512,0.6457567944582342,2.811422827764781,0.9135951278309966,f_K_over_sqrt_t,oof,0.1
A,beta_skewed_T500_cap64,phi_k16_cs,beta_skewed,A,500,64,3072,15763,same_horizon,61,50,True,0.22526041666666666,2.4395434601118042,3.071631190858902,50,0.9978814290364583,0.4527994791666667,3.296919479269911,60,0.9996025390625,True,0.992711181640625,0.9949386393229167,0.9943339843750001,,0.8727213541666666,0.10051656420765026,0.6912593023825403,2.800030730845574,0.9135951278309966,f_K_over_sqrt_t,oof,0.1
