row,policy,reference,test,horizon,delta,lo,hi,se,win,n_cells,n_episodes,n_envs,cluster_lo,cluster_hi,cluster_se,cluster_p,cluster_p_sign,cluster_boot_t_lo,cluster_boot_t_hi,cluster_pct_lo,cluster_pct_hi,cluster_min_env,cluster_max_env,cluster_degenerate,cluster_method,p_holm,mei,verdict,as_registered
primary,bestmean_star,fixed_K_star,robust,all,-0.0007602696167770773,-0.0015079374033098833,-1.654324287729731e-05,0.0003790783580754732,0.5057,90,45000,30,-0.0019126549756685845,0.0003921157421144293,0.0005634503505874454,0.1876781556741716,,-0.0018581946557089505,0.0004496229418260891,-0.0018103194684779731,0.0003534619215873272,,,False,env_mean_t,,0.002,refuted,True
secondary,bestmean_star,fixed_K_star,robust,50,-0.0016839920264513548,-0.003313156412175546,-6.854933444371781e-05,0.0008301366642373244,0.5099666666666667,30,15000,30,-0.004244570876690867,0.0008765868237881576,0.001251976207214276,0.18902864168872263,,-0.004096893610933547,0.0010163308894533165,-0.004061904414030333,0.0007300796097672228,,,False,env_mean_t,0.567085925066168,0.002,,True
secondary,bestmean_star,fixed_K_star,robust,100,0.00022475910230229301,-0.0008735563917752977,0.0013413937396835535,0.0005638260570937982,0.5037666666666667,30,15000,30,-0.0011641941457830865,0.0016137123503876727,0.000679118481109545,0.7430563968711987,,-0.0010234853636776006,0.0018317126573460176,-0.001075717324695239,0.0015640861326642332,,,False,env_mean_t,0.7430563968711987,0.002,,True
secondary,bestmean_star,fixed_K_star,robust,200,-0.0008215759261821706,-0.001908375564065451,0.00028730123982299095,0.0005581841097623166,0.5033666666666666,30,15000,30,-0.002081308714559852,0.0004381568621955108,0.000615937087174265,0.1926303174815685,,-0.002261044101035947,0.0003197224262307739,-0.0020522690635127946,0.0003007290534799294,,,False,env_mean_t,0.567085925066168,0.002,,True
structural,bestmean_star,fixed_K_star,robust,500,0.0,0.0,0.0,0.0,0.5,30,15000,30,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,,False,env_mean_t,,0.002,,True
structural,bestmean_star,fixed_K_star,robust,1000,0.0,0.0,0.0,0.0,0.5,30,15000,30,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,,False,env_mean_t,,0.002,,True
