test,cell,policy,env_id,family,horizon,cap,n_states,n_decisions,search_rate,mean_oracle_I_t,mean_oracle_p_t,mean_est_I_hat,mean_est_p,auc_oracle_I_for_decision,auc_oracle_p_for_decision,auc_est_I_hat_for_decision,auc_est_p_for_decision,auc_model_p_for_decision,corr_decision_oracle_I,corr_decision_oracle_p,corr_model_p_oracle_I,spearman_model_p_oracle_I,n_inclinations,inclination_rate,auc_oracle_I_for_inclination,spearman_est_I_hat_oracle_I,spearman_est_p_oracle_p,offline_label_auc_oracle_p_new_beats_best_true,offline_label_auc_oracle_I_t,offline_label_auc_est_p_new_beats_incumbent,offline_label_auc_est_I_hat
A,beta_good_common_T500_cap64,phi_k16_clock,beta_good_common,A,500,64,3072,2944,0.13043478260869565,0.00034654657256124856,0.01826312878872639,0.0030224358790843357,0.03961960030907052,0.6417846679687501,0.6417846679687501,1.0,1.0,1.0,0.2640227522404586,0.26514415692565896,0.2999040753572811,0.09866952436543136,3072,0.9166666666666666,0.5193342729048296,0.3162598317844376,0.29357291754986814,0.8301234312942936,0.8974563052832495,0.5739398030451561,0.6126022615352111
A,beta_good_common_T500_cap64,phi_k16_cs,beta_good_common,A,500,64,3072,2944,0.06080163043478261,0.0006920900212453552,0.029629987201565414,0.0005432262783349375,0.016148679435502442,0.5770222352430117,0.5770222352430117,0.7341792356572076,0.6899289805732065,0.9478234515643468,0.0742739204086734,0.07698567518091091,0.17889819440107463,0.17140074911830627,3072,0.052083333333333336,0.6286980597527473,0.4065002512812222,0.37206862937955887,0.8301234312942936,0.8974563052832495,0.5739398030451561,0.6126022615352111
A,beta_good_common_T500_cap64,phi_k16_quality,beta_good_common,A,500,64,3072,2944,0.05332880434782609,0.0007737728174620258,0.0322859954634582,0.0005811643144860611,0.017557110805935597,0.5731969860064585,0.5731969860064585,0.79598179902596,0.7515695026270743,0.9502192847136044,0.06583731179418749,0.06779863225312156,0.16622176843090675,0.16662976939880006,3072,0.045572916666666664,0.618563632820113,0.37412730108719067,0.33374843735413134,0.8301234312942936,0.8974563052832495,0.5739398030451561,0.6126022615352111
A,beta_good_common_T500_cap64,rule_reservoir,beta_good_common,A,500,64,3072,2944,0.13043478260869565,0.00034654657256124856,0.01826312878872639,0.0030224358790843357,0.03961960030907052,0.6417846679687501,0.6417846679687501,1.0,1.0,,0.2640227522404586,0.26514415692565896,,,0,,,0.3162598317844376,0.29357291754986814,0.8301234312942936,0.8974563052832495,0.5739398030451561,0.6126022615352111
A,beta_good_common_T50_cap64,phi_k16,beta_good_common,A,50,64,3072,2944,0.34782608695652173,0.00453540521209552,0.07976415301519411,0.013848461322089688,0.1407408112537393,0.6666145324707031,0.6666145324707031,0.9958343505859375,0.9920735677083332,0.8649602254231771,0.25641424087644915,0.3417487283231481,0.5042156061242752,0.3347935659195497,3072,0.09309895833333333,0.8195177937640248,0.2659771719430482,0.23093192974079818,0.8228024670267619,0.8555811208654915,0.573305617377877,0.6186656312281607
A,beta_good_common_T50_cap64,phi_k16_all71,beta_good_common,A,50,64,3072,2944,0.34782608695652173,0.00453540521209552,0.07976415301519411,0.013848461322089688,0.1407408112537393,0.6666145324707031,0.6666145324707031,0.9958343505859375,0.9920735677083332,0.8222941080729167,0.25641424087644915,0.3417487283231481,0.5296266081463776,0.3552320886433763,3072,0.0791015625,0.8317579391574914,0.2659771719430482,0.23093192974079818,0.8228024670267619,0.8555811208654915,0.573305617377877,0.6186656312281607
A,beta_good_common_T50_cap64,phi_k16_clock,beta_good_common,A,50,64,3072,2944,0.6956521739130435,0.0038755291187360353,0.06563161617312889,0.02127550734638885,0.222843365833135,0.6733894348144531,0.6733894348144531,0.9894365583147321,0.985119410923549,1.0,0.1503332384327976,0.24799534904303486,0.42130502440300427,0.44281006821469254,3072,0.4166666666666667,0.7358854021344866,0.3190327875341611,0.24991439838555735,0.8228024670267619,0.8555811208654915,0.573305617377877,0.6186656312281607
A,beta_good_common_T50_cap64,phi_k16_cs,beta_good_common,A,50,64,3072,2944,0.34782608695652173,0.00453540521209552,0.07976415301519411,0.013848461322089688,0.1407408112537393,0.6666145324707031,0.6666145324707031,0.9958343505859375,0.9920735677083332,0.8632603963216146,0.25641424087644915,0.3417487283231481,0.5040084690610676,0.33420108018467,3072,0.107421875,0.8128997856021927,0.2659771719430482,0.23093192974079818,0.8228024670267619,0.8555811208654915,0.573305617377877,0.6186656312281607
A,beta_good_common_T50_cap64,phi_k16_quality,beta_good_common,A,50,64,3072,2944,0.34782608695652173,0.00453540521209552,0.07976415301519411,0.013848461322089688,0.1407408112537393,0.6666145324707031,0.6666145324707031,0.9958343505859375,0.9920735677083332,0.7782241821289062,0.25641424087644915,0.3417487283231481,0.5014477232809277,0.3206276072138446,3072,0.09798177083333333,0.8106252345423831,0.2659771719430482,0.23093192974079818,0.8228024670267619,0.8555811208654915,0.573305617377877,0.6186656312281607
A,beta_good_common_T50_cap64,rule_reservoir,beta_good_common,A,50,64,3072,2944,0.7972146739130435,0.003834331082664575,0.06441563260135358,0.023911644200096564,0.252764847101335,0.6702315725767025,0.6702315725767025,0.9713351589648284,0.9622797983669235,,0.11729254459668959,0.19905070681593925,,,0,,,0.2948056592184204,0.20628913879962216,0.8228024670267619,0.8555811208654915,0.573305617377877,0.6186656312281607
