level,split,env_id,family,horizon,cap,base_seed,K,n_envs,n_episodes,regret,regret_se,regret_disc,regret_sel,k_final,search_frac,k_star,is_argmin
env,val,beta_good_common,A,200,160,5007000,4,1,500,0.1263918058872223,0.0038313391757662666,0.1188339946269989,0.007557811260223389,4.0,0.0101010101010101,32,False
env,val,beta_good_common,A,200,160,5007000,6,1,500,0.10207794487476349,0.0030941074666217634,0.09192786598205567,0.010150078892707824,6.0,0.0202020202020202,32,False
env,val,beta_good_common,A,200,160,5007000,8,1,500,0.08643989741802216,0.002773181052661784,0.07523472046852112,0.011205176949501038,8.0,0.030303030303030293,32,False
env,val,beta_good_common,A,200,160,5007000,10,1,500,0.07883370900154114,0.002773704423034731,0.06355975580215455,0.015273953199386597,10.0,0.0404040404040404,32,False
env,val,beta_good_common,A,200,160,5007000,12,1,500,0.07208379006385804,0.0025134534842597487,0.05656084454059601,0.015522945523262024,12.0,0.050505050505050504,32,False
env,val,beta_good_common,A,200,160,5007000,14,1,500,0.06584981393814086,0.0024289329384721823,0.048595670580863955,0.017254143357276916,14.0,0.06060606060606059,32,False
env,val,beta_good_common,A,200,160,5007000,16,1,500,0.060669406294822696,0.0022847820803017166,0.04345183491706848,0.01721757137775421,16.0,0.07070707070707072,32,False
env,val,beta_good_common,A,200,160,5007000,18,1,500,0.0578048974275589,0.0021607290238753137,0.040293855667114256,0.017511041760444643,18.0,0.0808080808080808,32,False
env,val,beta_good_common,A,200,160,5007000,20,1,500,0.055629945278167725,0.0021421925505712763,0.03693214190006256,0.018697803378105164,20.0,0.09090909090909091,32,False
env,val,beta_good_common,A,200,160,5007000,24,1,500,0.05370667469501495,0.002116128312699414,0.03225487220287323,0.021451802492141722,24.0,0.11111111111111115,32,False
env,val,beta_good_common,A,200,160,5007000,28,1,500,0.050981372475624086,0.002084220368813102,0.028204412341117858,0.022776960134506224,28.0,0.1313131313131313,32,False
env,val,beta_good_common,A,200,160,5007000,32,1,500,0.0490139627456665,0.002025714717595473,0.024735877633094788,0.024278085112571717,32.0,0.15151515151515152,32,True
env,val,beta_good_common,A,200,160,5007000,36,1,500,0.054081531763076784,0.0023417218535983064,0.023106926918029784,0.030974604845046997,36.0,0.1717171717171717,32,False
env,val,beta_good_common,A,200,160,5007000,40,1,500,0.0559526629447937,0.0023686699231404815,0.02083963692188263,0.035113026022911074,40.0,0.1919191919191919,32,False
env,val,beta_good_common,A,200,160,5007000,48,1,500,0.05442175054550171,0.0023405061891158905,0.017437222480773926,0.03698452806472778,48.0,0.23232323232323226,32,False
env,val,beta_good_common,A,200,160,5007000,56,1,500,0.05451943147182465,0.002226883373342905,0.015103753924369813,0.039415677547454835,56.0,0.27272727272727265,32,False
env,val,beta_good_common,A,200,160,5007000,64,1,500,0.059376564860343935,0.0024350551802188917,0.01304329514503479,0.04633326971530914,64.0,0.31313131313131315,32,False
env,val,beta_good_common,A,200,160,5007000,80,1,500,0.06550854325294495,0.002728926910153058,0.009443759322166442,0.0560647839307785,80.0,0.3939393939393939,32,False
env,val,beta_good_common,A,200,160,5007000,96,1,500,0.06998408162593842,0.0027982886355548213,0.00737229597568512,0.0626117856502533,96.0,0.4747474747474748,32,False
env,val,beta_good_common,A,200,160,5007000,128,1,500,0.08190174561738968,0.0031426141044368925,0.004510122776031494,0.07739162284135818,128.0,0.6363636363636365,32,False
env,val,beta_good_common,A,200,160,5007000,160,1,500,0.1022103761434555,0.003618057881619814,0.002128982424736023,0.10008139371871948,160.0,0.7979797979797978,32,False
env,val,beta_mostly_mediocre,A,200,160,5037000,4,1,500,0.195270099401474,0.004640923916401104,0.18093291288614274,0.014337186515331269,4.0,0.0101010101010101,28,False
env,val,beta_mostly_mediocre,A,200,160,5037000,6,1,500,0.16914861261844635,0.0040613780549156155,0.14978828644752504,0.019360326170921326,6.0,0.0202020202020202,28,False
env,val,beta_mostly_mediocre,A,200,160,5037000,8,1,500,0.15484612387418747,0.003958956499273189,0.13422481417655946,0.020621309697628022,8.0,0.030303030303030293,28,False
